timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.144810830924,[-3.54102919  0.70800657],-2.13713,"[[  4.83497866e-02  -8.45118630e-02   7.70695675e-02  -5.70215810e-02]
 [ -4.17609104e-03   9.95285333e-05   0.00000000e+00   0.00000000e+00]]","[ 1.01018405  0.86758168  0.65116797 -0.6349082   0.66299439 -0.49987075
 -0.61111397  0.13301152  0.28422537  1.45348086  0.        ]",[-3.3053937   1.33602107],[-0.83794403 -0.70368838]
1,-0.14284762343,[-2.80969557  1.244508  ],-2.10236,"[[ 0.00856563 -0.05636689  0.07706957 -0.05702158]
 [-3.96106004  2.80504516  0.          0.        ]]","[ 1.01209395  0.86985724  0.58564871 -0.56393101  0.66299419 -0.49987062
 -0.71569203  0.62749199  0.28474973  1.38830456  0.        ]",[-2.89410043  0.6714865 ],[-0.83794403 -0.70368838]
2,-0.137504433136,[-2.90543424 -0.11866691],-1.78562,"[[-0.1095752   0.03891982  0.07706957 -0.05702158]
 [-7.8401037   6.71060322  0.          0.        ]]","[ 1.00203394  0.8708116   0.3913563  -0.32312827  0.662994   -0.49987049
 -0.81821276  1.31599768  0.27818279  1.2108702   0.        ]",[-2.29923368 -0.63197112],[-0.83794403 -0.70368838]
3,-0.127855735987,[-0.73962574 -0.86386306],-1.93183,"[[ -0.30450989   0.167099     0.07706957  -0.05702158]
 [-11.64072662   6.10929737   0.           0.        ]]","[  9.34512555e-01   8.55677947e-01   7.75309189e-02  -1.00523846e-03
   6.62993797e-01  -4.99870357e-01  -9.18660814e-01   1.20999355e+00
   2.36185075e-01   8.84007415e-01   0.00000000e+00]",[-0.82849252 -0.62400389],[-0.83794403 -0.70368838]
4,-0.11612551106,[ 1.65567715  0.03649585],-2.09183,"[[ -0.56435783   0.253761     0.07706957  -0.05702158]
 [-14.33510659   2.56867604   0.           0.        ]]","[ 0.75045297  0.83488562 -0.30974313  0.21319275  0.6629936  -0.49987023
 -0.98987141  0.58582138  0.10275084  0.36226117  0.        ]",[ 1.53866494  0.49030977],[-0.83794403 -0.70368838]
5,-0.111692056852,[ 2.15894143  0.08652865],-2.04036,"[[ -0.808525     0.30605603   0.07706957  -0.05702158]
 [-10.09571993   2.66054357   0.           0.        ]]","[ 0.48993484  0.81828766 -0.62015198  0.34024447  0.6629934  -0.4998701
 -0.87782639  0.60201643 -0.10688428 -0.11167694  0.        ]",[ 2.04670811  0.40580106],[-0.83794403 -0.70368838]
6,-0.112489367379,[ 2.46574258  0.14181187],-2.09829,"[[-0.96874609  0.36215921  0.07706957 -0.05702158]
 [-5.94021551  2.94883439  0.          0.        ]]","[ 0.28027218  0.79715186 -0.78640999  0.47422313  0.6629932  -0.49986997
 -0.7679984   0.65283871 -0.2695893  -0.35759786  0.        ]",[ 2.02987885  0.1801818 ],[-0.83794403 -0.70368838]
7,-0.112461363202,[ 1.51083679 -0.93727016],-1.98586,"[[-1.04668194  0.42616841  0.07706957 -0.05702158]
 [-1.86691805  3.45043098  0.          0.        ]]","[ 0.16907721  0.76891276 -0.85493715  0.62361578  0.662993   -0.49986984
 -0.66034314  0.74126438 -0.33546746 -0.42473342  0.        ]",[ 1.48228526 -0.30128199],[-0.83794403 -0.70368838]
8,-0.111167097575,[ 1.13717763 -0.37766552],-2.01889,"[[-1.04394365  0.45724115  0.07706957 -0.05702158]
 [ 2.12744422 -0.33054978  0.          0.        ]]","[ 0.17307498  0.75365142 -0.85267363  0.69463093  0.6629928  -0.49986971
 -0.55477412  0.07471936 -0.31475317 -0.3850234   0.        ]",[ 1.05748129  0.40462461],[-0.83794403 -0.70368838]
9,-0.110016764883,[ 0.34558828  0.18957452],-1.94968,"[[-0.96211937  0.43567731  0.07706957 -0.05702158]
 [ 6.04194026 -1.8208731   0.          0.        ]]","[ 0.28946834  0.76434864 -0.78019586  0.64545788  0.6629926  -0.49986958
 -0.45131596 -0.18800814 -0.22306683 -0.26065014  0.        ]",[ 0.15684667  0.59462976],[-0.83794403 -0.70368838]
10,-0.109844890072,[-0.38408649 -0.04716642],-1.84112,"[[-0.82876578  0.40714756  0.07706957 -0.05702158]
 [ 7.28926695 -1.03472565  0.          0.        ]]","[ 0.46499108  0.77775644 -0.64293499  0.57964159  0.66299241 -0.49986945
 -0.41834967 -0.04941899 -0.0849537  -0.03007234  0.        ]",[-0.7939471   0.20351323],[-0.83794403 -0.70368838]
11,-0.111978677605,[-1.8431935   0.61478424],-1.70214,"[[-0.69967178  0.3847902   0.07706957 -0.05702158]
 [ 5.62567412 -1.20045265  0.          0.        ]]","[ 0.61564454  0.78766382 -0.48948792  0.52749242  0.66299221 -0.49986932
 -0.46231744 -0.07863483  0.03102852  0.22132798  0.        ]",[-1.20406604  0.25213945],[-0.83794403 -0.70368838]
12,-0.114157919855,[-1.47626378  0.50689747],-1.70562,"[[-0.62797576  0.38545859  0.07706957 -0.05702158]
 [ 1.55748118  1.25909751  0.          0.        ]]","[ 0.69017971  0.78737505 -0.3964641   0.52905833  0.66299201 -0.49986919
 -0.56983752  0.35495688  0.0892836   0.38630213  0.        ]",[-1.21664393 -0.42673531],[-0.83794403 -0.70368838]
13,-0.113772146804,[-0.59552775 -1.16451309],-1.74889,"[[-0.63683441  0.43054325  0.07706957 -0.05702158]
 [-2.4300729   3.24274882  0.          0.        ]]","[ 0.68134254  0.76682332 -0.40823712  0.6336759   0.66299181 -0.49986906
 -0.67522632  0.70465276  0.09248512  0.42563334  0.        ]",[-0.85142708 -0.96888518],[-0.83794403 -0.70368838]
14,-0.111210196863,[ 0.19961204  0.13991807],-1.89209,"[[-0.70857667  0.45503457  0.07706957 -0.05702158]
 [-4.73647765 -0.7802186   0.          0.        ]]","[ 0.60591504  0.75476662 -0.50067034  0.68962168  0.66299161 -0.49986893
 -0.73618318 -0.0045526   0.04263164  0.29327216  0.        ]",[ 0.35290724  0.33786759],[-0.83794403 -0.70368838]
15,-0.109478737697,[ 0.39582395  0.6188245 ],-1.89968,"[[-0.79444516  0.44514019  0.07706957 -0.05702158]
 [-3.8533139  -0.21111242  0.          0.        ]]","[ 0.50700403  0.75971206 -0.60401237  0.66709791  0.66299141 -0.4998688
 -0.71284139  0.09577462 -0.03663202  0.09066024  0.        ]",[ 0.71367067  0.27702397],[-0.83794403 -0.70368838]
16,-0.10854018452,[ 1.17470186 -0.21713107],-1.94254,"[[-0.85504469  0.46553817  0.07706957 -0.05702158]
 [-2.21210055  2.2427382   0.          0.        ]]","[ 0.43190969  0.74940537 -0.67177196  0.7134126   0.66299121 -0.49986867
 -0.66946475  0.52836181 -0.08995401 -0.01153352  0.        ]",[ 0.48822176 -0.48230115],[-0.83794403 -0.70368838]
