timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.280058207362,[-1.27140198 -1.19755615],-2.17517,"[[ 0.01363355 -0.05705925 -0.06489038  0.05071733]
 [ 0.0036608  -0.0049875   0.          0.        ]]","[ 1.00905499  0.87350723  0.5851134  -0.55518492 -0.56455862  0.43454794
 -0.61194735  0.13130179  1.53416254  0.05116541  0.        ]",[-1.56308866 -1.55941319],[-0.81057107 -0.68484002]
1,-0.282049655375,[ 0.26740993 -1.22707703],-2.37486,"[[-0.02596909 -0.09687042 -0.06489038  0.05071733]
 [-3.95076799 -3.96294271  0.          0.        ]]","[ 1.00864341  0.86999174  0.51998278 -0.65491699 -0.56455845  0.43454782
 -0.71697181 -0.56405477  1.52757272 -0.10412905  0.        ]",[-0.06797594 -1.20769989],[-0.81057107 -0.68484002]
2,-0.285019188863,[ 0.5445907  -1.90088069],-2.35445,"[[-0.09357205 -0.21507426 -0.06489038  0.05071733]
 [-2.81333442 -7.8445031   0.          0.        ]]","[ 1.00184678  0.84891639  0.40901317 -0.94815558 -0.56455829  0.43454771
 -0.68676277 -1.24598941  1.48559176 -0.43155368  0.        ]",[ 1.25540709 -1.3660574 ],[-0.81057107 -0.68484002]
3,-0.284953755644,[ 1.82739806 -0.70956615],-2.62839,"[[ -0.1276519   -0.41014234  -0.06489038   0.05071733]
 [ -0.60204343 -11.64961628   0.           0.        ]]","[ 0.99551427  0.78012927  0.3533059  -1.41381491 -0.56455812  0.43454759
 -0.62803342 -1.91449199  1.39143016 -0.75446838  0.        ]",[ 2.01689339 -1.21296418],[-0.81057107 -0.68484002]
4,-0.279434690648,[ 2.75563675 -1.97658139],-2.76339,"[[ -0.09987413  -0.66902454  -0.06489038   0.05071733]
 [  3.36662355 -14.22997589   0.           0.        ]]","[ 1.00082145  0.62780485  0.39869619 -1.97033694 -0.56455795  0.43454748
 -0.52263038 -2.36782094  1.25858931 -0.96773844  0.        ]",[ 2.19860172 -1.48936868],[-0.81057107 -0.68484002]
5,-0.266556283111,[ 2.21940019 -2.14367419],-2.76044,"[[  6.49480624e-03  -9.90537342e-01  -6.48903847e-02   5.07173320e-02]
 [  7.25735563e+00  -1.79089785e+01   0.00000000e+00   0.00000000e+00]]","[ 1.00917369  0.35656129  0.57337216 -2.51333398 -0.56455779  0.43454736
 -0.41929721 -3.01416185  1.10330781 -1.02286238  0.        ]",[ 2.23348737 -1.77201807],[-0.81057107 -0.68484002]
6,-0.243718209882,[ 1.86469492 -1.68571309],-2.61772,"[[  0.18990971  -1.38489465  -0.06489038   0.05071733]
 [ 11.07152838 -21.51462532   0.           0.        ]]","[ 0.97894576 -0.06078691  0.87316748 -2.88131596 -0.56455762  0.43454725
 -0.31799738 -3.64760924  0.90695154 -0.93077052  0.        ]",[ 2.31766105 -1.89449191],[-0.81057107 -0.68484002]
7,-0.208561863005,[ 2.72815991 -2.01844836],-2.26579,"[[  0.44885761  -1.85064149  -0.06489038   0.05071733]
 [ 14.8109413  -25.04815057   0.           0.        ]]","[ 0.84246966 -0.59025828  1.27640155 -2.82685503 -0.56455746  0.43454714
 -0.21868309 -4.2683776   0.64329114 -0.70493595  0.        ]",[ 2.33882308 -1.6388495 ],[-0.81057107 -0.68484002]
8,-0.159993546616,[ 2.22386643 -1.39820594],-1.74367,"[[  0.78185917  -2.3863497   -0.06489038   0.05071733]
 [ 18.4771054  -28.51105011   0.           0.        ]]","[ 0.5203953  -1.10923111  1.72157067 -2.13426347 -0.56455729  0.43454702
 -0.1213142  -4.87672713  0.27967521 -0.39132505  0.        ]",[ 2.16209197 -0.75375503],[-0.81057107 -0.68484002]
9,-0.100750511459,[ 2.59824463  0.83868476],-1.4409,"[[  1.1874598   -2.99062606  -0.06489038   0.05071733]
 [ 22.07094119 -31.9053554    0.           0.        ]]","[-0.04448916 -1.40842042  2.08805208 -0.78977618 -0.56455713  0.43454691
 -0.02586626 -5.47301192 -0.2056851  -0.08243782  0.        ]",[ 1.77623844  0.77725375],[-0.81057107 -0.68484002]
