timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.209904629414,[ 0.18901729  0.29782197],-1.32632,"[[ 0.00359702 -0.07445415  0.01408413  0.06863283]
 [-0.00386013 -0.00397095  0.          0.        ]]","[ 0.99364532  0.9240585   0.47288525 -0.46962533  0.12368693  0.59362058
 -0.63469414  0.12612581  0.83477061 -0.29017073  0.        ]",[-0.28310651 -0.16061302],[-0.70074964 -0.43690848]
1,-0.209006103389,[-0.42371777  0.0480132 ],-1.27428,"[[ 0.01101819 -0.06270387  0.01408413  0.06863283]
 [ 0.74348982  1.17507038  0.          0.        ]]","[ 0.99355623  0.92497384  0.48481983 -0.44182628  0.12368688  0.59362027
 -0.61380726  0.32476071  0.83580022 -0.2590649   0.        ]",[-0.54446298 -0.24100395],[-0.70074964 -0.43690848]
2,-0.208299052772,[-0.73312744 -1.13192868],-1.22107,"[[ 0.0089222  -0.03752182  0.01408413  0.06863283]
 [-0.94745783  1.34257429  0.          0.        ]]","[ 0.99358949  0.92640816  0.48144887 -0.38218614  0.12368684  0.59361996
 -0.66106464  0.35298023  0.83666649 -0.2335925   0.        ]",[-0.47996873 -0.04651904],[-0.70074964 -0.43690848]
3,-0.212047341362,[ 1.32095695 -0.66152676],-1.4003,"[[-0.03892159 -0.05065361  0.01408413  0.06863283]
 [-3.827339   -2.64247562  0.          0.        ]]","[ 0.99242008  0.92574907  0.40451942 -0.41329611  0.12368679  0.59361964
 -0.74154967 -0.31838806  0.83277182 -0.35902034  0.        ]",[ 0.4552491   0.30352318],[-0.70074964 -0.43690848]
4,-0.216966301245,[ 0.47298986  0.59784423],-1.41545,"[[-0.07500837 -0.12927495  0.01408413  0.06863283]
 [ 0.20523085 -5.21109231  0.          0.        ]]","[ 0.9890733   0.91771468  0.3465796  -0.59893611  0.12368674  0.59361933
 -0.62884906 -0.75112716  0.81567503 -0.53483131  0.        ]",[ 0.8254565  -0.16596924],[-0.70074964 -0.43690848]
5,-0.217567994819,[ 0.27271954 -1.13929492],-1.34516,"[[-0.05218082 -0.20871784  0.01408413  0.06863283]
 [ 2.07132001 -2.74142329  0.          0.        ]]","[ 0.99143523  0.90251717  0.38321708 -0.78459337  0.12368669  0.59361901
 -0.5766962  -0.33505728  0.80492419 -0.57616434  0.        ]",[ 0.7255075  -0.69642049],[-0.70074964 -0.43690848]
6,-0.216205790687,[ 0.65226874  0.16834618],-1.59275,"[[ -3.25956113e-04  -3.02733524e-01   1.40841334e-02   6.86328267e-02]
 [  3.11069837e+00  -6.64712471e+00   0.00000000e+00   0.00000000e+00]]","[ 0.99365115  0.87547226  0.46657498 -1.00021114  0.12368664  0.5936187
 -0.54764788 -0.99305752  0.79531619 -0.56815801  0.        ]",[ 1.1620605  -0.88424158],[-0.70074964 -0.43690848]
7,-0.212482586712,[ 0.79118883 -1.30147724],-1.59605,"[[ 0.08715735 -0.42767687  0.01408413  0.06863283]
 [ 5.62926708 -5.84985268  0.          0.        ]]","[ 0.98746842  0.8247405   0.60709336 -1.27677962  0.12368659  0.59361839
 -0.47725988 -0.85873899  0.78129156 -0.51541651  0.        ]",[ 0.9875142 -1.3919307],[-0.70074964 -0.43690848]
8,-0.204487540381,[ 1.42414409 -1.23648362],-1.90638,"[[ 0.23004464 -0.58324992  0.01408413  0.06863283]
 [ 8.64942675 -9.69460633  0.          0.        ]]","[ 0.95074476  0.73912744  0.83381594 -1.59924293  0.12368654  0.59361807
 -0.39285368 -1.50647016  0.75856327 -0.37565081  0.        ]",[ 0.90932977 -1.68028247],[-0.70074964 -0.43690848]
9,-0.190586815885,[ 1.07406679 -1.16545688],-1.99099,"[[  0.44102621  -0.81495457   0.01408413   0.06863283]
 [ 12.43618884 -13.46322237   0.           0.        ]]","[ 0.83780958  0.56987379  1.15361268 -2.01886856  0.12368649  0.59361776
 -0.28702285 -2.14137122  0.6940483  -0.18159387  0.        ]",[ 1.19634604 -1.66136682],[-0.70074964 -0.43690848]
10,-0.168168837299,[ 1.98696621 -1.9159677 ],-2.07063,"[[  7.26996501e-01  -1.12127740e+00   1.40841334e-02   6.86328267e-02]
 [  1.61485964e+01  -1.71566240e+01   0.00000000e+00   0.00000000e+00]]","[ 0.58188176  0.28390581  1.53599246 -2.42902181  0.12368644  0.59361745
 -0.18327006 -2.76359524  0.55616011  0.05560735  0.        ]",[ 1.61410177 -1.66454995],[-0.70074964 -0.43690848]
11,-0.135391799531,[ 2.10374309 -0.65038116],-1.72582,"[[  1.08648610e+00  -1.50072614e+00   1.40841334e-02   6.86328267e-02]
 [  1.97884003e+01  -2.07760216e+01   0.00000000e+00   0.00000000e+00]]","[ 0.1232906  -0.13078656  1.89039821 -2.65877653  0.12368639  0.59361713
 -0.08154636 -3.37334311  0.31440759  0.2744232   0.        ]",[ 1.99503827 -1.6645999 ],[-0.70074964 -0.43690848]
12,-0.0926393622314,[ 2.99011887 -1.37002868],-1.48079,"[[  1.51805656e+00  -1.93794445e+00   1.40841334e-02   6.86328267e-02]
 [  2.33569242e+01  -2.29384580e+01   0.00000000e+00   0.00000000e+00]]","[-0.54915436 -0.61879814  2.07311361 -2.50654759  0.12368635  0.59361682
  0.01818523 -3.73762798 -0.03163365  0.39240042  0.        ]",[ 2.30954742 -1.53253758],[-0.70074964 -0.43690848]
13,-0.0488118971305,[ 2.52114678 -0.33828225],-1.38334,"[[  2.02029774e+00  -2.43186481e+00   1.40841334e-02   6.86328267e-02]
 [  2.68555604e+01  -2.64418763e+01   0.00000000e+00   0.00000000e+00]]","[-1.34268776 -1.07338103  1.91558811 -1.83846312  0.1236863   0.5936165
  0.11596362 -4.32781425 -0.4344325   0.29450644  0.        ]",[ 2.59050298 -0.79364306],[-0.70074964 -0.43690848]
14,-0.056958556886,[ 2.26383128  0.19411534],-1.50753,"[[  2.59181440e+00  -2.96887173e+00   1.40841334e-02   6.86328267e-02]
 [  3.02844996e+01  -2.72563009e+01   0.00000000e+00   0.00000000e+00]]","[-2.02366502 -1.33114828  1.30739935 -0.70076388  0.12368625  0.59361619
  0.21179415 -4.46498259 -0.77060278 -0.08054918  0.        ]",[ 2.67100716  0.14859903],[-0.70074964 -0.43690848]
15,-0.0767783819501,[ 3.61653378  0.10975318],-1.60725,"[[  3.23122961e+00  -3.21010794e+00   1.40841334e-02   6.86328267e-02]
 [  3.36455687e+01  -4.78050164e-01   0.00000000e+00   0.00000000e+00]]","[-2.25711934 -1.34540482  0.32312221 -0.13086342  0.1236862   0.59361588
  0.30572787  0.04627512 -0.82567624 -0.29704458  0.        ]",[ 3.09607291 -1.15507984],[-0.70074964 -0.43690848]
16,-0.0632319519761,[ 3.20865788 -1.09637494],-1.08757,"[[  3.93718622e+00  -3.15777922e+00   1.40841334e-02   6.86328267e-02]
 [  3.69390400e+01   3.89805778e+00   0.00000000e+00   0.00000000e+00]]","[-1.77483212 -1.3479235  -0.68165526 -0.25482885  0.12368615  0.59361556
  0.39777237  0.78350569 -0.84152829 -0.14723655  0.        ]",[ 3.48233271 -1.59629452],[-0.70074964 -0.43690848]
17,-0.0620230621495,[ 2.94708854 -1.62210566],-0.96567,"[[  4.70835451e+00  -3.08843001e+00   1.40841334e-02   6.86328267e-02]
 [  4.01670087e+01   2.82369935e+00   0.00000000e+00   0.00000000e+00]]","[-0.64157176 -1.34646379 -1.14115367 -0.41922054  0.1236861   0.59361525
  0.48798621  0.60251109 -0.96028224 -0.10108828  0.        ]",[ 3.25003004 -1.37024486],[-0.70074964 -0.43690848]
18,-0.0755218082564,[ 2.80314111 -0.46117712],-1.53654,"[[  5.54344028e+00  -3.04534490e+00   1.40841334e-02   6.86328267e-02]
 [  4.33310264e+01   1.55136669e+00   0.00000000e+00   0.00000000e+00]]","[ 0.56798814 -1.34280431 -0.61703493 -0.5210984   0.12368605  0.59361494
  0.57641272  0.38816438 -1.03008861 -0.22445849  0.        ]",[ 2.6973877  -0.88814187],[-0.70074964 -0.43690848]
19,-0.0856519206856,[ 1.89987446 -0.42364486],-1.70917,"[[  6.44117823e+00  -3.02243879e+00   1.40841334e-02   6.86328267e-02]
 [  4.64324387e+01   7.99458381e-01   0.00000000e+00   0.00000000e+00]]","[ 0.97336688 -1.34000176  0.72012754 -0.57510117  0.123686    0.59361462
  0.66308952  0.26149222 -0.9709828  -0.3660696   0.        ]",[ 2.38560748 -0.64842713],[-0.70074964 -0.43690848]
