timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.07214883 -0.05394685 -0.07126291  0.01260907]
 [ 0.00201235 -0.004563    0.          0.        ]]","[ 1.10711442  1.97921859  0.17961837 -1.19255365 -0.6126285   0.10149478
 -0.45863713 -0.37032957  2.19585898 -0.4958016   0.        ]",-0.28214340759,[ 2.28188022  3.63340675],-3.52413,[ 1.34328806  3.44553137],[-0.50229949 -0.32195911]
1,"[[-0.03243392 -0.0143248  -0.07126291  0.01260907]
 [ 3.95631702  3.95358246  0.          0.        ]]","[ 1.1103758   1.98106445  0.23739709 -1.08099051 -0.61262832  0.10149476
 -0.28708182  0.2210605   2.2049919  -0.37245511  0.        ]",-0.281873123495,[ 1.98254183  2.08593755],-3.48354,[ 1.27062249  2.74837613],[-0.50229949 -0.32195911]
2,"[[ 0.08558276  0.10367419 -0.07126291  0.01260907]
 [ 7.83246527  7.83338679  0.          0.        ]]","[ 1.10545011  1.97386451  0.40917801 -0.74905303 -0.61262814  0.10149474
 -0.11891729  0.80074544  2.18447922 -0.00564808  0.        ]",-0.279428764001,[ 1.87123214  0.92629782],-3.39978,[ 1.00063014  1.94437504],[-0.50229949 -0.32195911]
3,"[[  0.28035665   0.29557038  -0.07126291   0.01260907]
 [ 11.63235967  11.34451659   0.           0.        ]]","[ 1.04984476  1.92193717  0.68777116 -0.21993584 -0.61262796  0.10149472
  0.04593901  1.3253459   2.00073738  0.56304607  0.        ]",-0.270222696821,[-0.08797535  0.05870344],-3.30255,[ 0.64195597  1.24828446],[-0.50229949 -0.32195911]
4,"[[  0.50720949   0.52253952  -0.07126291   0.01260907]
 [ 11.0548981   11.35235291   0.           0.        ]]","[ 0.91335383  1.79882504  0.99232873  0.36553086 -0.61262777  0.1014947
  0.02088615  1.32651594  1.57946131  1.10204738  0.        ]",-0.251657808611,[-0.37562343  1.04765394],-3.21391,[ 0.72338176  1.37335372],[-0.50229949 -0.32195911]
5,"[[  7.11200950e-01   7.87062686e-01  -7.12629066e-02   1.26090663e-02]
 [  9.35005657e+00   1.50875030e+01   0.00000000e+00   0.00000000e+00]]","[ 0.73023425  1.57930398  1.23564062  0.95495196 -0.61262759  0.10149467
 -0.05307747  1.88458624  1.00557977  1.4151975   0.        ]",-0.224474781432,[-1.14139793  1.09189553],-3.01114,[ 0.16750363  0.83956361],[-0.50229949 -0.32195911]
6,"[[  8.56655728e-01   1.12555425e+00  -7.12629066e-02   1.26090663e-02]
 [  5.20926553e+00   1.87494309e+01   0.00000000e+00   0.00000000e+00]]","[ 0.56898159  1.20312851  1.38557536  1.50217537 -0.61262741  0.10149465
 -0.23272346  2.43171427  0.41371804  1.42886635  0.        ]",-0.188227311881,[-1.24319996 -1.1617089 ],-2.57513,[-0.53644955  0.1044807 ],[-0.50229949 -0.32195911]
7,"[[  9.20132991e-01   1.45709985e+00  -7.12629066e-02   1.26090663e-02]
 [  1.15164066e+00   1.44195270e+01   0.00000000e+00   0.00000000e+00]]","[ 0.49157871  0.76959191  1.44388896  1.75867043 -0.61262723  0.10149463
 -0.40876131  1.78477884  0.03002261  1.22713619  0.        ]",-0.152388865277,[ 0.38197906  0.41738605],-2.27061,[-0.47790819 -0.18863058],[-0.50229949 -0.32195911]
8,"[[  9.58113922e-01   1.75920521e+00  -7.12629066e-02   1.26090663e-02]
 [  2.64160155e+00   1.57864665e+01   0.00000000e+00   0.00000000e+00]]","[ 0.44341146  0.35857359  1.47656127  1.72700022 -0.61262705  0.10149461
 -0.34412003  1.98901194 -0.1973696   0.94832013  0.        ]",-0.117984759795,[-1.78721282 -0.44934035],-1.97471,[-1.04855382 -0.87738013],[-0.50229949 -0.32195911]
9,"[[  9.70722234e-01   2.05395172e+00  -7.12629066e-02   1.26090663e-02]
 [ -1.36765797e+00   1.36951158e+01   0.00000000e+00   0.00000000e+00]]","[ 0.42712993 -0.02037161  1.48702878  1.45435019 -0.61262686  0.10149458
 -0.5180596   1.67654082 -0.29287319  0.63894989  0.        ]",-0.0847892229577,[-0.05629071 -2.73020339],-1.56931,[-0.64626193 -1.03785813],[-0.50229949 -0.32195911]
10,"[[ 0.94141161  2.28540584 -0.07126291  0.01260907]
 [-1.56285048  9.46439521  0.          0.        ]]","[ 0.46475771 -0.28105655  1.46240005  1.08755656 -0.61262668  0.10149456
 -0.52652778  1.04442653 -0.27342699  0.40609749  0.        ]",-0.0623409517602,[-0.43275144  0.56054606],-1.63102,[-0.27063906 -0.84158063],[-0.50229949 -0.32195911]
11,"[[  0.8932776    2.49508321  -0.07126291   0.01260907]
 [ -3.24496011  11.49655635   0.           0.        ]]","[ 0.52481147 -0.47630884  1.41977053  0.65663425 -0.6126265   0.10149454
 -0.59950511  1.34805179 -0.2091871   0.20693526  0.        ]",-0.0471324485455,[-0.0975315   0.50397794],-1.62055,[-0.31235844 -0.87175465],[-0.50229949 -0.32195911]
12,"[[  8.25150420e-01   2.74275233e+00  -7.12629066e-02   1.26090663e-02]
 [ -3.56668319e+00   1.32644629e+01   0.00000000e+00   0.00000000e+00]]","[ 0.60587704 -0.64484534  1.35496475  0.05353859 -0.61262632  0.10149452
 -0.61346273  1.61219417 -0.09816855 -0.0179131   0.        ]",-0.0418751793388,[-0.94889646 -0.67789354],-1.62843,[-0.42013162 -0.73156524],[-0.50229949 -0.32195911]
13,"[[  0.71683061   2.97847392  -0.07126291   0.01260907]
 [ -7.25306462  10.317507     0.           0.        ]]","[ 0.72443961 -0.73396966  1.24183217 -0.58308415 -0.61262613  0.1014945
 -0.77339436  1.17188784  0.03629579 -0.21409413  0.        ]",-0.053301466561,[-0.23240247  1.43966617],-1.7044,[ 0.06187627  0.07326037],[-0.50229949 -0.32195911]
14,"[[ 0.56397274  3.07583429 -0.07126291  0.01260907]
 [-8.03008429  0.42982941  0.          0.        ]]","[ 0.86783355 -0.74915716  1.06343048 -0.85549422 -0.61262595  0.10149447
 -0.80710471 -0.30543342  0.09636812 -0.28655178  0.        ]",-0.0606417400669,[ 0.46522728  0.85565359],-1.73759,[ 0.35683921  1.607512  ],[-0.50229949 -0.32195911]
15,"[[ 0.42344608  3.05978247 -0.07126291  0.01260907]
 [-6.02921651 -1.32616918  0.          0.        ]]","[ 0.97240147 -0.74753977  0.88329136 -0.81039156 -0.61262577  0.10149445
 -0.72029776 -0.56779767  0.09090857 -0.25053144  0.        ]",-0.0594403258362,[ 0.2943908   2.56007189],-1.73082,[ 0.22838894  1.85968292],[-0.50229949 -0.32195911]
16,"[[ 0.3157541   3.0352701  -0.07126291  0.01260907]
 [-4.74425881 -1.02415028  0.          0.        ]]","[ 1.03350768 -0.74439302  0.73705798 -0.74163489 -0.61262559  0.10149443
 -0.66455026 -0.52267276  0.08992252 -0.21108073  0.        ]",-0.0588949457671,[ 0.42242859  2.72886024],-1.72296,[ 0.13822851  1.8039856 ],[-0.50229949 -0.32195911]
17,"[[ 0.23859243  3.01947148 -0.07126291  0.01260907]
 [-2.97779689 -0.57454325  0.          0.        ]]","[ 1.06668031 -0.74193196  0.62895669 -0.69741265 -0.61262541  0.10149441
 -0.58791295 -0.45549666  0.09418579 -0.18487297  0.        ]",-0.0592012533658,[-1.40657239  1.99256402],-1.7028,[-0.01180345  1.70782757],[-0.50229949 -0.32195911]
18,"[[ 0.13990325  3.01115755 -0.07126291  0.01260907]
 [-6.87812415 -0.28438026  0.          0.        ]]","[ 1.09584364 -0.74050072  0.48779839 -0.67417455 -0.61262522  0.10149438
 -0.75712662 -0.41214318  0.1047947  -0.16484335  0.        ]",-0.0602912737133,[ 0.11606828  1.63581788],-1.70667,[ 0.50266957  1.8490715 ],[-0.50229949 -0.32195911]
19,"[[ 0.00831782  3.00717503 -0.07126291  0.01260907]
 [-6.28240544 -0.13159591  0.          0.        ]]","[ 1.11114316 -0.73978182  0.29675253 -0.66305188 -0.61262504  0.10149436
 -0.73128139 -0.3893155   0.12232207 -0.14767005  0.        ]",-0.0621673698042,[ 0.81700942  0.72946742],-1.71785,[ 0.49244305  1.87512994],[-0.50229949 -0.32195911]
