timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 3.71703124  3.82570386],[ 4.69174588  3.98519134],-0.347112188898,-0.347112188898,"[ 1.01012949  1.46982172  0.01609956 -1.42508035 -1.1643371   0.3195086
  0.21424057 -0.34371101  3.02992547 -0.72921667  0.        ]","[[ 0.01211331 -0.06657785 -0.13470058  0.03748259]
 [-0.00270436  0.00201591  0.          0.        ]]",[-0.49018225 -0.50260812]
1,[ 3.40342259  3.27025199],[ 3.93516128  3.14071645],-0.345800047134,-0.345800047134,"[ 1.00811835  1.47220995  0.07377479 -1.32147049 -1.16433574  0.31950842
  0.67172076  0.33485551  3.02993781 -0.57371498  0.        ]","[[ 0.05173484 -0.02682551 -0.13470058  0.03748259]
 [ 3.95169431  3.96003188  0.          0.        ]]",[-0.49018225 -0.50260812]
2,[ 2.58401418  2.57076621],[ 3.64396369  2.77429847],-0.339630744309,-0.339630744309,"[ 0.98742164  1.46730562  0.24438152 -1.01357428 -1.16433437  0.31950825
  1.12015738  0.99999121  2.97879757 -0.11569958  0.        ]","[[ 0.16965993  0.0913012  -0.13470058  0.03748259]
 [ 7.82792723  7.83971011  0.          0.        ]]",[-0.49018225 -0.50260812]
3,[ 1.55785358  1.73622489],[ 1.18220714  1.5402449 ],-0.322244964019,-0.322244964019,"[ 0.90590183  1.42025051  0.51745627 -0.51470969 -1.16433301  0.31950807
  1.55975699  1.65195121  2.73425196  0.58307485  0.        ]","[[  0.36434269   0.28625065  -0.13470058   0.03748259]
 [ 11.62778703  11.64254787   0.           0.        ]]",[-0.49018225 -0.50260812]
4,[ 0.7900691   0.67229664],[ 0.90096077 -0.27744514],-0.284470584992,-0.284470584992,"[ 0.70107473  1.27828708  0.86156635  0.12682693 -1.16433164  0.3195079
  1.99076796  2.29097102  2.12364447  1.30841257  0.        ]","[[  0.63427654   0.55650012  -0.13470058   0.03748259]
 [ 15.35342994  15.36993363   0.           0.        ]]",[-0.49018225 -0.50260812]
5,[-0.51928729 -0.45421833],[ 0.65210961 -0.07157293],-0.222948375089,-0.222948375089,"[ 0.31389784  1.03483988  1.20324796  0.70854068 -1.16433028  0.31950772
  2.36827788  2.05012982  1.17403569  1.64932558  0.        ]","[[  0.97408444   0.84980494  -0.13470058   0.03748259]
 [ 18.61664666  13.9651569    0.           0.        ]]",[-0.49018225 -0.50260812]
6,[-2.66002917 -2.2175343 ],[-2.79890952 -1.40764298],-0.143678379172,-0.143678379172,"[-0.26015534  0.74167507  1.42528453  1.10113164 -1.16432891  0.31950755
  2.62447794  1.95378703  0.18891333  1.34617301  0.        ]","[[  1.36863644   1.12347077  -0.13470058   0.03748259]
 [ 20.83130271  13.40322342   0.           0.        ]]",[-0.49018225 -0.50260812]
7,[-3.18447709 -2.46366858],[-4.4607365  -3.62815115],-0.0671284742936,-0.0671284742936,"[-0.84928223  0.46765743  1.43378378  1.2940335  -1.16432754  0.31950737
  2.11938583  1.22939649 -0.41870003  0.60633898  0.        ]","[[  1.74146097   1.3491407   -0.13470058   0.03748259]
 [ 16.46537581   9.17790699   0.           0.        ]]",[-0.49018225 -0.50260812]
8,[-3.19787097 -2.3322618 ],[-2.74755195 -2.18067821],-0.0165497633227,-0.0165497633227,"[-1.28074827  0.28694623  1.30546422  1.34959751 -1.16432618  0.3195072
  1.624099    0.51940971 -0.61890206 -0.06740118  0.        ]","[[  2.02781621   1.49114713  -0.13470058   0.03748259]
 [ 12.18417289   5.0365986    0.           0.        ]]",[-0.49018225 -0.50260812]
9,[-2.83084369 -2.07310152],[-2.92455081 -2.71403179],-0.0281952310103,-0.0281952310103,"[-1.55212461  0.2097518   1.15032458  1.3573647  -1.16432481  0.31950702
  1.13849032 -0.17646412 -0.65077016 -0.50533447  0.        ]","[[ 2.22938547  1.55115344 -0.13470058  0.03748259]
 [ 7.98660976  0.9776093   0.          0.        ]]",[-0.49018225 -0.50260812]
