timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.03658323  0.40269762],[ 1.285485   0.4762371],-0.22327568413,-0.22327568413,"[ 1.03947008  1.38085839 -0.09391149 -0.54777487  0.21267421 -1.22275093
 -0.00383335 -0.19530641  0.93110157  0.82859941  0.        ]","[[-0.05999455 -0.07140593  0.02355811 -0.14495095]
 [-0.00422854 -0.00170433  0.          0.        ]]",[ 0.02834365 -0.08839685]
1,[-0.03744207  0.40388051],[ 0.68903309  1.89302801],-0.229868793941,-0.229868793941,"[ 1.04167498  1.38223762 -0.0332214  -0.51124719  0.21267161 -1.22271519
  0.35565981  0.05658304  0.93641084  0.9025925   0.        ]","[[-0.0203951  -0.05253522  0.02355811 -0.14495095]
 [ 3.95100585  1.88250099  0.          0.        ]]",[ 0.02834365 -0.08839685]
2,[-0.03619565  0.41145143],[ 1.18234943  0.40983622],-0.248529815398,-0.248529815398,"[ 1.03685999  1.38350921  0.1285538  -0.36199953  0.21266901 -1.22267946
  0.59615772  0.58079843  0.93175208  1.12137493  0.        ]","[[ 0.08517367  0.0244584   0.02355811 -0.14495095]
 [ 6.59706705  5.80379442  0.          0.        ]]",[ 0.02834365 -0.08839685]
3,[-0.04258879  0.4083882 ],[-1.43275537  1.69506336],-0.275971307343,-0.275971307343,"[ 0.99641777  1.36907417  0.38571719 -0.10882453  0.2126664  -1.22264374
  0.94379281  0.78216653  0.85723137  1.4695321   0.        ]","[[  0.2554909    0.15564822   0.02355811  -0.14495095]
 [ 10.42194801   7.31016275   0.           0.        ]]",[ 0.02834365 -0.08839685]
4,[-0.04397235  0.41137999],[-0.54625314  1.60129004],-0.300432998162,-0.300432998162,"[ 0.91883803  1.31386238  0.62655648  0.23749617  0.2126638  -1.22260801
  0.5653697   1.29233131  0.68182659  1.81062084  0.        ]","[[  0.42215809   0.34014256   0.02355811  -0.14495095]
 [  6.25867139  11.12654236   0.           0.        ]]",[ 0.02834365 -0.08839685]
5,[-0.04756382  0.40668344],[-0.63948791  2.29386013],-0.314305894143,-0.314305894143,"[ 0.85352677  1.17044672  0.76607809  0.68577869  0.2126612  -1.22257229
  0.35761899  1.7922449   0.44144024  2.04191135  0.        ]","[[  0.52439882   0.60019903   0.02355811  -0.14495095]
 [  3.97308925  14.8666306    0.           0.        ]]",[ 0.02834365 -0.08839685]
6,[-0.04553742  0.40585247],[ 0.28410771 -0.11798281],-0.31647444523,-0.31647444523,"[ 0.8144083   0.88868397  0.83569546  1.14994556  0.21265859 -1.22253657
  0.12049623  2.28217579  0.15493545  2.14988457  0.        ]","[[  0.57768553   0.93431492   0.02355811  -0.14495095]
 [  1.3643518   18.53272172   0.           0.        ]]",[ 0.02834365 -0.08839685]
7,[-0.04662992  0.40152916],[ 0.54055566  0.85181619],-0.307096861119,-0.307096861119,"[ 0.78421238  0.49374752  0.88428463  1.45714626  0.21265599 -1.22250086
  0.22038268  2.17049309 -0.14263282  2.12825507  0.        ]","[[  0.61599789   1.29659765   0.02355811  -0.14495095]
 [  2.46328954  17.69834197   0.           0.        ]]",[ 0.02834365 -0.08839685]
8,[-0.04628233  0.39588615],[-1.69537932 -1.1797849 ],-0.286320074256,-0.286320074256,"[ 0.72452719  0.02918948  0.96996503  1.51778865  0.21265339 -1.22246514
  0.4105408   2.57421772 -0.44364593  1.97711059  0.        ]","[[  0.68625143   1.68088498   0.02355811  -0.14495095]
 [  4.55536623  20.72033981   0.           0.        ]]",[ 0.02834365 -0.08839685]
9,[-0.05074006  0.38810217],[-0.15540988  1.13965133],-0.255695007007,-0.255695007007,"[ 0.67828209 -0.40101507  1.02862601  1.30977355  0.21265078 -1.22242944
  0.04277066  1.99007603 -0.62601524  1.72651898  0.        ]","[[  0.73676864   2.05145248   0.02355811  -0.14495095]
 [  0.50940656  16.35093291   0.           0.        ]]",[ 0.02834365 -0.08839685]
