timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.45824981  0.79525739],[-3.28671678  0.12176469],-0.362197337109,-0.362197337109,"[ 0.99160415  1.51578385  0.08873065 -1.2759188  -0.91071383 -1.47532069
  0.23108847 -0.34734546  2.63750477  1.87678961  0.        ]","[[ 0.05793606 -0.03670761 -0.10540093 -0.17028599]
 [-0.00253988 -0.00493167  0.          0.        ]]",[-0.40788087 -0.44324392]
1,[-2.5496304  0.6471374],[-2.76011148  0.63969374],-0.358557394299,-0.358557394299,"[ 0.99402994  1.51598889  0.03061755 -1.26344594 -0.91071288 -1.47531802
 -0.20622293 -0.26677146  2.63914289  1.78553327  0.        ]","[[ 0.01819338 -0.03195237 -0.10540093 -0.17028599]
 [-3.95855585  0.47883847  0.          0.        ]]",[-0.40788087 -0.44324392]
2,[-2.51139021  0.41161346],[-1.74262434  0.61137506],-0.348194877896,-0.348194877896,"[ 0.98629454  1.51663064 -0.14194365 -1.17184912 -0.91071193 -1.47531534
 -0.63497168  0.15376908  2.62928889  1.54123261  0.        ]","[[ -9.98924874e-02   2.95810164e-03  -1.05400933e-01  -1.70285993e-01]
 [ -7.83711354e+00   3.00378812e+00   0.00000000e+00   0.00000000e+00]]",[-0.40788087 -0.44324392]
3,[-2.49275398  0.13723624],[-2.83329142 -0.69841543],-0.330683767717,-0.330683767717,"[ 0.92507443  1.51184452 -0.42116165 -0.9522777  -0.91071098 -1.47531267
 -1.05523417  0.54729924  2.57277934  1.17752346  0.        ]","[[ -0.29477926   0.08674053  -0.10540093  -0.17028599]
 [-11.63890832   5.36656649   0.           0.        ]]",[-0.40788087 -0.44324392]
4,[-2.27614856  0.59391487],[-2.41619535  0.88784046],-0.300441231617,-0.300441231617,"[ 0.74495784  1.49927362 -0.77943737 -0.74788448 -0.91071003 -1.47531
 -1.46696453  0.06922976  2.39819991  0.65727772  0.        ]","[[ -0.56492758   0.16527293  -0.10540093  -0.17028599]
 [-15.36353229   2.49621339   0.           0.        ]]",[-0.40788087 -0.44324392]
5,[-1.49389386  0.68323678],[-2.33501309  0.542851  ],-0.254980444018,-0.254980444018,"[ 0.37589997  1.47703432 -1.15032598 -0.53042773 -0.91070908 -1.47530732
 -1.87082717  0.6467065   2.02597317  0.074818    0.        ]","[[ -0.90885436   0.24998519  -0.10540093  -0.17028599]
 [-19.0170052    5.96341413   0.           0.        ]]",[-0.40788087 -0.44324392]
6,[ 0.71234971  0.77861339],[ 1.95934922  1.10349118],-0.195596842778,-0.195596842778,"[-0.22016979  1.42114982 -1.41545145 -0.18281145 -0.91070813 -1.47530465
 -2.26666464  0.98517044  1.43965096 -0.38411284  0.        ]","[[ -1.32512226   0.38964366  -0.10540093  -0.17028599]
 [-22.59791413   7.99557358   0.           0.        ]]",[-0.40788087 -0.44324392]
7,[ 1.54830956 -0.25427759],[ 1.56520243  0.08952996],-0.137665852183,-0.137665852183,"[-0.86949806  1.30293012 -1.44019866  0.27526892 -0.91070718 -1.47530197
 -1.78015073  1.6178853   0.83841335 -0.53991892  0.        ]","[[ -1.73292322   0.58767015  -0.10540093  -0.17028599]
 [-18.19682491  11.79444219   0.           0.        ]]",[-0.40788087 -0.44324392]
8,[ 1.30017328 -0.93724662],[ 1.41158473 -0.65756655],-0.0983370024623,-0.0983370024623,"[-1.35543596  1.10741313 -1.2921434   0.74749387 -0.91070623 -1.4752993
 -1.30309587  1.63767375  0.45179334 -0.46195314  0.        ]","[[ -2.0535612    0.82475067  -0.10540093  -0.17028599]
 [-13.88127914  11.91327373   0.           0.        ]]",[-0.40788087 -0.44324392]
9,[ 0.60492319 -0.95938307],[ 0.71162282  0.09417568],-0.0744768282493,-0.0744768282493,"[-1.66611428  0.89368652 -1.09817146  1.07611873 -0.91070528 -1.47529663
 -0.83532615  1.16444214  0.23253814 -0.31775042  0.        ]","[[-2.28873099  1.03450769 -0.10540093 -0.17028599]
 [-9.64971678  9.07197383  0.          0.        ]]",[-0.40788087 -0.44324392]
10,[ 0.20704722 -1.30291331],[ 0.35365887 -0.7483504 ],-0.0647213706586,-0.0647213706586,"[-1.84808224  0.68312153 -0.92753178  1.2827835  -0.91070433 -1.47529395
 -0.50299002  1.19645811  0.14086042 -0.17315663  0.        ]","[[-2.45156193  1.21787544 -0.10540093 -0.17028599]
 [-6.64331917  9.26420951  0.          0.        ]]",[-0.40788087 -0.44324392]
11,[ 0.07225388 -0.95152885],[ 0.38225213 -1.2783079 ],-0.062971267413,-0.062971267413,"[-1.95929635  0.49493202 -0.78880138  1.39261571 -0.91070338 -1.47529128
 -0.33369242  0.67230111  0.10903301 -0.04630594  0.        ]","[[-2.56906227  1.37158388 -0.10540093 -0.17028599]
 [-5.11181075  6.11714325  0.          0.        ]]",[-0.40788087 -0.44324392]
12,[ 0.02557167 -0.34516716],[ 0.40425934 -1.12955774],-0.0603873961004,-0.0603873961004,"[-2.02900829  0.39258106 -0.68017159  1.4263199  -0.91070243 -1.4752886
 -0.15520983 -0.00742315  0.0610057   0.03819794  0.        ]","[[-2.65509877  1.45297954 -0.10540093 -0.17028599]
 [-3.49721219  2.03603982  0.          0.        ]]",[-0.40788087 -0.44324392]
13,[-0.02509734  0.32532978],[ 0.25628419 -0.08714747],-0.0543035397719,-0.0543035397719,"[-2.06688425  0.39184097 -0.61042809  1.42649738 -0.91070147 -1.47528593
  0.02937451 -0.67368145 -0.01682528  0.07115912  0.        ]","[[-2.70828956  1.4535644  -0.10540093 -0.17028599]
 [-1.82741557 -1.96421419  0.          0.        ]]",[-0.40788087 -0.44324392]
14,[ 0.0027881   0.41481715],[-0.8730117  -0.11615198],-0.0471363587924,-0.0471363587924,"[-2.08390754  0.44527542 -0.57568046  1.41116023 -0.91070052 -1.47528326
  0.14549668 -0.72471292 -0.0993773   0.07445427  0.        ]","[[-2.73429813  1.4112059  -0.10540093 -0.17028599]
 [-0.77694502 -2.27061359  0.          0.        ]]",[-0.40788087 -0.44324392]
