timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.02880979 -0.21586648],[-1.20118585 -0.15190273],-0.126920865488,-0.126920865488,"[ 1.01033718  1.98125967  0.00380328 -1.07016997  1.65872867 -1.23786675
  0.30740115 -0.36256919 -0.158169    1.00594295  0.        ]","[[ -3.25732733e-02  -8.43662417e-02   1.88834363e-01  -1.41367783e-01]
 [  2.88878398e-03   1.66906645e-04   0.00000000e+00   0.00000000e+00]]",[-0.14200658 -0.23645043]
1,[-1.68876147 -0.09203145],[-1.47238837  1.72105581],-0.117966796304,-0.117966796304,"[ 1.00735466  1.98055067 -0.05681713 -1.08852872  1.65871931 -1.23786204
 -0.02348124 -0.44782985 -0.16538141  0.92782272  0.        ]","[[-0.0722043  -0.09038228  0.18883436 -0.14136778]
 [-3.95282134 -0.5997755   0.          0.        ]]",[-0.14200658 -0.23645043]
2,[-1.11389565 -0.19795164],[-1.18145949 -1.1595817 ],-0.0962805218551,-0.0962805218551,"[ 0.98520519  1.98335076 -0.2358816  -1.00339653  1.65870995 -1.23785732
 -0.3479663   0.11679443 -0.19390899  0.74063004  0.        ]","[[-0.19018227 -0.0625156   0.18883436 -0.14136778]
 [-7.83205201  3.37320028  0.          0.        ]]",[-0.14200658 -0.23645043]
3,[ 0.06498834  0.31752396],[-0.86041103 -0.0292049 ],-0.0590848742218,-0.0590848742218,"[ 0.90601832  1.98508941 -0.52151935 -0.92052165  1.65870059 -1.23785261
 -0.66577361 -0.45520649 -0.28618299  0.42525639  0.        ]","[[ -0.38494378  -0.03543449   0.18883436  -0.14136778]
 [-11.63145523  -0.65167976   0.           0.        ]]",[-0.14200658 -0.23645043]
4,[ 1.28034925  0.60352999],[ 1.73524284 -0.22216938],-0.0269529647316,-0.0269529647316,"[  7.18815721e-01   1.98428581e+00  -8.72632537e-01  -9.63533063e-01
   1.65869123e+00  -1.23784790e+00  -9.31232008e-01  -4.69626844e-01
  -5.18923262e-01  -1.88418994e-03   0.00000000e+00]","[[ -0.64941438  -0.04948621   0.18883436  -0.14136778]
 [-14.80503864  -0.75315428   0.           0.        ]]",[-0.14200658 -0.23645043]
5,[ 1.61996651  0.64806199],[-0.46367569  2.94351512],-0.0711318627362,-0.0711318627362,"[ 0.46455105  1.98234436 -1.14896435 -1.03617743  1.65868188 -1.23784318
 -0.5758107  -0.59275469 -0.83956216 -0.3378733   0.        ]","[[ -0.90288322  -0.07324214   0.18883436  -0.14136778]
 [-10.55599552  -1.61954762   0.           0.        ]]",[-0.14200658 -0.23645043]
6,[ 2.05536127  0.51503313],[ 1.45934276  0.95704155],-0.117753108841,-0.117753108841,"[ 0.18746323  1.98303276 -1.33191433 -1.01274494  1.65867252 -1.23783847
 -0.71190283 -0.02537782 -1.1629474  -0.54079588  0.        ]","[[ -1.13032738  -0.0655768    0.18883436  -0.14136778]
 [-12.18299274   2.37277598   0.           0.        ]]",[-0.14200658 -0.23645043]
7,[ 1.80667186  0.11623576],[ 1.91945741 -0.68226589],-0.150504909867,-0.150504909867,"[-0.08494632  1.98561152 -1.43461123 -0.75249056  1.65866316 -1.23783375
 -0.36096767  0.50626768 -1.410848   -0.63440948  0.        ]","[[-1.33189344  0.01941245  0.18883436 -0.14136778]
 [-7.9875824   6.11367858  0.          0.        ]]",[-0.14200658 -0.23645043]
8,[ 1.66332793  0.10362636],[ 2.27010479 -0.7304626 ],-0.164673926091,-0.164673926091,"[-0.25220229  1.97735882 -1.46701457 -0.46541024  1.6586538  -1.23782904
 -0.01676244  0.10490937 -1.52432512 -0.6586688   0.        ]","[[-1.45035849  0.11335052  0.18883436 -0.14136778]
 [-3.87262643  3.28954602  0.          0.        ]]",[-0.14200658 -0.23645043]
9,[ 1.45028496  0.12353815],[ 3.01137176  0.23935718],-0.168302099813,-0.168302099813,"[-0.30502182  1.97108867 -1.47277249 -0.35575508  1.65864445 -1.23782433
  0.32064009 -0.31561809 -1.55433644 -0.66215633  0.        ]","[[-1.4873404   0.14945259  0.18883436 -0.14136778]
 [ 0.16100406  0.33053046  0.          0.        ]]",[-0.14200658 -0.23645043]
10,[ 0.93576378 -0.09795189],[ 1.99552262 -0.00605762],-0.157794808985,-0.157794808985,"[-0.24380404  1.96774776 -1.4658896  -0.30722153  1.65863509 -1.23781961
  0.65124377 -0.18207188 -1.47062586 -0.64352257  0.        ]","[[-1.44446519  0.16549134  0.18883436 -0.14136778]
 [ 4.11335985  1.27021568  0.          0.        ]]",[-0.14200658 -0.23645043]
11,[ 0.3206498  -0.27315059],[-0.11741375 -1.75628566],-0.130006879193,-0.130006879193,"[-0.07300111  1.96190559 -1.43142275 -0.23214747  1.65862573 -1.2378149
  0.97534025 -0.1892702  -1.25666431 -0.57371333  0.        ]","[[-1.32332324  0.19038745  0.18883436 -0.14136778]
 [ 7.98793685  1.2195633   0.          0.        ]]",[-0.14200658 -0.23645043]
12,[ 0.22323585 -0.01411393],[-0.06667853  0.85818393],-0.0996387727869,-0.0996387727869,"[ 0.13574521  1.96563205 -1.35656626 -0.27907983  1.65861638 -1.23781018
  0.92339621 -0.75540195 -1.03546269 -0.4665058   0.        ]","[[-1.16979462  0.17481052  0.18883436 -0.14136778]
 [ 7.3669816  -2.76397853  0.          0.        ]]",[-0.14200658 -0.23645043]
13,[-0.18434456 -0.26882723],[-1.3010959  -0.10544414],-0.0721683782954,-0.0721683782954,"[ 0.31868078  1.9700865  -1.25678106 -0.34145076  1.65860702 -1.23780547
  0.88902914 -0.26468174 -0.84792104 -0.33935142  0.        ]","[[-1.02657702  0.154175    0.18883436 -0.14136778]
 [ 6.95615518  0.68891982  0.          0.        ]]",[-0.14200658 -0.23645043]
14,[-0.0025354  -0.13904408],[ 0.2625078   0.01655042],-0.0517518678884,-0.0517518678884,"[ 0.43536377  1.96809061 -1.17284053 -0.312806    1.65859767 -1.23780076
  0.54663116 -0.32573463 -0.71454257 -0.22067274  0.        ]","[[-0.92852339  0.16364314  0.18883436 -0.14136778]
 [ 2.86283501  0.25932431  0.          0.        ]]",[-0.14200658 -0.23645043]
15,[-0.3087469  -0.21812317],[ 0.33538507 -0.42067214],-0.0392824242341,-0.0392824242341,"[ 0.51052307  1.96680715 -1.10854563 -0.29531491  1.65858831 -1.23779604
  0.62875592 -0.31720518 -0.63045447 -0.13160707  0.        ]","[[-0.86141593  0.16943175  0.18883436 -0.14136778]
 [ 3.84464297  0.31933704  0.          0.        ]]",[-0.14200658 -0.23645043]
16,[-0.63768935 -0.18507996],[ 0.57179691  1.52269836],-0.0284522323754,-0.0284522323754,"[ 0.60410202  1.9690402  -1.01476672 -0.32673264  1.65857895 -1.23779133
  0.7334266  -0.55489869 -0.53659435 -0.01756168  0.        ]","[[-0.77196791  0.15903768  0.18883436 -0.14136778]
 [ 5.09598806 -1.35316928  0.          0.        ]]",[-0.14200658 -0.23645043]
17,[-1.35444164 -0.58432055],[-0.73275645 -0.63188672],-0.0325808361576,-0.0325808361576,"[ 0.71971803  1.96620983 -0.87130909 -0.28767297  1.6585696  -1.23778662
  0.91407433  0.01151909 -0.41067567  0.17670173  0.        ]","[[-0.64837987  0.17196232  0.18883436 -0.14136778]
 [ 7.25563763  2.6323497   0.          0.        ]]",[-0.14200658 -0.23645043]
18,[-1.38710237 -0.41304985],[-2.00034439 -0.68804698],-0.0543618788501,-0.0543618788501,"[ 0.81135923  1.95960285 -0.72562579 -0.20627048  1.65856024 -1.2377819
  0.65967966 -0.35130845 -0.31099273  0.3851881   0.        ]","[[-0.53378064  0.19899438  0.18883436 -0.14136778]
 [ 4.21440125  0.07936456  0.          0.        ]]",[-0.14200658 -0.23645043]
19,[-0.99786955 -0.09532398],[-1.25788519 -0.95094344],-0.0601730456693,-0.0601730456693,"[ 0.84213933  1.9658894  -0.66717409 -0.28379514  1.65855089 -1.23777719
  0.32188959 -0.73849788 -0.28888312  0.4350321   0.        ]","[[-0.49000931  0.17324681  0.18883436 -0.14136778]
 [ 0.17617695 -2.64504363  0.          0.        ]]",[-0.14200658 -0.23645043]
