timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 4.95043993  3.2476604 ],[ 4.21650371  3.58574097],-0.399588426697,-0.399588426697,"[ 0.95971252  1.66994993  0.05824597 -1.10497345 -1.35885096  1.33590406
  0.26918278 -0.35042435  2.88560016 -1.76403788  0.        ]","[[ 0.01010345 -0.03908433 -0.15762249  0.1545466 ]
 [ 0.00215302  0.00277761  0.          0.        ]]",[-0.23331247 -0.29774046]
1,[ 4.07986832  2.4871788 ],[ 4.54013199  2.78195303],-0.394580287695,-0.394580287695,"[ 0.95787048  1.67090706  0.11828119 -0.99586903 -1.35884767  1.33590089
  0.65731073  0.25811454  2.88363928 -1.6342911   0.        ]","[[  4.98211419e-02   6.83073168e-04  -1.57622492e-01   1.54546601e-01]
 [  3.95645471e+00   3.96077698e+00   0.00000000e+00   0.00000000e+00]]",[-0.23331247 -0.29774046]
2,[ 2.97492218  1.65984142],[ 4.60266214  1.959958  ],-0.377150471148,-0.377150471148,"[ 0.93805092  1.66201221  0.29560646 -0.6724303  -1.35884439  1.33589773
  1.03776739  0.8546083   2.83235008 -1.25363612  0.        ]","[[ 0.16784061  0.1188245  -0.15762249  0.1545466 ]
 [ 7.83260914  7.84043709  0.          0.        ]]",[-0.23331247 -0.29774046]
3,[ 1.766276    0.78981555],[ 1.31036363  0.83103475],-0.340625863104,-0.340625863104,"[ 0.85919451  1.60933709  0.57942221 -0.15070359 -1.3588411   1.33589457
  1.4107292   1.43928503  2.60621327 -0.67642231  0.        ]","[[  0.36261649   0.31378829  -0.15762249   0.1545466 ]
 [ 11.63242329  11.64325361   0.           0.        ]]",[-0.23331247 -0.29774046]
4,[ 0.12996089 -0.27327287],[-0.82064309 -0.05096587],-0.277208058951,-0.277208058951,"[ 0.66040703  1.46655187  0.93717551  0.5000364  -1.35883781  1.3358914
  1.77642691  1.90949312  2.06156974 -0.08703945  0.        ]","[[  0.63264518   0.57733902  -0.15762249   0.1545466 ]
 [ 15.35826051  14.7015828    0.           0.        ]]",[-0.23331247 -0.29774046]
5,[-0.45123494 -0.7765944 ],[-0.19809482 -0.00228904],-0.200165446782,-0.200165446782,"[ 0.36934549  1.22654654  1.23155494  1.09340844 -1.35883452  1.33588824
  1.42811064  1.83381045  1.33754249  0.1617411   0.        ]","[[  0.90420585   0.86643234  -0.15762249   0.1545466 ]
 [ 11.80960261  14.20937831   0.           0.        ]]",[-0.23331247 -0.29774046]
6,[-1.23783922 -1.59886265],[-0.76763043 -1.17176716],-0.13027980884,-0.13027980884,"[ 0.07258666  0.92779356  1.41086418  1.50448852 -1.35883123  1.33588507
  1.32843596  1.78913173  0.71085159  0.03584198  0.        ]","[[  1.1302093    1.14770478  -0.15762249   0.1545466 ]
 [ 10.79413378  13.91882383   0.           0.        ]]",[-0.23331247 -0.29774046]
7,[-1.32177901 -1.75225914],[ 0.11959599 -3.22089837],-0.0844163024655,-0.0844163024655,"[-0.19348722  0.64479871  1.50550151  1.69851102 -1.35882794  1.33588191
  1.0095659   1.138046    0.300515   -0.27122785  0.        ]","[[ 1.31349946  1.38359267 -0.15762249  0.1545466 ]
 [ 7.54545316  9.68408608  0.          0.        ]]",[-0.23331247 -0.29774046]
8,[-1.51669431 -1.76598704],[-1.28105282 -0.98528168],-0.0712058612884,-0.0712058612884,"[-0.4278902   0.45450069  1.54724705  1.74475274 -1.35882465  1.33587875
  1.0415177   0.49973959  0.07473322 -0.57120041  0.        ]","[[ 1.46767594  1.53561973 -0.15762249  0.1545466 ]
 [ 7.87100189  5.53245479  0.          0.        ]]",[-0.23331247 -0.29774046]
9,[-1.01148522 -1.46460724],[ 0.28549591 -2.014695  ],-0.0757708475998,-0.0757708475998,"[-0.60729594  0.365748    1.55514775  1.74474103 -1.35882136  1.33587558
  0.6378693  -0.1168362  -0.03931086 -0.77494405  0.        ]","[[ 1.58383582  1.60603202 -0.15762249  0.1545466 ]
 [ 3.75857587  1.52216092  0.          0.        ]]",[-0.23331247 -0.29774046]
