timestep,human_obs,obs,original_rewards,actions,rewards,avg_action_dist,logstd_action_dist
0,"[[-0.00529984  0.04692663  0.1045666   0.02926296]
 [ 0.00047705  0.00150009  0.          0.        ]]","[ 0.85191535  1.48570005  0.01332045  1.13913003  0.90019523  0.25090923
  0.71394652  0.33231718  0.4697935   0.02833993  0.        ]",-0.10831266302,[-0.04635338 -1.50818639],-1.16638,[-0.01109019 -1.5671283 ],[-0.75953376 -0.56258792]
1,"[[-0.00711474  0.0072292   0.1045666   0.02926296]
 [-0.18136647 -3.95804644  0.          0.        ]]","[ 0.85189769  1.48699302  0.01035315  1.02779806  0.90019464  0.25090914
  0.70872556 -0.28138954  0.47076893 -0.01999223  0.        ]",-0.109605018617,[ 1.50232982 -0.77796828],-1.20037,[ 0.34130722 -0.79273784],[-0.75953376 -0.56258792]
2,"[[ 0.02899613 -0.10206795  0.1045666   0.02926296]
 [ 3.77926334 -6.96165212  0.          0.        ]]","[ 0.85129626  1.48075322  0.06938762  0.72163901  0.90019406  0.25090904
  0.82243143 -0.74693079  0.46731812 -0.06518889  0.        ]",-0.110583365249,[-0.2833418  -0.21963315],-1.2447,[-0.25905275 -0.30880189],[-0.75953376 -0.56258792]
3,"[[ 0.09258816 -0.24863898  0.1045666   0.02926296]
 [ 2.5839121  -7.69301566  0.          0.        ]]","[ 0.84541998  1.4499756   0.17315095  0.31707212  0.90019347  0.25090895
  0.78811344 -0.86028743  0.45250851 -0.09285046  0.        ]",-0.110111146039,[ 0.28072447  0.15745604],-1.26042,[-0.03723189  0.13893424],[-0.75953376 -0.56258792]
4,"[[ 0.15489283 -0.39471969  0.1045666   0.02926296]
 [ 3.64303821 -6.9176338   0.          0.        ]]","[ 0.83372426  1.39438623  0.27422375 -0.07141868  0.90019289  0.25090885
  0.81851958 -0.74010724  0.42576844 -0.12191961  0.        ]",-0.108701360462,[-0.69503049 -0.06248171],-1.27388,[-0.28032264  0.24775963],[-0.75953376 -0.56258792]
5,"[[ 0.19944353 -0.53416995  0.1045666   0.02926296]
 [ 0.82139898 -7.02704119  0.          0.        ]]","[ 0.82178155  1.31919835  0.34591791 -0.42094637  0.9001923   0.25090875
  0.73751224 -0.75706434  0.38700214 -0.17915732  0.        ]",-0.107490644285,[ 0.35221535 -0.15343514],-1.25808,[ 0.26329309  0.52075493],[-0.75953376 -0.56258792]
6,"[[ 0.22968997 -0.67941541  0.1045666   0.02926296]
 [ 2.19866833 -7.49593471  0.          0.        ]]","[ 0.81198532  1.21950964  0.39423485 -0.75541905  0.90019171  0.25090866
  0.77705206 -0.82973969  0.3302537  -0.26809936  0.        ]",-0.106724581449,[ 1.04093885  0.87731416],-1.26454,[ 0.1320229   0.44844067],[-0.75953376 -0.56258792]
7,"[[ 0.3129097  -0.79300408  0.1045666   0.02926296]
 [ 6.11034323 -3.87496695  0.          0.        ]]","[ 0.77807199  1.12767477  0.52528443 -0.99145189  0.90019113  0.25090856
  0.88935248 -0.26850995  0.29162445 -0.21690295  0.        ]",-0.100986784564,[-0.45474584 -0.0813621 ],-1.35545,[-0.71341932 -0.26419884],[-0.75953376 -0.56258792]
8,"[[ 0.41585387 -0.87295892  0.1045666   0.02926296]
 [ 4.19045085 -4.11971702  0.          0.        ]]","[ 0.72229292  1.05642285  0.6824778  -1.1423115   0.90019054  0.25090847
  0.83423343 -0.30644472  0.26547534 -0.09591588  0.        ]",-0.093434853398,[-1.11812009  0.07709753],-1.34556,[-0.72062171 -0.16330533],[-0.75953376 -0.56258792]
9,"[[ 0.45913316 -0.95145926  0.1045666   0.02926296]
 [ 0.15089654 -3.73163382  0.          0.        ]]","[ 0.69440377  0.98165269  0.74656954 -1.27706826  0.90018996  0.25090837
  0.71826071 -0.24629387  0.22812962 -0.09107054  0.        ]",-0.0899472613108,[-0.65069237  0.31199743],-1.33351,[-0.04922843 -0.04168823],[-0.75953376 -0.56258792]
10,"[[ 0.43628552 -1.01294807  0.1045666   0.02926296]
 [-2.42708512 -2.42161693  0.          0.        ]]","[ 0.70944785  0.92005328  0.71289568 -1.37283318  0.90018937  0.25090827
  0.64424861 -0.0432484   0.18942508 -0.19336571  0.        ]",-0.0912930358885,[ 1.34095496  0.2194434 ],-1.26484,[ 0.65207481 -0.10900153],[-0.75953376 -0.56258792]
11,"[[ 0.42792144 -1.05219271  0.1045666   0.02926296]
 [ 1.57736562 -1.50589215  0.          0.        ]]","[ 0.71477541  0.8794627   0.70047699 -1.42927138  0.90018879  0.25090818
  0.75921276  0.09868394  0.16239278 -0.24516425  0.        ]",-0.0918498394581,[-0.95501692 -1.09846312],-1.43272,[ 0.04897034 -0.4293735 ],[-0.75953376 -0.56258792]
12,"[[ 0.42125256 -1.12172866  0.1045666   0.02926296]
 [-2.23163464 -5.43462015  0.          0.        ]]","[ 0.71895376  0.80532475  0.69054114 -1.52000639  0.9001882   0.25090808
  0.64985906 -0.51024762  0.11186134 -0.31859646  0.        ]",-0.0923291937793,[ 1.3086883   0.84048348],-1.2886,[ 0.84644723  0.28176755],[-0.75953376 -0.56258792]
