timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.252464825471,[ 2.69359537  1.5365157 ],-3.88234,"[[ 0.02153238 -0.03869272  0.03111928  0.17846278]
 [-0.0011934  -0.00069227  0.          0.        ]]","[ 1.11496083  2.19121673  0.15660106 -1.21478981  0.27680828  1.54195016
 -0.56654243 -0.42534986  1.19160322 -1.65133761  0.        ]",[ 2.82004929  1.79372799],[-0.69617498 -0.99850869]
1,-0.24341622429,[ 2.09078992  1.43961346],-3.9613,"[[  6.11838109e-02   1.00597942e-03   3.11192758e-02   1.78462780e-01]
 [  3.95317445e+00   3.95737575e+00   0.00000000e+00   0.00000000e+00]]","[ 1.11264365  2.19228584  0.21579816 -1.09322212  0.2768082   1.54194864
 -0.48801206  0.21389501  1.18846844 -1.53965243  0.        ]",[ 1.99783254  1.26426148],[-0.69617498 -0.99850869]
2,-0.214940521337,[ 0.59617508  1.13619784],-3.72465,"[[ 0.17913833  0.11908006  0.03111928  0.17846278]
 [ 7.82939387  7.83710316  0.          0.        ]]","[ 1.09267481  2.18212538  0.39068684 -0.73242393  0.27680811  1.54194711
 -0.41103366  0.84048735  1.13576757 -1.21211623  0.        ]",[ 0.60722429  0.52168596],[-0.69617498 -0.99850869]
3,-0.166485113096,[-0.53786222 -0.27977795],-3.00611,"[[  0.35782231   0.3139841    0.03111928   0.17846278]
 [ 10.03175554  11.64061379   0.           0.        ]]","[ 1.02578642  2.1221555   0.64778884 -0.15029851  0.27680802  1.54194559
 -0.36729659  1.45476949  0.92877922 -0.74221181  0.        ]",[-0.38455659 -0.13039711],[-0.69617498 -0.99850869]
4,-0.112238215687,[-0.33967329  0.23371102],-2.46523,"[[  0.53512823   0.53337642   0.03111928   0.17846278]
 [  7.70657216  10.30306608   0.           0.        ]]","[ 0.91774648  1.99304013  0.88645455  0.46105293  0.27680794  1.54194406
 -0.41347253  1.23874889  0.57375363 -0.35533216  0.        ]",[-0.66569644 -0.20483521],[-0.69617498 -0.99850869]
5,-0.0638355937219,[-0.60821078  0.07162101],-2.27471,"[[  0.67425127   0.74667997   0.03111928   0.17846278]
 [  6.21073233  11.02487764   0.           0.        ]]","[ 0.80607492  1.8106657   1.05734571  0.98409471  0.27680785  1.54194254
 -0.44317845  1.3553234   0.18698289 -0.14580486  0.        ]",[-0.43833852 -0.22724059],[-0.69617498 -0.99850869]
6,-0.0218297328411,[ 0.29520607 -0.05553305],-2.15346,"[[  0.77309708   0.9678401    0.03111928   0.17846278]
 [  3.68223347  11.09090801   0.           0.        ]]","[ 0.7136283   1.57131933  1.1679881   1.42656356  0.27680776  1.54194101
 -0.49339205  1.36598644 -0.17503607 -0.08371968  0.        ]",[-0.20601742 -0.29663309],[-0.69617498 -0.99850869]
7,-0.0164700704404,[-0.3529418  -1.16939396],-2.0643,"[[  0.85773928   1.18524525   0.03111928   0.17846278]
 [  4.77837077  10.65107401   0.           0.        ]]","[ 0.62658126  1.29734584  1.25467289  1.74183026  0.27680767  1.54193949
 -0.47162354  1.2949504  -0.50199638 -0.124659    0.        ]",[ 0.04491209 -0.36559466],[-0.69617498 -0.99850869]
8,-0.0474405597984,[-0.34252784 -0.41366366],-2.30472,"[[ 0.93836243  1.35642601  0.03111928  0.17846278]
 [ 3.28877362  6.4808977   0.          0.        ]]","[ 0.53750339  1.06306432  1.32972461  1.89656731  0.27680759  1.54193797
 -0.50120547  0.62144937 -0.75560337 -0.21743489  0.        ]",[-0.11687823 -0.0928835 ],[-0.69617498 -0.99850869]
9,-0.0665816343524,[ 0.21456575  0.38111069],-2.55393,"[[ 0.98989164  1.46832528  0.03111928  0.17846278]
 [ 1.8688264   4.71491361  0.          0.        ]]","[ 0.47769     0.90465533  1.37361943  1.95060751  0.2768075   1.54193644
 -0.52940421  0.33623545 -0.90069032 -0.30564197  0.        ]",[-0.08430006  0.16231084],[-0.69617498 -0.99850869]
10,-0.0836310732863,[ 0.72856294  0.12206932],-2.58013,"[[ 1.03541631  1.57682597  0.03111928  0.17846278]
 [ 2.68096999  6.13043851  0.          0.        ]]","[ 0.42312849  0.74928579  1.40964358  1.9666161   0.27680741  1.54193492
 -0.51327554  0.56484848 -1.01823632 -0.40689732  0.        ]",[ 0.19032553  0.04757959],[-0.69617498 -0.99850869]
11,-0.106338351719,[ 0.15713819  0.72456922],-2.80213,"[[ 1.11743669  1.70306136  0.03111928  0.17846278]
 [ 5.51169721  6.49189432  0.          0.        ]]","[ 0.32113501  0.5687743   1.46777983  1.93991618  0.27680733  1.54193339
 -0.45705954  0.62322487 -1.16315996 -0.55609686  0.        ]",[ 0.37443256  0.06353989],[-0.69617498 -0.99850869]
12,-0.133555472152,[ 0.82975572 -0.2240981 ],-2.74932,"[[ 1.23281866  1.86039321  0.03111928  0.17846278]
 [ 6.02486837  9.23215716  0.          0.        ]]","[ 0.17077468  0.34833664  1.53419528  1.83912155  0.27680724  1.54193187
 -0.44686824  1.06578839 -1.30360165 -0.77586317  0.        ]",[ 1.00239789 -0.12005892],[-0.69617498 -0.99850869]
13,-0.161875076378,[ 1.98515369  0.63248656],-2.96553,"[[ 1.38508168  2.03429439  0.03111928  0.17846278]
 [ 9.19091965  8.16151887  0.          0.        ]]","[-0.03684591  0.1166714   1.59303576  1.64350295  0.27680715  1.54193035
 -0.383993    0.89287526 -1.39589985 -1.05372438  0.        ]",[ 1.53831887  0.2242882 ],[-0.69617498 -0.99850869]
14,-0.190596728608,[ 2.32154683  0.49412404],-2.92912,"[[  1.60679983   2.22102435   0.03111928   0.17846278]
 [ 12.96844903  10.50365155   0.           0.        ]]","[-0.34862769 -0.11036691  1.61776103  1.34165126  0.27680706  1.54192882
 -0.30897433  1.27113875 -1.40793465 -1.38734109  0.        ]",[ 2.1968739  -0.04395732],[-0.69617498 -0.99850869]
15,-0.213164468509,[ 2.73679467 -0.69530548],-2.75263,"[[  1.90332621   2.44863382   0.03111928   0.17846278]
 [ 16.6719421   12.25146052   0.           0.        ]]","[-0.75903308 -0.34558555  1.53686882  0.86036802  0.27680698  1.5419273
 -0.23542596  1.55341578 -1.2576909  -1.72773291  0.        ]",[ 2.84162378 -0.58272481],[-0.69617498 -0.99850869]
16,-0.221163890756,[ 3.99381933  0.25447736],-2.92842,"[[  2.27318879   2.66359863   0.03111928   0.17846278]
 [ 20.30213184   9.25501386   0.           0.        ]]","[-1.21065767 -0.51564068  1.26502161  0.31265528  0.27680689  1.54192577
 -0.16333334  1.06947642 -0.9851489  -1.92592689  0.        ]",[ 3.59765458 -0.40084186],[-0.69617498 -0.99850869]
17,-0.212466912743,[ 4.35082561 -0.55179628],-2.70654,"[[  2.71493152   2.85696326   0.03111928   0.17846278]
 [ 23.86027002  10.07873442   0.           0.        ]]","[-1.58413486 -0.61869231  0.74281172 -0.23622061  0.2768068   1.54192425
 -0.09267161  1.20250988 -0.70298475 -1.92165094  0.        ]",[ 3.59867215 -1.1807549 ],[-0.69617498 -0.99850869]
18,-0.190500645066,[ 3.12150172 -1.17955109],-2.62047,"[[  3.22712662   3.03460975   0.03111928   0.17846278]
 [ 27.34748733   6.45425705   0.           0.        ]]","[-1.70564335 -0.66820105 -0.00324287 -0.76924744  0.27680671  1.54192272
 -0.02341831  0.61714145 -0.54588714 -1.74967934  0.        ]",[ 3.98580408 -0.83376122],[-0.69617498 -0.99850869]
19,-0.179274410427,[ 3.76713906  0.82081304],-3.1317,"[[  3.80836603   3.07150346   0.03111928   0.17846278]
 [ 30.76511953  -0.8898963    0.           0.        ]]","[-1.40816298 -0.67287954 -0.79974625 -0.88180244  0.27680663  1.5419212
  0.04445309 -0.56896987 -0.52916848 -1.65205105  0.        ]",[ 4.46670532  0.61393386],[-0.69617498 -0.99850869]
20,-0.172883620967,[ 3.74058312 -0.25118083],-2.78487,"[[  4.45728210e+00   3.04689040e+00   3.11192758e-02   1.78462780e-01]
 [  3.41153337e+01  -1.25138760e+00   0.00000000e+00   0.00000000e+00]]","[-0.65434042 -0.66997377 -1.32153287 -0.80667058  0.27680654  1.54191968
  0.11098562 -0.62735198 -0.52788185 -1.59557783  0.        ]",[ 4.00589561  0.49679327],[-0.69617498 -0.99850869]
21,-0.165547635965,[ 3.32189237  0.84539124],-2.80474,"[[  5.17253661e+00   3.01212816e+00   3.11192758e-02   1.78462780e-01]
 [  3.73991635e+01  -2.22165508e+00   0.00000000e+00   0.00000000e+00]]","[ 0.3297477  -0.66439689 -1.21446552 -0.70086788  0.27680645  1.54191815
  0.17619981 -0.78405394 -0.5602319  -1.52646509  0.        ]",[ 3.18398046  0.39737898],[-0.69617498 -0.99850869]
22,-0.164455184386,[ 2.6417926  -0.09562606],-2.49686,"[[  5.95281718e+00   2.99912399e+00   3.11192758e-02   1.78462780e-01]
 [  4.06181934e+01   9.97525392e-01   0.00000000e+00   0.00000000e+00]]","[ 1.03887518 -0.66186834 -0.36032368 -0.66140404  0.27680637  1.54191663
  0.24012711 -0.26414246 -0.66493681 -1.49813381  0.        ]",[ 2.34012103 -0.48539093],[-0.69617498 -0.99850869]
23,-0.176292880599,[ 2.47710987  0.88617838],-2.60971,"[[  6.79683793e+00   3.00757941e+00   3.11192758e-02   1.78462780e-01]
 [  4.37733652e+01   5.91292468e-03   0.00000000e+00   0.00000000e+00]]","[ 0.93294203 -0.66353929  0.85866498 -0.68705534  0.27680628  1.5419151
  0.30278625 -0.42429201 -0.76690669 -1.58034429  0.        ]",[ 2.63721704  0.06689596],[-0.69617498 -0.99850869]
24,-0.191037067738,[ 2.96272103  0.91033275],-2.6788,"[[  7.70333556e+00   3.00655239e+00   3.11192758e-02   1.78462780e-01]
 [  4.68660921e+01  -7.39511749e-02   0.00000000e+00   0.00000000e+00]]","[-0.08569468 -0.66334144  1.60180315 -0.68393773  0.27680619  1.54191358
  0.36420527 -0.43719025 -0.77502968 -1.7124516   0.        ]",[ 3.50064969  0.46964869],[-0.69617498 -0.99850869]
25,-0.198583504216,[ 5.04169243  0.99389949],-2.91194,"[[  8.67107348e+00   3.00523794e+00   3.11192758e-02   1.78462780e-01]
 [  4.98975970e+01  -5.34881467e-02   0.00000000e+00   0.00000000e+00]]","[-1.3280969  -0.66308611  1.14703918 -0.67994831  0.2768061   1.54191206
  0.42440846 -0.43388523 -0.66796161 -1.80379642  0.        ]",[ 4.4456234   0.72879809],[-0.69617498 -0.99850869]
26,-0.191395483852,[ 3.28818639  0.89469535],-3.22293,"[[  9.69883938e+00   3.00451060e+00   3.11192758e-02   1.78462780e-01]
 [  5.28690906e+01  -2.32516137e-02   0.00000000e+00   0.00000000e+00]]","[-1.65807156 -0.66294364 -0.28000967 -0.677741    0.27680602  1.54191053
  0.48341986 -0.42900175 -0.52533079 -1.75973425  0.        ]",[ 4.36798     0.63663888],[-0.69617498 -0.99850869]
27,-0.173450671204,[ 3.13541777 -0.16426881],-2.68585,"[[  1.07854449e+01   3.00409249e+00   3.11192758e-02   1.78462780e-01]
 [  5.57817590e+01  -1.71516395e-02   0.00000000e+00   0.00000000e+00]]","[-0.59250121 -0.66286128 -1.33702513 -0.6764721   0.27680593  1.54190901
  0.54126301 -0.42801643 -0.49126956 -1.60415306  0.        ]",[ 3.26765633  0.02978021],[-0.69617498 -0.99850869]
