timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.0642034093759,[-1.07660354  0.67912721],-0.782556,"[[-0.02101    -0.02336725  0.17014828 -0.05742171]
 [-0.00134675 -0.00055618  0.          0.        ]]","[ 1.05298296  1.46867398 -0.11065499 -0.69379839  1.45364813 -0.59756765
 -0.52380952 -0.27068451  0.04088353  0.37378937  0.        ]",[ 0.12502804  0.36359566],[ 0.01033934  0.01041528]
1,-0.0599248010457,[ 0.23213154 -0.02097704],-0.721343,"[[ -6.07376575e-02   3.61743997e-03   1.70148279e-01  -5.74217136e-02]
 [ -3.95824062e+00   2.69005306e+00   0.00000000e+00   0.00000000e+00]]","[ 1.05062164  1.4687581  -0.17209911 -0.63564381  1.45340969 -0.59752491
 -0.86787     0.08495037  0.03933023  0.33613008  0.        ]",[ 0.1256516   0.36401528],[ 0.01033934  0.01041528]
2,-0.0531013053129,[ 0.27669054  0.67378093],-0.757984,"[[-0.12990301  0.05604688  0.17014828 -0.05742171]
 [-2.96161318  2.55334727  0.          0.        ]]","[ 1.04140557  1.4665867  -0.27866754 -0.5227604   1.45317138 -0.59748218
 -0.78112349  0.06687638  0.03414948  0.27492887  0.        ]",[ 0.12575369  0.36439955],[ 0.01033934  0.01041528]
3,-0.0517171643513,[ 0.40339574  0.56303912],-0.765403,"[[-0.17757574  0.13336997  0.17014828 -0.05742171]
 [-1.80949015  5.17024284  0.          0.        ]]","[ 1.03119881  1.45733437 -0.35158647 -0.35699816  1.45293318 -0.59743947
 -0.68086468  0.41278323  0.03057271  0.26469977  0.        ]",[ 0.12574606  0.36475798],[ 0.01033934  0.01041528]
4,-0.0583123897738,[-0.62961901  2.22896644],-0.90967,"[[-0.19740342  0.25810982  0.17014828 -0.05742171]
 [-0.1786923   7.29665866  0.          0.        ]]","[ 1.02597713  1.4272176  -0.38172783 -0.09363324  1.4526951  -0.59739676
 -0.53898481  0.69383623  0.02748156  0.33192316  0.        ]",[ 0.12596197  0.36468083],[ 0.01033934  0.01041528]
5,-0.0681574896626,[ 0.17547745 -0.52851876],-0.753913,"[[ -0.22594595   0.44233085   0.17014828  -0.05742171]
 [ -2.66726178  11.11271592   0.           0.        ]]","[ 1.01757552  1.3492127  -0.42491321  0.27852854  1.45245714 -0.59735406
 -0.75538072  1.19817004  0.00778335  0.4311943   0.        ]",[ 0.12756227  0.36269698],[ 0.01033934  0.01041528]
6,-0.0759643107951,[-0.02175751  0.75616525],-0.832812,"[[-0.27178708  0.64137801  0.17014828 -0.05742171]
 [-1.91934837  8.79971289  0.          0.        ]]","[ 1.0018571   1.22272639 -0.49367853  0.64520346  1.45221929 -0.59731137
 -0.69027126  0.89231073 -0.03206869  0.51306811  0.        ]",[ 0.12751499  0.36107558],[ 0.01033934  0.01041528]
7,-0.0852405343899,[-0.20754671 -1.71792031],-0.692963,"[[ -0.31066466   0.84566517   0.17014828  -0.05742171]
 [ -1.96820047  11.61960423   0.           0.        ]]","[ 0.98631874  1.05246323 -0.551311    0.96845467  1.45198156 -0.59726868
 -0.69446647  1.26492612 -0.09231054  0.60156826  0.        ]",[ 0.1289653   0.35739923],[ 0.01033934  0.01041528]
8,-0.0918657010666,[-0.54932834 -0.96066853],-0.706021,"[[-0.35786223  1.03602352  0.17014828 -0.05742171]
 [-2.74903246  7.43018502  0.          0.        ]]","[ 0.96480964  0.86307225 -0.62031056  1.20949239  1.45174394 -0.59722601
 -0.76232584  0.71104754 -0.16227487  0.66095549  0.        ]",[ 0.12901102  0.35602435],[ 0.01033934  0.01041528]
9,-0.0872308180427,[ 1.39140794  0.20344571],-0.786707,"[[-0.43409457  1.14499137  0.17014828 -0.05742171]
 [-4.86720357  3.47974576  0.          0.        ]]","[ 0.92406722  0.74395158 -0.72915744  1.31769678  1.45150645 -0.59718335
 -0.94649045  0.1887935  -0.19714914  0.63099308  0.        ]",[ 0.12961292  0.35610703],[ 0.01033934  0.01041528]
10,-0.0837411392208,[ 0.25314188  0.2459869 ],-0.763881,"[[-0.49077384  1.22196657  0.17014828 -0.05742171]
 [-0.81417676  4.21535129  0.          0.        ]]","[ 0.88901976  0.65606957 -0.80764306  1.38009344  1.45126907 -0.59714069
 -0.59387457  0.28602839 -0.22374591  0.60708757  0.        ]",[ 0.12921321  0.35434976],[ 0.01033934  0.01041528]
11,-0.0903344712837,[-1.25881013  2.45743145],-0.90191,"[[-0.4968469   1.31520632  0.17014828 -0.05742171]
 [ 0.20350376  5.10566178  0.          0.        ]]","[ 0.88495591  0.54634621 -0.81585409  1.43960967  1.4510318  -0.59709805
 -0.50530994  0.40371341 -0.27025592  0.65135859  0.        ]",[ 0.12957759  0.35232359],[ 0.01033934  0.01041528]
12,-0.0960396857389,[-0.53867584  0.9774061 ],-0.818763,"[[-0.53252864  1.45604179  0.17014828 -0.05742171]
 [-3.7585091   8.96498986  0.          0.        ]]","[ 0.8605874   0.3758216  -0.86387911  1.49515442  1.45079466 -0.59705541
 -0.84991439  0.91389712 -0.34075593  0.68178235  0.        ]",[ 0.13166337  0.3470273 ],[ 0.01033934  0.01041528]
13,-0.0996882386623,[ 2.50783593  0.54468834],-0.872506,"[[ -0.62834796   1.67239392   0.17014828  -0.05742171]
 [ -5.81656812  12.65788345   0.           0.        ]]","[ 0.78787886  0.10962732 -0.98783717  1.49795773  1.45055762 -0.59701279
 -1.0288496   1.4019489  -0.44907339  0.67701903  0.        ]",[ 0.13321337  0.34032789],[ 0.01033934  0.01041528]
14,-0.112962501584,[ 0.44035797  0.53268064],-0.827293,"[[ -0.70381342   1.94467028   0.17014828  -0.05742171]
 [ -1.74334963  14.56346554   0.           0.        ]]","[ 0.72334674 -0.21558646 -1.07959645  1.36009861  1.45032071 -0.59697017
 -0.67443785  1.65356519 -0.610864    0.69831838  0.        ]",[ 0.13264276  0.33514655],[ 0.01033934  0.01041528]
15,-0.136140290364,[-1.91254657  0.17903051],-0.757528,"[[ -0.72083895   2.25420761   0.17014828  -0.05742171]
 [  0.03496769  16.38421873   0.           0.        ]]","[ 0.70790107 -0.54376977 -1.09942699  1.0251541   1.45008391 -0.59692756
 -0.51968939  1.89381192 -0.82793837  0.73032087  0.        ]",[ 0.13251767  0.33156532],[ 0.01033934  0.01041528]
16,-0.15732025631,[ 1.06629132 -0.16595469],-0.801144,"[[ -0.75985956   2.58575055   0.17014828  -0.05742171]
 [ -3.92399159  16.76875589   0.           0.        ]]","[ 0.67144861 -0.81249967 -1.14390271  0.49160636  1.44984723 -0.59688496
 -0.86405292  1.94415182 -1.05742297  0.68562719  0.        ]",[ 0.13312267  0.32936868],[ 0.01033934  0.01041528]
17,-0.176331725531,[-0.39211077  0.53339261],-0.830791,"[[ -0.7978336    2.91120252   0.17014828  -0.05742171]
 [  0.11315015  15.77976099   0.           0.        ]]","[ 0.63450978 -0.96543915 -1.18561111 -0.15290246  1.44961066 -0.59684237
 -0.51276908  1.8130344  -1.26822359  0.58073398  0.        ]",[ 0.13149323  0.3312993 ],[ 0.01033934  0.01041528]
