timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.347680331522,[ 4.64944913  2.91771925],-4.94161,"[[-0.06960438  0.0458662  -0.10453803  0.13915943]
 [ 0.00163959 -0.00187381  0.          0.        ]]","[  1.13287695e+00   2.29708921e+00   1.88119732e-03  -9.38855066e-01
  -9.16174069e-01   1.20271807e+00  -5.50186581e-01  -4.24701807e-01
   2.34446360e+00  -1.37343368e+00   0.00000000e+00]",[ 4.1158309   2.29313803],[-0.68916243 -0.93956953]
1,-0.342498096657,[ 3.30784043  1.28205081],-4.96301,"[[-0.0298968   0.0855415  -0.10453803  0.13915943]
 [ 3.95596084  3.95621691  0.          0.        ]]","[ 1.13565666  2.29325314  0.06077257 -0.81473891 -0.91617349  1.20271706
 -0.4720536   0.20317891  2.34494938 -1.26319574  0.        ]",[ 3.6022675   1.78258693],[-0.68916243 -0.93956953]
2,-0.324869976959,[ 3.70346962  0.77001716],-4.64458,"[[ 0.08811336  0.20359258 -0.10453803  0.13915943]
 [ 7.83218491  7.83596089  0.          0.        ]]","[ 1.13082189  2.26824885  0.23584909 -0.44869186 -0.91617291  1.20271605
 -0.39546374  0.81863111  2.30438807 -0.93909457  0.        ]",[ 2.95072579  1.39946401],[-0.68916243 -0.93956953]
3,-0.289805165802,[ 2.9502572   0.73516025],-4.21302,"[[  0.2828855    0.38933087  -0.10453803   0.13915943]
 [ 11.63247281  10.72821267   0.           0.        ]]","[ 1.08031274  2.188551    0.51968635  0.10744147 -0.91617234  1.20271504
 -0.32037431  1.27743454  2.11191385 -0.452774    0.        ]",[ 2.29021192  1.18102133],[-0.68916243 -0.93956953]
4,-0.231649642361,[ 2.37066454  1.116573  ],-3.46917,"[[  0.55291743   0.63095343  -0.10453803   0.13915943]
 [ 15.35851344  13.42501261   0.           0.        ]]","[ 0.92645161  2.01543615  0.8850776   0.76692845 -0.91617176  1.20271404
 -0.24675193  1.70523176  1.64494767  0.05088573  0.        ]",[ 2.19357181  1.12746561],[-0.68916243 -0.93956953]
5,-0.145614194905,[ 1.89287457  0.82419704],-2.85666,"[[  0.89674239   0.93649454  -0.10453803   0.13915943]
 [ 19.01220533  17.11671581   0.           0.        ]]","[ 0.60701161  1.69943003  1.26543929  1.44279716 -0.91617118  1.20271303
 -0.17455908  2.29084974  0.86454736  0.31134279  0.        ]",[ 2.46355987  0.92734951],[-0.68916243 -0.93956953]
6,-0.0367098624433,[ 2.42527122  0.19537946],-2.20902,"[[  1.31294385   1.30814686  -0.10453803   0.13915943]
 [ 22.5964972   20.03867704   0.           0.        ]]","[ 0.08715755  1.20968595  1.54112769  1.94512438 -0.9161706   1.20271202
 -0.1037375   2.75435801 -0.00912217  0.02497906  0.        ]",[ 2.93192863  0.50000256],[-0.68916243 -0.93956953]
7,-0.0842627996661,[ 3.89956521  0.22133288],-1.92133,"[[  1.80015116   1.71267059  -0.10453803   0.13915943]
 [ 26.11278012  20.41237013   0.           0.        ]]","[-0.59210836  0.61983402  1.55133336  2.02114218 -0.91617002  1.20271101
 -0.0342597   2.81362893 -0.47462311 -0.79097049  0.        ]",[ 3.10445762 -0.03700244],[-0.68916243 -0.93956953]
8,-0.175829451587,[ 1.85468108 -1.49388662],-1.93216,"[[  2.35699787   2.12562158  -0.10453803   0.13915943]
 [ 29.56047523  20.88116605   0.           0.        ]]","[-1.26851685  0.05298994  1.15441283  1.5823298  -0.91616945  1.20271
  0.03386288  2.88798535 -0.22702466 -1.60702358  0.        ]",[ 2.84509277 -1.32616997],[-0.68916243 -0.93956953]
9,-0.218420885329,[ 2.34131591 -1.92001456],-2.28782,"[[  2.98210969   2.49933664  -0.10453803   0.13915943]
 [ 32.93902838  16.5050266    0.           0.        ]]","[-1.6623055  -0.34994077  0.34099878  0.79541592 -0.91616887  1.20270899
  0.10061929  2.19379045  0.39231296 -1.83903154  0.        ]",[ 2.94365549 -1.95361328],[-0.68916243 -0.93956953]
10,-0.212416828648,[ 3.50437791 -2.74307638],-2.4006,"[[  3.67409814   2.78640557  -0.10453803   0.13915943]
 [ 36.2484683   12.21631754   0.           0.        ]]","[-1.48518816 -0.55119888 -0.64879668  0.00772285 -0.91616829  1.20270798
  0.16601011  1.51346826  0.76556532 -1.56280734  0.        ]",[ 3.27663875 -2.14950943],[-0.68916243 -0.93956953]
11,-0.182992354503,[ 3.73674417 -1.82532117],-2.39726,"[[  4.4316018    2.98856199  -0.10453803   0.13915943]
 [ 39.49091273   8.01349742   0.           0.        ]]","[-0.66218176 -0.62581604 -1.32174271 -0.60469088 -0.91616771  1.20270697
  0.23007716  0.84677219  0.73529779 -1.25794207  0.        ]",[ 3.88174605 -1.65183663],[-0.68916243 -0.93956953]
12,-0.165678607607,[ 4.72757679  0.04870845],-2.29807,"[[  5.25329923e+00   3.05670282e+00  -1.04538029e-01   1.39159434e-01]
 [  4.26682253e+01   3.51987885e-02   0.00000000e+00   0.00000000e+00]]","[ 0.45317712 -0.6377078  -1.16789339 -0.81677818 -0.91616714  1.20270596
  0.29285727 -0.41882949  0.60198506 -1.17864553  0.        ]",[ 4.91528463  0.09766784],[-0.68916243 -0.93956953]
