timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.30461469  4.2149381 ],-0.150028622688,-3.88453,[ 0.888592    3.74660778],"[ 1.37963313  2.56579181 -0.32025806 -0.74253903  1.29036395  1.2883467
 -0.35770371 -0.38414401  0.3553708  -1.18138701  0.        ]","[[ 0.0451903   0.02255922  0.14931594  0.14932844]
 [ 0.00420395 -0.000217    0.          0.        ]]",[-1.01943302 -0.26887399]
1,[ 0.30381609  3.00355032],-0.13802310498,-3.93968,[ 0.72482347  3.51426816],"[ 1.37588228  2.56322354 -0.26140458 -0.57952846  1.29036331  1.28834607
 -0.28242591  0.13891355  0.3462238  -1.08081432  0.        ]","[[ 0.08494863  0.06226732  0.14931594  0.14932844]
 [ 3.95847006  3.95784053  0.          0.        ]]",[-1.01943302 -0.26887399]
2,[ 0.50062629  3.2966798 ],-0.107178681183,-3.65447,[ 0.51154292  3.17734075],"[ 1.35886052  2.54146131 -0.12843369 -0.09810475  1.29036268  1.28834543
 -0.26106398  0.65175964  0.29364947 -0.83323658  0.        ]","[[ 0.17537633  0.18036133  0.14931594  0.14932844]
 [ 5.08058796  7.83862666  0.          0.        ]]",[-1.01943302 -0.26887399]
3,[ 0.84447322  2.48303453],-0.0611184831684,-3.77912,[ 0.2133894  2.8026495],"[ 1.31809166  2.46013928  0.04523042  0.67098616  1.29036204  1.2883448
 -0.22529752  1.15441079  0.14229164 -0.50091304  0.        ]","[[  0.29583759   0.37529708   0.14931594   0.14932844]
 [  6.95936228  11.64226816   0.           0.        ]]",[-1.01943302 -0.26887399]
4,[-0.7200431  3.0276236],-0.0127005391692,-3.62402,[-0.24434054  2.45531559],"[ 1.22567388  2.25961835  0.28082484  1.6369913   1.2903614   1.28834417
 -0.16432719  1.64703624 -0.19337963 -0.13414927  0.        ]","[[  0.46715643   0.64554462   0.14931594   0.14932844]
 [ 10.1620705   15.37004873   0.           0.        ]]",[-1.01943302 -0.26887399]
5,[-1.17394349  2.5162711 ],-0.0781922298403,-3.45752,[-0.82119751  2.25048161],"[ 1.09418374  1.8791182   0.49844012  2.59931017  1.29036077  1.28834353
 -0.2223737   2.13017941 -0.68435598  0.07116018  0.        ]","[[  0.63980376   0.98962796   0.14931594   0.14932844]
 [  7.11294424  19.02608451   0.           0.        ]]",[-1.01943302 -0.26887399]
6,[-0.89932932  2.54190583],-0.135874449131,-3.15298,[-1.26062083  2.23827648],"[ 1.00076493  1.29252873  0.61409917  3.21834182  1.29036013  1.2883429
 -0.30035001  2.60377896 -1.14298867 -0.00659092  0.        ]","[[  0.74096585   1.40610778   0.14931594   0.14932844]
 [  3.01692559  22.60991648   0.           0.        ]]",[-1.01943302 -0.26887399]
7,[-1.13518353  1.75455796],-0.176984235086,-2.93743,[-1.4759953   2.46633482],"[ 0.97690586  0.55959187  0.64013257  3.0617621   1.2903595   1.28834227
 -0.36920242  3.06795057 -1.44234568 -0.31973732  0.        ]","[[  0.76501717   1.89354886   0.14931594   0.14932844]
 [ -0.59982411  26.12242575   0.           0.        ]]",[-1.01943302 -0.26887399]
8,[-1.20510474  2.85793708],-0.202961426042,-2.62301,[-1.38195801  3.10184717],"[ 1.02730373 -0.1311065   0.58360079  1.78374274  1.29035886  1.28834163
 -0.4442963   3.52287928 -1.51185129 -0.77578808  0.        ]","[[  0.71344561   2.4505388    0.14931594   0.14932844]
 [ -4.54443246  29.5650192    0.           0.        ]]",[-1.01943302 -0.26887399]
9,[-0.85229387  5.06498879],-0.219472277424,-2.56915,[-0.50816739  4.7796793 ],"[ 1.14087861 -0.47730315  0.4303729  -0.56463471  1.29035823  1.288341
 -0.51794047  3.16665964 -1.34178309 -1.27121306  0.        ]","[[  0.5837492    3.0756929    0.14931594   0.14932844]
 [ -8.41288942  26.8694843    0.           0.        ]]",[-1.01943302 -0.26887399]
10,[ 1.04883711  5.19418363],-0.225116940208,-3.73092,[ 0.84178638  6.04339933],"[ 1.27584629 -0.47106111  0.16751841 -1.29458942  1.29035759  1.28834037
 -0.57903385 -0.55230003 -1.27474689 -1.40439462  0.        ]","[[  0.38328915   3.25361553   0.14931594   0.14932844]
 [-11.62206745  -1.27265987   0.           0.        ]]",[-1.01943302 -0.26887399]
11,[ 0.52067164  6.87588265],-0.221821316846,-3.93457,[ 0.76894212  5.81354809],"[ 1.35420723 -0.47959482 -0.10290926 -0.98519166  1.29035695  1.28833973
 -0.49928336 -0.98879529 -1.31702254 -1.32534546  0.        ]","[[ 0.19287864  3.17809501  0.14931594  0.14932844]
 [-7.43286529 -4.57571282  0.          0.        ]]",[-1.01943302 -0.26887399]
12,[ 0.76406902  7.13148415],-0.215755424106,-4.07953,[ 0.52186084  5.48494196],"[ 1.3779122  -0.47918816 -0.28887098 -0.65776658  1.29035632  1.2883391
 -0.45723584 -0.80659606 -1.32687185 -1.24437256  0.        ]","[[ 0.06638187  3.09839185  0.14931594  0.14932844]
 [-5.22415937 -3.19697534  0.          0.        ]]",[-1.01943302 -0.26887399]
13,[-0.64955938  4.19818384],-0.211152155836,-4.81492,[ 0.36942959  5.25537968],"[ 1.38107388 -0.474214   -0.3972321  -0.45909845  1.29035568  1.28833847
 -0.3976748  -0.61332464 -1.32135835 -1.19586014  0.        ]","[[-0.00671028  3.04992944  0.14931594  0.14932844]
 [-2.09548722 -1.73445166  0.          0.        ]]",[-1.01943302 -0.26887399]
14,[-0.04497291  5.45442386],-0.208082256321,-4.51832,[ 0.19123068  5.11796951],"[ 1.37713489 -0.47027328 -0.49696788 -0.35736939  1.29035505  1.28833783
 -0.44584382 -0.4956834  -1.31225769 -1.16953545  0.        ]","[[-0.07400702  3.02503742  0.14931594  0.14932844]
 [-4.62575817 -0.84423699  0.          0.        ]]",[-1.01943302 -0.26887399]
15,[ 0.06189441  4.50331401],-0.205553169283,-4.74213,[ 0.04484212  4.99270201],"[ 1.36082889 -0.46808396 -0.63444488 -0.30938098  1.29035441  1.2883372
 -0.44748975 -0.43523002 -1.29955881 -1.15404009  0.        ]","[[-0.16738968  3.0132709   0.14931594  0.14932844]
 [-4.71222233 -0.38677456  0.          0.        ]]",[-1.01943302 -0.26887399]
16,[ 0.16048223  5.54649215],-0.203607494576,-4.54917,[-0.07421327  4.89177084],"[ 1.33300128 -0.46703076 -0.76613602 -0.28781572  1.29035377  1.28833657
 -0.44104835 -0.40664619 -1.28697597 -1.14551659  0.        ]","[[-0.25823929  3.00797749  0.14931594  0.14932844]
 [-4.37386821 -0.17047556  0.          0.        ]]",[-1.01943302 -0.26887399]
17,[-0.562673    5.17346333],-0.202137079554,-4.65296,[-0.17423767  4.80543756],"[ 1.29879603 -0.46655898 -0.87987456 -0.27843241  1.29035314  1.28833593
 -0.42730368 -0.39378498 -1.27587198 -1.1409894   0.        ]","[[-0.33847271  3.0056731   0.14931594  0.14932844]
 [-3.65188065 -0.07315281  0.          0.        ]]",[-1.01943302 -0.26887399]
