timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.30593907  3.19523409],-0.218279077793,-3.01118,[ 2.6685462   3.28066206],"[ 1.28570495  2.42025535 -0.15739984 -0.71325145  0.42171983 -1.13238708
 -0.37535971 -0.38951864  1.0983733   1.07186634  0.        ]","[[ 0.07098779  0.02597538  0.04891985 -0.13039958]
 [-0.00192558 -0.00044613  0.          0.        ]]",[-0.78883106 -0.12398165]
1,[ 2.62577897  3.43005728],-0.225919181228,-3.00307,[ 2.53805399  3.12387037],"[ 1.28062481  2.41758037 -0.09920195 -0.5620477   0.42171966 -1.13238622
 -0.29918555  0.15130317  1.08659593  1.17173033  0.        ]","[[ 0.11062474  0.06567895  0.04891985 -0.13039958]
 [ 3.95246233  3.95761592  0.          0.        ]]",[-0.78883106 -0.12398165]
2,[ 2.11670226  3.178395  ],-0.247267250551,-3.14722,[ 2.20413542  2.89523411],"[ 1.25250929  2.39602881  0.0721009  -0.11562077  0.42171949 -1.13238535
 -0.22451605  0.68141998  1.01426087  1.46060778  0.        ]","[[ 0.2285655   0.18375774  0.04891985 -0.13039958]
 [ 7.82874     7.83733315  0.          0.        ]]",[-0.78883106 -0.12398165]
3,[ 1.91066161  0.18685484],-0.277242917844,-3.86254,[ 1.52632904  2.59713793],"[ 1.164554    2.31676194  0.34363401  0.59713948  0.42171933 -1.13238449
 -0.15131576  1.20103526  0.78194517  1.88426034  0.        ]","[[  0.42326579   0.37865995   0.04891985  -0.13039958]
 [ 11.6287472   11.64019781   0.           0.        ]]",[-0.78883106 -0.12398165]
4,[ 0.93535787  3.60765468],-0.305818270439,-3.79658,[ 0.53470081  2.40688539],"[ 0.96308421  2.15048309  0.68022911  1.39226702  0.42171916 -1.13238362
 -0.07952479  1.27040312  0.30726187  2.28137919  0.        ]","[[  0.69323186   0.61655809   0.04891985  -0.13039958]
 [ 15.35559332  12.14788184   0.           0.        ]]",[-0.78883106 -0.12398165]
5,[-0.72503787  2.49556611],-0.321380553464,-3.8354,[-0.94719899  1.99567175],"[ 0.59825337  1.86901641  1.00540956  2.16663452  0.421719   -1.13238276
 -0.01407549  1.77829752 -0.40066734  2.42986146  0.        ]","[[  1.03442981   0.89681131   0.04891985  -0.13039958]
 [ 18.7532279   15.86497831   0.           0.        ]]",[-0.78883106 -0.12398165]
6,[-2.1545361   2.07174566],-0.30919676017,-3.45365,[-1.78338671  1.65868664],"[ 0.14824782  1.41485371  1.18486521  2.80660131  0.42171883 -1.13238189
 -0.07643709  2.27637645 -1.07699241  2.13875417  0.        ]","[[  1.37701138   1.25068522   0.04891985  -0.13039958]
 [ 15.51588329  19.51025831   0.           0.        ]]",[-0.78883106 -0.12398165]
7,[-1.38189323  2.39269222],-0.267136557498,-2.76828,[-1.83746362  1.52684426],"[-0.22806057  0.79779208  1.20845071  2.97888985  0.42171866 -1.13238102
 -0.1585126   2.76462834 -1.37437347  1.56635408  0.        ]","[[  1.64457962   1.6767433    0.04891985  -0.13039958]
 [ 11.25514117  23.08364706   0.           0.        ]]",[-0.78883106 -0.12398165]
8,[-1.97499992  0.91272466],-0.204995529427,-1.97559,[-1.60788774  1.48462999],"[-0.48305458  0.12091952  1.16404374  2.32838668  0.4217185  -1.13238016
 -0.23897402  3.2432077  -1.23434748  1.03717034  0.        ]","[[  1.8277757    2.17355947   0.04891985  -0.13039958]
 [  7.07819019  26.58628699   0.           0.        ]]",[-0.78883106 -0.12398165]
9,[-1.70151408  1.61411954],-0.144895332069,-1.0812,[-1.45626283  1.58906901],"[-0.61832969 -0.39579547  1.11926403  0.69108545  0.42171833 -1.13237929
 -0.31787791  3.66507152 -0.80080264  0.80256604  0.        ]","[[  1.9282462    2.73626445   0.04891985  -0.13039958]
 [  2.98209397  29.67389449   0.           0.        ]]",[-0.78883106 -0.12398165]
10,[-1.0491145   3.45277151],-0.12999168818,-0.3288,[-0.80655754  2.69972277],"[-0.64382262 -0.51275789  1.10903464 -1.00936841  0.42171816 -1.13237843
 -0.3952915   0.60258017 -0.40945491  0.883348    0.        ]","[[ 1.94757438  3.19331185  0.04891985 -0.13039958]
 [-1.03663811  7.26047052  0.          0.        ]]",[-0.78883106 -0.12398165]
11,[ 0.65572511  3.39256521],-0.129351422133,-0.761651,[-0.10817975  3.0439229 ],"[-0.56374578 -0.51252246  1.13921494 -1.02083639  0.421718   -1.13237756
 -0.47117427 -0.86191822 -0.42313138  0.87357163  0.        ]","[[ 1.88731613  3.19632426  0.04891985 -0.13039958]
 [-4.97590212 -3.45774121  0.          0.        ]]",[-0.78883106 -0.12398165]
12,[-0.45342002  4.02739047],-0.129665375246,-0.790093,[ 0.08701056  3.0357151 ],"[-0.46533686 -0.51437726  1.16877028 -0.72988523  0.42171783 -1.1323767
 -0.41926517 -0.87169357 -0.49267926  0.84992827  0.        ]","[[ 1.81483471  3.11998104  0.04891985 -0.13039958]
 [-2.28118718 -3.52928771  0.          0.        ]]",[-0.78883106 -0.12398165]
13,[ 0.03848032  3.83093895],-0.131677274349,-0.902175,[ 0.23400617  2.99134207],"[-0.37807277 -0.51023036  1.18840878 -0.51430518  0.42171766 -1.13237583
 -0.45297564 -0.68057409 -0.54547168  0.8433769   0.        ]","[[ 1.75165265  3.06335797  0.04891985 -0.13039958]
 [-4.03118618 -2.1305464   0.          0.        ]]",[-0.78883106 -0.12398165]
