timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-1.19052922 -0.47587104],-0.377483417931,-0.992471,[ 0.95666862  0.59473753],"[ 1.10410815  1.41685689  0.01210292 -0.40690796 -1.43850913 -0.16398418
 -0.68933081 -0.2381908   2.21175373  0.19814544  0.        ]","[[  8.11828673e-02   4.43384967e-02  -1.66677985e-01  -1.69278687e-02]
 [  2.80826583e-03  -7.38432612e-05   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
1,[ 2.49119313  1.40243123],-0.377418498654,-0.332251,[ 0.95238328  0.59343982],"[ 1.10743981  1.41763772 -0.04830972 -0.44561925 -1.43848751 -0.16398336
 -0.94796301 -0.49756392  2.2172791   0.12418989  0.        ]","[[ 0.04155531  0.02544714 -0.16667798 -0.01692787]
 [-3.95239637 -1.88279271  0.          0.        ]]",[-0.08084021 -0.04223859]
2,[ 1.68686089  1.65926538],-0.377188920063,-0.314192,[ 0.96020997  0.59560061],"[ 1.10860946  1.41753803 -0.10723507 -0.44063507 -1.43846591 -0.16398253
 -0.68426198  0.05285735  2.21903659  0.06820876  0.        ]","[[ 0.00296667  0.02787737 -0.16667798 -0.01692787]
 [ 0.08011032  2.11250578  0.          0.        ]]",[-0.08084021 -0.04223859]
3,[ 1.91420348  0.9563423 ],-0.377221974265,-0.381268,[ 0.96844101  0.59781098],"[ 1.10725795  1.41071486 -0.04422945 -0.27386291 -1.4384443  -0.16398171
 -0.42577534  0.59238467  2.2102752   0.1936501   0.        ]","[[ 0.04422829  0.10942026 -0.16667798 -0.01692787]
 [ 4.03290439  6.02873667  0.          0.        ]]",[-0.08084021 -0.04223859]
4,[ 0.17000204  1.5654194 ],-0.373776655151,-0.475163,[ 0.97262239  0.5984773 ],"[ 1.09018337  1.37493821  0.13726704  0.04279085 -1.43842269 -0.16398088
 -0.17238517  1.09741045  2.14544765  0.4861068   0.        ]","[[ 0.1637635   0.26677563 -0.16667798 -0.01692787]
 [ 7.90777107  9.69458119  0.          0.        ]]",[-0.08084021 -0.04223859]
5,[-0.85837976 -0.29753698],-0.360210747746,-0.770254,[ 0.96591163  0.59482211],"[ 1.03563477  1.26992779  0.37900084  0.48255411 -1.43840108 -0.16398006
 -0.13869116  1.61640405  1.95509573  0.84856285  0.        ]","[[  0.32708734   0.49846647  -0.16667798  -0.01692787]
 [  8.42301172  13.46193726   0.           0.        ]]",[-0.08084021 -0.04223859]
6,[ 0.858014    0.99794116],-0.337521017404,-0.462602,[ 0.94289947  0.58671755],"[ 0.96566376  1.08886916  0.56611691  0.9047952  -1.43837948 -0.16397924
 -0.37156992  1.41751334  1.68795261  1.09452717  0.        ]","[[  0.45981746   0.753222    -0.16667798  -0.01692787]
 [  4.8617977   12.01841633   0.           0.        ]]",[-0.08084021 -0.04223859]
7,[ 0.93426579  1.07344059],-0.304862128501,-0.386674,[ 0.92269015  0.57884693],"[ 0.87584536  0.82684617  0.73826294  1.26104715 -1.43835787 -0.16397841
 -0.15585433  1.9289038   1.35988619  1.22370815  0.        ]","[[  0.59014754   1.03083738  -0.16667798  -0.01692787]
 [  8.160495    15.73074819   0.           0.        ]]",[-0.08084021 -0.04223859]
8,[ 1.57703343  0.71871702],-0.250112279988,-0.34481,[ 0.8799125   0.56364107],"[ 0.70221461  0.42970239  0.97205043  1.51634216 -1.43833627 -0.16397759
  0.07545606  2.43123075  0.9107478   1.19675334  0.        ]","[[  7.88842870e-01   1.38204265e+00  -1.66677985e-01  -1.69278687e-02]
 [  1.16976677e+01   1.93776131e+01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
9,[ 0.41327764  0.23475326],-0.174423934896,-0.383258,[ 0.81001377  0.54048342],"[ 0.40504268 -0.06816741  1.22090631  1.50174137 -1.43831467 -0.16397676
  0.31937396  2.77011091  0.48913009  0.88727132  0.        ]","[[  1.06021638e+00   1.79428467e+00  -1.66677985e-01  -1.69278687e-02]
 [  1.54276354e+01   2.18383737e+01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
10,[-0.07809835 -1.5594821 ],-0.108968352875,-0.430099,[ 0.76245129  0.52484447],"[-0.00933492 -0.54942187  1.38861063  1.1154871  -1.43829306 -0.16397594
  0.40668387  2.8383211   0.34402921  0.38290359  0.        ]","[[  1.38216568e+00   2.23602902e+00  -1.66677985e-01  -1.69278687e-02]
 [  1.67627898e+01   2.23344360e+01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
11,[ 1.37413466  0.73335635],-0.114415905572,-0.049104,[ 0.76909983  0.5272209 ],"[-0.45964249 -0.86433655  1.4006916   0.49072202 -1.43827146 -0.16397512
  0.36496108  2.23180102  0.51256342  0.01455658  0.        ]","[[  1.71102496e+00   2.63854530e+00  -1.66677985e-01  -1.69278687e-02]
 [  1.61248101e+01   1.79319283e+01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
12,[ 1.19435513 -0.54286353],-0.159664226138,0.007687,[ 0.77664083  0.53070271],"[-0.92607879 -1.00644985  1.22921529 -0.25474248 -1.43824986 -0.16397429
  0.60308102  2.07203436  0.81090388 -0.06057143  0.        ]","[[  2.07005878e+00   3.02275289e+00  -1.66677985e-01  -1.69278687e-02]
 [  1.97661053e+01   1.67724826e+01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
13,[ 0.81676028  1.17711769],-0.175393261536,0.731274,[ 0.75118637  0.52769762],"[-1.37056891 -1.01501607  0.80088937 -0.49269422 -1.43822826 -0.16397347
  0.83636104 -0.29770844  0.91068693  0.00232105  0.        ]","[[  2.50117147e+00   3.13907401e+00  -1.66677985e-01  -1.69278687e-02]
 [  2.33334242e+01  -4.31091900e-01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
14,[ 1.5018632  -0.05493095],-0.176200676491,0.808023,[ 0.74855113  0.52740258],"[ -1.62855612e+00  -1.01396260e+00   1.10285894e-01  -4.12786717e-01
  -1.43820667e+00  -1.63972643e-01   1.01761348e+00  -5.79339653e-01
   9.16030157e-01   5.78856626e-04   0.00000000e+00]","[[  2.99564972e+00   3.10009551e+00  -1.66677985e-01  -1.69278687e-02]
 [  2.61052056e+01  -2.47566138e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
15,[ 1.09796163 -0.18070365],-0.179840089017,0.933482,[ 0.76637101  0.53291291],"[-1.52874062 -1.00977661 -0.72171705 -0.30803293 -1.43818507 -0.16397182
  1.24272021 -0.6025551   0.93958186  0.00234304  0.        ]","[[  3.55229325e+00   3.04889141e+00  -1.66677985e-01  -1.69278687e-02]
 [  2.95476679e+01  -2.64422587e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
16,[ 1.60363476 -0.31112746],-0.186160667388,0.977194,[ 0.80446053  0.54400468],"[-0.9690869  -1.00091937 -1.42568867 -0.18686758 -1.43816347 -0.16397099
  1.46335722 -0.69395065  0.9785012   0.03468662  0.        ]","[[  4.17710149e+00   2.98935009e+00  -1.66677985e-01  -1.69278687e-02]
 [  3.29218980e+01  -3.30775721e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
17,[ 1.36397883 -0.54414444],-0.192381464013,0.676356,[ 0.84829545  0.55808586],"[-0.05304258 -0.98291562 -1.62069799 -0.03014147 -1.43814188 -0.16397017
  1.67960599 -0.85473715  1.01013608  0.1198235   0.        ]","[[  4.86872279e+00   2.91148410e+00  -1.66677985e-01  -1.69278687e-02]
 [  3.62291796e+01  -4.47505194e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
18,[ 1.2715792  -0.91474881],-0.192343637006,0.107653,[ 0.87387711  0.56715864],"[ 0.82189732 -0.94518953 -1.04515342  0.18668562 -1.43812028 -0.16396935
  1.89153929 -1.13953591  0.98312278  0.26551109  0.        ]","[[  5.62582997e+00   2.80123971e+00  -1.66677985e-01  -1.69278687e-02]
 [  3.94706673e+01  -6.54266112e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
19,[ 0.77229981  1.94264505],-0.176288926461,0.3746,[ 0.85759699  0.56269956],"[ 1.09016032 -0.86236335  0.13747945  0.4965405  -1.43809869 -0.16396852
  2.09921467 -1.62099367  0.82432231  0.42205771  0.        ]","[[  6.44711693e+00   2.63531882e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.26472850e+01  -1.00380508e+01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
20,[-0.7290991  -0.47804623],-0.131084938049,-0.348042,[ 0.79079676  0.54231942],"[ 0.43032073 -0.75547439  1.20479299  0.76807881 -1.4380771  -0.1639677
  2.243788   -1.04881987  0.52098825  0.37058781  0.        ]","[[  7.32225479e+00   2.47623590e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.48591480e+01  -5.88435494e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
21,[ 0.88193135  0.81486054],-0.0854644955325,0.450016,[ 0.70622587  0.51890802],"[-0.70997225 -0.64519329  1.33445085  0.97448326 -1.43805551 -0.16396687
  1.99682836 -1.2942218   0.32234656  0.01881074  0.        ]","[[  8.18155344e+00   2.34067255e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.10832531e+01  -7.66600766e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
22,[ 0.50696568  1.11130375],-0.114223604075,1.27931,[ 0.70784956  0.51681221],"[-1.53736454 -0.53503868  0.47554707  1.13411255 -1.43803392 -0.16396605
  2.1717835  -0.82969621  0.43801159 -0.44353773  0.        ]","[[  9.03007182e+00   2.22118965e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.37597300e+01  -4.29375751e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
23,[-0.73639228  0.69739796],-0.193913144125,1.52068,[ 0.78898001  0.53854418],"[-1.47998944 -0.49037402 -0.83330882  1.18872691 -1.43801233 -0.16396523
  2.24625256 -0.27352279  0.91965389 -0.65389518  0.        ]","[[  9.91670128e+00   2.17582621e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.48996046e+01  -2.56141658e-01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
24,[ 0.02561781 -0.71504103],-0.248661620032,0.845628,[ 0.87626332  0.56592494],"[-0.56622209 -0.5127736  -1.60281761  1.16196323 -1.43799074 -0.1639644
  1.99749814  0.10667524  1.37047928 -0.34312355  0.        ]","[[  1.07765299e+01   2.19839425e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.10960635e+01   2.50395558e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
25,[ 0.13410127  0.35602878],-0.260886630576,0.500741,[ 0.91805935  0.58095491],"[ 0.50478935 -0.53340318 -1.37616041  1.13615459 -1.43796915 -0.16396358
  1.95092403 -0.29094461  1.44933554  0.19482236  0.        ]","[[  1.15913131e+01   2.21951100e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.03844810e+01  -3.82610884e-01   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
26,[ 1.75576854  0.61975641],-0.235028073233,0.180596,[ 0.91064292  0.57817769],"[ 1.08878048 -0.53969679 -0.3703161   1.1280397  -1.43794757 -0.16396275
  1.93332673 -0.09647996  1.16307298  0.61586192  0.        ]","[[  1.23963086e+01   2.22602289e+00  -1.66677985e-01  -1.69278687e-02]
 [  4.01160373e+01   1.02911206e+00   0.00000000e+00   0.00000000e+00]]",[-0.08084021 -0.04223859]
