timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.12759886  2.30954692],-0.305344461546,-2.44216,[ 2.36760664  2.65119553],"[ 1.26960358  2.38413881 -0.37209573 -1.04819038 -0.11216462  1.59435923
 -0.38725984 -0.39108838  1.5547545  -1.77492793  0.        ]","[[ -8.89420148e-02  -6.57667028e-02  -1.35530187e-02   1.83977995e-01]
 [  1.12238485e-03   3.09343007e-05   0.00000000e+00   0.00000000e+00]]",[-0.7230314  -0.11642183]
1,[ 1.81261467  1.73544415],-0.297762773311,-2.49894,[ 2.20536542  2.44595242],"[ 1.27346122  2.38678473 -0.31370819 -0.89967207 -0.11216458  1.59435714
 -0.31070324  0.15418794  1.5644484  -1.67483308  0.        ]","[[-0.04924471 -0.02605367 -0.01355302  0.183978  ]
 [ 3.95544529  3.95808618  0.          0.        ]]",[-0.7230314  -0.11642183]
2,[ 1.92500792  1.33882676],-0.273276392157,-2.02211,[ 2.0231154   2.09832191],"[ 1.2718401   2.38111451 -0.1398355  -0.45805131 -0.11216454  1.59435505
 -0.23565992  0.68867191  1.55516562 -1.3762285   0.        ]","[[ 0.06875466  0.09203451 -0.01355302  0.183978  ]
 [ 7.83160441  7.83780285  0.          0.        ]]",[-0.7230314  -0.11642183]
3,[ 1.95290257  4.6452674 ],-0.227236345704,-1.54415,[ 1.70203757  1.77660084],"[ 1.22656004  2.32777303  0.14291711  0.25749501 -0.11216449  1.59435296
 -0.16209515  1.21256931  1.4180331  -0.90781451  0.        ]","[[  0.26351025   0.28694619  -0.01355302   0.183978  ]
 [ 11.63139265  11.64067816   0.           0.        ]]",[-0.7230314  -0.11642183]
4,[ 1.38130063 -0.12417216],-0.154612075213,-1.52964,[ 1.00737572  1.4870156 ],"[ 1.07947172  2.16719894  0.50871177  1.17758145 -0.11216445  1.59435087
 -0.0899672   1.72607049  1.01228772 -0.39398832  0.        ]","[[  5.33515509e-01   5.57158638e-01  -1.35530187e-02   1.83977995e-01]
 [  1.53569663e+01   1.53681005e+01   0.00000000e+00   0.00000000e+00]]",[-0.7230314  -0.11642183]
5,[ 0.88571378 -0.40527772],-0.0596394315962,-1.56239,[ 0.17357677  1.30323422],"[ 0.767134    1.88536881  0.8927522   2.02666195 -0.11216441  1.59434878
 -0.01920836  1.61613343  0.32186863 -0.10054882  0.        ]","[[  8.77323152e-01   8.56514875e-01  -1.35530187e-02   1.83977995e-01]
 [  1.90118221e+01   1.45701042e+01   0.00000000e+00   0.00000000e+00]]",[-0.7230314  -0.11642183]
6,[-0.64042902  1.26994687],-0.0437464317484,-1.33896,[-0.53634471  1.19440496],"[ 0.25864949  1.55445717  1.17513591  2.58217406 -0.11216437  1.59434668
  0.0414201   1.35498167 -0.44333145 -0.23170212  0.        ]","[[  1.28897899e+00   1.12889832e+00  -1.35530187e-02   1.83977995e-01]
 [  2.21434208e+01   1.26744628e+01   0.00000000e+00   0.00000000e+00]]",[-0.7230314  -0.11642183]
7,[-0.09085122  1.07072469],-0.137197357829,-0.903086,[-1.09028339  1.13243806],"[-0.31723702  1.15137055  1.22061688  2.8990822  -0.11216433  1.59434459
 -0.01607734  1.86575094 -0.96354685 -0.76711142  0.        ]","[[  1.70204825e+00   1.41958690e+00  -1.35530187e-02   1.83977995e-01]
 [  1.91735484e+01   1.63820649e+01   0.00000000e+00   0.00000000e+00]]",[-0.7230314  -0.11642183]
8,[-1.48703742  0.42014823],-0.206058891135,-0.55786,[-1.43344212  1.18064141],"[-0.8170928   0.62475136  1.04757524  2.85726937 -0.11216428  1.5943425
 -0.03031076  2.36635739 -1.02587757 -1.45248833  0.        ]","[[  2.07814086e+00   1.78368773e+00  -1.35530187e-02   1.83977995e-01]
 [  1.84383594e+01   2.00159197e+01   0.00000000e+00   0.00000000e+00]]",[-0.7230314  -0.11642183]
9,[-1.99315166  1.77538513],-0.237421826202,-0.120161,[-1.56936765  1.51847649],"[-1.17467872  0.07974948  0.75089463  2.23203384 -0.11216424  1.59434041
 -0.11392744  2.5408478  -0.68400809 -1.90327605  0.        ]","[[  2.40357717e+00   2.19671417e+00  -1.35530187e-02   1.83977995e-01]
 [  1.41193705e+01   2.12825675e+01   0.00000000e+00   0.00000000e+00]]",[-0.7230314  -0.11642183]
