timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-0.65561038  1.55250338],-0.235750054053,-0.0985082,[ 0.08999058  0.12354554],"[ 1.05009906  1.15272561  0.01483246 -0.17106208  0.45303066 -1.54547525
 -0.21205745 -0.03993365  0.67999139  1.16260398  0.        ]","[[ 0.02026209 -0.08036549  0.05079349 -0.17865346]
 [-0.00457634 -0.00075382  0.          0.        ]]",[-0.04781564 -0.02736036]
1,[-0.51805954 -0.28820392],-0.234991822957,-0.202974,[ 0.0900747   0.12282747],"[ 1.05031729  1.15575489 -0.02534237 -0.10692604  0.45301993 -1.54537238
 -0.45452454  0.47684718  0.68058062  1.15510312  0.        ]","[[-0.00586549 -0.04064246  0.05079349 -0.17865346]
 [-2.59953533  3.95985414  0.          0.        ]]",[-0.04781564 -0.02736036]
2,[ 0.1953827   0.71733312],-0.229120150521,-0.094135,[ 0.08919472  0.1233843 ],"[  1.04607951e+00   1.15631687e+00  -1.35987686e-01   1.38096722e-03
   4.53009203e-01  -1.54526953e+00  -6.41159015e-01   3.17806297e-01
   6.78529013e-01   1.10346440e+00   0.00000000e+00]","[[-0.07789759  0.02632612  0.05079349 -0.17865346]
 [-4.59702642  2.74106319  0.          0.        ]]",[-0.04781564 -0.02736036]
3,[ 0.43574173  2.29822979],-0.222483034501,0.0608033,[ 0.09007208  0.12309199],"[ 1.03222451  1.14907948 -0.26310631  0.13492912  0.45299848 -1.54516669
 -0.56052489  0.68129019  0.67235073  1.04798649  0.        ]","[[-0.16118188  0.10909759  0.05079349 -0.17865346]
 [-3.73427137  5.52680021  0.          0.        ]]",[-0.04781564 -0.02736036]
4,[ 0.64459764 -0.23882888],-0.22505061794,-0.111632,[ 0.09136841  0.12230358],"[ 1.0173359   1.11410097 -0.34866719  0.37193476  0.45298775 -1.54506388
 -0.39267322  1.18354714  0.66610018  1.07859665  0.        ]","[[-0.21784619  0.25825656  0.05079349 -0.17865346]
 [-1.93811812  9.37627233  0.          0.        ]]",[-0.04781564 -0.02736036]
5,[ 2.11657365 -0.63132533],-0.235597763109,-0.0848808,[ 0.09200604  0.1221086 ],"[ 1.0133398   1.03741523 -0.36783205  0.63963341  0.45297703 -1.54496109
 -0.1507469   1.03575822  0.65080445  1.1888646   0.        ]","[[-0.23063382  0.43442152  0.05079349 -0.17865346]
 [ 0.65075765  8.24400672  0.          0.        ]]",[-0.04781564 -0.02736036]
6,[ 0.45855166 -0.16357724],-0.252095707094,-0.125186,[ 0.09256483  0.12211685],"[ 1.0281423   0.95190914 -0.2886405   0.8352007   0.4529663  -1.54485832
  0.21784495  0.6880619   0.6192101   1.35632559  0.        ]","[[-0.17804394  0.57256838  0.05079349 -0.17865346]
 [ 4.59511458  5.57956502  0.          0.        ]]",[-0.04781564 -0.02736036]
7,[ 2.20777468  0.30324528],-0.27281118353,-0.0156783,[ 0.09307522  0.12159541],"[ 1.04679485  0.87388885 -0.12206401  0.97155719  0.45295558 -1.54475557
  0.37891778  0.58902655  0.55798397  1.56497296  0.        ]","[[-0.06884733  0.67654606  0.05079349 -0.17865346]
 [ 6.31881703  4.82072821  0.          0.        ]]",[-0.04781564 -0.02736036]
8,[ 0.93338139 -1.61137388],-0.297755577509,-0.244684,[ 0.09423462  0.11977687],"[ 1.04364637  0.78188806  0.13110102  1.10099229  0.45294486 -1.54465284
  0.73693881  0.73304108  0.43157692  1.82065446  0.        ]","[[  0.09596886   0.78403571   0.05079349  -0.17865346]
 [ 10.1501103    5.92453739   0.           0.        ]]",[-0.04781564 -0.02736036]
9,[ 0.56207619  1.34480259],-0.324831523738,-0.0978892,[ 0.09427279  0.12011966],"[ 0.97312233  0.70890939  0.48793934  1.18626701  0.45293414 -1.54455013
  1.06339191  0.20083322  0.21609117  2.0918245   0.        ]","[[  0.33402492   0.86160644   0.05079349  -0.17865346]
 [ 13.64381234   1.84608937   0.           0.        ]]",[-0.04781564 -0.02736036]
10,[ 0.77000663 -0.59647834],-0.348655761178,-0.242423,[ 0.09358511  0.11853453],"[ 0.78578727  0.63225387  0.88542215  1.2629057   0.45292342 -1.54444744
  1.24586071  0.71257313 -0.11202005  2.31447653  0.        ]","[[  0.62649693   0.93787642   0.05079349  -0.17865346]
 [ 15.59700108   5.76780415   0.           0.        ]]",[-0.04781564 -0.02736036]
11,[-0.15538445  0.7312041 ],-0.363306059224,-0.259703,[ 0.0920196   0.12032641],"[ 0.44991107  0.53561909  1.24873287  1.34396926  0.4529127  -1.54434477
  1.50176969  0.38921743 -0.54521471  2.40673681  0.        ]","[[  0.96592286   1.02837209   0.05079349  -0.17865346]
 [ 18.3364305    3.28996382   0.           0.        ]]",[-0.04781564 -0.02736036]
12,[-0.14087901 -0.96421593],-0.363395522215,-0.336087,[ 0.09048652  0.12020627],"[  2.30461762e-04   4.29301001e-01   1.47448220e+00   1.41628009e+00
   4.52901980e-01  -1.54424212e+00   1.41032708e+00   7.58396648e-01
  -9.87452304e-01   2.30627465e+00   0.00000000e+00]","[[  1.32284166   1.12255748   0.05079349  -0.17865346]
 [ 17.35879346   6.1191545    0.           0.        ]]",[-0.04781564 -0.02736036]
13,[-0.03455434 -0.96837589],-0.349844761533,-0.33433,[ 0.08913802  0.1222709 ],"[-0.46650853  0.33166769  1.51516793  1.46920564  0.45289126 -1.54413949
  1.32622256  0.24423258 -1.32755482  2.05317938  0.        ]","[[  1.66099643   1.20540961   0.05079349  -0.17865346]
 [ 16.45954649   2.17920027   0.           0.        ]]",[-0.04781564 -0.02736036]
14,[ 0.84757624 -0.34051994],-0.331949805242,-0.31175,[ 0.08817961  0.12407832],"[-0.90178548  0.32605775  1.39094349  1.47179685  0.45288054 -1.54403689
  1.28304066 -0.26190637 -1.54553194  1.76091244  0.        ]","[[  1.98555901   1.21007959   0.05079349  -0.17865346]
 [ 15.99815668  -1.69926772   0.           0.        ]]",[-0.04781564 -0.02736036]
15,[ 0.46596121 -0.36986787],-0.307985295625,-0.252765,[ 0.08805828  0.1248302 ],"[-1.30476976  0.38219796  1.09259578  1.44308974  0.45286983 -1.5439343
  1.56675734 -0.43372751 -1.68258226  1.41537128  0.        ]","[[  2.33599693   1.16288426   0.05079349  -0.17865346]
 [ 19.03547523  -3.01594687   0.           0.        ]]",[-0.04781564 -0.02736036]
16,[ 0.02478367  0.10152056],-0.272774162979,-0.0869111,[ 0.08861119  0.12556751],"[-1.61680583  0.46838956  0.59664449  1.39118122  0.45285911 -1.54383173
  1.7037059  -0.61729722 -1.71358823  0.99751523  0.        ]","[[  2.73142556   1.08845143   0.05079349  -0.17865346]
 [ 20.50246312  -4.42267923   0.           0.        ]]",[-0.04781564 -0.02736036]
17,[ 1.26426149  0.62880382],-0.227111068522,0.163247,[ 0.08895962  0.12552872],"[-1.73205455  0.56119569 -0.01167227  1.32349098  0.4528484  -1.54372919
  1.67477729 -0.5535859  -1.60168652  0.57703118  0.        ]","[[  3.13838179   1.00489464   0.05079349  -0.17865346]
 [ 20.19420361  -3.93460558   0.           0.        ]]",[-0.04781564 -0.02736036]
18,[ 0.48190389 -0.0208568 ],-0.163839784925,0.280761,[ 0.08947027  0.12607156],"[-1.60160162  0.61756097 -0.66657292  1.27560558  0.45283768 -1.54362666
  2.00683569 -0.21883571 -1.30064032  0.19050636  0.        ]","[[  3.57794379   0.95193812   0.05079349  -0.17865346]
 [ 23.75019186  -1.36968058   0.           0.        ]]",[-0.04781564 -0.02736036]
19,[-0.33463501  0.07769096],-0.0809335505142,0.385981,[ 0.08963459  0.12695014],"[-1.17715767  0.64649514 -1.24546588  1.24878165  0.45282697 -1.54352416
  2.14082547 -0.22639944 -0.80128116 -0.04384069  0.        ]","[[  4.0673618    0.92396301   0.05079349  -0.17865346]
 [ 25.18681983  -1.42767094   0.           0.        ]]",[-0.04781564 -0.02736036]
20,[ 0.91619569  0.32523802],-0.0075482061434,0.525198,[ 0.09015109  0.12697954],"[-0.56184838  0.6720374  -1.5348194   1.2237515   0.45281626 -1.54342167
  1.97036584 -0.18274856 -0.25685405 -0.00634318  0.        ]","[[  4.55281169   0.89876442   0.05079349  -0.17865346]
 [ 23.36425377  -1.09324531   0.           0.        ]]",[-0.04781564 -0.02736036]
21,[ 0.260393    0.59935164],-0.0983960072076,0.412568,[ 0.09212192  0.12578827],"[ 0.12236147  0.68078278 -1.46652083  1.21482619  0.45280554 -1.54331921
  2.2655068  -0.01224473  0.22992727  0.31902105  0.        ]","[[  5.0518244    0.89000768   0.05079349  -0.17865346]
 [ 26.52652016   0.21313237   0.           0.        ]]",[-0.04781564 -0.02736036]
22,[ 0.17801383  0.38643879],-0.192414672677,0.161948,[ 0.09346645  0.12323456],"[ 0.72692917  0.65251805 -1.00209607  1.24277752  0.45279483 -1.54321676
  2.31239381  0.2966057   0.52116401  0.92627636  0.        ]","[[  5.58742108   0.91801319   0.05079349  -0.17865346]
 [ 27.03154921   2.57950876   0.           0.        ]]",[-0.04781564 -0.02736036]
23,[-0.17546913  0.19077717],-0.273435287175,-0.129856,[ 0.09458625  0.1198476 ],"[ 1.0338922   0.58312442 -0.25139995  1.30506443  0.45278412 -1.54311434
  2.32796025  0.48929914  0.45271148  1.63023587  0.        ]","[[  6.12975507   0.98441712   0.05079349  -0.17865346]
 [ 27.20134943   4.05593816   0.           0.        ]]",[-0.04781564 -0.02736036]
24,[-0.08808356 -0.40564801],-0.329467958016,-0.296159,[ 0.09441929  0.11809261],"[ 0.9518692   0.4865464   0.55153235  1.37832815  0.45277341 -1.54301194
  2.21267257  0.57710385  0.03934083  2.16343384  0.        ]","[[  6.6614241    1.07228648   0.05079349  -0.17865346]
 [ 25.96967806   4.72876752   0.           0.        ]]",[-0.04781564 -0.02736036]
25,[ 0.31032362 -1.78257726],-0.356436872563,-0.376012,[ 0.09251074  0.11986829],"[ 0.53573844  0.3974133   1.1776386   1.43384599  0.4527627  -1.54290955
  2.13203006  0.35492653 -0.53403572  2.36060979  0.        ]","[[  7.17217933   1.14978376   0.05079349  -0.17865346]
 [ 25.10863809   3.02664367   0.           0.        ]]",[-0.04781564 -0.02736036]
26,[-0.2057554   0.85589951],-0.359641907567,-0.337476,[ 0.09030529  0.12270937],"[-0.10246704  0.37366253  1.4985899   1.44679278  0.45275199 -1.54280719
  2.20017025 -0.17008693 -1.08234063  2.24292438  0.        ]","[[  7.68170196   1.16996004   0.05079349  -0.17865346]
 [ 25.84103967  -0.99563892   0.           0.        ]]",[-0.04781564 -0.02736036]
