timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 0.82648779  3.467707  ],-0.0722040644369,-2.76766,[ 0.70488298  3.25239301],"[ 1.30944698  2.45235613 -0.27807729 -0.58583086  1.41944663 -0.40838385
 -0.36681234 -0.3891616   0.22823806  0.33204513  0.        ]","[[ 0.00594812  0.05863601  0.16320074 -0.04748588]
 [ 0.0022598  -0.004381    0.          0.        ]]",[-0.83888572 -0.14061652]
1,[ 0.94360672  3.29031969],-0.0805915788966,-2.75882,[ 0.45931995  3.10727286],"[ 1.30840317  2.44775348 -0.22969686 -0.43272578  1.41944537 -0.40838371
 -0.3044823   0.14760338  0.22156067  0.42099494  0.        ]","[[ 0.03878121  0.09826435  0.16320074 -0.04748588]
 [ 3.2701771   3.95402621  0.          0.        ]]",[-0.83888572 -0.14061652]
2,[-0.39273641  3.3535136 ],-0.107284924836,-2.79164,[ 0.04897571  2.91778183],"[ 1.29538058  2.42040118 -0.07974269  0.01873292  1.4194441  -0.40838357
 -0.23454605  0.67371903  0.16943937  0.68779249  0.        ]","[[ 0.14097355  0.21627291  0.16320074 -0.04748588]
 [ 6.93688342  7.83389996  0.          0.        ]]",[-0.83888572 -0.14061652]
3,[ 0.16410919  2.42818438],-0.143406916862,-2.98622,[-0.53653675  2.72107458],"[ 1.2607306   2.33151789  0.09597524  0.73594298  1.41944284 -0.40838343
 -0.26681816  1.18969253  0.02031853  1.02196774  0.        ]","[[  0.26273425   0.41112862   0.16320074  -0.04748588]
 [  5.24487456  11.6389833    0.           0.        ]]",[-0.83888572 -0.14061652]
4,[-1.24164341  3.43360115],-0.180283272534,-3.01497,[-1.22971177  2.49332762],"[ 1.21175812  2.12435164  0.25041635  1.62803341  1.41944158 -0.40838329
 -0.25642475  1.6953339  -0.24749206  1.31957208  0.        ]","[[  0.3730976    0.68132157   0.16320074  -0.04748588]
 [  5.78978963  15.36788028   0.           0.        ]]",[-0.83888572 -0.14061652]
5,[-2.17282863  1.95862054],-0.209775812066,-2.87946,[-1.85173464  2.38136148],"[ 1.16927869  1.74245102  0.3516875   2.5003871   1.41944032 -0.40838315
 -0.33406781  2.19116498 -0.60319976  1.48383633  0.        ]","[[  0.44804969   1.02536698   0.16320074  -0.04748588]
 [  1.71901413  19.02444601   0.           0.        ]]",[-0.83888572 -0.14061652]
6,[-2.5576844  2.4652831],-0.22225067038,-2.46949,[-2.25106311  2.39409208],"[ 1.17273631  1.16482458  0.34416562  3.03052888  1.41943905 -0.40838301
 -0.41017402  2.67714043 -0.94178025  1.44138697  0.        ]","[[  0.44239538   1.44181505   0.16320074  -0.04748588]
 [ -2.27118612  22.60835469   0.           0.        ]]",[-0.83888572 -0.14061652]
7,[-2.71797751  2.52444199],-0.217887641834,-1.77819,[-2.42549419  2.5247817 ],"[ 1.21955692  0.45504253  0.22925434  2.8164125   1.41943779 -0.40838287
 -0.48478302  3.15342623 -1.20891083  1.20754086  0.        ]","[[  0.35772556   1.929225     0.16320074  -0.04748588]
 [ -6.18288931  26.12084038   0.           0.        ]]",[-0.83888572 -0.14061652]
8,[-2.04725059  2.36325837],-0.200467664732,-1.03788,[-2.41881061  2.73178911],"[  1.28238489e+00  -1.99320605e-01  -3.88837248e-04   1.54920653e+00
   1.41943653e+00  -4.08382729e-01  -5.57933676e-01   3.62020188e+00
  -1.37632324e+00   8.12725577e-01   0.00000000e+00]","[[  0.19558943   2.48618133   0.16320074  -0.04748588]
 [-10.01813394  29.56323761   0.           0.        ]]",[-0.83888572 -0.14061652]
9,[-1.92853751  2.98594378],-0.18042811611,-1.15031,[-2.20310879  3.22152519],"[ 1.30818099 -0.50540056 -0.3494717  -0.69556492  1.41943526 -0.40838259
 -0.62966225  3.23458764 -1.44742941  0.30075691  0.        ]","[[ -0.04250103   3.11129839   0.16320074  -0.04748588]
 [-13.77882131  26.71955533   0.           0.        ]]",[-0.83888572 -0.14061652]
