timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.98614818  4.16555835],-0.29510851036,-3.89913,[ 2.33961201  4.07763052],"[ 1.36128231  2.54273771 -0.45847659 -0.84941172 -0.11526264  1.54881391
 -0.35631472 -0.38527062  1.59138813 -1.6311478   0.        ]","[[-0.06533734 -0.0044568  -0.01304521  0.17958908]
 [-0.00115346 -0.00163103  0.          0.        ]]",[-1.01500857 -0.22502027]
1,[ 2.0997553   4.19692105],-0.287287808992,-3.87435,[ 2.25125313  3.83712649],"[ 1.36388459  2.54180954 -0.39988305 -0.68837379 -0.11526261  1.54881282
 -0.28122148  0.14068711  1.59477701 -1.53037078  0.        ]","[[-0.02568512  0.0352233  -0.01304521  0.17958908]
 [ 3.95321521  3.95645455  0.          0.        ]]",[-1.01500857 -0.22502027]
2,[ 1.89024472  4.64495657],-0.262172406954,-3.98383,[ 2.13770795  3.38035083],"[ 1.35822119  2.524991   -0.22558772 -0.21157173 -0.11526259  1.54881172
 -0.2076119   0.65623438  1.566581   -1.23245126  0.        ]","[[ 0.09227037  0.15327911 -0.01304521  0.17958908]
 [ 7.82945588  7.83619689  0.          0.        ]]",[-1.01500857 -0.22502027]
3,[ 1.95271589  2.99168846],-0.215427735488,-4.16806,[ 1.94241178  2.88314509],"[ 1.3053409   2.45188765  0.05684522  0.55352921 -0.11526257  1.54881063
 -0.13545132  1.16156945  1.39971239 -0.77439691  0.        ]","[[  0.28698434   0.34815887  -0.01304521   0.17958908]
 [ 11.62939296  11.63908983   0.           0.        ]]",[-1.01500857 -0.22502027]
4,[ 1.98997881  1.86579983],-0.142565394615,-3.86703,[ 1.37621474  2.25384378],"[ 1.14627059  2.26235582  0.42007562  1.52169724 -0.11526254  1.54880954
 -0.06469846  1.65687632  0.96224859 -0.29100984  0.        ]","[[  5.56951804e-01   6.18339656e-01  -1.30452073e-02   1.79589075e-01]
 [  1.53552002e+01   1.53665214e+01   0.00000000e+00   0.00000000e+00]]",[-1.01500857 -0.22502027]
5,[ 0.46952893  0.9665132 ],-0.0436585487858,-3.913,[ 0.12553763  1.60536838],"[ 0.81751358  1.89403621  0.79755175  2.49929813 -0.11526252  1.54880845
  0.00469444  2.14232621  0.22139229 -0.0576917   0.        ]","[[  9.00714903e-01   9.62325279e-01  -1.30452073e-02   1.79589075e-01]
 [  1.90093926e+01   1.90197849e+01   0.00000000e+00   0.00000000e+00]]",[-1.01500857 -0.22502027]
6,[-1.37894196  0.76231302],-0.0670238692591,-3.78901,[-1.00311089  1.22898483],"[ 0.31314891  1.31960035  1.06184077  3.15207887 -0.11526249  1.54880736
  0.0329112   2.60056647 -0.55433497 -0.35822314  0.        ]","[[  1.29580638e+00   1.37732167e+00  -1.30452073e-02   1.79589075e-01]
 [  2.04952717e+01   2.24682981e+01   0.00000000e+00   0.00000000e+00]]",[-1.01500857 -0.22502027]
7,[-0.99360704  0.6899433 ],-0.155313561732,-3.27625,[-1.28643394  1.30053592],"[-0.21011233  0.60748555  1.11127382  3.06780717 -0.11526247  1.54880627
 -0.04983749  2.94244939 -0.86455185 -1.04514636  0.        ]","[[  1.66199284e+00   1.85250180e+00  -1.30452073e-02   1.79589075e-01]
 [  1.61377721e+01   2.50411815e+01   0.00000000e+00   0.00000000e+00]]",[-1.01500857 -0.22502027]
8,[-1.37123013  3.57795232],-0.199049184812,-2.56438,[-1.41761136  2.11547756],"[-0.60232484 -0.06305326  1.0165938   1.982222   -0.11526244  1.54880518
 -0.13049713  3.23951789 -0.61225044 -1.58477471  0.        ]","[[  1.94213589e+00   2.37575602e+00  -1.30452073e-02   1.79589075e-01]
 [  1.18902806e+01   2.72768313e+01   0.00000000e+00   0.00000000e+00]]",[-1.01500857 -0.22502027]
9,[-2.02254203  3.04959466],-0.197351618751,-1.92228,[-1.9710536   3.35604596],"[-0.8538773  -0.45972107  0.88585621 -0.08069598 -0.11526242  1.54880408
 -0.21009588  3.69386433 -0.10923918 -1.65946373  0.        ]","[[  2.13789119e+00   2.95559916e+00  -1.30452073e-02   1.79589075e-01]
 [  7.69865429e+00   3.06961108e+01   0.00000000e+00   0.00000000e+00]]",[-1.01500857 -0.22502027]
10,[-1.24621255  4.55591315],-0.181691473038,-1.2471,[-0.56996965  4.81138039],"[-0.9858504  -0.47941318  0.7885654  -1.20483543 -0.1152624   1.54880299
 -0.28820014 -0.28018173  0.10349761 -1.51764369  0.        ]","[[ 2.25059743  3.23374139 -0.01304521  0.17958908]
 [ 3.58572754  0.78925258  0.          0.        ]]",[-1.01500857 -0.22502027]
11,[-0.75840579  5.56112758],-0.185610963516,-1.20125,[-0.20648307  4.8360939 ],"[-1.02049841 -0.48480071  0.75892375 -0.98151746 -0.11526237  1.5488019
 -0.36473928 -0.94427541  0.0639635  -1.5548654   0.        ]","[[ 2.28187165  3.17860331 -0.01304521  0.17958908]
 [-0.44478158 -4.20841532  0.          0.        ]]",[-1.01500857 -0.22502027]
