timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.41449068  2.06528559],-0.329698367676,-3.78551,[ 3.04648542  3.35570478],"[ 1.31301143  2.46162872 -0.24197962 -0.97938909 -0.79504363  1.15825148
 -0.36670788 -0.38851669  2.18336335 -1.14592099  0.        ]","[[ 0.03429023 -0.042448   -0.09259266  0.13359008]
 [-0.0043734  -0.00209254  0.          0.        ]]",[-0.85609549 -0.15009274]
1,[ 1.87724852  3.38300548],-0.324419542855,-3.60675,[ 2.88297486  3.15728974],"[ 1.30996786  2.46295437 -0.18370969 -0.82504244 -0.79504326  1.1582507
 -0.29137479  0.14713219  2.17963346 -1.04549893  0.        ]","[[  7.38786897e-02  -2.77702863e-03  -9.25926633e-02   1.33590080e-01]
 [  3.95005735e+00   3.95600335e+00   0.00000000e+00   0.00000000e+00]]",[-0.85609549 -0.15009274]
2,[ 3.89495887  2.70375255],-0.306589182624,-3.18165,[ 2.59984136  2.76289606],"[ 1.28778109  2.45311004 -0.0115495  -0.36660716 -0.79504289  1.15824993
 -0.21753053  0.67217912  2.13055095 -0.7511169   0.        ]","[[ 0.19177146  0.11526988 -0.09259266  0.13359008]
 [ 7.82633612  7.83575834  0.          0.        ]]",[-0.85609549 -0.15009274]
3,[ 2.96494857  1.70332834],-0.270784936104,-3.35755,[ 2.24269509  2.39654899],"[ 1.20900562  2.39217157  0.26305296  0.37354927 -0.79504252  1.15824915
 -0.1451407   1.18682616  1.93182506 -0.30723746  0.        ]","[[  0.38642307   0.31014103  -0.09259266   0.13359008]
 [ 11.62626781  11.63866841   0.           0.        ]]",[-0.85609549 -0.15009274]
4,[ 0.98466276  1.85592148],-0.210247095346,-3.21985,[ 1.59722996  1.92810214],"[ 1.01844983  2.22007755  0.6070202   1.31964597 -0.79504215  1.15824837
 -0.0741641   1.69126055  1.46058262  0.14234938  0.        ]","[[  0.65632753   0.5803136   -0.09259266   0.13359008]
 [ 15.35201546  15.36612185   0.           0.        ]]",[-0.85609549 -0.15009274]
5,[ 0.72302155  0.71809235],-0.121222806486,-3.05376,[ 0.28523582  1.47557151],"[ 0.6609454   1.87308956  0.94746487  2.29226189 -0.79504178  1.1582476
 -0.00570864  2.18565896  0.70261807  0.32005516  0.        ]","[[  0.99941712   0.92429169  -0.09259266   0.13359008]
 [ 18.94542157  19.01943087   0.           0.        ]]",[-0.85609549 -0.15009274]
6,[-0.85411042  0.81308298],-0.0120803080955,-2.71996,[-0.75939518  1.14586568],"[ 0.1290744   1.33404552  1.16099429  2.96482545 -0.7950414   1.15824682
  0.04173056  2.51918123 -0.06361745 -0.03691146  0.        ]","[[  1.40330604   1.3294088   -0.09259266   0.13359008]
 [ 21.43562917  21.48398504   0.           0.        ]]",[-0.85609549 -0.15009274]
7,[-1.04438634  0.63267061],-0.0878214020569,-2.00139,[-0.75920814  1.17861521],"[-0.42253943  0.66098926  1.14508478  2.98695199 -0.79504103  1.15824604
 -0.0306371   2.89717018 -0.34939772 -0.76362394  0.        ]","[[  1.79390468   1.78711277  -0.09259266   0.13359008]
 [ 17.63686297  24.27714214   0.           0.        ]]",[-0.85609549 -0.15009274]
8,[-0.21883135  2.24701652],-0.152193206836,-1.35188,[-0.67444807  1.62883544],"[ -8.30005457e-01  -1.22777582e-03   9.77374368e-01   2.10614335e+00
  -7.95040660e-01   1.15824526e+00  -1.12593884e-01   3.17104852e+00
  -6.89973117e-02  -1.31204973e+00   0.00000000e+00]","[[  2.10348112   2.29296119  -0.09259266   0.13359008]
 [ 13.3347387   26.30100848   0.           0.        ]]",[-0.85609549 -0.15009274]
9,[-1.14476173  0.54786891],-0.176105387727,-0.979115,[-1.12584877  2.67148781],"[-1.11600022 -0.4429823   0.74705801  0.2916155  -0.79504029  1.15824449
 -0.13406057  3.63636075  0.44116939 -1.37236729  0.        ]","[[  2.35887407   2.8534803   -0.09259266   0.13359008]
 [ 12.20789554  29.73949753   0.           0.        ]]",[-0.85609549 -0.15009274]
10,[-0.94676393  3.72157444],-0.171167795309,-0.307823,[-1.06962514  3.82590699],"[-1.29666772 -0.5041135   0.51622718 -0.83294283 -0.79503992  1.15824371
 -0.21410501 -0.02454213  0.65171645 -1.19671639  0.        ]","[[ 2.56087605  3.14639931 -0.09259266  0.13359008]
 [ 8.00615555  2.68751648  0.          0.        ]]",[-0.85609549 -0.15009274]
11,[-0.79991783  5.36612971],-0.17187410841,-0.0579255,[-0.88133937  3.95502973],"[-1.38207775 -0.50400009  0.361653   -0.76264144 -0.79503954  1.15824293
 -0.28853954 -0.74078769  0.6445325  -1.209146    0.        ]","[[ 2.68179547  3.12833542 -0.09259266  0.13359008]
 [ 4.09889406 -2.60512997  0.          0.        ]]",[-0.85609549 -0.15009274]
12,[-0.28119474  2.62457702],-0.174597479824,-0.742565,[-0.80944711  3.85878181],"[-1.41167079 -0.50096627  0.29563944 -0.56018908 -0.79503917  1.15824216
 -0.35041964 -0.697088    0.62665311 -1.24869481  0.        ]","[[ 2.73118247  3.07627034 -0.09259266  0.13359008]
 [ 0.85064611 -2.28221658  0.          0.        ]]",[-0.85609549 -0.15009274]
13,[-1.08486295  5.07151872],-0.176495924354,-0.145274,[-0.78507823  3.77125335],"[-1.41486726 -0.49653769  0.28796027 -0.42099362 -0.7950388   1.15824138
 -0.37194889 -0.56791742  0.61275197 -1.27651619  0.        ]","[[ 2.73685644  3.04037857 -0.09259266  0.13359008]
 [-0.27948449 -1.3277219   0.          0.        ]]",[-0.85609549 -0.15009274]
14,[-1.18183507  3.42041947],-0.177206414233,-0.462208,[-0.6270352   3.72765946],"[-1.38819752 -0.49335579  0.34867236 -0.34603979 -0.79503843  1.1582406
 -0.44726867 -0.47872122  0.59921084 -1.29231722  0.        ]","[[ 2.6915977   3.02100026 -0.09259266  0.13359008]
 [-4.23321524 -0.66861466  0.          0.        ]]",[-0.85609549 -0.15009274]
15,[-0.26159618  3.76844816],-0.176634751293,-0.422001,[-0.29882312  3.74642944],"[-1.30222699 -0.49161126  0.5073648  -0.30970884 -0.79503806  1.15823983
 -0.52109755 -0.43053347  0.57900042 -1.30009265  0.        ]","[[ 2.56804955  3.01159145 -0.09259266  0.13359008]
 [-8.10868605 -0.31253611  0.          0.        ]]",[-0.85609549 -0.15009274]
16,[ 0.14556767  2.93159475],-0.174991503088,-0.605947,[ 0.12909824  3.81406045],"[-1.15356987 -0.49076973  0.70636104 -0.29310426 -0.79503769  1.15823905
 -0.53777026 -0.40712889  0.55428356 -1.30036105  0.        ]","[[ 2.39709465  3.00728749 -0.09259266  0.13359008]
 [-8.98388853 -0.13959089  0.          0.        ]]",[-0.85609549 -0.15009274]
17,[-0.35310897  4.47581854],-0.172838590429,-0.267677,[ 0.58298391  3.8949964 ],"[-0.97312492 -0.49039047  0.87727274 -0.28579617 -0.79503731  1.15823827
 -0.52340233 -0.39642051  0.53113328 -1.29462646  0.        ]","[[ 2.224984    3.00539243 -0.09259266  0.13359008]
 [-8.22969041 -0.06046317  0.          0.        ]]",[-0.85609549 -0.15009274]
18,[ 1.10859468  3.95028109],-0.170263435319,-0.59502,[ 1.12883449  3.97705865],"[-0.76096486 -0.49022612  1.01693468 -0.28266298 -0.79503694  1.15823749
 -0.54693199 -0.39170518  0.50945283 -1.28392878  0.        ]","[[ 2.04799763  3.00457982 -0.09259266  0.13359008]
 [-9.46483059 -0.02562056  0.          0.        ]]",[-0.85609549 -0.15009274]
19,[ 1.73242873  4.2830277 ],-0.167907954694,-0.708785,[ 1.44377387  4.03748894],"[-0.56800463 -0.49015663  1.1023126  -0.28134559 -0.79503657  1.15823672
 -0.46793644 -0.38968223  0.49322857 -1.27192731  0.        ]","[[ 1.90030581  3.00423814 -0.09259266  0.13359008]
 [-5.31817009 -0.01067313  0.          0.        ]]",[-0.85609549 -0.15009274]
