timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.9379638   0.83233664],-0.221358665994,-2.21426,[ 2.48622131  2.5483489 ],"[ 1.26373631  2.36102818 -0.28934623 -0.95463155  0.00379086  0.50616591
 -0.39892991 -0.39139916  1.46039321 -0.68014976  0.        ]","[[-0.04113757 -0.04079135  0.00039889  0.05939025]
 [-0.00442479 -0.00192137  0.          0.        ]]",[-0.6839844  -0.08982036]
1,[ 1.88642203  1.53622074],-0.218174197917,-1.99957,[ 2.37741017  2.40526009],"[ 1.26492097  2.362181   -0.23091343 -0.83249566  0.00379086  0.50616566
 -0.32128731  0.06448727  1.46379869 -0.58566039  0.        ]","[[ -1.54753629e-03  -7.77789231e-03   3.98890817e-04   5.93902542e-02]
 [  3.95026428e+00   3.29229338e+00   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
2,[ 1.40344463  2.51858982],-0.207875723338,-1.72484,[ 2.17079973  2.17561221],"[ 1.25543032  2.35540355 -0.05724051 -0.44482759  0.00379086  0.5061654
 -0.24518454  0.60322522  1.43974282 -0.29976932  0.        ]","[[  1.16349223e-01   9.71266669e-02   3.98890817e-04   5.93902542e-02]
 [  7.82652332e+00   7.18518996e+00   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
3,[ 2.62489625  1.85275277],-0.189003207832,-1.69689,[ 1.76919055  1.84380293],"[ 1.19757531  2.30625308  0.22316463  0.21588637  0.00379085  0.50616514
 -0.17058172  1.13129267  1.28612359  0.15092438  0.        ]","[[  3.11003989e-01   2.79115730e-01   3.98890817e-04   5.93902542e-02]
 [  1.16263832e+01   1.10009862e+01   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
4,[ 0.90188827  1.91990155],-0.161755340895,-1.81974,[ 1.05336642  1.4946804 ],"[ 1.03464537  2.15893517  0.58158426  1.08840619  0.00379085  0.50616489
 -0.09743756  1.64888205  0.86965706  0.64171757  0.        ]","[[  5.80909153e-01   5.36661455e-01   3.98890817e-04   5.93902542e-02]
 [  1.53519472e+01   1.47410793e+01   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
5,[ 0.09632873  0.37378155],-0.132673592716,-2.06016,[-0.12584579  1.18256474],"[ 0.71077704  1.85055529  0.94661317  2.02078361  0.00379085  0.50616463
 -0.03332447  2.15619175  0.14780296  0.90488939  0.        ]","[[  9.20708501e-01   8.68264304e-01   3.98890817e-04   5.93902542e-02]
 [  1.86175172e+01   1.84069121e+01   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
6,[-0.34119708  1.23445508],-0.117711726299,-1.77837,[-1.11928463  1.00558877],"[ 0.24579126  1.3755035   1.19123696  2.70546745  0.00379085  0.50616437
 -0.03300016  2.31039306 -0.6121027   0.67803248  0.        ]","[[  1.29322246e+00   1.24758312e+00   3.98890817e-04   5.93902542e-02]
 [  1.86340354e+01   1.95212082e+01   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
7,[-2.26868465 -0.0929117 ],-0.11817965436,-1.05476,[-1.45129132  0.99606866],"[-0.24813282  0.76750257  1.24326922  2.87745254  0.00379085  0.50616412
 -0.06666068  2.80472365 -1.01198386  0.05661134  0.        ]","[[  1.64869928e+00   1.67384723e+00   3.98890817e-04   5.93902542e-02]
 [  1.69195521e+01   2.30933031e+01   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
8,[-2.61636907  2.13900581],-0.11618452548,-0.452191,[-1.29350901  1.03180945],"[-0.65080269  0.15230306  1.14607967  2.33840141  0.00379085  0.50616386
 -0.15084893  2.69046682 -0.90754659 -0.53714619  0.        ]","[[  1.94407106e+00   2.12742981e+00   3.98890817e-04   5.93902542e-02]
 [  1.26314641e+01   2.22677481e+01   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
9,[-2.52501666  1.41228898],-0.0993107628663,-0.0498877,[-1.35778809  1.17844522],"[-0.91255141 -0.32876395  1.00329123  1.07834317  0.00379085  0.5061636
 -0.23341837  3.17736835 -0.50773254 -0.78554094  0.        ]","[[  2.15450693e+00   2.60808644e+00   3.98890817e-04   5.93902542e-02]
 [  8.42582907e+00   2.57862096e+01   0.00000000e+00   0.00000000e+00]]",[-0.6839844  -0.08982036]
