timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.59102013  4.39736026],-0.252750956071,-5.60632,[ 3.21726203  3.94043303],"[ 1.37906158  2.5686146  -0.53059306 -1.09294963 -0.36973209 -0.53500604
 -0.35781115 -0.38401624  1.80947528  0.19149389  0.        ]","[[-0.09244427 -0.06236095 -0.04203168 -0.06138182]
 [ 0.0018288  -0.00101924  0.          0.        ]]",[-1.04795122 -0.25195637]
1,[ 3.16803183  3.86573911],-0.256084105853,-5.61933,[ 3.14096189  3.79768133],"[ 1.38324479  2.57118443 -0.47180061 -0.92954423 -0.36973202 -0.53500591
 -0.28248412  0.13836722  1.81934569  0.29192785  0.        ]","[[-0.05273298 -0.02266871 -0.04203168 -0.06138182]
 [ 3.95613752  3.95705658  0.          0.        ]]",[-1.04795122 -0.25195637]
2,[ 2.80759507  3.29729311],-0.264596723416,-5.77489,[ 3.00652337  3.52591896],"[ 1.38216908  2.56463637 -0.29671507 -0.44361483 -0.36973194 -0.53500579
 -0.20864603  0.65041149  1.81033819  0.59156881  0.        ]","[[ 0.06528011  0.09539907 -0.04203168 -0.06138182]
 [ 7.83228475  7.83679319  0.          0.        ]]",[-1.04795122 -0.25195637]
3,[ 2.11343571  4.06140311],-0.273747803791,-5.87491,[ 2.65575409  3.04428864],"[ 1.3364152   2.5077439  -0.01184761  0.34336009 -0.36973187 -0.53500567
 -0.13626267  1.15231392  1.67285366  1.06170315  0.        ]","[[  0.26004921   0.29029076  -0.04203168  -0.06138182]
 [ 11.63206512  11.63968762   0.           0.        ]]",[-1.04795122 -0.25195637]
4,[ 2.28008578  1.47107103],-0.27563853931,-6.08437,[ 1.99625015  2.30554581],"[ 1.18589589  2.33816337  0.35699728  1.35445903 -0.36973179 -0.53500554
 -0.06529296  1.64425738  1.26514952  1.57763241  0.        ]","[[  0.53006789   0.56048358  -0.04203168  -0.06138182]
 [ 15.35763591  15.36712825   0.           0.        ]]",[-1.04795122 -0.25195637]
5,[ 1.48950199  0.59427725],-0.259520924071,-6.11259,[ 1.17798972  1.74913311],"[ 0.86494712  1.9889689   0.74479517  2.40323564 -0.36973172 -0.53500542
  0.00431131  2.12641114  0.53401203  1.8655682   0.        ]","[[  0.87387676   0.90448145  -0.04203168  -0.06138182]
 [ 19.0115272   19.02040155   0.           0.        ]]",[-1.04795122 -0.25195637]
6,[ 0.1873207   0.97532332],-0.216028739202,-5.79129,[ 0.31018651  1.46826065],"[ 0.33494947  1.44723311  1.03283534  3.13961026 -0.36973164 -0.53500529
  0.0726018   2.38692009 -0.29041301  1.61875648  0.        ]","[[  1.29007117   1.30469517  -0.04203168  -0.06138182]
 [ 22.59645194  20.99428921   0.           0.        ]]",[-1.04795122 -0.25195637]
7,[ 0.33145178  0.84541586],-0.143923839726,-5.13125,[ 0.05527008  1.36708701],"[-0.31937969  0.76045732  1.06847557  3.21177124 -0.36973157 -0.53500517
  0.07832101  2.84144555 -0.70296655  0.87274667  0.        ]","[[  1.74500928   1.75913544  -0.04203168  -0.06138182]
 [ 22.89668337  24.43824835   0.           0.        ]]",[-1.04795122 -0.25195637]
8,[ 0.69670842  2.32444569],-0.0543825786517,-4.61541,[ 0.23540378  1.56333327],"[-0.93614694  0.05655621  0.79641677  2.30011799 -0.36973149 -0.53500505
  0.09481478  3.21909595 -0.42800156  0.18436589  0.        ]","[[  2.21163038   2.27660999  -0.04203168  -0.06138182]
 [ 23.76252827  27.29974616   0.           0.        ]]",[-1.04795122 -0.25195637]
9,[ 0.922441    3.80758449],-0.0461243685852,-4.30446,[ 0.70795774  2.96461296],"[-1.38709048 -0.41801355  0.22757989  0.32125689 -0.36973141 -0.53500492
  0.13849856  3.67014842  0.15620263  0.1580775   0.        ]","[[  2.70989444   2.85689373  -0.04203168  -0.06138182]
 [ 26.05571755  30.7174379    0.           0.        ]]",[-1.04795122 -0.25195637]
10,[ 1.94240943  3.74487453],-0.083587399483,-3.2685,[ 1.41998172  4.09769106],"[-1.50977469 -0.47920976 -0.57256909 -0.90458696 -0.36973134 -0.5350048
  0.19823426 -0.03952517  0.28894251  0.43510959  0.        ]","[[  3.26247458   3.15820375  -0.04203168  -0.06138182]
 [ 29.19155544   2.60922037   0.           0.        ]]",[-1.04795122 -0.25195637]
