timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.55593841  0.57689934],-0.353315178921,-1.38864,[ 2.12233353  1.55828321],"[ 1.1751169   1.84822548 -0.13198479 -0.97556579 -1.04973909  0.93293749
 -0.63136207 -0.35965573  2.20897589 -1.0280757   0.        ]","[[-0.00605199 -0.09924391 -0.12280977  0.10814839]
 [ 0.00388177  0.00096842  0.          0.        ]]",[-0.33043694  0.00112236]
1,[ 1.49880071  2.01508313],-0.35020211597,-0.986355,[ 2.11244559  1.55353928],"[ 1.17435306  1.85078879 -0.07253782 -0.91188907 -1.04973576  0.93293486
 -0.51787907 -0.03122372  2.21222396 -0.94575014  0.        ]","[[ 0.03370655 -0.07632116 -0.12280977  0.10814839]
 [ 3.9588048   2.28370421  0.          0.        ]]",[-0.33043694  0.00112236]
2,[ 2.40197289  1.0555591 ],-0.33876244768,-0.879687,[ 2.07129121  1.52388835],"[ 1.15924878  1.85445989  0.10316138 -0.67525202 -1.04973243  0.93293222
 -0.40665932  0.53174704  2.19491617 -0.68766528  0.        ]","[[ 0.15177218  0.00861206 -0.12280977  0.10814839]
 [ 7.83485757  6.19658142  0.          0.        ]]",[-0.33043694  0.00112236]
3,[ 1.20809335  1.46821433],-0.313079652111,-0.830112,[ 1.96791565  1.45062029],"[ 1.09295878  1.83579647  0.38505617 -0.22467071 -1.04972909  0.93292959
 -0.29763543  1.08356853  2.06692253 -0.26477867  0.        ]","[[  0.34659062   0.1710256   -0.12280977   0.10814839]
 [ 11.63438608  10.0319802    0.           0.        ]]",[-0.33043694  0.00112236]
4,[ 2.53044832  1.58545437],-0.265036159119,-0.550046,[ 1.72738886  1.28723109],"[ 0.92061366  1.74857429  0.74188672  0.41071009 -1.04972576  0.93292695
 -0.19075031  1.62444044  1.69969692  0.21729786  0.        ]","[[  0.61665062   0.4093842   -0.12280977   0.10814839]
 [ 15.35937884  13.79131344   0.           0.        ]]",[-0.33043694  0.00112236]
5,[ 1.27035704 -0.92636419],-0.187296236367,-0.518949,[ 1.32981908  1.05450654],"[ 0.58523484  1.53452731  1.10253019  1.14403985 -1.04972243  0.93292432
 -0.08593506  2.15454374  1.02683716  0.5160084   0.        ]","[[  0.9604848    0.72217968  -0.12280977   0.10814839]
 [ 19.01223616  17.47587528   0.           0.        ]]",[-0.33043694  0.00112236]
6,[ 2.09900389  0.11318104],-0.0877131551532,-0.198354,[ 0.94123656  0.90276814],"[ 0.05979359  1.2310896   1.34441535  1.6933704  -1.0497191   0.93292169
  0.01692047  1.57664869  0.25396003  0.36803147  0.        ]","[[  1.37669401   1.03139872  -0.12280977   0.10814839]
 [ 22.59679649  13.45930439   0.           0.        ]]",[-0.33043694  0.00112236]
7,[-1.24275379  0.75891734],-0.0220490826187,0.182347,[ 0.76624906  0.86383075],"[-0.60597873  0.91270582  1.30872471  1.98942621 -1.04971577  0.93291905
  0.11772722  1.60230957 -0.29577202 -0.22962559  0.        ]","[[  1.86387651   1.30237616  -0.12280977   0.10814839]
 [ 26.10995598  13.63771938   0.           0.        ]]",[-0.33043694  0.00112236]
8,[ 2.07779811 -0.95648379],-0.117792603598,0.212625,[ 0.89091665  0.96434122],"[-1.16914352  0.53209654  0.95019906  2.08785844 -1.04971244  0.93291642
 -0.01055074  1.99556835 -0.34794851 -0.99126668  0.        ]","[[  2.34122127   1.60255518  -0.12280977   0.10814839]
 [ 21.63942692  16.37116035   0.           0.        ]]",[-0.33043694  0.00112236]
9,[ 1.11834783  1.22041565],-0.187443605037,0.7302,[ 1.2496357   1.20510507],"[-1.5131021   0.17217339  0.36463893  1.94952422 -1.0497091   0.93291378
  0.09085209  1.40363513  0.01174918 -1.52308816  0.        ]","[[  2.80946828   1.88869994  -0.12280977   0.10814839]
 [ 25.17334777  12.25696653   0.           0.        ]]",[-0.33043694  0.00112236]
10,[ 1.42888661  0.78408875],-0.229789321847,0.848678,[ 1.56529176  1.43185925],"[-1.55936834 -0.15121722 -0.42897314  1.60170261 -1.04970577  0.93291115
  0.19023571  1.93794825  0.56994546 -1.66891877  0.        ]","[[  3.3476834    2.17110177  -0.12280977   0.10814839]
 [ 28.63689914  15.97081724   0.           0.        ]]",[-0.33043694  0.00112236]
11,[ 1.51005953  3.01717811],-0.227780436936,1.051,[ 1.82753205  1.61288285],"[-1.15662412 -0.46799996 -1.20906824  0.928031   -1.04970244  0.93290851
  0.2876825   2.33869535  0.98547234 -1.32950158  0.        ]","[[  3.95449462   2.5184658   -0.12280977   0.10814839]
 [ 32.03295269  18.75638823   0.           0.        ]]",[-0.33043694  0.00112236]
12,[ 1.53558696  0.63066693],-0.178848969044,-0.558126,[ 1.97118068  1.68832707],"[-0.32245143 -0.68018112 -1.61313252 -0.11248979 -1.04969911  0.93290588
  0.38318353  2.85463396  0.87336952 -0.89342014  0.        ]","[[  4.62854981   2.92957399  -0.12280977   0.10814839]
 [ 35.36119813  22.34274301   0.           0.        ]]",[-0.33043694  0.00112236]
13,[ 2.0285353   1.51150926],-0.153643839327,-0.430433,[ 1.90797615  1.66866374],"[ 0.63623537 -0.70887808 -1.3079083  -0.69640027 -1.04969578  0.93290324
  0.47669064 -0.17699573  0.65342629 -0.88016395  0.        ]","[[  5.36847148   3.14055648  -0.12280977   0.10814839]
 [ 38.61995862   1.2708815    0.           0.        ]]",[-0.33043694  0.00112236]
14,[ 1.60996028  2.01447354],-0.153907579847,-0.904236,[ 1.8670094   1.61126566],"[ 1.16674755 -0.70837715 -0.28749682 -0.62140489 -1.04969245  0.93290061
  0.5683562  -0.71954823  0.6339089  -0.90617542  0.        ]","[[  6.17292236   3.11365913  -0.12280977   0.10814839]
 [ 41.81454638  -2.50022823   0.           0.        ]]",[-0.33043694  0.00112236]
15,[ 0.92476379  1.04830273],-0.1548122482,-0.799118,[ 1.69318831  1.48871064],"[ 0.79732168 -0.70523999  0.90453026 -0.48940358 -1.04968912  0.93289797
  0.65821125 -0.6494694   0.61157354 -0.9408249   0.        ]","[[  7.04063259   3.06625472  -0.12280977   0.10814839]
 [ 44.94604432  -2.01314412   0.           0.        ]]",[-0.33043694  0.00112236]
16,[ 1.58836499  2.12756289],-0.163426249146,0.367064,[ 1.47155404  1.37457728],"[-0.36308159 -0.70159838  1.36289305 -0.40258621 -1.04968579  0.93289534
  0.73773971 -0.52439564  0.62688277 -1.01645495  0.        ]","[[  7.96736209   3.03499081  -0.12280977   0.10814839]
 [ 47.71766882  -1.14380724   0.           0.        ]]",[-0.33043694  0.00112236]
17,[ 1.88043797  1.2587845 ],-0.176192818541,0.905873,[ 1.42428672  1.38821816],"[-1.43700502 -0.69915727  0.55806912 -0.35659639 -1.04968245  0.93289271
  0.824241   -0.4417872   0.71729362 -1.05877912  0.        ]","[[  8.9519623    3.01838895  -0.12280977   0.10814839]
 [ 50.73230677  -0.5696311    0.           0.        ]]",[-0.33043694  0.00112236]
18,[ 0.49720393  0.83949701],-0.180028247004,0.931884,[ 1.56065106  1.51528716],"[-1.36902813 -0.69785642 -0.93179389 -0.33449213 -1.04967912  0.93289007
  0.90902955 -0.39789545  0.81368085 -0.99042693  0.        ]","[[  9.99625653   3.01039777  -0.12280977   0.10814839]
 [ 53.68726912  -0.26456049   0.           0.        ]]",[-0.33043694  0.00112236]
19,[ 2.52129705  2.06014197],-0.168260545984,0.71041,[ 1.81020343  1.65309238],"[-0.09145612 -0.69720744 -1.61316598 -0.32397104 -1.04967579  0.93288744
  0.93501696 -0.3784543   0.80363412 -0.8582465   0.        ]","[[ 11.0790896    3.00659134  -0.12280977   0.10814839]
 [ 54.59302052  -0.12943687   0.           0.        ]]",[-0.33043694  0.00112236]
20,[ 1.57992851  0.36123884],-0.150409489678,-1.07418,[ 1.86872077  1.64310789],"[ 1.08335014 -0.69692187 -0.65888345 -0.3194491  -1.04967246  0.9328848
  1.01761204 -0.36669755  0.68127381 -0.80508157  0.        ]","[[  1.21998313e+01   3.00495485e+00  -1.22809767e-01   1.08148394e-01]
 [  5.74715607e+01  -4.77245926e-02   0.00000000e+00   0.00000000e+00]]",[-0.33043694  0.00112236]
21,[ 0.91156393  1.20032888],-0.148431499464,-0.749848,[ 1.63674152  1.47506034],"[ 0.74486387 -0.69669561  0.96142564 -0.31590972 -1.04966913  0.93288217
  1.09857132 -0.36909989  0.5796902  -0.90594276  0.        ]","[[ 13.37757209   3.00367374  -0.12280977   0.10814839]
 [ 60.29311237  -0.06442677   0.           0.        ]]",[-0.33043694  0.00112236]
22,[ 1.12508391  1.62913897],-0.167262433993,0.66251,[ 1.37445462  1.35286796],"[-0.83318714 -0.69662585  1.2100008  -0.31484185 -1.0496658   0.93287953
  1.16788029 -0.35899176  0.6348362  -1.04842215  0.        ]","[[  1.46076704e+01   3.00328730e+00  -1.22809767e-01   1.08148394e-01]
 [  6.27086700e+01   5.82655125e-03   0.00000000e+00   0.00000000e+00]]",[-0.33043694  0.00112236]
23,[ 2.20479611  2.49383872],-0.181088856344,1.53393,[ 1.48921096  1.46283484],"[-1.56599198 -0.69666506 -0.39236292 -0.31547906 -1.04966247  0.9328769
  1.24586361 -0.35795748  0.78585831 -1.03647965  0.        ]","[[  1.58891132e+01   3.00351819e+00  -1.22809767e-01   1.08148394e-01]
 [  6.54265518e+01   1.30111753e-02   0.00000000e+00   0.00000000e+00]]",[-0.33043694  0.00112236]
24,[ 2.20950834  3.63600593],-0.170754976269,1.33729,[ 1.75300121  1.63543749],"[-0.28184483 -0.69670267 -1.61616414 -0.31609246 -1.04965914  0.93287426
  1.32230228 -0.35856454  0.81495913 -0.87403077  0.        ]","[[  1.72243738e+01   3.00374046e+00  -1.22809767e-01   1.08148394e-01]
 [  6.80906287e+01   8.78752511e-03   0.00000000e+00   0.00000000e+00]]",[-0.33043694  0.00112236]
