timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.82836137  3.13610465],-0.126237664017,-2.8453,[ 2.35824323  3.03718948],"[ 1.32313993  2.48338594 -0.2262264  -0.81563039  0.72793383  0.11851948
 -0.3613952  -0.38735507  0.84128545 -0.11616689  0.        ]","[[ 0.05590261  0.00050933  0.08344247  0.01348066]
 [ 0.0012339   0.00028741  0.          0.        ]]",[-0.89441717 -0.18527658]
1,[ 2.2824941  0.9495655],-0.125567167603,-3.10102,[ 2.21067333  2.84619761],"[ 1.31885279  2.48217492 -0.16785581 -0.65945225  0.72793354  0.11851945
 -0.28626748  0.14567191  0.83258761 -0.01570833  0.        ]","[[ 0.09560211  0.04022742  0.08344247  0.01348066]
 [ 3.95555585  3.95833496  0.          0.        ]]",[-0.89441717 -0.18527658]
2,[ 1.55170227  3.50234525],-0.12612486752,-2.88293,[ 1.98672462  2.62925005],"[ 1.2929423   2.46519363  0.00397986 -0.20530346  0.72793324  0.11851941
 -0.21262261  0.64125505  0.76958763  0.27445382  0.        ]","[[ 0.21360474  0.15631681  0.08344247  0.01348066]
 [ 7.83182901  7.63833992  0.          0.        ]]",[-0.89441717 -0.18527658]
3,[ 1.84776476  2.84668997],-0.134718471397,-3.33106,[ 1.42031384  2.32855844],"[ 1.2080499   2.39434396  0.27697295  0.52100491  0.72793295  0.11851938
 -0.14042909  1.15391452  0.55217001  0.70481865  0.        ]","[[  0.40836565   0.34727873   0.08344247   0.01348066]
 [ 11.63171102  11.44514982   0.           0.        ]]",[-0.89441717 -0.18527658]
4,[-0.24907358  3.31448909],-0.15697722001,-3.57062,[-0.01575905  1.97747707],"[ 1.00948127  2.21130602  0.61676088  1.44724156  0.72793265  0.11851935
 -0.06964437  1.6564004   0.06526542  1.12871776  0.        ]","[[  6.78378753e-01   6.13619242e-01   8.34424712e-02   1.34806595e-02]
 [  1.53574410e+01   1.51764219e+01   0.00000000e+00   0.00000000e+00]]",[-0.89441717 -0.18527658]
5,[-1.08102415  1.21846911],-0.184278207089,-3.57742,[-1.34627318  1.68282819],"[ 0.70211269  1.8548344   0.90995113  2.39052117  0.72793236  0.11851932
 -0.09411505  2.14913709 -0.62354602  1.2657307   0.        ]","[[  9.72602124e-01   9.53858855e-01   8.34424712e-02   1.34806595e-02]
 [  1.40694332e+01   1.88353137e+01   0.00000000e+00   0.00000000e+00]]",[-0.89441717 -0.18527658]
6,[-2.40030734 -0.61774214],-0.19811701268,-3.0618,[-2.06553578  1.53001642],"[ 0.40028358  1.29451855  1.07186377  3.03383805  0.72793206  0.11851929
 -0.17452921  2.63221891 -1.20324259  1.00058122  0.        ]","[[  1.21152324e+00   1.36655700e+00   8.34424712e-02   1.34806595e-02]
 [  9.83685980e+00   2.24225330e+01   0.00000000e+00   0.00000000e+00]]",[-0.89441717 -0.18527658]
7,[-1.61719534  2.30821924],-0.192123818248,-2.64386,[-1.70875001  1.74946499],"[ 0.1879128   0.67355524  1.13539054  3.02483781  0.72793177  0.11851925
 -0.25334556  2.24309147 -1.44694777  0.55835805  0.        ]","[[  1.36664169e+00   1.78601668e+00   8.34424712e-02   1.34806595e-02]
 [  5.68838594e+00   1.95330457e+01   0.00000000e+00   0.00000000e+00]]",[-0.89441717 -0.18527658]
8,[-0.66680153  2.34974141],-0.169367754044,-2.21227,[-1.47738957  1.82169914],"[ 0.08532342  0.0993655   1.15333871  2.33310227  0.72793147  0.11851922
 -0.33064781  2.72427704 -1.39475376  0.15074868  0.        ]","[[  1.43958743e+00   2.21252857e+00   8.34424712e-02   1.34806595e-02]
 [  1.61960595e+00   2.31061976e+01   0.00000000e+00   0.00000000e+00]]",[-0.89441717 -0.18527658]
9,[-1.00788901  0.76813356],-0.129329518017,-1.6927,[-1.20025563  2.026371  ],"[ 0.07739514 -0.36239063  1.15439606  0.82844366  0.72793118  0.11851919
 -0.38137805  3.1958959  -1.11020793 -0.16324429  0.        ]","[[  1.44519062e+00   2.70979098e+00   8.34424712e-02   1.34806595e-02]
 [ -1.05056668e+00   2.66083422e+01   0.00000000e+00   0.00000000e+00]]",[-0.89441717 -0.18527658]
10,[ 0.51944515  2.97444344],-0.092168310207,-0.928089,[ 0.02424544  3.69451666],"[ 0.16268369 -0.49785266  1.14054267 -0.98931342  0.72793088  0.11851916
 -0.45621074  0.95848309 -0.80667415 -0.28111175  0.        ]","[[ 1.38466755  3.18525502  0.08344247  0.01348066]
 [-4.98936308  9.9940734   0.          0.        ]]",[-0.89441717 -0.18527658]
11,[ 1.62773927  5.40204357],-0.0818683969446,-0.835599,[ 0.734236    4.29916811],"[ 0.2713637  -0.49574086  1.11480688 -1.08820885  0.72793058  0.11851913
 -0.41527145 -0.83260409 -0.71929142 -0.30132308  0.        ]","[[ 1.30649839  3.21043938  0.08344247  0.01348066]
 [-2.83454754 -3.30593791  0.          0.        ]]",[-0.89441717 -0.18527658]
12,[ 0.88123605  5.24562384],-0.090076025588,-1.10967,[ 0.71683586  4.20302486],"[ 0.29390286 -0.49919717  1.10829598 -0.77780324  0.72793029  0.11851909
 -0.33898322 -0.89748024 -0.78945322 -0.283994    0.        ]","[[ 1.2900948   3.13146575  0.08344247  0.01348066]
 [ 1.18084635 -3.78768944  0.          0.        ]]",[-0.89441717 -0.18527658]
13,[ 0.32604931  5.16548729],-0.09564494918,-1.21704,[ 0.48616719  4.0177412 ],"[ 0.21322981 -0.4954429   1.12972042 -0.53590594  0.72792999  0.11851906
 -0.27313728 -0.70270727 -0.83624529 -0.27133608  0.        ]","[[ 1.34848491  3.06990334  0.08344247  0.01348066]
 [ 4.64661451 -2.3413734   0.          0.        ]]",[-0.89441717 -0.18527658]
14,[ 0.12911405  3.43555782],-0.0985046979632,-1.59277,[ 0.21022248  3.83897877],"[ 0.06570207 -0.49085135  1.15586802 -0.40021753  0.7279297   0.11851903
 -0.25035779 -0.5505015  -0.85830394 -0.27292996  0.        ]","[[ 1.45344704  3.03526641  0.08344247  0.01348066]
 [ 5.84559897 -1.21114648  0.          0.        ]]",[-0.89441717 -0.18527658]
15,[-0.68647065  4.64414523],-0.0995896301325,-1.22454,[-0.0673728   3.69160414],"[-0.10637415 -0.48791561  1.16599995 -0.33313738  0.7279294   0.118519
 -0.24284362 -0.46480064 -0.86460238 -0.2829714   0.        ]","[[ 1.57432725  3.01809819  0.08344247  0.01348066]
 [ 6.24110047 -0.57476222  0.          0.        ]]",[-0.89441717 -0.18527658]
16,[ 0.24850033  2.90668426],-0.0998017755892,-1.63877,[-0.17543155  3.6020689 ],"[-0.24354708 -0.486408    1.15866441 -0.30211673  0.72792911  0.11851897
 -0.29682858 -0.42230654 -0.86400134 -0.29277628  0.        ]","[[ 1.6706398   3.01014683  0.08344247  0.01348066]
 [ 3.39962287 -0.25921658  0.          0.        ]]",[-0.89441717 -0.18527658]
17,[-0.13674293  4.41468454],-0.0996061683297,-1.25661,[-0.31744587  3.53513479],"[-0.35259208 -0.48570863  1.14296013 -0.28835519  0.72792881  0.11851894
 -0.27941426 -0.40262074 -0.86048297 -0.30090009  0.        ]","[[ 1.74782871  3.00661678  0.08344247  0.01348066]
 [ 4.31621299 -0.11303749  0.          0.        ]]",[-0.89441717 -0.18527658]
