timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 0.47382548  2.55486317],-0.150493995713,-5.92109,[ 0.92040151  3.93165398],"[ 1.39461435  2.5807945  -0.45628812 -1.13469485  1.55225088 -1.4033706
 -0.35998949 -0.38365548  0.12296211  1.08494999  0.        ]","[[-0.03123366 -0.07145792  0.17985414 -0.16196993]
 [-0.00420878 -0.00191112  0.          0.        ]]",[-1.06041384 -0.24651356]
1,[ 0.51270074  4.29847193],-0.158709283685,-5.84015,[ 0.7558372   3.77995753],"[ 1.39521055  2.58392474 -0.42847006 -0.97027265  1.55225    -1.40336991
 -0.32421658  0.13732957  0.12687901  1.15073508  0.        ]","[[-0.01252606 -0.03177523  0.17985414 -0.16196993]
 [ 1.86873703  3.95698858  0.          0.        ]]",[-1.06041384 -0.24651356]
2,[-0.13955919  2.8291579 ],-0.183153830174,-6.10669,[ 0.4146834   3.46183348],"[ 1.39386022  2.57899799 -0.34321003 -0.48082549  1.55224911 -1.40336921
 -0.28621316  0.64799393  0.11978318  1.34944437  0.        ]","[[ 0.04481207  0.0862986   0.17985414 -0.16196993]
 [ 3.85846427  7.83746307  0.          0.        ]]",[-1.06041384 -0.24651356]
3,[-0.41258294  1.66074472],-0.217040783803,-6.39537,[-0.16130561  3.042202  ],"[ 1.38557948  2.52456375 -0.23819026  0.31307511  1.55224823 -1.40336851
 -0.29824081  1.14868022  0.05729653  1.62941782  0.        ]","[[  0.11566266   0.28122123   0.17985414  -0.16196993]
 [  3.22873459  11.64211738   0.           0.        ]]",[-1.06041384 -0.24651356]
4,[-1.33816306  2.59810653],-0.250318406304,-6.34277,[-0.95223039  2.56748724],"[ 1.37594219  2.35776921 -0.16816267  1.33553906  1.55224734 -1.40336781
 -0.33065304  1.63950398 -0.08816959  1.90206833  0.        ]","[[  0.16321016   0.5514851    0.17985414  -0.16196993]
 [  1.53173757  15.37183206   0.           0.        ]]",[-1.06041384 -0.24651356]
5,[-1.55558472  2.16191928],-0.273942343297,-6.20211,[-1.85828352  2.11683989],"[ 1.37809837  2.01076849 -0.18192229  2.40038099  1.55224645 -1.40336711
 -0.40680455  2.12070256 -0.30336922  2.07998523  0.        ]","[[  0.15384164   0.89560983   0.17985414  -0.16196993]
 [ -2.45529975  19.02841432   0.           0.        ]]",[-1.06041384 -0.24651356]
6,[-2.06123265  1.83137287],-0.282690060786,-5.67168,[-2.44987607  1.92402482],"[ 1.39219205  1.44557336 -0.31245201  3.17272294  1.55224557 -1.40336642
 -0.48145135  2.59232587 -0.5533932   2.1101444   0.        ]","[[  0.06552341   1.3121367    0.17985414  -0.16196993]
 [ -6.36355597  22.61224817   0.           0.        ]]",[-1.06041384 -0.24651356]
7,[-2.91836602  2.55993052],-0.277626661577,-4.9939,[-2.74741101  2.00793338],"[ 1.3880076   0.70686493 -0.55860741  3.20258946  1.55224468 -1.40336572
 -0.554631    3.054531   -0.82486451  1.98755531  0.        ]","[[ -0.10018853   1.79962272   0.17985414  -0.16196993]
 [-10.19499836  26.12453235   0.           0.        ]]",[-1.06041384 -0.24651356]
8,[-2.67854164  3.44507332],-0.263719379804,-4.43381,[-2.80832696  2.33374262],"[ 1.31096868 -0.02874299 -0.90834757  2.094135    1.55224379 -1.40336502
 -0.62637869  3.50749543 -1.11864824  1.72291364  0.        ]","[[ -0.34177682   2.35664993   0.17985414  -0.16196993]
 [-13.95146862  29.56662158   0.           0.        ]]",[-1.06041384 -0.24651356]
9,[-2.5398925   1.76970304],-0.252489009163,-4.62467,[-2.69054794  2.81341219],"[ 1.0910524  -0.45706698 -1.31913006 -0.17838891  1.55224291 -1.40336432
 -0.69672024  3.95145527 -1.44786132  1.35141856  0.        ]","[[ -0.65775666   2.98183149   0.17985414  -0.16196993]
 [-17.63431936  32.94031645   0.           0.        ]]",[-1.06041384 -0.24651356]
10,[-1.78424983  2.72110993],-0.255716949135,-6.05229,[-1.68837166  3.69313073],"[ 0.66678244 -0.463325   -1.6975513  -1.38289009  1.55224202 -1.40336362
 -0.76570156 -0.34410029 -1.61842764  1.19565026  0.        ]","[[ -1.0466819    3.27318732   0.17985414  -0.16196993]
 [-21.24595454   0.29869185   0.           0.        ]]",[-1.06041384 -0.24651356]
11,[-1.58891848  2.85323367],-0.254103608933,-6.15063,[-1.78933978  3.28788471],"[ 0.02975892 -0.47357974 -1.89418745 -1.09719807  1.55224113 -1.40336293
 -0.83329561 -1.03243753 -1.53784785  1.27324051  0.        ]","[[ -1.50710983   3.20399364   0.17985414  -0.16196993]
 [-24.78495852  -4.93193627   0.           0.        ]]",[-1.06041384 -0.24651356]
12,[-1.8666748   0.58577443],-0.242100901757,-5.86263,[-1.80234766  2.81565022],"[-0.71939108 -0.47600984 -1.73806294 -0.72734624  1.55224025 -1.40336223
 -0.89954513 -0.86664207 -1.4236794   1.25990144  0.        ]","[[ -2.037611     3.1148118    0.17985414  -0.16196993]
 [-28.2535689   -3.67207037   0.           0.        ]]",[-1.06041384 -0.24651356]
13,[-1.46063295  3.18285714],-0.2302965879,-5.2886,[-1.80557895  2.70578337],"[-1.33953332 -0.47122333 -1.12917177 -0.49231779  1.55223936 -1.40336153
 -0.96448159 -0.6553408  -1.3793305   1.17252558  0.        ]","[[ -2.63679435   3.05807363   0.17985414  -0.16196993]
 [-31.65343443  -2.06640834   0.           0.        ]]",[-1.06041384 -0.24651356]
14,[-2.44163738  3.99690075],-0.227563999351,-4.31289,[-1.85564351  3.08304715],"[-1.50240671 -0.46679598 -0.1703653  -0.37057393  1.55223848 -1.40336083
 -1.02813288 -0.51421202 -1.4227683   1.09005682  0.        ]","[[ -3.30329983   3.02858881   0.17985414  -0.16196993]
 [-34.98601473  -0.99398183   0.           0.        ]]",[-1.06041384 -0.24651356]
15,[-2.27800924  4.30816803],-0.235762622095,-3.17903,[-1.85718799  3.83604956],"[-0.97620477 -0.46426812  0.74987747 -0.31370177  1.55223759 -1.40336013
 -1.09052475 -0.44290058 -1.51697273  1.07360145  0.        ]","[[ -4.03579537   3.01478279   0.17985414  -0.16196993]
 [-38.25265848  -0.45209212   0.           0.        ]]",[-1.06041384 -0.24651356]
16,[-1.73609455  4.8990079 ],-0.249283157288,-2.71262,[-1.56937337  4.62029552],"[ 0.11237856 -0.46304408  1.06672781 -0.28830316  1.5522367  -1.40335944
 -1.15168187 -0.40950182 -1.59665232  1.14213407  0.        ]","[[ -4.83297521   3.00860946   0.17985414  -0.16196993]
 [-41.45465781  -0.19829802   0.           0.        ]]",[-1.06041384 -0.24651356]
17,[-0.68071521  5.80172429],-0.258716931275,-3.41611,[-0.69095236  5.13790035],"[ 1.14907194 -0.46249542  0.41721317 -0.27729898  1.55223582 -1.40335874
 -1.21162847 -0.39456549 -1.59798643  1.25805955  0.        ]","[[ -5.69355919   3.00593324   0.17985414  -0.16196993]
 [-44.5932814   -0.08479857   0.           0.        ]]",[-1.06041384 -0.24651356]
18,[-1.67473712  5.60906718],-0.256473324405,-4.63553,[-1.47766042  4.39543819],"[ 1.32109201 -0.46225946 -0.87830992 -0.27263447  1.55223493 -1.40335804
 -1.24624356 -0.38808965 -1.50659873  1.33517072  0.        ]","[[ -6.60360875e+00   3.00479855e+00   1.79854138e-01  -1.61969935e-01]
 [ -4.64056364e+01  -3.55897433e-02   0.00000000e+00   0.00000000e+00]]",[-1.06041384 -0.24651356]
19,[-2.38570276  3.01153969],-0.242517405044,-5.81583,[-2.01969481  3.25926447],"[ 0.35641807 -0.46216043 -1.83434666 -0.27068949  1.55223404 -1.40335734
 -1.30431822 -0.38534413 -1.38712442  1.302181    0.        ]","[[ -7.56222902e+00   3.00432536e+00   1.79854138e-01  -1.61969935e-01]
 [ -4.94462571e+01  -1.47272603e-02   0.00000000e+00   0.00000000e+00]]",[-1.06041384 -0.24651356]
