timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.25186286  1.62982985],-0.352448890817,-2.2845,[ 2.556355    2.29444075],"[ 1.22379881  2.22994372 -0.0957292  -0.6655892  -0.82079643  1.65384441
 -0.4589874  -0.3910209   2.14998954 -1.51077354  0.        ]","[[ 0.05241674  0.03417582 -0.09490957  0.19247472]
 [ 0.00412892  0.00177567  0.          0.        ]]",[-0.58988935 -0.0452073 ]
1,[ 2.91184364  3.93529601],-0.345030925258,-1.52036,[ 2.45702076  2.16488123],"[ 1.21979651  2.22693317 -0.03705138 -0.52809964 -0.82079562  1.65384079
 -0.37688893  0.16840128  2.13954245 -1.41156077  0.        ]","[[ 0.0921736   0.07392338 -0.09490957  0.19247472]
 [ 3.95839858  3.95979389  0.          0.        ]]",[-0.58988935 -0.0452073 ]
2,[ 2.04913129  2.7791223 ],-0.320807674847,-1.61607,[ 2.22497702  1.88340163],"[ 1.19503481  2.20503499  0.13556713 -0.12273309 -0.82079482  1.65383718
 -0.29641205  0.71675009  2.07151949 -1.12457175  0.        ]","[[ 0.21023196  0.1920453  -0.09490957  0.19247472]
 [ 7.83456531  7.83946757  0.          0.        ]]",[-0.58988935 -0.0452073 ]
3,[ 1.59473916  2.53062282],-0.274467000497,-1.46287,[ 1.84921408  1.48864627],"[ 1.1129774   2.12731875  0.40990111  0.52349071 -0.82079402  1.65383357
 -0.21751847  1.25423551  1.84705875 -0.702324    0.        ]","[[  0.40504773   0.38698976  -0.09490957   0.19247472]
 [ 11.63447312  11.64228844   0.           0.        ]]",[-0.58988935 -0.0452073 ]
4,[ 1.04879087  2.09149151],-0.20029376709,-1.21532,[ 1.21079373  1.06808817],"[ 0.92009312  1.93940679  0.75164361  1.33250702 -0.82079321  1.65382996
 -0.14016283  1.78105214  1.35724104 -0.29643155  0.        ]","[[  0.67511697   0.65723376  -0.09490957   0.19247472]
 [ 15.3603059   15.3696444    0.           0.        ]]",[-0.58988935 -0.0452073 ]
5,[ 0.23518572  0.73764861],-0.0998841940751,-1.12759,[ 0.34634703  0.76734841],"[ 0.56288321  1.5863399   1.0869637   2.13357292 -0.82079241  1.65382634
 -0.06429316  2.29738135  0.60954087 -0.17982674  0.        ]","[[  1.01898282   1.00128109  -0.09490957   0.19247472]
 [ 19.01456711  19.0228334    0.           0.        ]]",[-0.58988935 -0.0452073 ]
6,[ 0.23154224  0.23691044],-0.0587182195499,-0.735198,[-0.37604052  0.61173499],"[ 0.06263675  1.05994346  1.28628917  2.63413507 -0.82079161  1.65382273
 -0.05269551  2.65672727 -0.08390304 -0.57260181  0.        ]","[[  1.40487546   1.40724832  -0.09490957   0.19247472]
 [ 19.57316593  21.56537049   0.           0.        ]]",[-0.58988935 -0.0452073 ]
7,[-1.52503659  1.68942949],-0.150209695199,-0.148051,[-0.72265726  0.70553541],"[-0.48629993  0.4553559   1.2673337   2.55217738 -0.8207908   1.65381912
 -0.04159353  2.72870325 -0.32196869 -1.27915846  0.        ]","[[  1.80170335   1.84366613  -0.09490957   0.19247472]
 [ 20.10789152  22.07471295   0.           0.        ]]",[-0.58988935 -0.0452073 ]
8,[-0.47479293  0.7459346 ],-0.216866097283,0.148785,[-0.84652537  1.13439083],"[-0.94187797 -0.12070897  1.05690789  1.75154847 -0.82079     1.65381551
 -0.1319351   3.22641899 -0.03335986 -1.81457981  0.        ]","[[  2.16020584   2.32049313  -0.09490957   0.19247472]
 [ 15.75659291  25.59633533   0.           0.        ]]",[-0.58988935 -0.0452073 ]
9,[-0.52662371  1.69971185],-0.233837263709,0.22258,[-0.60267383  1.81480789],"[-1.24352047 -0.50997581  0.76667709  0.18881579 -0.8207892   1.65381189
 -0.17736662  3.57214491  0.45951363 -1.84177753  0.        ]","[[  2.45338754   2.85696382  -0.09490957   0.19247472]
 [ 13.56838363  28.04265415   0.           0.        ]]",[-0.58988935 -0.0452073 ]
10,[-0.20879857  4.37806432],-0.217258690055,1.01951,[ 0.16713768  2.55624723],"[-1.427654   -0.56382106  0.45767511 -0.98772871 -0.82078839  1.65380828
 -0.22624524  0.22473561  0.66768773 -1.59874996  0.        ]","[[  2.70113863   3.20044376  -0.09490957   0.19247472]
 [ 11.21414454   4.35855898   0.           0.        ]]",[-0.58988935 -0.0452073 ]
