timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.17221153  3.82829923],-0.139921791883,-4.42448,[ 2.38339663  3.81592536],"[ 1.36015721  2.53319398 -0.4341366  -1.19450781  0.83576254 -0.9069399
 -0.35551021 -0.3858166   0.74672787  0.57468797  0.        ]","[[-0.05086033 -0.08989813  0.09670728 -0.10428488]
 [ 0.00455443 -0.00477669  0.          0.        ]]",[-1.03226531 -0.23010434]
1,[ 2.22248544  3.8979978 ],-0.14860791699,-4.53254,[ 2.31381965  3.64037228],"[ 1.36193231  2.53738744 -0.37535333 -1.03438439  0.83576224 -0.90693956
 -0.28040283  0.14055639  0.75440682  0.67529258  0.        ]","[[-0.01109502 -0.05028028  0.09670728 -0.10428488]
 [ 3.95881178  3.95337565  0.          0.        ]]",[-1.03226531 -0.23010434]
2,[ 1.81242242  3.79368594],-0.174090609479,-4.78727,[ 2.15176678  3.35637379],"[ 1.3537778   2.53582819 -0.20102852 -0.55657602  0.83576194 -0.90693921
 -0.20678036  0.65651147  0.7388651   0.97462692  0.        ]","[[ 0.10697092  0.06771466  0.09670728 -0.10428488]
 [ 7.83489199  7.83318912  0.          0.        ]]",[-1.03226531 -0.23010434]
3,[ 1.49267509  4.28717158],-0.213538137723,-5.04268,[ 1.81635785  2.96205282],"[ 1.29684856  2.48745067  0.08067923  0.22084851  0.83576164 -0.90693886
 -0.13460897  1.16224766  0.59099147  1.44179845  0.        ]","[[  0.30179125   0.26253504   0.09670728  -0.10428488]
 [ 11.63457496  11.63616232   0.           0.        ]]",[-1.03226531 -0.23010434]
4,[ 0.77374447  2.79986636],-0.25928910525,-5.457,[ 0.45898047  2.41232491],"[ 1.13258939  2.32968463  0.44151837  1.22691664  0.83576134 -0.90693851
 -0.06384788  1.65794919  0.17110358  1.94919552  0.        ]","[[  0.57185883   0.53265817   0.09670728  -0.10428488]
 [ 15.360009    15.36368401   0.           0.        ]]",[-1.03226531 -0.23010434]
5,[-1.06720278  1.69150728],-0.29634530735,-5.30958,[-1.30036449  1.79883409],"[ 0.80875017  1.99428333  0.80580777  2.28339636  0.83576104 -0.90693816
 -0.01145199  2.1438324  -0.55658139  2.2187079   0.        ]","[[  0.90673223   0.87659135   0.09670728  -0.10428488]
 [ 18.11855059  19.01738563   0.           0.        ]]",[-1.03226531 -0.23010434]
6,[-2.19592179  2.35483761],-0.303506035754,-4.83642,[-2.16120362  1.55399203],"[ 0.40763288  1.44140063  1.03298444  3.06568859  0.83576074 -0.90693781
 -0.09335549  2.62035082 -1.27547281  1.99613878  0.        ]","[[  1.22583758   1.29289157   0.09670728  -0.10428488]
 [ 13.80649048  22.6006835    0.           0.        ]]",[-1.03226531 -0.23010434]
7,[-2.35128742  0.42192853],-0.274341191963,-3.77768,[-2.42480373  1.48640084],"[ 0.08007354  0.71191003  1.11097566  3.13267551  0.83576044 -0.90693747
 -0.17363147  3.08742587 -1.60325435  1.44222636  0.        ]","[[  1.45956323   1.78014548   0.09670728  -0.10428488]
 [  9.58011622  26.11299345   0.           0.        ]]",[-1.03226531 -0.23010434]
8,[-2.57047965  1.64217325],-0.219000314423,-2.9822,[-2.24131346  1.66764033],"[ -1.35927635e-01   2.61939531e-03   1.11900276e+00   2.15272768e+00
   8.35760145e-01  -9.06937118e-01  -2.52339261e-01   3.24084951e+00
  -1.47742965e+00   9.15937866e-01   0.00000000e+00]","[[  1.60959346   2.31398161   0.09670728  -0.10428488]
 [  5.43630356  27.26675244   0.           0.        ]]",[-1.03226531 -0.23010434]
9,[-2.53806248  2.21338074],-0.155177433332,-1.92147,[-2.13376832  1.97671914],"[-0.23363676 -0.44033743  1.11169607  0.16371919  0.83575985 -0.90693677
 -0.32953724  3.69560012 -1.0506044   0.6624654   0.        ]","[[  1.67754513   2.89362773   0.09670728  -0.10428488]
 [  1.37197925  30.68643376   0.           0.        ]]",[-1.03226531 -0.23010434]
