timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.9776352   1.31657417],-0.140594692575,-0.214906,[ 1.38307452  1.16730165],"[ 1.19023299  1.98462203 -0.22913908 -0.90497553  0.82985013  0.55145461
 -0.57085662 -0.37522481  0.68043182 -0.75691246  0.        ]","[[-0.05947064 -0.05395427  0.09508544  0.06384883]
 [ 0.00235398 -0.00064791  0.          0.        ]]",[-0.42286026 -0.00820265]
1,[ 1.54312242  1.08236898],-0.134261001186,0.0757383,[ 1.25399172  1.06298828],"[ 1.19240916  1.98639579 -0.17002856 -0.78438277  0.8298486   0.55145383
 -0.47148312  0.19194346  0.68630213 -0.65959805  0.        ]","[[-0.01974896 -0.01425469  0.09508544  0.06384883]
 [ 3.95665191  3.95742004  0.          0.        ]]",[-0.42286026 -0.00820265]
2,[ 1.22273506 -0.51473656],-0.116658370344,0.0352013,[ 0.96372443  0.92381722],"[ 1.18599076  1.97942068  0.00551558 -0.42605355  0.82984708  0.55145304
 -0.37407378  0.74788565  0.66695583 -0.37085004  0.        ]","[[ 0.09827435  0.10382029  0.09508544  0.06384883]
 [ 7.83279365  7.83714839  0.          0.        ]]",[-0.42286026 -0.00820265]
3,[ 0.89663055  1.41829915],-0.0977098315837,0.109501,[ 0.68280977  0.87052661],"[ 1.13359183  1.94917903  0.28966294 -0.02284831  0.82984555  0.55145226
 -0.27852895  0.43337642  0.54426823  0.03428774  0.        ]","[[  0.29307616   0.2385418    0.09508544   0.06384883]
 [ 11.63474417   5.64230719   0.           0.        ]]",[-0.42286026 -0.00820265]
4,[ 0.52393567  0.6593271 ],-0.095229172472,0.147351,[ 0.04754794  0.67942029],"[ 0.98173798  1.88751633  0.64930739  0.4144978   0.82984403  0.55145148
 -0.19520114  0.98454154  0.23834182  0.47807145  0.        ]","[[  0.55903854   0.38998034   0.09508544   0.06384883]
 [ 14.95055047   9.48869874   0.           0.        ]]",[-0.42286026 -0.00820265]
5,[-0.03969308  0.93367523],-0.12430588559,0.136084,[-0.6739378   0.54465854],"[ 0.69430814  1.75320556  1.00338338  0.98536378  0.8298425   0.55145069
 -0.15054233  1.33154628 -0.31065127  0.81521913  0.        ]","[[  0.875878     0.60405192   0.09508544   0.06384883]
 [ 16.7276238   11.91034401   0.           0.        ]]",[-0.42286026 -0.00820265]
6,[-0.98531876 -0.43693991],-0.169004260707,0.201482,[-1.13219965  0.524593  ],"[ 0.30200259  1.51120616  1.25050772  1.59579281  0.82984098  0.55144991
 -0.16278635  1.82741458 -0.98673617  0.83792244  0.        ]","[[  1.20553991   0.87697993   0.09508544   0.06384883]
 [ 16.24039824  15.37088791   0.           0.        ]]",[-0.42286026 -0.00820265]
7,[-0.32403455  0.28856118],-0.20367066967,0.182249,[-1.38417363  0.56890994],"[-0.07837492  1.18980449  1.34365754  2.0504345   0.82983945  0.55144913
 -0.26876345  1.53595549 -1.50516571  0.54667302  0.        ]","[[  1.48803834   1.16399028   0.09508544   0.06384883]
 [ 12.02331461  13.33693541   0.           0.        ]]",[-0.42286026 -0.00820265]
8,[-1.97131644  0.58901823],-0.221883965547,0.375013,[-1.51083231  0.59671628],"[-0.38965587  0.84071728  1.33365986  2.2723351   0.82983792  0.55144835
 -0.30691771  1.66181224 -1.76468104  0.13488553  0.        ]","[[  1.7132714    1.43954184   0.09508544   0.06384883]
 [ 10.50505609  14.21529474   0.           0.        ]]",[-0.42286026 -0.00820265]
9,[-1.44860805  1.49171188],-0.223895450016,0.499018,[-1.52424932  0.62655163],"[-0.61665257  0.44042999  1.27738936  2.25276169  0.8298364   0.55144756
 -0.41155413  1.95572892 -1.79206201 -0.27799675  0.        ]","[[  1.88159739   1.74442828   0.09508544   0.06384883]
 [  6.34132078  16.26651569   0.           0.        ]]",[-0.42286026 -0.00820265]
10,[-1.49231094  1.2268843 ],-0.208111891174,0.614572,[-1.42440939  0.65608048],"[-0.72823138 -0.00446725  1.23309653  1.87302065  0.82983487  0.55144678
 -0.51413844  2.47699047 -1.61807271 -0.58561874  0.        ]","[[  1.96746788   2.10625871   0.09508544   0.06384883]
 [  2.25923999  19.90437652   0.           0.        ]]",[-0.42286026 -0.00820265]
11,[ -1.74344107e+00  -1.11131144e-03],-0.175157332848,0.638069,[-1.18124366  0.70010877],"[-0.73465512 -0.41876333  1.23017986  0.97886077  0.82983335  0.551446
 -0.61471112  2.98788423 -1.30056372 -0.73680137  0.        ]","[[  1.97250057   2.5401217    0.09508544   0.06384883]
 [ -1.74279901  23.46999473   0.           0.        ]]",[-0.42286026 -0.00820265]
12,[-1.02551125  1.66672544],-0.131438848597,0.883047,[-0.78232038  0.83522773],"[-0.63859035 -0.63780663  1.26958568 -0.32662553  0.82983182  0.55144522
 -0.71332896  2.37372874 -0.93660519 -0.71796438  0.        ]","[[  1.89827509   3.00481431   0.09508544   0.06384883]
 [ -5.66705812  19.18404805   0.           0.        ]]",[-0.42286026 -0.00820265]
13,[-0.14666868  0.68255459],-0.117777408746,0.206346,[-0.43138456  1.17805076],"[-0.43486765 -0.65010943  1.32584772 -0.75204623  0.8298303   0.55144443
 -0.81002929 -0.37310758 -0.83140456 -0.6894864   0.        ]","[[ 1.74632383  3.14520361  0.09508544  0.06384883]
 [-9.51502516  0.014336    0.          0.        ]]",[-0.42286026 -0.00820265]
14,[ 0.28341063  0.54551075],-0.123279601397,-0.102955,[-0.39176464  1.24421716],"[-0.16698062 -0.6493522   1.34846779 -0.63754815  0.82982877  0.55144365
 -0.81989051 -0.74922914 -0.88088888 -0.69150949  0.        ]","[[ 1.55208512  3.10752765  0.09508544  0.06384883]
 [-9.9074829  -2.61055957  0.          0.        ]]",[-0.42286026 -0.00820265]
15,[-2.18270432  2.55466883],-0.127636233398,0.298336,[-0.41663921  1.25461769],"[ 0.08730259 -0.64577938  1.31795129 -0.49473013  0.82982725  0.55144287
 -0.78675979 -0.65232089 -0.93170703 -0.67438624  0.        ]","[[ 1.36716216  3.06045861  0.09508544  0.06384883]
 [-8.58919818 -1.93426124  0.          0.        ]]",[-0.42286026 -0.00820265]
16,[ 0.68063591  2.64866101],-0.129011337219,0.0750917,[-0.41758323  1.28392851],"[ 0.36376806 -0.64210637  1.223235   -0.40654002  0.82982572  0.55144209
 -0.88198335 -0.5238186  -0.96247037 -0.64392334  0.        ]","[[  1.15735986   3.03130999   0.09508544   0.06384883]
 [-12.3784066   -1.03747223   0.           0.        ]]",[-0.42286026 -0.00820265]
17,[-0.21515217  0.99344909],-0.12818341316,-0.221259,[-0.40285099  1.31372356],"[ 0.62509512 -0.63980702  1.06147615 -0.36172689  0.8298242   0.5514413
 -0.80809982 -0.44708996 -0.9745038  -0.61004907  0.        ]","[[ 0.93928892  3.01646386  0.09508544  0.06384883]
 [-9.43848825 -0.50200153  0.          0.        ]]",[-0.42286026 -0.00820265]
18,[-0.25938657  1.5412137 ],-0.126337403971,-0.143331,[-0.36124545  1.36360121],"[ 0.82670733 -0.63862376  0.8678344  -0.34065077  0.82982267  0.55144052
 -0.82480985 -0.40806227 -0.97439754 -0.58077705  0.        ]","[[  0.74384716   3.00947225   0.09508544   0.06384883]
 [-10.10347404  -0.22963847   0.           0.        ]]",[-0.42286026 -0.00820265]
19,[-0.99449189  0.94620571],-0.123610049953,-0.282416,[-0.30128145  1.42482424],"[ 1.00014486 -0.63807201  0.61673916 -0.33120819  0.82982115  0.55143974
 -0.84559049 -0.38957661 -0.9657466  -0.55271898  0.        ]","[[  0.53348047   3.00633783   0.09508544   0.06384883]
 [-10.93044033  -0.10063415   0.           0.        ]]",[-0.42286026 -0.00820265]
20,[-0.14617494 -0.2760179 ],-0.119660787605,-0.584154,[-0.2336008   1.49813247],"[ 1.13965894 -0.63781823  0.26741258 -0.32694707  0.82981962  0.55143895
 -0.9391022  -0.38188363 -0.9470236  -0.52388027  0.        ]","[[  0.27753671   3.00492301   0.09508544   0.06384883]
 [-14.65153477  -0.0469498    0.           0.        ]]",[-0.42286026 -0.00820265]
21,[-0.99915307  3.19119519],-0.113907360693,-0.0472849,[-0.18806696  1.56101966],"[ 1.1924437  -0.63558809 -0.16804685 -0.29115349  0.8298181   0.55143817
 -0.9463564  -0.53837615 -0.91584482 -0.48943971  0.        ]","[[ -0.01839101   2.99302631   0.09508544   0.06384883]
 [-14.94027139  -1.13908299   0.           0.        ]]",[-0.42286026 -0.00820265]
22,[-0.99671133  1.0047727 ],-0.109293955557,-0.412707,[-0.2108689   1.57405627],"[ 1.10679864 -0.63763815 -0.65683882 -0.32397094  0.82981657  0.55143739
 -1.0383342  -0.17616857 -0.87922109 -0.48777288  0.        ]","[[ -0.3539187    3.00393482   0.09508544   0.06384883]
 [-18.60034453   1.38868314   0.           0.        ]]",[-0.42286026 -0.00820265]
23,[-0.37352132  0.32839195],-0.103598442234,-0.589586,[-0.23110867  1.58869839],"[ 0.80966314 -0.6394136  -1.1686868  -0.35468694  0.82981505  0.55143661
 -1.12825204 -0.37468291 -0.83149251 -0.49003265  0.        ]","[[ -7.61826247e-01   3.01412988e+00   9.50854438e-02   6.38488333e-02]
 [ -2.21784654e+01   3.29316348e-03   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
24,[-0.41926577  2.65868748],-0.0986286500579,-0.310359,[-0.32518858  1.54403043],"[ 0.28865609 -0.63883965 -1.53717337 -0.34451459  0.82981352  0.55143582
 -1.15438076 -0.40880515 -0.77809971 -0.5121806   0.        ]","[[ -1.21582857   3.01075526   0.09508544   0.06384883]
 [-23.21829622  -0.23484162   0.           0.        ]]",[-0.42286026 -0.00820265]
25,[-0.7320355   0.11150427],-0.0975353162165,-0.570238,[-0.40327775  1.48291254],"[-0.3607774  -0.63822642 -1.61904883 -0.33393039  0.829812    0.55143504
 -1.18454315 -0.39294434 -0.73827177 -0.5607183   0.        ]","[[ -1.69223795   3.0072424    0.09508544   0.06384883]
 [-24.41864176  -0.12415626   0.           0.        ]]",[-0.42286026 -0.00820265]
26,[-1.7624127   1.94404623],-0.101614858683,-0.292123,[-0.47166491  1.40657318],"[-1.01375827 -0.63774168 -1.34053696 -0.32576134  0.82981047  0.55143426
 -1.24522858 -0.39302634 -0.72579566 -0.628538    0.        ]","[[ -2.20484061   3.00453002   0.09508544   0.06384883]
 [-26.8335761   -0.12473195   0.           0.        ]]",[-0.42286026 -0.00820265]
27,[ 0.67931265  2.36200496],-0.11047794983,0.0310577,[-0.58194506  1.30184579],"[-1.48689457 -0.63754993 -0.67322539 -0.32258423  0.82980895  0.55143348
 -1.33137425 -0.3765752  -0.75250467 -0.6997268   0.        ]","[[ -2.77590709e+00   3.00347492e+00   9.50854438e-02   6.38488333e-02]
 [ -3.02616494e+01  -9.92686780e-03   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
28,[ 0.1359064   1.43944449],-0.120323895619,0.303344,[-0.6322763   1.21069527],"[-1.54905391 -0.63756096  0.16480687 -0.32278315  0.82980742  0.55143269
 -1.24872447 -0.3737785  -0.81206594 -0.74354213  0.        ]","[[ -3.34814379e+00   3.00354113e+00   9.50854438e-02   6.38488333e-02]
 [ -2.69729801e+01   9.58734964e-03   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
29,[-0.63255688  0.39442995],-0.127634752066,0.334885,[-0.61212492  1.17610419],"[-1.22054857 -0.63759473  0.85839188 -0.32335982  0.8298059   0.55143191
 -1.22177959 -0.3739477  -0.87922817 -0.74788707  0.        ]","[[ -3.87684705e+00   3.00373279e+00   9.50854438e-02   6.38488333e-02]
 [ -2.59009185e+01   8.40331740e-03   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
30,[-1.98087368  0.99812085],-0.131709780538,0.417325,[-0.55718338  1.20237696],"[-0.59912149 -0.63750118  1.28328378 -0.32182372  0.82980437  0.55143113
 -1.27182935 -0.38080998 -0.94070737 -0.71551172  0.        ]","[[ -4.41484911   3.0032227    0.09508544   0.06384883]
 [-27.89264936  -0.03948995   0.           0.        ]]",[-0.42286026 -0.00820265]
31,[-0.58370662  0.02243921],-0.131210636372,-0.0933965,[-0.45269692  1.28488755],"[ 0.20927317 -0.63748462  1.28460179 -0.32156545  0.82980285  0.55143035
 -1.35744782 -0.37314205 -0.97921286 -0.64756844  0.        ]","[[ -5.00688675e+00   3.00313703e+00   9.50854438e-02   6.38488333e-02]
 [ -3.12997609e+01   1.40191576e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
32,[-1.15925071  2.49464207],-0.124990461965,0.188901,[-0.31163621  1.43155718],"[ 0.92396208 -0.63735495  0.74081049 -0.31944123  0.82980132  0.55142956
 -1.39995016 -0.38315016 -0.97263665 -0.5618756   0.        ]","[[ -5.64985276   3.00243152   0.09508544   0.06384883]
 [-32.99120193  -0.05582795   0.           0.        ]]",[-0.42286026 -0.00820265]
33,[ 0.10982636  1.98715152],-0.113756210151,-0.0399003,[-0.18923247  1.57336879],"[ 1.19021642 -0.63735514 -0.22945913 -0.31945992  0.8297998   0.55142878
 -1.48303096 -0.37104817 -0.91232508 -0.49459132  0.        ]","[[ -6.34284873e+00   3.00243786e+00   9.50854438e-02   6.38488333e-02]
 [ -3.62973790e+01   2.86250966e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
34,[-1.06952578  0.25404997],-0.102177192619,-0.538916,[-0.25108892  1.59009576],"[ 0.79791519 -0.63746795 -1.181763   -0.321337    0.82979827  0.551428
 -1.45404072 -0.37104537 -0.82259258 -0.48423892  0.        ]","[[ -7.05722395e+00   3.00306153e+00   9.50854438e-02   6.38488333e-02]
 [ -3.51439869e+01   2.86414390e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
35,[-0.23583844  2.69072657],-0.0968797734382,-0.270541,[-0.38659739  1.52234983],"[-0.10826145 -0.63740633 -1.6272325  -0.32033489  0.82979675  0.55142721
 -1.53605002 -0.38051604 -0.746113   -0.53999227  0.        ]","[[ -7.79284811e+00   3.00272878e+00   9.50854438e-02   6.38488333e-02]
 [ -3.84075522e+01  -3.74547994e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
36,[-0.20306748  0.55230327],-0.10258410119,-0.284972,[-0.49054039  1.41017818],"[-1.09478526 -0.63741669 -1.27132786 -0.32052163  0.82979522  0.55142643
 -1.54040241 -0.37182323 -0.72608533 -0.63962271  0.        ]","[[ -8.56273909e+00   3.00279094e+00   9.50854438e-02   6.38488333e-02]
 [ -3.85809693e+01   2.32064580e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
37,[-0.46089433  0.66546736],-0.115360412136,0.117947,[-0.6179837   1.27873468],"[-1.57289387 -0.63741854 -0.27452682 -0.32056786  0.8297937   0.55142565
 -1.54140795 -0.37667377 -0.77818744 -0.72585019  0.        ]","[[ -9.33476221e+00   3.00280642e+00   9.50854438e-02   6.38488333e-02]
 [ -3.86212076e+01  -1.06472294e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
38,[-0.81714773  0.95604933],-0.127270977488,0.505364,[-0.60954273  1.21575034],"[-1.25884817 -0.63739626  0.81089231 -0.32021603  0.82979217  0.55142487
 -1.56804652 -0.37553329 -0.87448164 -0.74948904  0.        ]","[[ -1.01178242e+01   3.00268967e+00   9.50854438e-02   6.38488333e-02]
 [ -3.96814583e+01  -2.69143798e-03   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
39,[ 0.3291383   0.45690433],-0.132171187589,0.159822,[-0.50833857  1.26295018],"[-0.27535749 -0.63744647  1.34608536 -0.32106052  0.82979065  0.55142408
 -1.62960357 -0.37217369 -0.96096729 -0.69116663  0.        ]","[[ -1.09360327e+01   3.00297033e+00   9.50854438e-02   6.38488333e-02]
 [ -4.21312304e+01   2.07508765e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
40,[ 0.58626289 -0.11162127],-0.127210569499,-0.25271,[-0.3482815   1.39950442],"[ 0.76330488 -0.63741792  0.93721767 -0.32060476  0.82978912  0.5514233
 -1.57588917 -0.37814567 -0.97959442 -0.5847374   0.        ]","[[ -1.17572141e+01   3.00281906e+00   9.50854438e-02   6.38488333e-02]
 [ -3.99940294e+01  -2.09288680e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
41,[ 0.17330167  2.1881723 ],-0.115271431351,-0.0110164,[-0.19302207  1.56480062],"[ 1.19154857 -0.63651587 -0.08033147 -0.30598883  0.8297876   0.55142252
 -1.4976556  -0.44152705 -0.92322271 -0.49761763  0.        ]","[[-12.52586183   2.99796235   0.09508544   0.06384883]
 [-36.88111351  -0.46324977   0.           0.        ]]",[-0.42286026 -0.00820265]
42,[-0.58110707  0.2386106 ],-0.102829680021,-0.449547,[-0.23883963  1.58960581],"[ 0.88195559 -0.63795253 -1.08050982 -0.32955854  0.82978607  0.55142174
 -1.46205868 -0.26708308 -0.83071578 -0.47851527  0.        ]","[[-13.24927362   3.00579299   0.09508544   0.06384883]
 [-35.46481193   0.75413162   0.           0.        ]]",[-0.42286026 -0.00820265]
43,[-0.26117197  0.60126804],-0.0977099702362,-0.45445,[-0.36792696  1.53461289],"[ 0.03133459 -0.63869723 -1.61037601 -0.34234287  0.82978455  0.55142095
 -1.50222994 -0.38768729 -0.76014682 -0.5291653   0.        ]","[[-13.9746107    3.0100369    0.09508544   0.06384883]
 [-37.06355146  -0.08752556   0.           0.        ]]",[-0.42286026 -0.00820265]
44,[-0.8659915   3.05493022],-0.101030022116,-0.176881,[-0.46888721  1.42885172],"[-0.95425229 -0.63823064 -1.38502645 -0.33431143  0.82978303  0.55142017
 -1.50977177 -0.39520551 -0.72704222 -0.61991827  0.        ]","[[-14.71889501   3.00737128   0.09508544   0.06384883]
 [-37.36387689  -0.13999597   0.           0.        ]]",[-0.42286026 -0.00820265]
45,[-0.01571223  1.0447575 ],-0.112985427306,0.0655969,[-0.60210073  1.30066514],"[-1.54665612 -0.63788844 -0.45811519 -0.32852668  0.8297815   0.55141939
 -1.57734139 -0.38403119 -0.76581914 -0.71296628  0.        ]","[[-15.49315247   3.00545077   0.09508544   0.06384883]
 [-40.05290863  -0.06201789   0.           0.        ]]",[-0.42286026 -0.00820265]
46,[-1.68547452  1.96888671],-0.125664208871,0.684241,[-0.61530018  1.2183392 ],"[-1.35272331 -0.63773676  0.67422041 -0.32599773  0.82977998  0.55141861
 -1.55897305 -0.3789708  -0.85875669 -0.74988551  0.        ]","[[ -1.62868793e+01   3.00461109e+00   9.50854438e-02   6.38488333e-02]
 [ -3.93222091e+01  -2.67065831e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
47,[-0.74811257  0.77794384],-0.131951962401,0.340727,[-0.52714574  1.25288153],"[-0.43212861 -0.6376712   1.32636077 -0.32491856  0.82977845  0.55141782
 -1.63890122 -0.37675864 -0.95100821 -0.70341833  0.        ]","[[ -1.71052380e+01   3.00425282e+00   9.50854438e-02   6.38488333e-02]
 [ -4.25030571e+01  -1.12720309e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
48,[-0.92306555  2.18104107],-0.127901897376,0.231213,[-0.35322958  1.39642215],"[ 0.6974045  -0.63760052  1.00058076 -0.32375697  0.82977693  0.55141704
 -1.69218431 -0.37814607 -0.98065034 -0.59385807  0.        ]","[[ -1.79765756e+01   3.00386715e+00   9.50854438e-02   6.38488333e-02]
 [ -4.46236413e+01  -2.09576427e-02   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
49,[ 0.79488296  3.14721264],-0.114060970431,0.228037,[-0.1877116   1.57892454],"[ 1.19113894 -0.63757801 -0.2110613  -0.32339852  0.8297754   0.55141626
 -1.7618188  -0.37480382 -0.9139258  -0.49646112  0.        ]","[[ -1.88968537e+01   3.00374823e+00   9.50854438e-02   6.38488333e-02]
 [ -4.73949342e+01   2.36332541e-03   0.00000000e+00   0.00000000e+00]]",[-0.42286026 -0.00820265]
