timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.39306021  3.27376631],-0.232295443953,-4.81203,[ 3.05684233  3.73763371],"[ 1.36515552  2.54443708 -0.41949815 -0.72328045 -0.18257934 -0.28293687
 -0.35611091 -0.38497991  1.6544236   0.12633868  0.        ]","[[ -3.72209227e-02   2.66797068e-02  -2.07715504e-02  -3.20919035e-02]
 [  4.94243271e-03  -6.30436999e-05   0.00000000e+00   0.00000000e+00]]",[-1.01753449 -0.22699285]
1,[ 3.4772401   3.67457448],-0.233941239688,-4.70974,[ 3.0028286   3.60434341],"[ 1.36614999  2.54163443 -0.36065786 -0.56208344 -0.1825793  -0.28293681
 -0.28099794  0.14070562  1.65299916  0.22735988  0.        ]","[[  2.55202913e-03   6.63908557e-02  -2.07715504e-02  -3.20919035e-02]
 [  3.95919462e+00   3.95799148e+00   0.00000000e+00   0.00000000e+00]]",[-1.01753449 -0.22699285]
2,[ 2.64393344  2.42278107],-0.237831554391,-4.9807,[ 2.91202211  3.3494215 ],"[ 1.35566278  2.51925996 -0.18637349 -0.08623953 -0.18257926 -0.28293675
 -0.20736866  0.65598581  1.6105798   0.52341791  0.        ]","[[ 0.1206261   0.18447709 -0.02077155 -0.0320919 ]
 [ 7.83533973  7.83770124  0.          0.        ]]",[-1.01753449 -0.22699285]
3,[ 2.98005289  3.14574008],-0.240765959768,-5.08753,[ 2.4675765   2.85924745],"[ 1.29491021  2.43722574  0.0946514   0.67337757 -0.18257923 -0.28293669
 -0.13518811  1.16105858  1.42214411  0.9715823   0.        ]","[[  0.31545709   0.37938658  -0.02077155  -0.0320919 ]
 [ 11.63521792  11.64055838   0.           0.        ]]",[-1.01753449 -0.22699285]
4,[ 1.21435817  1.52342649],-0.237195300177,-5.24143,[ 1.63120687  2.1693778 ],"[ 1.12564095  2.23636875  0.45333495  1.62641946 -0.18257919 -0.28293662
 -0.06441484  1.65610781  0.96319501  1.4300413   0.        ]","[[  0.58554084   0.64959635  -0.02077155  -0.0320919 ]
 [ 15.36101109  15.36795079   0.           0.        ]]",[-1.01753449 -0.22699285]
5,[ 0.8161025   1.61986017],-0.219647740514,-5.36479,[ 0.17844263  1.46450353],"[ 0.7861907   1.85658013  0.82122804  2.57385855 -0.18257915 -0.28293656
  0.00499875  2.14130516  0.21575417  1.62280916  0.        ]","[[  0.92942034   0.99361016  -0.02077155  -0.0320919 ]
 [ 19.01522505  19.02117545   0.           0.        ]]",[-1.01753449 -0.22699285]
6,[-0.79413995  1.47331879],-0.181030899513,-4.91198,[-0.58532214  1.22949171],"[ 0.25491923  1.2724534   1.07550515  3.17974693 -0.18257911 -0.2829365
  0.05927572  2.61685601 -0.55280424  1.27376314  0.        ]","[[  1.33838808e+00   1.40995991e+00  -2.07715504e-02  -3.20919035e-02]
 [  2.18725858e+01   2.26017844e+01   0.00000000e+00   0.00000000e+00]]",[-1.01753449 -0.22699285]
7,[-0.46519784  1.66811449],-0.121475913422,-4.31496,[-0.85478127  1.13414502],"[-0.32077174  0.543966    1.09414991  3.01759559 -0.18257907 -0.28293644
 -0.00853137  3.08315092 -0.82086394  0.5328196   0.        ]","[[  1.74002456e+00   1.89722153e+00  -2.07715504e-02  -3.20919035e-02]
 [  1.83029458e+01   2.61127249e+01   0.00000000e+00   0.00000000e+00]]",[-1.01753449 -0.22699285]
8,[-1.21920573  1.63853327],-0.0486424031059,-3.63391,[-1.03572118  1.34655368],"[ -7.86499781e-01  -1.41064440e-01   9.24638325e-01   1.74754516e+00
  -1.82579032e-01  -2.82936373e-01  -5.02806637e-02   3.54024130e+00
  -4.73336685e-01  -3.52249485e-03   0.00000000e+00]","[[  2.08403473e+00   2.45400664e+00  -2.07715504e-02  -3.20919035e-02]
 [  1.61050939e+01   2.95543915e+01   0.00000000e+00   0.00000000e+00]]",[-1.01753449 -0.22699285]
9,[-1.73140443  4.18774797],-0.0306159894105,-2.60104,[-1.58444083  2.77765656],"[-1.10568504 -0.48236349  0.67447519 -0.57727138 -0.18257899 -0.28293631
 -0.13149109  3.18065534  0.06462399  0.07153798  0.        ]","[[  2.36325253e+00   3.07894635e+00  -2.07715504e-02  -3.20919035e-02]
 [  1.18298483e+01   2.68469919e+01   0.00000000e+00   0.00000000e+00]]",[-1.01753449 -0.22699285]
