timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-0.32953857  3.00447181],-0.0630695681013,-0.138453,[ 0.55428034  1.47337794],"[ 1.20051996  2.095656   -0.07089959 -0.5243936   1.47673488 -0.26221723
 -0.51413218 -0.38599608  0.14490619  0.25014039  0.        ]","[[ 0.04742914  0.07052129  0.16846474 -0.03052906]
 [ 0.00082471  0.00116739  0.          0.        ]]",[-0.52010047 -0.03187636]
1,[ 0.79112523  1.06592405],-0.0640938580769,-0.300484,[ 0.34502599  1.34479082],"[ 1.20125906  2.09079012 -0.09030858 -0.39663741  1.47673104 -0.262217
 -0.54350062  0.18031697  0.14244206  0.26262205  0.        ]","[[ 0.03435048  0.11027733  0.16846474 -0.03052906]
 [-1.30433865  3.96123657  0.          0.        ]]",[-0.52010047 -0.03187636]
2,[-0.29466503  3.14050713],-0.0739102133435,0.119462,[-0.00968134  1.19265759],"[ 1.20097054  2.0638471  -0.08205975 -0.02104286  1.4767272  -0.26221677
 -0.47252927  0.73517196  0.12150888  0.37064588  0.        ]","[[ 0.039908    0.2284308   0.16846474 -0.03052906]
 [ 1.84961513  7.84118506  0.          0.        ]]",[-0.52010047 -0.03187636]
3,[-0.32667571 -1.13295175],-0.093068054017,-0.388567,[-0.48091459  1.0556097 ],"[ 1.19915939  1.9794782  -0.0451034   0.57412347  1.47672336 -0.26221654
 -0.49961095  1.27927851  0.05406378  0.56489406  0.        ]","[[  0.0648245    0.42342933   0.16846474  -0.03052906]
 [  0.64608043  11.64598423   0.           0.        ]]",[-0.52010047 -0.03187636]
4,[-0.47511365  1.70581053],-0.107416248623,-0.396506,[-0.59922743  1.19208848],"[ 1.19917097  1.85156521 -0.0453342   1.10819601  1.47671952 -0.26221631
 -0.52894091  0.68012739 -0.03199762  0.70101823  0.        ]","[[ 0.06466876  0.61431258  0.16846474 -0.03052906]
 [-0.65736923  7.45629715  0.          0.        ]]",[-0.52010047 -0.03187636]
5,[-0.081652    0.29364773],-0.115434678633,-0.441148,[-0.86027288  1.14348364],"[ 1.20132253  1.68689562 -0.09263831  1.56685081  1.47671568 -0.26221608
 -0.57096996  1.22534803 -0.11827314  0.77299389  0.        ]","[[  0.03278097   0.8016916    0.16846474  -0.03052906]
 [ -2.52516879  11.26888531   0.           0.        ]]",[-0.52010047 -0.03187636]
6,[-1.41417059  0.86871558],-0.122440546514,-0.320651,[-1.05747485  1.19395256],"[ 1.20177488  1.43483736 -0.17170972  2.02535772  1.47671184 -0.26221586
 -0.57711538  1.35972492 -0.23679267  0.82501134  0.        ]","[[ -0.02046299   1.03649747   0.16846474  -0.03052906]
 [ -2.79829929  12.20856667   0.           0.        ]]",[-0.52010047 -0.03187636]
7,[-0.84470625  0.72435564],-0.124822029462,-0.210796,[-1.26333904  1.21698105],"[ 1.19280949  1.09102008 -0.3126051   2.36826013  1.476708   -0.26221563
 -0.66492175  1.81718742 -0.37426026  0.82052583  0.        ]","[[ -0.11557973   1.3127656    0.16846474  -0.03052906]
 [ -6.70044765  15.40751818   0.           0.        ]]",[-0.52010047 -0.03187636]
8,[-1.14719107  2.01900241],-0.121155917511,0.0679207,[-1.40752423  1.27338719],"[ 1.14735476  0.64315897 -0.55435697  2.46579766  1.47670416 -0.2622154
 -0.7371705   2.18376153 -0.5302776   0.73469999  0.        ]","[[ -0.28180245   1.64663647   0.16846474  -0.03052906]
 [ -9.91122051  17.97094493   0.           0.        ]]",[-0.52010047 -0.03187636]
9,[-1.51027647  0.58243585],-0.118803269077,0.265212,[-1.54062593  1.31534326],"[ 1.02026374  0.13110271 -0.87645895  2.12309748  1.47670032 -0.26221517
 -0.82183698  2.69908381 -0.7282815   0.58290096  0.        ]","[[ -0.51777734   2.04221301   0.16846474  -0.03052906]
 [-13.67384394  21.57459471   0.           0.        ]]",[-0.52010047 -0.03187636]
10,[-1.58964632  1.12104084],-0.129432188676,0.347626,[-1.63969338  1.37940168],"[ 0.75291342 -0.33241648 -1.23561093  1.1985936   1.47669648 -0.26221494
 -0.9048401   2.96768097 -0.98654141  0.39164077  0.        ]","[[ -0.8282632    2.49255219   0.16846474  -0.03052906]
 [-17.36255692  23.45300457   0.           0.        ]]",[-0.52010047 -0.03187636]
11,[-2.02873599  0.99508046],-0.162866188645,-0.0703501,[-1.72601402  1.35300136],"[ 0.30241946 -0.59340108 -1.53190624 -0.28578565  1.47669264 -0.26221471
 -0.98620433  3.46738078 -1.32633301  0.22035544  0.        ]","[[ -1.2117942    2.99667391   0.16846474  -0.03052906]
 [-20.97844756  26.94758087   0.           0.        ]]",[-0.52010047 -0.03187636]
12,[-1.92799103  2.17239854],-0.183639257037,-0.490934,[-1.25858414  1.86269403],"[-0.31799274 -0.60194133 -1.61973276 -1.0461969   1.4766888  -0.26221448
 -1.06597812 -0.38002925 -1.49262786  0.19380527  0.        ]","[[ -1.66693544   3.23296005   0.16846474  -0.03052906]
 [-24.5236716    0.04303412   0.           0.        ]]",[-0.52010047 -0.03187636]
13,[-0.6551522   1.76883231],-0.170671391538,-0.531992,[-1.29215467  1.82891417],"[-0.99236684 -0.60693649 -1.34887559 -0.85168826  1.47668496 -0.26221425
 -1.1441501  -0.98610987 -1.39361674  0.192263    0.        ]","[[ -2.19226596   3.17255998   0.16846474  -0.03052906]
 [-27.99772464  -4.19523372   0.           0.        ]]",[-0.52010047 -0.03187636]
14,[-1.3343991   2.44437283],-0.16024627664,-0.265672,[-1.39695227  1.74155152],"[-1.47846644 -0.60624618 -0.67689318 -0.60829588  1.47668112 -0.26221402
 -1.19004413 -0.82876992 -1.33223325  0.1049416   0.        ]","[[ -2.77268499   3.09711318   0.16846474  -0.03052906]
 [-30.03735722  -3.09498041   0.           0.        ]]",[-0.52010047 -0.03187636]
15,[-0.95659988  1.64771539],-0.162942766269,0.0595177,[-1.46789849  1.70014572],"[-1.5231407  -0.60187888  0.24856019 -0.45578996  1.47667728 -0.26221379
 -1.26575165 -0.63083938 -1.36519424  0.01687894  0.        ]","[[ -3.40718983e+00   3.04973724e+00   1.68464736e-01  -3.05290593e-02]
 [ -3.34019157e+01  -1.71087882e+00   0.00000000e+00   0.00000000e+00]]",[-0.52010047 -0.03187636]
16,[-0.7817797   2.68609899],-0.174421326719,0.346607,[-1.44029009  1.77042055],"[-0.97458551 -0.59840638  1.07966972 -0.37662203  1.47667344 -0.26221356
 -1.33609392 -0.50639988 -1.45319665 -0.00376434  0.        ]","[[ -4.10659371e+00   3.02506881e+00   1.68464736e-01  -3.05290593e-02]
 [ -3.65280597e+01  -8.40691033e-01   0.00000000e+00   0.00000000e+00]]",[-0.52010047 -0.03187636]
17,[-1.67245028  3.29150578],-0.185247227928,0.376397,[-1.30017829  1.91355324],"[ 0.0204397  -0.59646447  1.32761231 -0.33899307  1.4766696  -0.26221333
 -1.38946873 -0.44157206 -1.52786022  0.05845549  0.        ]","[[ -4.86095515e+00   3.01331973e+00   1.68464736e-01  -3.05290593e-02]
 [ -3.89001846e+01  -3.87360710e-01   0.00000000e+00   0.00000000e+00]]",[-0.52010047 -0.03187636]
18,[-1.21187772  1.58731095],-0.188013067671,-0.0522873,[-1.1807915   2.01704168],"[ 0.95015827 -0.59552548  0.71227086 -0.32200187  1.47666576 -0.26221311
 -1.46122873 -0.41068756 -1.53182671  0.16537714  0.        ]","[[ -5.67095694e+00   3.00800880e+00   1.68464736e-01  -3.05290593e-02]
 [ -4.20893683e+01  -1.71391900e-01   0.00000000e+00   0.00000000e+00]]",[-0.52010047 -0.03187636]
