timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.43378442  3.97364228],-0.169637229779,-2.15135,[ 2.50761914  2.91686249],"[ 1.27391545  2.38783729 -0.34020028 -1.13710805  0.51455619 -0.90876432
 -0.38401023 -0.39079038  1.00844329  0.53922651  0.        ]","[[-0.06475639 -0.08756821  0.0595753  -0.10436089]
 [-0.00198422 -0.00307097  0.          0.        ]]",[-0.73508531 -0.11728325]
1,[ 2.4674657   1.96301502],-0.177007030454,-2.28858,[ 2.37308955  2.75898838],"[ 1.27642091  2.39174318 -0.28178026 -0.98836849  0.51455595 -0.90876371
 -0.30726049  0.15341423  1.01725027  0.63925252  0.        ]","[[-0.02512057 -0.04791659  0.0595753  -0.10436089]
 [ 3.95240218  3.95504734  0.          0.        ]]",[-0.73508531 -0.11728325]
2,[ 1.50139169  3.13980087],-0.198361435914,-2.30156,[ 2.16786957  2.56286049],"[ 1.27080356  2.38982939 -0.10796124 -0.54486635  0.51455571 -0.9087631
 -0.2320281   0.68684792  1.00537509  0.9377161   0.        ]","[[ 0.09281846  0.07011144  0.0595753  -0.10436089]
 [ 7.82861032  7.8348273   0.          0.        ]]",[-0.73508531 -0.11728325]
3,[ 1.1960295   1.83655966],-0.230557358218,-2.77388,[ 1.74134922  2.32721138],"[ 1.21907117  2.34254018  0.17368928  0.17638201  0.51455547 -0.9087625
 -0.15827848  1.20971622  0.86406661  1.40521374  0.        ]","[[  0.28751445   0.26496426   0.0595753   -0.10436089]
 [ 11.62842143  11.63776743   0.           0.        ]]",[-0.73508531 -0.11728325]
4,[ 0.19974423  0.91167783],-0.265983407994,-3.17584,[ 0.68752062  2.12389922],"[ 1.06370922  2.1896515   0.5358709   1.10912305  0.51455523 -0.90876189
 -0.08596993  1.72220919  0.45304558  1.91635735  0.        ]","[[  0.55746024   0.53511916   0.0595753   -0.10436089]
 [ 15.35398467  15.36525654   0.           0.        ]]",[-0.73508531 -0.11728325]
5,[-0.13447819  1.60036239],-0.289436457638,-3.22061,[-0.66150135  1.88050032],"[ 0.77742867  1.86949407  0.88250893  2.07910334  0.514555   -0.90876128
 -0.07650391  2.17658746 -0.23158529  2.18723332  0.        ]","[[  0.86943033   0.87558318   0.0595753   -0.10436089]
 [ 15.84170195  18.67008243   0.           0.        ]]",[-0.73508531 -0.11728325]
6,[-1.84651228  2.47201755],-0.286492171493,-2.88855,[-1.73916459  1.6562916 ],"[ 0.40812257  1.34679393  1.11830459  2.79920967  0.51455476 -0.90876067
 -0.09285579  2.67007297 -0.93718686  2.00260654  0.        ]","[[  1.17780812   1.28499764   0.0595753   -0.10436089]
 [ 14.9992004   22.25937322   0.           0.        ]]",[-0.73508531 -0.11728325]
7,[-1.85234125  2.12730646],-0.251162379667,-2.08712,[-1.8188591   1.64049006],"[ 0.05935623  0.65390716  1.21722963  2.88067832  0.51455452 -0.90876007
 -0.17533963  3.15388257 -1.30956674  1.45680156  0.        ]","[[  1.43515255   1.76549198   0.0595753   -0.10436089]
 [ 10.74937427  25.77833105   0.           0.        ]]",[-0.73508531 -0.11728325]
8,[-1.02916048  1.1381573 ],-0.189845655132,-1.31208,[-1.65949273  1.64190221],"[-0.18387222 -0.05212088  1.22974215  1.95597899  0.51455428 -0.90875946
 -0.25620912  3.62809973 -1.19915213  0.90023881  0.        ]","[[  1.60833765   2.31566616   0.0595753   -0.10436089]
 [  6.58272414  29.22757686   0.           0.        ]]",[-0.73508531 -0.11728325]
9,[-0.85152458  2.16093581],-0.124043816976,-0.312983,[-1.54973769  1.75826919],"[-0.31102559 -0.49036738  1.21867249 -0.03383256  0.51455404 -0.90875885
 -0.33552664  4.09290092 -0.74077738  0.6397845   0.        ]","[[  1.69899443   2.93413893   0.0595753   -0.10436089]
 [  2.49603531  32.60840947   0.           0.        ]]",[-0.73508531 -0.11728325]
10,[ 0.09282312  2.79404966],-0.107401073625,-0.345386,[-0.08513188  2.92206764],"[-0.3327643  -0.51543427  1.2155539  -1.15426544  0.5145538  -0.90875824
 -0.40194593 -0.22826223 -0.47839891  0.66272748  0.        ]","[[ 1.71457916  3.23374291  0.0595753  -0.10436089]
 [-0.92609751  1.17910561  0.          0.        ]]",[-0.73508531 -0.11728325]
11,[-0.041501    1.83160512],-0.109200454027,-0.858627,[ 0.16934922  3.02387714],"[-0.31232481 -0.52045975  1.21849408 -0.95813908  0.51455357 -0.90875764
 -0.39446164 -0.96890472 -0.53157274  0.64990885  0.        ]","[[ 1.69992512  3.18146183  0.0595753  -0.10436089]
 [-0.54049276 -4.20784466  0.          0.        ]]",[-0.73508531 -0.11728325]
12,[ 0.30052747  1.20921793],-0.112907918292,-1.06615,[ 0.20312479  2.94065666],"[-0.29506738 -0.52056386  1.22072798 -0.66531076  0.51455333 -0.90875703
 -0.39744212 -0.83832627 -0.59961684  0.64089693  0.        ]","[[ 1.68757427  3.10356204  0.0595753  -0.10436089]
 [-0.69406487 -3.2581069   0.          0.        ]]",[-0.73508531 -0.11728325]
