timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.32058413  4.34776387],-0.256972689648,-4.38908,[ 1.91700065  3.88716054],"[ 1.37663958  2.55764396 -0.44274737 -1.13323839  0.34724555  1.5369767
 -0.35583488 -0.38513871  1.18204481 -1.63512775  0.        ]","[[-0.0397413  -0.07371112  0.04031392  0.17724313]
 [ 0.0031509  -0.00496407  0.          0.        ]]",[-1.01582253 -0.27927405]
1,[ 1.9248     3.3961354],-0.248057096827,-3.96931,[ 1.82474804  3.67053819],"[ 1.37778402  2.56088772 -0.38385646 -0.97119381  0.34724547  1.53697573
 -0.28075706  0.13859759  1.18756558 -1.53441942  0.        ]","[[ -3.81252485e-06  -3.40969935e-02   4.03139205e-02   1.77243133e-01]
 [  3.95743427e+00   3.95319065e+00   0.00000000e+00   0.00000000e+00]]",[-1.01582253 -0.27927405]
2,[ 1.76018832  3.41637814],-0.219941364634,-3.73264,[ 1.69549239  3.30327845],"[ 1.36769147  2.55641695 -0.20928334 -0.48823908  0.3472454   1.53697476
 -0.20716338  0.65196801  1.16565079 -1.23564772  0.        ]","[[ 0.11803491  0.08389426  0.04031392  0.17724313]
 [ 7.83354973  7.83300538  0.          0.        ]]",[-1.01582253 -0.27927405]
3,[ 1.47008627  2.09921366],-0.169131953981,-3.92326,[ 1.40400815  2.77635527],"[ 1.30739089  2.50304773  0.07235611  0.29556067  0.34724533  1.53697379
 -0.13501987  1.15517052  1.00803853 -0.77242317  0.        ]","[[  0.31282889   0.27871097   0.04031392   0.17724313]
 [ 11.6332857   11.6359778    0.           0.        ]]",[-1.01582253 -0.27927405]
4,[ 1.32114278  3.24628726],-0.0927470824822,-3.80883,[ 0.9722141  2.2395606],"[ 1.13830313  2.33829249  0.43209006  1.30571736  0.34724525  1.53697282
 -0.06428566  1.64838844  0.57827601 -0.2756962   0.        ]","[[  0.5828714    0.54883037   0.04031392   0.17724313]
 [ 15.3587956   15.36349648   0.           0.        ]]",[-1.01582253 -0.27927405]
5,[ 0.33532064  2.23539261],-0.0118736846026,-3.837,[ 0.00416851  1.79131246],"[ 0.7983163   1.99461025  0.80153185  2.3590551   0.34724518  1.53697185
  0.00508735  2.13179127 -0.16556013 -0.02153381  0.        ]","[[  0.92670273   0.89275637   0.04031392   0.17724313]
 [ 19.01261177  19.01684664   0.           0.        ]]",[-1.01582253 -0.27927405]
6,[-1.07426736  1.14547526],-0.113884270526,-3.66099,[-0.94471157  1.53173673],"[ 0.29222635  1.43393342  1.0508735   3.12567929  0.34724511  1.53697088
  0.02320947  2.60566914 -0.956995   -0.30383404  0.        ]","[[  1.31652693   1.30902708   0.04031392   0.17724313]
 [ 19.96708849  22.59822592   0.           0.        ]]",[-1.01582253 -0.27927405]
7,[-1.56234614  2.02236083],-0.191556240514,-3.21212,[-1.42810941  1.57206893],"[-0.21950039  0.70004501  1.09091275  3.16158062  0.34724503  1.5369699
 -0.05932503  3.07031041 -1.29180016 -0.99455349  0.        ]","[[  1.67225389   1.79622428   0.04031392   0.17724313]
 [ 15.62006859  26.10981975   0.           0.        ]]",[-1.01582253 -0.27927405]
8,[-1.25657069  3.09475243],-0.220824363614,-2.64447,[-1.73220253  2.23655486],"[-0.59856787 -0.03228726  0.99762792  2.07467848  0.34724496  1.53696893
 -0.14024667  3.5257743  -1.03614176 -1.563047    0.        ]","[[  1.94189608   2.35295771   0.04031392   0.17724313]
 [ 11.35799718  29.55208219   0.           0.        ]]",[-1.01582253 -0.27927405]
9,[-2.83783852  3.43880091],-0.200558026338,-1.72024,[-1.96015859  3.5655334 ],"[-0.83849482 -0.4610901   0.87499788 -0.16372873  0.34724489  1.53696796
 -0.21962529  3.97223515 -0.4997512  -1.63739693  0.        ]","[[  2.12711538   2.9778542    0.04031392   0.17724313]
 [  7.17719466  32.92633839   0.           0.        ]]",[-1.01582253 -0.27927405]
10,[-0.86018787  5.61344029],-0.175981816289,-1.51913,[-0.46017694  5.0899229 ],"[-0.96036067 -0.46891144  0.78840471 -1.35620791  0.34724481  1.53696699
 -0.29752237 -0.33525475 -0.28056176 -1.48318494  0.        ]","[[ 2.22949382  3.27001592  0.04031392  0.17724313]
 [ 3.07442373  0.37206759  0.          0.        ]]",[-1.01582253 -0.27927405]
11,[ 0.69815169  6.00778922],-0.182593307254,-1.87529,[-0.12502044  5.12242079],"[-0.99066785 -0.47864778  0.76375985 -1.07967845  0.34724474  1.53696602
 -0.36334524 -1.02936212 -0.32857315 -1.52910589  0.        ]","[[ 2.25619746  3.20220095  0.04031392  0.17724313]
 [-0.39240998 -4.87371788  0.          0.        ]]",[-1.01582253 -0.27927405]
12,[ 0.1667052   3.14663739],-0.190219639126,-2.35644,[-0.20173746  4.8819418 ],"[-1.01289955 -0.480859    0.74479922 -0.71818347  0.34724467  1.53696505
 -0.31071431 -0.86600435 -0.38571735 -1.58018569  0.        ]","[[ 2.27616166  3.11392125  0.04031392  0.17724313]
 [ 2.37960834 -3.63912814  0.          0.        ]]",[-1.01582253 -0.27927405]
13,[ 0.2823564   4.25820749],-0.194765733328,-2.24985,[-0.31523871  4.67778301],"[-1.07086015 -0.47614094  0.69154498 -0.48987989  0.3472446   1.53696408
 -0.29907555 -0.65172291 -0.41807018 -1.61023826  0.        ]","[[ 2.32990429  3.05810008  0.04031392  0.17724313]
 [ 2.99260786 -2.01967713  0.          0.        ]]",[-1.01582253 -0.27927405]
14,[-0.13840161  4.32153649],-0.197139542742,-2.21941,[-0.46691871  4.54190731],"[-1.14247251 -0.47179834  0.61703007 -0.37104049  0.34724452  1.53696311
 -0.2789739  -0.51605853 -0.42919394 -1.62705479  0.        ]","[[ 2.4003791   3.02895092  0.04031392  0.17724313]
 [ 4.05133971 -0.99438175  0.          0.        ]]",[-1.01582253 -0.27927405]
15,[-0.42459446  4.33846649],-0.198243460443,-2.21077,[-0.565714    4.45868301],"[-1.21259398 -0.46927397  0.53260308 -0.31448322  0.34724445  1.53696214
 -0.29090027 -0.44518007 -0.42861242 -1.63616144  0.        ]","[[ 2.47510345  3.01504616  0.04031392  0.17724313]
 [ 3.42318597 -0.458712    0.          0.        ]]",[-1.01582253 -0.27927405]
16,[-0.76462909  4.46984783],-0.198707999851,-2.17347,[-0.5874126   4.41541624],"[-1.25675197 -0.46803578  0.47211483 -0.28892508  0.34724438  1.53696117
 -0.32410472 -0.41136014 -0.42571903 -1.64058013  0.        ]","[[ 2.5260204   3.00875472  0.04031392  0.17724313]
 [ 1.67433615 -0.20311544  0.          0.        ]]",[-1.01582253 -0.27927405]
17,[ 0.23197855  3.91565417],-0.19895840104,-2.35404,[-0.49549627  4.40813541],"[-1.25907453 -0.46747581  0.4687475  -0.2777612   0.3472443   1.5369602
 -0.38221336 -0.3960551  -0.42691194 -1.64234974  0.        ]","[[ 2.52879984  3.00600496  0.04031392  0.17724313]
 [-1.38619335 -0.08744685  0.          0.        ]]",[-1.01582253 -0.27927405]
18,[-0.17761308  5.27292044],-0.199108856905,-2.10895,[-0.50178826  4.41110468],"[-1.24366754 -0.46723345  0.49071513 -0.27300106  0.34724423  1.53695923
 -0.36425369 -0.3893645  -0.43000696 -1.64288204  0.        ]","[[ 2.51056664  3.00483219  0.04031392  0.17724313]
 [-0.44027903 -0.03688264  0.          0.        ]]",[-1.01582253 -0.27927405]
19,[-0.49961302  6.35569232],-0.199184878363,-1.89217,[-0.45764029  4.41744471],"[-1.23002442 -0.46713127  0.50948529 -0.27100756  0.34724416  1.53695826
 -0.37743982 -0.38651102 -0.4323917  -1.64296328  0.        ]","[[ 2.49479287  3.004341    0.04031392  0.17724313]
 [-1.13478374 -0.01531792  0.          0.        ]]",[-1.01582253 -0.27927405]
