timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.77342037  1.34128522],-0.125445739271,-2.65817,[ 1.97569251  3.22483802],"[ 1.28346125  2.41550263 -0.36298181 -0.77715396  0.95178256 -0.78446017
 -0.37802277 -0.38953502  0.63462392  0.5008878   0.        ]","[[-0.07101764  0.00902782  0.10990651 -0.09013675]
 [-0.00190698  0.00059605  0.          0.        ]]",[-0.78663331 -0.12149607]
1,[ 2.2945895   2.30302653],-0.133826696571,-2.65151,[ 1.77269173  3.03935671],"[ 1.28632372  2.41381518 -0.30460626 -0.62617206  0.95178194 -0.78445974
 -0.30175439  0.15189369  0.63764973  0.60149587  0.        ]","[[-0.03138033  0.04875202  0.10990651 -0.09013675]
 [ 3.95247807  3.9586374   0.          0.        ]]",[-0.78663331 -0.12149607]
2,[ 1.53386933  2.46239712],-0.15881226312,-2.74789,[ 1.46911609  2.81938791],"[ 1.28173183  2.39519539 -0.13083746 -0.17995684  0.95178133 -0.78445931
 -0.22699272  0.68260555  0.60856581  0.89868014  0.        ]","[[ 0.08656064  0.16685105  0.10990651 -0.09013675]
 [ 7.82874291  7.83833548  0.          0.        ]]",[-0.78663331 -0.12149607]
3,[ 1.00948459  2.75789358],-0.198255793303,-2.87784,[ 0.81477815  2.55967355],"[ 1.23154201  2.32066735  0.15101229  0.53437829  0.95178071 -0.78445888
 -0.15370244  1.20280434  0.44102416  1.35491518  0.        ]","[[  0.28126071   0.36177313   0.10990651  -0.09013675]
 [ 11.62871888  11.64118341   0.           0.        ]]",[-0.78663331 -0.12149607]
4,[-0.02757674  1.58195569],-0.244928183474,-3.1483,[-0.31798971  2.22390842],"[ 1.07791351  2.13242772  0.51403532  1.43491559  0.95178009 -0.78445845
 -0.08184156  1.71267913  0.00456843  1.83500202  0.        ]","[[  0.55121524   0.63199532   0.10990651  -0.09013675]
 [ 15.35458345  15.36856916   0.           0.        ]]",[-0.78663331 -0.12149607]
5,[-1.22912508  1.54467773],-0.281344831738,-2.99095,[-1.66526425  1.85326612],"[ 0.80254556  1.77105244  0.85368446  2.33812756  0.95177947 -0.78445801
 -0.08977774  2.21261492 -0.67519697  2.05332331  0.        ]","[[  0.85417554   0.97603635   0.10990651  -0.09013675]
 [ 14.94310396  19.02331533   0.           0.        ]]",[-0.78663331 -0.12149607]
6,[-2.40597588  2.57297057],-0.289527670835,-2.4685,[-2.2914567   1.71829271],"[ 0.50248881  1.20978664  1.06287439  2.93077454  0.95177885 -0.78445758
 -0.17174092  2.70278598 -1.29447534  1.84259687  0.        ]","[[  1.11039868   1.39245609   0.10990651  -0.09013675]
 [ 10.69345131  22.60670592   0.           0.        ]]",[-0.78663331 -0.12149607]
7,[-2.57767038  1.80470458],-0.265349274696,-1.65519,[-2.28912354  1.71633375],"[ 0.27665748  0.5039641   1.15555767  2.81093985  0.95177823 -0.78445715
 -0.2520815   3.18323487 -1.58114191  1.35397716  0.        ]","[[  1.28247455   1.87983107   0.10990651  -0.09013675]
 [  6.52792679  26.11906374   0.           0.        ]]",[-0.78663331 -0.12149607]
8,[-2.11159807  2.8648398 ],-0.213547837762,-0.842848,[-2.08069181  1.78275037],"[ 0.15395775 -0.16673992  1.18740281  1.65223512  0.95177762 -0.78445672
 -0.33085463  3.65413732 -1.46790497  0.84903702  0.        ]","[[  1.37205754   2.43675373   0.10990651  -0.09013675]
 [  2.44367139  29.56168643   0.           0.        ]]",[-0.78663331 -0.12149607]
9,[-1.46504152  2.70605209],-0.145796916913,0.0409623,[-1.70675933  2.18457556],"[ 0.14192468 -0.51135171  1.18987659 -0.50855097  0.951777   -0.78445629
 -0.40811935  3.29338352 -1.03980573  0.54920091  0.        ]","[[  1.3807444    3.06184246   0.10990651  -0.09013675]
 [ -1.56237585  26.92451275   0.           0.        ]]",[-0.78663331 -0.12149607]
10,[-0.08634518  2.70406668],-0.12690011161,-0.380334,[-0.15289623  3.55162334],"[ 0.23916307 -0.50835475  1.16658561 -1.19961256  0.95177638 -0.78445585
 -0.48390966 -0.52898425 -0.88615883  0.51440168  0.        ]","[[ 1.31006654  3.24384123  0.10990651 -0.09013675]
 [-5.49197863 -1.01879252  0.          0.        ]]",[-0.78663331 -0.12149607]
11,[ 0.21490371  3.08711328],-0.135772469625,-0.780504,[ 0.15192086  3.64005852],"[ 0.38957845 -0.51529756  1.11506903 -0.93002975  0.95177576 -0.78445542
 -0.48840931 -0.99098413 -0.9614822   0.52702994  0.        ]","[[ 1.19788534  3.17277326  0.10990651 -0.09013675]
 [-5.72528849 -4.3962327   0.          0.        ]]",[-0.78663331 -0.12149607]
12,[-0.13857255  4.35053033],-0.145367250546,-0.621869,[ 0.20875007  3.5824101 ],"[ 0.52433017 -0.51447302  1.05130602 -0.63740187  0.95177514 -0.78445499
 -0.46981116 -0.81356111 -1.02876285  0.55980862  0.        ]","[[ 1.09305429  3.09579676  0.10990651 -0.09013675]
 [-4.76101787 -3.09919077  0.          0.        ]]",[-0.78663331 -0.12149607]
13,[ 0.95052824  3.64316598],-0.151619145791,-0.986855,[ 0.22229433  3.56447387],"[ 0.6459888  -0.50969534  0.97724747 -0.45890865  0.95177453 -0.78445456
 -0.4785736  -0.62035349 -1.06510414  0.59216326  0.        ]","[[ 0.99327556  3.04873916  0.10990651 -0.09013675]
 [-5.21534474 -1.68675503  0.          0.        ]]",[-0.78663331 -0.12149607]
14,[-0.3298364   3.22436532],-0.15489623905,-0.945062,[ 0.22247329  3.54795074],"[ 0.72176776 -0.50597458  0.92188822 -0.36729421  0.95177391 -0.78445413
 -0.40399585 -0.50211102 -1.08096507  0.61375369  0.        ]","[[ 0.92776468  3.02451243  0.10990651 -0.09013675]
 [-1.34863392 -0.82234911  0.          0.        ]]",[-0.78663331 -0.12149607]
15,[-0.99706048  3.38897996],-0.156481210271,-0.837849,[ 0.22143075  3.54853582],"[ 0.76606044 -0.50391532  0.8857601  -0.32401919  0.95177329 -0.7844537
 -0.42866772 -0.44120819 -1.08739842  0.62594307  0.        ]","[[ 0.8879574   3.01304554  0.10990651 -0.09013675]
 [-2.62783377 -0.3771225   0.          0.        ]]",[-0.78663331 -0.12149607]
16,[ 0.1884551   3.62272566],-0.157730217594,-0.941924,[ 0.24976301  3.58569455],"[ 0.86255284 -0.5029256   0.79579747 -0.30455518  0.95177267 -0.78445326
 -0.50380271 -0.41237435 -1.08822571  0.64151607  0.        ]","[[ 0.79631471  3.00788258  0.10990651 -0.09013675]
 [-6.52345405 -0.16633501  0.          0.        ]]",[-0.78663331 -0.12149607]
17,[ 0.25145203  3.63743175],-0.158695864613,-0.982877,[ 0.28117549  3.61922407],"[ 0.97774604 -0.50248227  0.66280681 -0.2960812   0.95177205 -0.78445283
 -0.48692061 -0.39938904 -1.08471484  0.65913758  0.        ]","[[ 0.67462775  3.00563371  0.10990651 -0.09013675]
 [-5.64815947 -0.07140759  0.          0.        ]]",[-0.78663331 -0.12149607]
18,[-0.12603546  3.1096493 ],-0.159229827198,-1.06695,[ 0.29049343  3.63636827],"[ 1.06169141 -0.50229131  0.54093136 -0.29247674  0.95177144 -0.7844524
 -0.46556213 -0.39373236 -1.07973509  0.67281408  0.        ]","[[ 0.57277534  3.00467694  0.10990651 -0.09013675]
 [-4.54077242 -0.0300558   0.          0.        ]]",[-0.78663331 -0.12149607]
