timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.04918232  3.86123091],-0.248486990224,-4.04218,[ 2.6643672   3.53961658],"[ 1.35805628  2.53446892 -0.39817227 -0.78341309 -0.03711742  1.04845198
 -0.35478263 -0.38583364  1.52522937 -1.09864851  0.        ]","[[-0.0296306   0.01151482 -0.00386185  0.12167564]
 [-0.00037641 -0.00359996  0.          0.        ]]",[-1.01050031 -0.23077869]
1,[ 1.62260838  2.72621457],-0.242139369141,-4.29608,[ 2.55990577  3.35187578],"[ 1.35861518  2.53258824 -0.33952533 -0.62327263 -0.03711742  1.04845151
 -0.27967863  0.14109005  1.5240902  -0.99781192  0.        ]","[[  1.00370169e-02   5.11559335e-02  -3.86185209e-03   1.21675644e-01]
 [  3.95397865e+00   3.95452448e+00   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
2,[ 2.47391147  3.35812192],-0.221901720918,-4.13335,[ 2.41674805  3.04410005],"[ 1.34690143  2.51298872 -0.1656071  -0.14941217 -0.03711741  1.04845103
 -0.20605832  0.65758401  1.48255691 -0.70163093  0.        ]","[[  1.28007716e-01   1.69173519e-01  -3.86185209e-03   1.21675644e-01]
 [  7.83021544e+00   7.83430382e+00   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
3,[ 1.4646743   4.11726654],-0.184874736013,-4.19506,[ 2.07616591  2.60681009],"[ 1.28431702  2.4355408   0.11459977  0.60911793 -0.0371174   1.04845056
 -0.13388688  1.16384674  1.29542051 -0.25247515  0.        ]","[[  3.22736980e-01   3.64015765e-01  -3.86185209e-03   1.21675644e-01]
 [  1.16301663e+01   1.16372311e+01   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
4,[ 0.72091097  2.40115925],-0.129518905105,-4.07783,[ 1.30986309  2.00774097],"[ 1.11297962  2.24074766  0.47162252  1.56493357 -0.03711739  1.04845008
 -0.06312296  1.66006257  0.83734369  0.2084416   0.        ]","[[  5.92720229e-01   6.34159693e-01  -3.86185209e-03   1.21675644e-01]
 [  1.53560089e+01   1.53646944e+01   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
5,[ 0.18240432  1.50794972],-0.0682275516115,-3.94924,[ 0.01809639  1.48312211],"[ 0.7846633   1.86752846  0.82686926  2.52265795 -0.03711738  1.04844961
 -0.01469166  2.14645894  0.10424096  0.40275817  0.        ]","[[  9.25421153e-01   9.78113145e-01  -3.86185209e-03   1.21675644e-01]
 [  1.79060000e+01   1.90184071e+01   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
6,[-1.084771    1.81621041],-0.0706366680825,-3.64762,[-1.01668406  1.16156697],"[ 0.32120049  1.28858462  1.06522151  3.14932463 -0.03711738  1.04844914
 -0.00763901  2.62326174 -0.62125476  0.09247328  0.        ]","[[  1.28726291e+00   1.39441771e+00  -3.86185209e-03   1.21675644e-01]
 [  1.82773342e+01   2.26000719e+01   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
7,[-1.55202164  1.76714956],-0.119224747534,-2.99955,[-1.29987705  1.20091319],"[-0.13753968  0.56122439  1.12314928  3.01830218 -0.03711737  1.04844866
 -0.08957436  3.09074941 -0.90149729 -0.56424662  0.        ]","[[  1.60952618e+00   1.88165307e+00  -3.86185209e-03   1.21675644e-01]
 [  1.39632973e+01   2.61117873e+01   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
8,[-1.64078054  0.46745642],-0.143239424823,-2.30491,[-1.42120433  1.87738013],"[-0.47368994 -0.12924101  1.0684739   1.78373377 -0.03711736  1.04844819
 -0.16991307  3.548997   -0.63833255 -1.09001014  0.        ]","[[  1.84635529e+00   2.43842672e+00  -3.86185209e-03   1.21675644e-01]
 [  9.73332627e+00   2.95541250e+01   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
9,[-1.65438706  2.88912965],-0.13483060288,-1.25242,[-1.56069016  3.36525965],"[-0.680412   -0.48022248  0.99051381 -0.42890349 -0.03711735  1.04844771
 -0.24872739  2.99705226 -0.12699201 -1.16371709  0.        ]","[[  1.99939541e+00   3.04220740e+00  -3.86185209e-03   1.21675644e-01]
 [  5.58361703e+00   2.54080701e+01   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
10,[ 0.24331404  3.80684327],-0.126584405213,-1.39041,[-0.03610432  4.57490063],"[-0.77162432 -0.48323581  0.94365594 -1.13969497 -0.03711734  1.04844724
 -0.3260463  -0.47339732  0.01897009 -1.08922224  0.        ]","[[ 2.07021948  3.21829852 -0.00386185  0.12167564]
 [ 1.51264329 -0.66132913  0.          0.        ]]",[-1.01050031 -0.23077869]
11,[-0.1631023   4.03367756],-0.129685634857,-1.47852,[ 0.00728488  4.48925257],"[-0.82116446 -0.48750834  0.91459079 -0.8907086  -0.03711734  1.04844677
 -0.30832099 -0.90822263 -0.02916236 -1.11945433  0.        ]","[[  2.10983536e+00   3.15662389e+00  -3.86185209e-03   1.21675644e-01]
 [  2.44590654e+00  -3.92766151e+00   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
12,[ 0.71016135  3.29769037],-0.133221181779,-1.74431,[-0.01150656  4.28653431],"[-0.87236118 -0.48545757  0.88164068 -0.61087149 -0.03711733  1.04844629
 -0.32150457 -0.75844604 -0.07765072 -1.15049645  0.        ]","[[ 2.15178886  3.08736413 -0.00386185  0.12167564]
 [ 1.75176523 -2.80256863  0.          0.        ]]",[-1.01050031 -0.23077869]
13,[-0.8133873   5.10864628],-0.135656260443,-1.30753,[-0.25113219  4.11707878],"[-0.94648423 -0.48059347  0.82818411 -0.43899624 -0.03711732  1.04844582
 -0.26875938 -0.5892749  -0.10270608 -1.17038328  0.        ]","[[  2.21468793e+00   3.04471675e+00  -3.86185209e-03   1.21675644e-01]
 [  4.52888257e+00  -1.53178680e+00   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
14,[-0.04992037  3.79059704],-0.137147661306,-1.58928,[-0.30035692  4.00465679],"[-1.0111129  -0.47700971  0.77534559 -0.35049352 -0.03711731  1.04844535
 -0.33162658 -0.48498953 -0.11192637 -1.18227306  0.        ]","[[ 2.27205465  3.02269241 -0.00386185  0.12167564]
 [ 1.218818   -0.74841506  0.          0.        ]]",[-1.01050031 -0.23077869]
15,[-0.58233701  3.22347054],-0.137880507484,-1.63229,[-0.34520531  3.95706248],"[-1.03526114 -0.47505603  0.75393795 -0.30861049 -0.0371173   1.04844487
 -0.33583834 -0.43110699 -0.11652915 -1.1880838   0.        ]","[[ 2.29420604  3.01225004 -0.00386185  0.12167564]
 [ 0.9970576  -0.34366006  0.          0.        ]]",[-1.01050031 -0.23077869]
16,[ 0.42194606  3.13276801],-0.138153605835,-1.74498,[-0.26707655  3.94738054],"[-1.031595   -0.47412193  0.75724938 -0.28975065 -0.0371173   1.0484444
 -0.38000349 -0.40555331 -0.12022087 -1.19022686  0.        ]","[[ 2.29081599  3.00754331 -0.00386185  0.12167564]
 [-1.32831382 -0.15170631  0.          0.        ]]",[-1.01050031 -0.23077869]
17,[-0.48984816  3.48071182],-0.138229224968,-1.59761,[-0.30582535  3.94257283],"[-1.0212197  -0.47370431  0.76650058 -0.28153329 -0.03711729  1.04844392
 -0.34777445 -0.39403288 -0.1228592  -1.19079936  0.        ]","[[ 2.28127534  3.00549164 -0.00386185  0.12167564]
 [ 0.36859277 -0.0651677   0.          0.        ]]",[-1.01050031 -0.23077869]
18,[-0.33039277  3.49350067],-0.138215886122,-1.60736,[-0.21939552  3.95020175],"[-1.00787169 -0.47352454  0.77814417 -0.27803586 -0.03711728  1.04844345
 -0.38474847 -0.38901104 -0.12500894 -1.19066461  0.        ]","[[ 2.26911486  3.00461825 -0.00386185  0.12167564]
 [-1.57815324 -0.0274453   0.          0.        ]]",[-1.01050031 -0.23077869]
19,[-0.15389534  4.13384481],-0.137977170187,-1.51875,[-0.06746709  3.98807812],"[-0.95801846 -0.47344894  0.81919993 -0.27657312 -0.03711727  1.04844298
 -0.40899983 -0.3868728  -0.13083989 -1.18866641  0.        ]","[[ 2.22474046  3.00425295 -0.00386185  0.12167564]
 [-2.85503137 -0.01138394  0.          0.        ]]",[-1.01050031 -0.23077869]
20,[ 0.50416265  4.00376722],-0.137568901302,-1.61965,[ 0.11477786  4.04120731],"[-0.88472338 -0.47341762  0.87321034 -0.27596966 -0.03711726  1.0484425
 -0.41949887 -0.38597831 -0.13865201 -1.18523279  0.        ]","[[ 2.16209345  3.00410224 -0.00386185  0.12167564]
 [-3.4078278  -0.00466543  0.          0.        ]]",[-1.01050031 -0.23077869]
21,[ 0.62142366  3.84327303],-0.137219022213,-1.67381,[ 0.18075001  4.077528  ],"[-0.82709331 -0.47340476  0.91092542 -0.27572349 -0.03711726  1.04844203
 -0.38030547 -0.38560895 -0.14438602 -1.1822737   0.        ]","[[  2.11464155e+00   3.00404078e+00  -3.86185209e-03   1.21675644e-01]
 [ -1.34423888e+00  -1.89162862e-03   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
22,[ 0.42500869  4.14787702],-0.137205112584,-1.6112,[ 0.10316175  4.07348347],"[-0.82471039 -0.47339949  0.91240071 -0.275624   -0.03711725  1.04844155
 -0.33307017 -0.38545831 -0.14463372 -1.18215412  0.        ]","[[  2.11270973e+00   3.00401595e+00  -3.86185209e-03   1.21675644e-01]
 [  1.14276857e+00  -7.60732731e-04   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
23,[-0.58080669  4.36610248],-0.137502828336,-1.46124,[-0.06540108  4.03521967],"[-0.87287778 -0.4733973   0.88128621 -0.27558403 -0.03711724  1.04844108
 -0.30153997 -0.38539751 -0.13991917 -1.1846695   0.        ]","[[  2.15222152e+00   3.00400598e+00  -3.86185209e-03   1.21675644e-01]
 [  2.80287830e+00  -3.04725022e-04   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
24,[-0.68007813  4.61825151],-0.137730637937,-1.40059,[-0.07523912  4.01276016],"[-0.91149059 -0.47339634  0.85430624 -0.27556783 -0.03711723  1.04844061
 -0.34626924 -0.38537343 -0.13597589 -1.18658729  0.        ]","[[  2.18464992e+00   3.00400195e+00  -3.86185209e-03   1.21675644e-01]
 [  4.47809401e-01  -1.24540333e-04   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
25,[ 0.09551727  5.26653101],-0.137605255365,-1.38621,[ 0.06356984  4.0343132 ],"[-0.88998507 -0.47339587  0.8695637  -0.27556118 -0.03711722  1.04844013
 -0.39757804 -0.3853635  -0.1381917  -1.18553153  0.        ]","[[  2.16650116e+00   3.00400030e+00  -3.86185209e-03   1.21675644e-01]
 [ -2.25368186e+00  -5.07191705e-05   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
26,[ 0.60670378  3.60860192],-0.137305834414,-1.70534,[ 0.16526479  4.06890392],"[-0.84063954 -0.47339562  0.90240957 -0.27555859 -0.03711722  1.04843966
 -0.38954787 -0.38535905 -0.14310681 -1.18300322  0.        ]","[[  2.12566957e+00   3.00399967e+00  -3.86185209e-03   1.21675644e-01]
 [ -1.83088644e+00  -1.79982965e-05   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
27,[-0.1147646   5.01710338],-0.137212158612,-1.4177,[ 0.11870056  4.07392979],"[-0.82570437 -0.47339545  0.91178317 -0.27555773 -0.03711721  1.04843918
 -0.34323646 -0.38535719 -0.14455063 -1.1822099   0.        ]","[[  2.11351671e+00   3.00399947e+00  -3.86185209e-03   1.21675644e-01]
 [  6.07474550e-01  -4.73331495e-06   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
28,[-0.3534657   5.14830325],-0.137270044503,-1.36859,[ 0.11279398  4.06850529],"[-0.83489702 -0.47339531  0.90604311 -0.27555733 -0.0371172   1.04843871
 -0.35209485 -0.38535691 -0.14366355 -1.18269922  0.        ]","[[  2.12098654e+00   3.00399939e+00  -3.86185209e-03   1.21675644e-01]
 [  1.41062444e-01  -3.36950957e-06   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
29,[ 0.67040143  4.19133517],-0.13718276511,-1.62764,[ 0.1920594   4.08143425],"[-0.82103804 -0.47339517  0.91465876 -0.27555702 -0.03711719  1.04843824
 -0.37872773 -0.38535672 -0.14499541 -1.18195979  0.        ]","[[  2.10973840e+00   3.00399933e+00  -3.86185209e-03   1.21675644e-01]
 [ -1.26120315e+00  -2.59596768e-06   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
30,[-0.95711027  3.64954918],-0.137195612318,-1.55103,[ 0.09772617  4.0739336 ],"[-0.8230865  -0.47339505  0.91339842 -0.27555698 -0.03711718  1.04843776
 -0.32784055 -0.38535603 -0.14480151 -1.18206797  0.        ]","[[  2.11139643e+00   3.00399933e+00  -3.86185209e-03   1.21675644e-01]
 [  1.41807759e+00   1.80928050e-06   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
31,[ 0.1093854   4.04701919],-0.137117424925,-1.58712,[ 0.25396201  4.0911088 ],"[-0.81077201 -0.47339492  0.92090028 -0.27555677 -0.03711718  1.04843729
 -0.40034651 -0.38535665 -0.14597014 -1.18140506  0.        ]","[[  2.10145527e+00   3.00399930e+00  -3.86185209e-03   1.21675644e-01]
 [ -2.39947202e+00  -3.53430332e-06   0.00000000e+00   0.00000000e+00]]",[-1.01050031 -0.23077869]
