timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-0.06247084  3.49172738],-0.0865610697881,-1.97457,[-0.29732335  2.93852139],"[ 1.31896744  2.47020409 -0.28522801 -0.59542141  1.58837351  0.78393397
 -0.36486142 -0.38848088  0.08164901 -0.75648613  0.        ]","[[ 0.00961124  0.05637645  0.18248323  0.09036689]
 [-0.00060698 -0.00484161  0.          0.        ]]",[-0.86909688 -0.15468387]
1,[-1.09862495  3.15796531],-0.0828354120547,-1.8931,[-0.53183448  2.79339004],"[ 1.31899627  2.46571294 -0.28892404 -0.44086439  1.58837197  0.78393362
 -0.3695914   0.14614409  0.07903175 -0.72619523  0.        ]","[[ 0.0071043   0.09600938  0.18248323  0.09036689]
 [-0.24925287  3.95493787  0.          0.        ]]",[-0.86909688 -0.15468387]
2,[-1.0315313   1.21220635],-0.079104426156,-2.27667,[-0.72522736  2.65005302],"[ 1.31802829  2.43861254 -0.35473012  0.01508739  1.58837042  0.78393327
 -0.44478059  0.67037648  0.0699158  -0.69813972  0.        ]","[[-0.03753695  0.21406571  0.18248323  0.09036689]
 [-4.20171155  7.83774381  0.          0.        ]]",[-0.86909688 -0.15468387]
3,[-0.41711017  1.44265267],-0.0825074199844,-2.14714,[-0.89301872  2.47393847],"[ 1.30074478  2.34988428 -0.53494297  0.73970833  1.58836887  0.78393292
 -0.51848336  1.1842149   0.04787688 -0.73368627  0.        ]","[[ -0.16044324   0.40900596   0.18248323   0.09036689]
 [ -8.07603481  11.6435685    0.           0.        ]]",[-0.86909688 -0.15468387]
4,[-1.47803367  3.73260411],-0.0878776065386,-1.84746,[-1.11009264  2.28373408],"[ 1.23897836  2.14241545 -0.7868262   1.64145266  1.58836733  0.78393257
 -0.54686316  1.68773732 -0.00820799 -0.79097205  0.        ]","[[ -0.33693201   0.6792962    0.18248323   0.09036689]
 [ -9.56787815  15.37299413   0.           0.        ]]",[-0.86909688 -0.15468387]
5,[-1.07575695  1.31491774],-0.0954302810202,-2.04606,[-1.36650097  2.15105367],"[ 1.09692657  1.75933934 -1.0901874   2.52406288  1.58836578  0.78393222
 -0.61855585  2.18134202 -0.12202006 -0.86184504  0.        ]","[[ -0.56610073   1.02343884   0.18248323   0.09036689]
 [-13.33653959  19.02897708   0.           0.        ]]",[-0.86909688 -0.15468387]
6,[-2.00464181  2.34550678],-0.11038569888,-1.82001,[-1.70840657  2.0491333 ],"[ 0.81346795  1.17936952 -1.42623309  3.06205947  1.58836423  0.78393187
 -0.68884418  2.66506423 -0.3206449  -0.95706718  0.        ]","[[ -0.8699015    1.43996743   0.18248323   0.09036689]
 [-17.03138041  22.61178603   0.           0.        ]]",[-0.86909688 -0.15468387]
7,[-2.73622175  1.48230896],-0.133004872913,-1.76683,[-2.0817585   1.97136641],"[ 0.34845919  0.46614514 -1.6971224   2.84936741  1.58836269  0.78393152
 -0.75775914  3.13907883 -0.62448433 -1.02471689  0.        ]","[[ -1.24687478   1.92743104   0.18248323   0.09036689]
 [-20.65402909  26.12272552   0.           0.        ]]",[-0.86909688 -0.15468387]
8,[-2.7990253   0.98686495],-0.161949213593,-1.77313,[-2.56619549  1.99277186],"[-0.28190086 -0.1920747  -1.76233178  1.57355238  1.58836114  0.78393117
 -0.82532174  3.60362438 -1.0236876  -0.98972465  0.        ]","[[ -1.69558894   2.484409     0.18248323   0.09036689]
 [-24.20559159  29.56357271   0.           0.        ]]",[-0.86909688 -0.15468387]
9,[-3.00561259  2.66193863],-0.193145768658,-1.72577,[-3.04751825  2.71365738],"[-0.959299   -0.50104284 -1.47862394 -0.68836026  1.58835959  0.78393082
 -0.89154381  3.21558002 -1.45329015 -0.7756531   0.        ]","[[ -2.21462693   3.1090013    0.18248323   0.09036689]
 [-27.68668927  26.68951425   0.           0.        ]]",[-0.86909688 -0.15468387]
