timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.09549313  4.36671251],-0.195434088579,-2.51199,[ 2.56280398  2.90496969],"[ 1.28622087  2.414958   -0.3344835  -0.55910993  0.16822176  0.35530065
 -0.37609073 -0.38899991  1.32561407 -0.45986086  0.        ]","[[-0.05037067  0.06643475  0.01963071  0.04153928]
 [-0.00058638  0.00388359  0.          0.        ]]",[-0.78329605 -0.12157045]
1,[ 2.82703783  3.00534193],-0.192560992772,-2.50433,[ 2.40216565  2.71152401],"[ 1.28793023  2.4099207  -0.27602428 -0.40818116  0.1682217   0.35530051
 -0.29987363  0.15210997  1.32282857 -0.35918599  0.        ]","[[-0.01070713  0.10622406  0.01963071  0.04153928]
 [ 3.95378404  3.96186106  0.          0.        ]]",[-0.78329605 -0.12157045]
2,[ 2.48574582  2.40181914],-0.183869132753,-2.51608,[ 2.18978858  2.44657278],"[ 1.27989283  2.38141186 -0.10236614  0.03534735  0.16822164  0.35530038
 -0.22516158  0.68250878  1.27669489 -0.06467911  0.        ]","[[ 0.10726008  0.2243869   0.01963071  0.04153928]
 [ 7.83006862  7.84149266  0.          0.        ]]",[-0.78329605 -0.12157045]
3,[ 1.00067137  0.73484694],-0.169727021055,-2.49545,[ 1.82229137  2.12576056],"[ 1.22409115  2.2910752   0.17835563  0.73853096  0.16822158  0.35530024
 -0.15191872  1.20239979  1.08369932  0.37877451  0.        ]","[[  0.30198737   0.41937142   0.01963071   0.04153928]
 [ 11.63012736  11.64426853   0.           0.        ]]",[-0.78329605 -0.12157045]
4,[ 0.7848618   1.71936149],-0.153292923847,-2.5016,[ 1.07587779  1.83350027],"[ 1.06319134  2.09273581  0.53798894  1.57971996  0.16822152  0.35530011
 -0.08009723  1.56843717  0.6314151   0.82465148  0.        ]","[[  0.57197486   0.67912059   0.01963071   0.04153928]
 [ 15.3564413   14.32168086   0.           0.        ]]",[-0.78329605 -0.12157045]
5,[-0.4183953   2.83522958],-0.141089361271,-2.40874,[-0.37235767  1.45261276],"[ 0.74553144  1.74091411  0.90149579  2.39708613  0.16822146  0.35529997
 -0.02607332  2.07075432 -0.0812291   1.01493495  0.        ]","[[  0.90722234   1.00241987   0.01963071   0.04153928]
 [ 18.15936337  17.995934     0.           0.        ]]",[-0.78329605 -0.12157045]
6,[-1.08126502  1.29355132],-0.135432982559,-2.14599,[-1.28020382  1.19288564],"[ 0.32062204  1.20289766  1.13929857  2.93933923  0.16822141  0.35529984
 -0.06484244  2.56327665 -0.76955737  0.73258255  0.        ]","[[  1.25022568e+00   1.39848508e+00   1.96307055e-02   4.15392770e-02]
 [  1.61479048e+01   2.15985673e+01   0.00000000e+00   0.00000000e+00]]",[-0.78329605 -0.12157045]
7,[-2.20070951  1.45767499],-0.125834563354,-1.45385,[-1.29248452  1.15649629],"[-0.06729529  0.52482577  1.21321497  2.83113042  0.16822135  0.3552997
 -0.1471941   3.046112   -1.05127907  0.13928391  0.        ]","[[  1.53031555e+00   1.86589212e+00   1.96307055e-02   4.15392770e-02]
 [  1.18752541e+01   2.51303807e+01   0.00000000e+00   0.00000000e+00]]",[-0.78329605 -0.12157045]
8,[-1.43191974  0.35616595],-0.101708129923,-0.97511,[-1.14335966  1.15406799],"[-0.34250807 -0.13337405  1.1967441   1.75091261  0.16822129  0.35529956
 -0.22793753  3.51938811 -0.85049929 -0.37841231  0.        ]","[[  1.72579214e+00   2.40323451e+00   1.96307055e-02   4.15392770e-02]
 [  7.68604295e+00   2.85923209e+01   0.00000000e+00   0.00000000e+00]]",[-0.78329605 -0.12157045]
9,[-1.39597472  0.8240184 ],-0.0642078838488,-0.314992,[-1.25413513  1.84263194],"[-0.49779483 -0.49707622  1.1619764  -0.21262229  0.16822123  0.35529943
 -0.30713589  3.63476201 -0.38150608 -0.53630837  0.        ]","[[  1.83829123e+00   2.98354960e+00   1.96307055e-02   4.15392770e-02]
 [  3.57699454e+00   2.94363653e+01   0.00000000e+00   0.00000000e+00]]",[-0.78329605 -0.12157045]
