timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.07618462  1.82220325],-0.336118526854,-3.7756,[ 3.1989851   3.23751545],"[ 1.28339227  2.40527169 -0.27750285 -0.60046667 -1.09474528  0.00358707
 -0.38071271 -0.38954247  2.43441679 -0.09059369  0.        ]","[[-0.01607114  0.05543161 -0.12621224  0.00100281]
 [ 0.00267828  0.00245244  0.          0.        ]]",[-0.76787645 -0.11749808]
1,[ 2.82808417  2.85669108],-0.335717737428,-3.70396,[ 3.06932783  3.13467646],"[ 1.28317857  2.40089019 -0.21890699 -0.45032249 -1.09474444  0.00358707
 -0.30423392  0.15285554  2.42904097  0.01001581  0.        ]","[[  2.36570266e-02   9.51925779e-02  -1.26212244e-01   1.00280932e-03]
 [  3.95698126e+00   3.96045782e+00   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
2,[ 3.48597221  4.08360315],-0.332343160817,-3.51279,[ 2.8607831   2.93169022],"[ 1.26943815  2.37434893 -0.04550431 -0.00849689 -1.0947436   0.00358707
 -0.22926547  0.68451707  2.37531412  0.30316293  0.        ]","[[  1.41687464e-01   2.13327637e-01  -1.26212244e-01   1.00280932e-03]
 [  7.83319324e+00   7.84011750e+00   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
3,[ 2.93847253  2.05758453],-0.319765116571,-3.50031,[ 2.53953648  2.62822723],"[ 1.2044787   2.28726743  0.23320084  0.69334735 -1.09474276  0.00358707
 -0.15577148  1.20564593  2.1707724   0.74123246  0.        ]","[[  3.36476434e-01   4.08284936e-01  -1.26212244e-01   1.00280932e-03]
 [  1.16331687e+01   1.16429221e+01   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
4,[ 1.63671835  0.87692113],-0.288788948087,-3.34333,[ 2.06242609  2.23102093],"[ 1.03199807  2.08348005  0.5869841   1.56674758 -1.09474191  0.00358707
 -0.08370962  1.7164315   1.69800815  1.17733579  0.        ]","[[  6.06520484e-01   6.78541431e-01  -1.26212244e-01   1.00280932e-03]
 [  1.53590966e+01   1.53702597e+01   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
5,[ 0.86325802  2.20609732],-0.230552590462,-3.29096,[ 1.63208508  1.91289413],"[ 0.6931385   1.71314433  0.94632292  2.41222206 -1.09474107  0.00358707
 -0.01302992  2.15026688  0.95506445  1.33804518  0.        ]","[[  9.50364481e-01   1.01771123e+00  -1.26212244e-01   1.00280932e-03]
 [  1.90135603e+01   1.85360897e+01   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
6,[ 0.59896702  2.42931511],-0.14210274655,-2.97302,[ 1.41438878  1.79880393],"[ 0.16662905  1.15803273  1.18893655  2.93636533 -1.09474023  0.00358707
  0.0458414   2.64224643  0.20995245  0.96795833  0.        ]","[[  1.36117076e+00   1.42445500e+00  -1.26212244e-01   1.00280932e-03]
 [  2.20574768e+01   2.21262390e+01   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
7,[ 1.99583328  1.55133641],-0.0366130451781,-2.39732,[ 1.52711439  1.85606861],"[-0.4771806   0.46867416  1.17500795  2.77065878 -1.09473939  0.00358706
  0.08337535  3.12446617 -0.05197335  0.17626278  0.        ]","[[  1.82178793e+00   1.90228687e+00  -1.26212244e-01   1.00280932e-03]
 [  2.39981540e+01   2.56452078e+01   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
8,[ 1.79973444  2.72480229],-0.0756455639696,-1.59243,[ 1.8005501   2.57423592],"[ -1.10465828e+00  -1.81742238e-01   8.09254477e-01   1.60559136e+00
  -1.09473855e+00   3.58706279e-03   1.50892724e-01   3.59714008e+00
   3.70729309e-01  -4.10701260e-01   0.00000000e+00]","[[  2.33677676e+00   2.44979860e+00  -1.26212244e-01   1.00280932e-03]
 [  2.74891108e+01   2.90945711e+01   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
9,[ 2.39941059  2.47531882],-0.134305419908,-1.08438,[ 1.92203367  3.67975807],"[-1.50310318 -0.51380759  0.06912453 -0.52285838 -1.0947377   0.00358706
  0.21702074  3.24507277  0.89444269 -0.19364658  0.        ]","[[  2.92087566e+00   3.06562272e+00  -1.26212244e-01   1.00280932e-03]
 [  3.09082315e+01   2.65255211e+01   0.00000000e+00   0.00000000e+00]]",[-0.76787645 -0.11749808]
