timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.67346946  3.09754146],-0.375366934588,-2.84968,[ 3.30950141  3.52327299],"[ 1.25964485  2.34633708 -0.26959819 -1.11851588 -1.43486265 -0.03570462
 -0.39753561 -0.39174144  2.71492953 -0.21029971  0.        ]","[[-0.03264425 -0.0877086  -0.16601892 -0.00431138]
 [-0.00219854  0.00158597  0.          0.        ]]",[-0.67742789 -0.09030412]
1,[ 3.27627774  2.77922797],-0.375924335355,-2.94771,[ 3.21173787  3.42778826],"[ 1.26035691  2.3502152  -0.2111295  -0.97272766 -1.43486083 -0.0357046
 -0.32013157  0.15750371  2.7206392  -0.11026994  0.        ]","[[ 0.00698733 -0.04796477 -0.16601892 -0.00431138]
 [ 3.95219214  3.95961209  0.          0.        ]]",[-0.67742789 -0.09030412]
2,[ 2.74203575  3.58807873],-0.375093026691,-3.1851,[ 3.03228641  3.20543027],"[ 1.24945416  2.34832037 -0.03759298 -0.53869978 -1.43485902 -0.03570459
 -0.24425782  0.69587815  2.69962251  0.18678682  0.        ]","[[  1.24922199e-01   7.01536552e-02  -1.66018924e-01  -4.31138357e-03]
 [  7.82840448e+00   7.83930167e+00   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
3,[ 2.34219367  3.04512522],-0.365631528276,-3.32253,[ 2.76155424  2.90922403],"[ 1.1893192   2.30148977  0.24216994  0.16691078 -1.43485721 -0.03570457
 -0.16987947  1.22358924  2.54435365  0.64793016  0.        ]","[[  3.19614109e-01   2.65095074e-01  -1.66018924e-01  -4.31138357e-03]
 [  1.16282200e+01   1.16421532e+01   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
4,[ 1.94167047  1.38567993],-0.336585960148,-3.14483,[ 2.36787701  2.54718351],"[ 1.02348758  2.15012029  0.59893886  1.07925262 -1.43485539 -0.03570456
 -0.09695446  1.74082868  2.11885631  1.14349809  0.        ]","[[  5.89555920e-01   5.35336814e-01  -1.66018924e-01  -4.31138357e-03]
 [  1.53537882e+01   1.53695554e+01   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
5,[ 1.07700914  3.39578082],-0.276294339511,-3.01363,[ 1.85602617  2.09947896],"[ 0.69231105  1.8293225   0.96426149  2.03602619 -1.43485358 -0.03570454
 -0.02543315  2.2477732   1.38024337  1.39886917  0.        ]","[[  9.33287529e-01   8.79382862e-01  -1.66018924e-01  -4.31138357e-03]
 [  1.90076447e+01   1.90227921e+01   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
6,[ 2.18444642  2.53657728],-0.179236944039,-2.76498,[ 1.69128132  1.94184315],"[ 0.16521213  1.30149391  1.21806655  2.74223533 -1.43485177 -0.03570453
  0.04473548  2.74459708  0.56161771  1.10487312  0.        ]","[[  1.34940116e+00   1.29576248e+00  -1.66018924e-01  -4.31138357e-03]
 [  2.25923958e+01   2.26031316e+01   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
7,[ 0.42426253  2.62552348],-0.0655117317187,-2.01882,[ 1.80409241  2.01755476],"[-0.51149489  0.60614185  1.202287    2.79791656 -1.43484995 -0.03570451
  0.11358769  3.23150219  0.18865966  0.28254548  0.        ]","[[  1.83653546e+00   1.78303182e+00  -1.66018924e-01  -4.31138357e-03]
 [  2.61098944e+01   2.61120432e+01   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
8,[ 2.67731076  0.76221194],-0.100721328525,-1.38737,[ 2.08896136  2.66935635],"[-1.14933019 -0.09286905  0.80689595  1.84579992 -1.43484814 -0.0357045
  0.1365071   3.70881438  0.58293576 -0.39866448  0.        ]","[[  2.37048183e+00   2.33978465e+00  -1.66018924e-01  -4.31138357e-03]
 [  2.72807948e+01   2.95518912e+01   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
9,[ 2.24816309  4.22307043],-0.170965077834,-0.525061,[ 2.30145216  3.61955523],"[-1.52072617 -0.50710674  0.05885527 -0.11511216 -1.43484633 -0.03570448
  0.2035398   4.04617409  1.15952494 -0.25044918  0.        ]","[[  2.95046530e+00   2.95521410e+00  -1.66018924e-01  -4.31138357e-03]
 [  3.07053381e+01   3.19832500e+01   0.00000000e+00   0.00000000e+00]]",[-0.67742789 -0.09030412]
