timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.7283033  4.8444669],-0.225886486875,-4.56568,[ 1.55493891  3.90445471],"[ 1.38101458  2.56378993 -0.41221662 -0.59110282  0.79020363  1.69715543
 -0.35620887 -0.38459879  0.79682757 -1.62578973  0.        ]","[[-0.01550148  0.05877789  0.09159954  0.1956491 ]
 [-0.00403469 -0.00247822  0.          0.        ]]",[-1.03275216 -0.26167852]
1,[ 1.51132648  3.92233043],-0.2148147994,-4.37291,[ 1.47518241  3.65151978],"[ 1.38076684  2.55904171 -0.3534919  -0.42872468  0.79020339  1.69715423
 -0.28108227  0.13852378  0.79118071 -1.52530604  0.        ]","[[ 0.02409376  0.09844122  0.09159954  0.1956491 ]
 [ 3.95040182  3.95562486  0.          0.        ]]",[-1.03275216 -0.26167852]
2,[ 1.87730724  3.08283214],-0.180587675295,-4.19076,[ 1.33190417  3.26289988],"[ 1.36657255  2.53085644 -0.17932182  0.0497712   0.79020316  1.69715302
 -0.20743926  0.65129145  0.73654361 -1.23204302  0.        ]","[[ 0.14199394  0.21648058  0.09159954  0.1956491 ]
 [ 7.82674645  7.83538012  0.          0.        ]]",[-1.03275216 -0.26167852]
3,[ 1.10175856  2.57409072],-0.121114803023,-4.10224,[ 1.07736218  2.74733067],"[ 1.29966851  2.439334    0.10073473  0.80973708  0.79020292  1.69715181
 -0.1352446   1.15390103  0.53021885 -0.79396061  0.        ]","[[  0.3366553    0.41134407   0.09159954   0.1956491 ]
 [ 11.62685499  11.6382782    0.           0.        ]]",[-1.03275216 -0.26167852]
4,[ 1.28162779  3.43056911],-0.0392610039468,-4.13756,[ 0.58214438  2.25260925],"[ 1.12212564  2.22611342  0.45630214  1.7548218   0.79020269  1.6971506
 -0.06445668  1.64653558  0.05471061 -0.358422    0.        ]","[[  0.60657441   0.68150861   0.09159954   0.1956491 ]
 [ 15.35291665  15.36570724   0.           0.        ]]",[-1.03275216 -0.26167852]
5,[-0.16805987  3.76293543],-0.0779148390465,-4.05318,[-0.15007091  1.87058544],"[ 0.77336617  1.83317441  0.81751522  2.678848    0.79020245  1.6971494
  0.0049719   2.12936656 -0.69510904 -0.20082558  0.        ]","[[  0.95029495   1.02547791   0.09159954   0.1956491 ]
 [ 19.00742633  19.01896856   0.           0.        ]]",[-1.03275216 -0.26167852]
6,[-0.69861889  1.1371614 ],-0.178626339099,-3.65487,[-0.96278542  1.76364839],"[ 0.28935172  1.23897164  1.0476192   3.24036657  0.79020222  1.69714819
 -0.01473032  2.60276694 -1.39992698 -0.55704912  0.        ]","[[  1.32003522   1.44179611   0.09159954   0.1956491 ]
 [ 17.97036128  22.60088912   0.           0.        ]]",[-1.03275216 -0.26167852]
7,[-1.83667622  2.14932999],-0.24472973561,-3.17638,[-1.41212988  1.85904765],"[-0.18326736  0.50883583  1.08956911  3.0137505   0.79020198  1.69714698
 -0.07391262  3.06685022 -1.63020633 -1.22773403  0.        ]","[[  1.64818696   1.92904509   0.09159954   0.1956491 ]
 [ 14.855185    26.11233354   0.           0.        ]]",[-1.03275216 -0.26167852]
8,[-1.28264149  2.0067002 ],-0.25985689223,-2.71223,[-1.58633804  2.55850554],"[-0.54414565 -0.16443111  1.01307019  1.6718504   0.79020175  1.69714577
 -0.15460996  3.52178258 -1.32529881 -1.72870881  0.        ]","[[  1.9026766    2.48582849   0.09159954   0.1956491 ]
 [ 10.60752214  29.5545658    0.           0.        ]]",[-1.03275216 -0.26167852]
9,[-1.32441098  3.51817018],-0.224716018513,-1.76193,[-1.43002033  4.00451756],"[-0.77004669 -0.47968991  0.91084523 -0.70581106  0.79020151  1.69714457
 -0.23377789  3.14644583 -0.79447162 -1.7335837   0.        ]","[[  2.0730262    3.11077433   0.09159954   0.1956491 ]
 [  6.44036292  26.71468709   0.           0.        ]]",[-1.03275216 -0.26167852]
10,[-0.16962089  5.38383728],-0.207149383881,-1.86708,[-0.38077384  5.31241035],"[-0.87895022 -0.46620832  0.84323959 -1.39187971  0.79020127  1.69714336
 -0.31144363 -0.63746198 -0.66690403 -1.63676491  0.        ]","[[ 2.16081254  3.27825954  0.09159954  0.1956491 ]
 [ 2.35227445 -1.91570247  0.          0.        ]]",[-1.03275216 -0.26167852]
11,[-0.49676761  4.3639222 ],-0.215996838296,-2.21267,[-0.25864404  5.23077726],"[-0.92636717 -0.47851696  0.80939451 -1.03719475  0.79020104  1.69714215
 -0.32508955 -1.0488293  -0.72814747 -1.68738158  0.        ]","[[ 2.20065052  3.19149084  0.09159954  0.1956491 ]
 [ 1.63399174 -5.02825627  0.          0.        ]]",[-1.03275216 -0.26167852]
12,[-0.67439706  5.35273955],-0.224333307603,-2.11764,[-0.16552943  4.97744513],"[-0.94111036 -0.4793886   0.79827183 -0.68177472  0.7902008   1.69714094
 -0.3630691  -0.83933156 -0.78731513 -1.73348904  0.        ]","[[ 2.21327234  3.10491852  0.09159954  0.1956491 ]
 [-0.36513825 -3.44312417  0.          0.        ]]",[-1.03275216 -0.26167852]
13,[ 0.10382477  4.74175945],-0.229288490973,-2.35767,[-0.02900451  4.83000517],"[-0.90106147 -0.47442779  0.8278129  -0.46867326  0.79020057  1.69713973
 -0.41365781 -0.62936202 -0.82774827 -1.75801024  0.        ]","[[ 2.1792525   3.05292121  0.09159954  0.1956491 ]
 [-3.02797569 -1.85442163  0.          0.        ]]",[-1.03275216 -0.26167852]
14,[ 0.46203487  5.67524071],-0.231703159488,-2.32535,[ 0.01570636  4.77655172],"[-0.83327374 -0.470309    0.87322798 -0.36014618  0.79020033  1.69713853
 -0.40470844 -0.50312073 -0.85358172 -1.7668406   0.        ]","[[ 2.12341936  3.02635658  0.09159954  0.1956491 ]
 [-2.556913   -0.89923641  0.          0.        ]]",[-1.03275216 -0.26167852]
15,[-0.24355946  5.51447887],-0.232738688145,-2.25239,[-0.00605178  4.74982262],"[-0.79298964 -0.46799741  0.89769523 -0.30911022  0.7902001   1.69713732
 -0.36899249 -0.43859701 -0.86681258 -1.76949512  0.        ]","[[ 2.0911435   3.01383716  0.09159954  0.1956491 ]
 [-0.67694103 -0.41102792  0.          0.        ]]",[-1.03275216 -0.26167852]
