timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 0.4410115   1.41849301],-0.222763202782,-0.0102482,[ 1.1213696   0.78225458],"[ 1.15112638  1.68954172 -0.12260388 -0.50473963  0.49740769  1.46911861
 -0.66551573 -0.32320035  0.87242399 -1.32379791  0.        ]","[[ 0.00157122  0.06318028  0.05864814  0.17093856]
 [-0.00314108 -0.0029649   0.          0.        ]]",[-0.24705364  0.01669537]
1,[ 1.50080559  1.27307952],-0.216540858095,0.18832,[ 1.04922795  0.75303292],"[ 1.1508729   1.68542675 -0.09634805 -0.40568351  0.49740626  1.46910792
 -0.60147577  0.23610754  0.86823219 -1.26438157  0.        ]","[[ 0.0189976   0.1028426   0.05864814  0.17093856]
 [ 1.73998321  3.95600581  0.          0.        ]]",[-0.24705364  0.01669537]
2,[ 0.3488656   2.03410683],-0.193600243573,0.366323,[ 0.918477    0.70987582],"[ 1.14513594  1.66170627  0.01514757 -0.1138643   0.49740483  1.46909723
 -0.4574613   0.78422165  0.83362734 -1.05616373  0.        ]","[[ 0.09312796  0.22088945  0.05864814  0.17093856]
 [ 5.66003453  7.83575138  0.          0.        ]]",[-0.24705364  0.01669537]
3,[-0.94257989 -0.18073979],-0.152700476829,0.214849,[ 0.70157707  0.65040487],"[ 1.11813719  1.58576608  0.20243695  0.34928571  0.4974034   1.46908654
 -0.41091308  1.32161897  0.70845893 -0.73135394  0.        ]","[[  0.21904016   0.41577054   0.05864814   0.17093856]
 [  6.92704839  11.6396753    0.           0.        ]]",[-0.24705364  0.01669537]
4,[ 0.62696133  1.51322767],-0.111263186406,0.430535,[ 0.51600873  0.62272376],"[ 1.08156932  1.44591037  0.34729053  0.83190533  0.49740197  1.46907585
 -0.55290746  1.18813898  0.51420122 -0.47587156  0.        ]","[[  0.31880159   0.63908498   0.05864814   0.17093856]
 [  3.06191862  10.69490768   0.           0.        ]]",[-0.24705364  0.01669537]
5,[ 2.64156455  0.66364624],-0.0683027274347,0.307794,[ 0.19387367  0.56830925],"[ 1.03983478  1.22936083  0.46776906  1.28546752  0.49740054  1.46906516
 -0.46401943  1.7174855   0.26166531 -0.29852736  0.        ]","[[  0.40431356   0.89057796   0.05864814   0.17093856]
 [  5.48140993  14.44190696   0.           0.        ]]",[-0.24705364  0.01669537]
6,[-0.66066848  0.78200846],-0.0120807772881,0.294782,[-0.17220092  0.5179711 ],"[ 0.94572974  0.89358381  0.66587928  1.6755544   0.49739911  1.46905447
 -0.32259896  2.04812439 -0.13442675 -0.18374254  0.        ]","[[  0.55256125   1.20289966   0.05864814   0.17093856]
 [  9.33083726  16.78246174   0.           0.        ]]",[-0.24705364  0.01669537]
7,[ 0.77226464 -0.48221117],-0.058593256517,0.136613,[-0.44558632  0.49816293],"[ 0.81663165  0.4507913   0.85845565  1.84321415  0.49739768  1.46904378
 -0.42535516  2.43863882 -0.55552198 -0.2706112   0.        ]","[[  0.71111419   1.56628611   0.05864814   0.17093856]
 [  6.53379911  19.54696028   0.           0.        ]]",[-0.24705364  0.01669537]
8,[-0.61648243  0.42648164],-0.114030136081,0.0692583,[-0.49396026  0.51333988],"[  6.59699004e-01   2.00907333e-03   1.02783861e+00   1.67956721e+00
   4.97396254e-01   1.46903309e+00  -3.17703723e-01   2.11410711e+00
  -8.59930319e-01  -5.39231257e-01   0.00000000e+00]","[[  0.87119      1.9341786    0.05864814   0.17093856]
 [  9.46402577  17.24995334   0.           0.        ]]",[-0.24705364  0.01669537]
9,[ 0.01287568  0.88534674],-0.156369357022,0.122952,[-0.51152241  0.51952398],"[ 0.47665202 -0.37872798  1.16995441  1.21804651  0.49739482  1.4690224
 -0.41415682  2.30437902 -0.98187499 -0.88953754  0.        ]","[[  1.03412987   2.29269336   0.05864814   0.17093856]
 [  6.83856846  18.59703968   0.           0.        ]]",[-0.24705364  0.01669537]
10,[ 0.89942747  0.33123618],-0.182864671605,0.117849,[-0.46678448  0.51681459],"[ 0.30941085 -0.67994563  1.26240431  0.41690052  0.49739339  1.46901171
 -0.41719147  2.74753332 -0.88709509 -1.23535704  0.        ]","[[  1.17007276   2.69611165   0.05864814   0.17093856]
 [  6.7559356   21.73434369   0.           0.        ]]",[-0.24705364  0.01669537]
