timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.2464685   2.93548434],-0.408909481072,-4.57341,[ 3.40437174  3.74581695],"[ 1.309402    2.45599857 -0.35649178 -0.48199934 -1.72639495 -0.09980907
 -0.36581285 -0.38830085  3.00041862 -0.01120561  0.        ]","[[-0.04470411  0.08647916 -0.19895423 -0.01099127]
 [ 0.00231668 -0.00286312  0.          0.        ]]",[-0.86506462 -0.15767701]
1,[ 3.639576   3.8987414],-0.408839399963,-4.50969,[ 3.24668741  3.62351823],"[ 1.31080341  2.44975341 -0.29795686 -0.32850802 -1.72639296 -0.09980904
 -0.29028633  0.14729235  2.99574545  0.08937139  0.        ]","[[-0.00498304  0.12613489 -0.19895423 -0.01099127]
 [ 3.95663556  3.95524902  0.          0.        ]]",[-0.86506462 -0.15767701]
2,[ 4.29276423  3.67983574],-0.405942103805,-4.64338,[ 3.03297949  3.42515159],"[ 1.30174809  2.41754054 -0.12432098  0.12285421 -1.72639097 -0.09980901
 -0.216251    0.67228352  2.94404797  0.38276731  0.        ]","[[ 0.11304078  0.24416681 -0.19895423 -0.01099127]
 [ 7.83288115  7.83501126  0.          0.        ]]",[-0.86506462 -0.15767701]
3,[ 2.86281541  3.10616682],-0.392514380302,-4.8376,[ 2.74725103  3.12154102],"[ 1.24400535  2.32087904  0.15605032  0.83643736 -1.72638897 -0.09980898
 -0.14367115  1.1868738   2.74260743  0.82176878  0.        ]","[[  3.07824104e-01   4.39022963e-01  -1.98954230e-01  -1.09912694e-02]
 [  1.16329227e+01   1.16379128e+01   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
4,[ 2.34189236  3.33088368],-0.357221392126,-4.54874,[ 2.42053032  2.7556076 ],"[ 1.08002405  2.10393854  0.51464981  1.71682351 -1.72638698 -0.09980895
 -0.07250485  1.69125037  2.27357019  1.26012669  0.        ]","[[  5.77864218e-01   7.09180195e-01  -1.98954230e-01  -1.09912694e-02]
 [  1.53589553e+01   1.53653419e+01   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
5,[ 2.30938507  1.98350041],-0.288982274658,-4.22653,[ 2.11376047  2.3875761 ],"[ 0.74859274  1.71231619  0.88378529  2.56456029 -1.72638498 -0.09980892
 -0.00270465  2.1855889   1.53059343  1.42357817  0.        ]","[[  9.21705497e-01   1.05314219e+00  -1.98954230e-01  -1.09912694e-02]
 [  1.90134638e+01   1.90186036e+01   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
6,[ 1.2271422   1.26699622],-0.186539510271,-3.83191,[ 2.16960526  2.28603554],"[ 0.21739819  1.12847537  1.14380101  3.05459965 -1.72638299 -0.09980889
  0.0657751   2.67006784  0.7824176   1.04702002  0.        ]","[[  1.33794208e+00   1.46943868e+00  -1.98954230e-01  -1.09912694e-02]
 [  2.25988377e+01   2.25990248e+01   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
7,[ 2.03550314  1.01832681],-0.0953505617217,-3.11066,[ 2.30136967  2.43865013],"[-0.46834062  0.42026869  1.13613406  2.7883949  -1.72638099 -0.09980886
  0.13296192  3.14489816  0.5340395   0.23453376  0.        ]","[[  1.82520819e+00   1.95662792e+00  -1.98954230e-01  -1.09912694e-02]
 [  2.61165177e+01   2.61081744e+01   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
8,[ 2.32374115  4.71700664],-0.14916761815,-0.880517,[ 2.49612665  3.50454903],"[-1.14144296 -0.22148126  0.72440061  1.46980509 -1.726379   -0.09980884
  0.19884385  3.61035981  0.99866076 -0.32435825  0.        ]","[[  2.38214797e+00   2.51330423e+00  -1.98954230e-01  -1.09912694e-02]
 [  2.95658786e+01   2.95481320e+01   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
9,[ 2.9728359   4.34454149],-0.209017862187,-0.26632,[ 2.61399984  4.70453262],"[-1.51923647 -0.50469514 -0.09333147 -0.80467097 -1.726377   -0.09980881
  0.26335374  3.21071206  1.47452812 -0.02585531  0.        ]","[[  3.00736671e+00   3.13810965e+00  -1.98954230e-01  -1.09912694e-02]
 [  3.29434039e+01   2.65947277e+01   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
10,[ 3.08811427  4.3357849 ],-0.198769475859,0.640789,[ 2.75822973  5.27253532],"[-1.31656084 -0.48672292 -1.07094374 -1.42256226 -1.72637501 -0.09980878
  0.32649123 -0.71493671  1.3791387   0.14792479  0.        ]","[[  3.69939712e+00   3.29746714e+00  -1.98954230e-01  -1.09912694e-02]
 [  3.62490755e+01  -2.41673529e+00   0.00000000e+00   0.00000000e+00]]",[-0.86506462 -0.15767701]
