timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 0.18589839 -1.39659307],-0.197328085568,-0.393822,[ 0.34514454  0.35063377],"[ 1.07640105  1.28164466 -0.11094961 -0.36777817  0.09616641  0.07652733
 -0.55724538 -0.17092612  0.99064446 -0.18300627  0.        ]","[[-0.03040698 -0.02502552  0.01317906  0.00773394]
 [ 0.00036035  0.00305206  0.          0.        ]]",[-0.04718714 -0.05125165]
1,[-1.38758032  0.17807715],-0.197354318189,-0.484736,[ 0.34641159  0.35186791],"[ 1.07665568  1.27943307 -0.09960305 -0.43969013  0.09616565  0.07652673
 -0.49726292 -0.70654532  0.98915415 -0.20217779  0.        ]","[[-0.02300601 -0.0646958   0.01317906  0.00773394]
 [ 0.73727784 -3.95688134  0.          0.        ]]",[-0.04718714 -0.05125165]
2,[-0.24777764  0.66823243],-0.197567737802,-0.209607,[ 0.34001946  0.3501685 ],"[ 1.07540588  1.27064172 -0.13806076 -0.56833225  0.09616489  0.07652612
 -0.8204354  -0.60035977  0.9795286  -0.29123628  0.        ]","[[-0.04810046 -0.13595734  0.01317906  0.00773394]
 [-3.23350534 -3.17189424  0.          0.        ]]",[-0.04718714 -0.05125165]
3,[ 1.20889236  0.6437813 ],-0.19823860611,-0.0407504,[ 0.3356241   0.34836775],"[ 1.06672652  1.26378125 -0.25091481 -0.63334131  0.09616413  0.07652552
 -0.89508062 -0.23391906  0.95747302 -0.42223083  0.        ]","[[-0.12197397 -0.1722141   0.01317906  0.00773394]
 [-4.15078517 -0.46280987  0.          0.        ]]",[-0.04718714 -0.05125165]
4,[ 0.45423583 -1.22146746],-0.198755782856,-0.342858,[ 0.33820745  0.34790647],"[ 1.05833109  1.26704375 -0.31543446 -0.60397835  0.09616336  0.07652492
 -0.56649909  0.11191238  0.94814879 -0.46982454  0.        ]","[[-0.16448508 -0.15581789  0.01317906  0.00773394]
 [-0.11376499  2.09391203  0.          0.        ]]",[-0.04718714 -0.05125165]
5,[ 1.15521523  1.96267994],-0.19858284689,0.0912418,[ 0.34376618  0.3502216 ],"[ 1.06171372  1.26734531 -0.29151028 -0.60087441  0.0961626   0.07652431
 -0.41993421 -0.42937849  0.95342083 -0.44654024  0.        ]","[[-0.14869336 -0.1540904   0.01317906  0.00773394]
 [ 1.68693621 -1.90782398  0.          0.        ]]",[-0.04718714 -0.05125165]
6,[ 2.1215282   1.31181519],-0.197807067679,0.0774423,[ 0.3462874   0.34931082],"[ 1.07298613  1.26768192 -0.18016228 -0.59739707  0.09616184  0.07652371
 -0.10079756  0.11112393  0.97219216 -0.34231785  0.        ]","[[-0.07561418 -0.15215521  0.01317906  0.00773394]
 [ 5.60792872  2.08803449  0.          0.        ]]",[-0.04718714 -0.05125165]
7,[ 1.37306707 -1.26113717],-0.19653838003,-0.200439,[ 0.3498491   0.34821942],"[ 1.07302077  1.27874337  0.05076823 -0.45123854  0.09616108  0.0765231
  0.21202516  0.64092923  0.99011557 -0.06603145  0.        ]","[[  7.51065998e-02  -7.10961159e-02   1.31790604e-02   7.73393659e-03]
 [  9.45134782e+00   6.00482637e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
8,[-0.65783924  0.53425132],-0.195130657964,-0.127542,[ 0.35397282  0.35010099],"[ 1.01442438  1.28177983  0.39178494 -0.30767808  0.09616032  0.0765225
  0.518912    0.0890476   0.93029143  0.31313636  0.        ]","[[  3.01964112e-01   8.06524024e-03   1.31790604e-02   7.73393659e-03]
 [  1.32218514e+01   1.92490537e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
9,[-1.29864842  0.89234757],-0.194614993211,-0.0673146,[ 0.33665353  0.3452509 ],"[ 0.88207561  1.27900309  0.72109843 -0.20005375  0.09615955  0.0765219
  0.28574662  0.37018614  0.77976858  0.65893689  0.        ]","[[  5.37659238e-01   6.74166667e-02   1.31790604e-02   7.73393659e-03]
 [  1.03572062e+01   4.00330225e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
10,[-0.00705741  0.30640415],-0.194437696003,0.0193949,[ 0.31401086  0.33864731],"[ 0.74947011  1.2614466   0.92723332  0.00644952  0.09615879  0.07652129
 -0.05301575  0.83761843  0.58789579  0.90561247  0.        ]","[[ 0.70304444  0.18215441  0.01317906  0.00773394]
 [ 6.19518908  7.45894751  0.          0.        ]]",[-0.04718714 -0.05125165]
11,[ 0.87520659  1.39200919],-0.193473431343,0.145091,[ 0.29512012  0.33327031],"[ 0.63259536  1.21059936  1.06263824  0.28638882  0.09615803  0.07652069
 -0.06527981  0.98174384  0.36762446  1.07585315  0.        ]","[[  8.25436144e-01   3.42024690e-01   1.31790604e-02   7.73393659e-03]
 [  6.04450848e+00   8.52452538e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
12,[ 0.27225895  1.00103909],-0.191083110929,0.063895,[ 0.26429883  0.32277545],"[ 0.46538975  1.1002404   1.20919125  0.62713034  0.09615727  0.07652008
  0.20673484  1.49430815  0.04708517  1.20113109  0.        ]","[[  9.79855405e-01   5.50536367e-01   1.31790604e-02   7.73393659e-03]
 [  9.38643097e+00   1.23140034e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
13,[ 0.29808065 -1.2682461 ],-0.185388070736,-0.0819063,[ 0.22172697  0.30946231],"[ 0.22650332  0.87865572  1.35157705  1.02193697  0.09615651  0.07651948
  0.27929943  1.9967835  -0.38535141  1.19363192  0.        ]","[[  1.17652692e+00   8.34092697e-01   1.31790604e-02   7.73393659e-03]
 [  1.02779631e+01   1.60292309e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
14,[-0.91975486  0.30631082],-0.177217017561,-0.0423484,[ 0.19860937  0.30589068],"[-0.05821232  0.59766473  1.44473381  1.30465939  0.09615575  0.07651887
  0.35898879  1.41813384 -0.77725023  1.00218589  0.        ]","[[  1.39191025e+00   1.11175856e+00   1.31790604e-02   7.73393659e-03]
 [  1.12570306e+01   1.17515948e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
15,[ 0.88529109  0.80592408],-0.167245424665,0.0166401,[ 0.17419401  0.29963416],"[-0.31427766  0.31447804  1.46912692  1.45104165  0.09615498  0.07651827
  0.04472184  1.55075807 -1.01583033  0.71898437  0.        ]","[[  1.57831382e+00   1.35663094e+00   1.31790604e-02   7.73393659e-03]
 [  7.39611575e+00   1.27323831e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
16,[ 0.00446705  1.24506497],-0.151692854102,-0.0270429,[ 0.15788208  0.29387185],"[-0.56349417 -0.0324337   1.44178687  1.48802727  0.09615422  0.07651767
  0.31810059  1.94809522 -1.12120969  0.35918797  0.        ]","[[  1.75993120e+00   1.64075722e+00   1.31790604e-02   7.73393659e-03]
 [  1.07547114e+01   1.56704441e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
17,[ 1.43545378 -0.87242737],-0.127247984704,-0.227195,[ 0.15105683  0.29034945],"[-0.8445049  -0.4473952   1.34667094  1.33471954  0.09615346  0.07651706
  0.30240852  2.44151051 -1.05111797 -0.04230215  0.        ]","[[  1.97309011e+00   1.99077656e+00   1.31790604e-02   7.73393659e-03]
 [  1.05619615e+01   1.93193364e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
18,[ 1.11191149 -1.40241363],-0.0976709127924,-0.280756,[ 0.16950558  0.29517877],"[-1.14080147 -0.79973186  1.15526121  0.98316509  0.0961527   0.07651646
  0.60783527  1.92237721 -0.81922105 -0.32052322  0.        ]","[[  2.22197872e+00   2.33865862e+00   1.31790604e-02   7.73393659e-03]
 [  1.43142722e+01   1.54816667e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
19,[-0.1996894   0.34657506],-0.071007048093,-0.130408,[ 0.19837774  0.30265197],"[-1.44622421 -1.002513    0.79689261  0.60457594  0.09615194  0.07651585
  0.90714488  1.34525766 -0.55951619 -0.41802641  0.        ]","[[  2.54516034e+00   2.60548183e+00   1.31790604e-02   7.73393659e-03]
 [  1.79914936e+01   1.12148831e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
20,[ 0.80712563  2.13159608],-0.0436571234457,0.18574,[ 0.21765567  0.30666465],"[-1.64229934 -1.11986089  0.31206918  0.21435755  0.09615118  0.07651525
  0.8138702   1.50071664 -0.35151489 -0.34510277  0.        ]","[[  2.89349521e+00   2.84131420e+00   1.31790604e-02   7.73393659e-03]
 [  1.68457327e+01   1.23645783e+01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
21,[ 0.93573831  0.89388121],-0.0183613933672,0.250396,[ 0.24677563  0.31616461],"[-1.67499966 -1.1725141  -0.24436391 -0.21177439  0.09615042  0.07651465
  1.0468408   0.56161015 -0.26481234 -0.19214237  0.        ]","[[  3.25913185e+00   3.08056730e+00   1.31790604e-02   7.73393659e-03]
 [  1.97080102e+01   5.42111193e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
22,[-0.28943019  0.27831341],-0.00668834129978,0.261906,[ 0.26749912  0.3243674 ],"[-1.48448926 -1.17371039 -0.85949897 -0.24678255  0.09614965  0.07651404
  1.31660476 -0.36127876 -0.26489533 -0.11000332  0.        ]","[[  3.68654591e+00   3.09988349e+00   1.31790604e-02   7.73393659e-03]
 [  2.30224356e+01  -1.40247575e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
23,[ 0.22934405 -0.55851307],-0.00439297429686,0.14248,[ 0.2768088  0.3289941],"[-1.06209976 -1.17100501 -1.34605607 -0.18071181  0.09614889  0.07651344
  1.18620212 -0.41665503 -0.25382842 -0.09718025  0.        ]","[[  4.13092363e+00   3.06341248e+00   1.31790604e-02   7.73393659e-03]
 [  2.14206915e+01  -1.81193689e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
24,[-0.09340427  1.59034872],-0.00310879000455,0.447036,[ 0.28225124  0.33210805],"[-0.50759842 -1.16335206 -1.5812376  -0.07593989  0.09614813  0.07651284
  1.22556167 -0.71092785 -0.2306299  -0.07478154  0.        ]","[[  4.56419205e+00   3.00534346e+00   1.31790604e-02   7.73393659e-03]
 [  2.19045276e+01  -3.98773502e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
25,[ 1.01151329  1.32096476],-0.00632474195344,0.352889,[ 0.27491915  0.32936984],"[ 0.08028459 -1.15584952 -1.53750235 -0.00559247  0.09614737  0.07651223
  1.16015086 -0.16475242 -0.23040659 -0.0292441   0.        ]","[[  4.99422241e+00   2.96610521e+00   1.31790604e-02   7.73393659e-03]
 [  2.11012009e+01   5.04431257e-02   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
26,[-0.20911523 -0.05643001],-0.0121694924822,-0.240007,[ 0.26973969  0.32475218],"[ 0.62667444 -1.163556   -1.19753318 -0.07861267  0.09614661  0.07651163
  1.44840719  0.23446005 -0.30154712 -0.00672507  0.        ]","[[  5.45178214e+00   3.00682979e+00   1.31790604e-02   7.73393659e-03]
 [  2.46429480e+01   3.00204162e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
27,[-0.10646956 -0.9446275 ],-0.019013313871,-0.431514,[ 0.27755859  0.32662988],"[ 0.99246821 -1.1666098  -0.59278159 -0.11486606  0.09614585  0.07651102
  1.34126679 -0.18844531 -0.36017916 -0.01863632  0.        ]","[[  5.93143801e+00   3.02696157e+00   1.31790604e-02   7.73393659e-03]
 [  2.33270470e+01  -1.24704391e-01   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
28,[ 0.52821745 -0.77969332],-0.0249903382195,-0.415909,[ 0.27906805  0.3280372 ],"[ 1.06925199 -1.15999417  0.09773971 -0.0429271   0.09614509  0.07651042
  1.26932255 -0.69404925 -0.39792902 -0.01141736  0.        ]","[[  6.38911416e+00   2.98696105e+00   1.31790604e-02   7.73393659e-03]
 [  2.24434969e+01  -3.86289927e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
29,[ 0.48096675  0.42210061],-0.0362052414706,-0.36875,[ 0.27337351  0.32785276],"[ 0.85769699 -1.1326807   0.76486074  0.14781851  0.09614432  0.07650982
  1.40332829 -1.10131312 -0.46245523  0.0205862   0.        ]","[[  6.85450667e+00   2.87949130e+00   1.31790604e-02   7.73393659e-03]
 [  2.40902313e+01  -6.87409552e+00   0.00000000e+00   0.00000000e+00]]",[-0.04718714 -0.05125165]
