timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.02820473  3.72808268],-0.20259282732,-4.68962,[ 2.61177945  3.59432912],"[ 1.37469486  2.56043524 -0.29395294 -0.78307925  0.09107157  0.47539481
 -0.35541885 -0.38375062  1.4123177  -0.42021964  0.        ]","[[ 0.05924897  0.01250525  0.01127063  0.05543125]
 [ 0.0027783   0.00460018  0.          0.        ]]",[-1.02369308 -0.25372431]
1,[ 2.16325471  3.50935419],-0.19910402217,-4.66297,[ 2.48656034  3.40692806],"[ 1.37014429  2.55846981 -0.2352429  -0.62010251  0.09107155  0.4753947
 -0.28016594  0.14003233  1.40246934 -0.31967828  0.        ]","[[ 0.09897906  0.05230874  0.01127063  0.05543125]
 [ 3.95707118  3.96256229  0.          0.        ]]",[-1.02369308 -0.25372431]
2,[ 2.57184416  3.26749811],-0.188385815094,-4.66791,[ 2.31577444  3.10587215],"[ 1.34324765  2.53849324 -0.06254542 -0.13921893  0.09107153  0.47539459
 -0.20639964  0.65344772  1.3354667  -0.02842056  0.        ]","[[ 0.217011    0.17048548  0.01127063  0.05543125]
 [ 7.83324788  7.84218242  0.          0.        ]]",[-1.02369308 -0.25372431]
3,[ 1.76852884  1.36557763],-0.170363449096,-4.75619,[ 1.97233963  2.63850117],"[ 1.25609176  2.46006949  0.21163201  0.62994411  0.09107152  0.47539448
 -0.13408505  1.15669287  1.11008809  0.40148462  0.        ]","[[  4.11800338e-01   3.65483735e-01   1.12706295e-02   5.54312468e-02]
 [  1.16331418e+01   1.16449534e+01   0.00000000e+00   0.00000000e+00]]",[-1.02369308 -0.25372431]
4,[ 1.02017029  1.6952174 ],-0.147774186146,-4.82937,[ 1.11311972  1.99515069],"[ 1.05323093  2.2633105   0.55254477  1.59848178  0.0910715   0.47539437
 -0.06318072  1.64995106  0.61370503  0.81760366  0.        ]","[[  6.81842562e-01   6.35780570e-01   1.12706295e-02   5.54312468e-02]
 [  1.53589317e+01   1.53722631e+01   0.00000000e+00   0.00000000e+00]]",[-1.02369308 -0.25372431]
5,[-0.06551136  1.64819846],-0.12996983796,-4.85498,[-0.2740429   1.49660563],"[ 0.67950977  1.88683244  0.88586365  2.56791805  0.09107148  0.47539425
  0.00636114  2.13339312 -0.14916429  0.94289189  0.        ]","[[  1.02568031e+00   9.79879823e-01   1.12706295e-02   5.54312468e-02]
 [  1.90131279e+01   1.90254068e+01   0.00000000e+00   0.00000000e+00]]",[-1.02369308 -0.25372431]
6,[-1.24095145  0.42669758],-0.126536751486,-4.40657,[-1.19962585  1.20674431],"[ 0.17498518  1.30339855  1.07904981  3.2004306   0.09107146  0.47539414
 -0.00565591  2.60737766 -0.85316492  0.54966529  0.        ]","[[  1.39960382e+00   1.39632459e+00   1.12706295e-02   5.54312468e-02]
 [  1.83816714e+01   2.26070994e+01   0.00000000e+00   0.00000000e+00]]",[-1.02369308 -0.25372431]
7,[-1.37258992  1.27711536],-0.125951793091,-3.80885,[-1.40631592  1.24438739],"[-0.29293236  0.60416075  1.08337056  3.09140192  0.09107145  0.47539403
 -0.08779407  2.77167192 -1.06874348 -0.1193826   0.        ]","[[  1.72393480e+00   1.86092290e+00   1.12706295e-02   5.54312468e-02]
 [  1.40655817e+01   2.38486247e+01   0.00000000e+00   0.00000000e+00]]",[-1.02369308 -0.25372431]
8,[-2.14204026  2.26791274],-0.111147835202,-3.06439,[-1.59905612  1.55742228],"[-0.62548396 -0.05411608  0.98827698  2.01390914  0.09107143  0.47539392
 -0.16834001  3.23314122 -0.79356078 -0.60846703  0.        ]","[[  1.96278410e+00   2.37288293e+00   1.12706295e-02   5.54312468e-02]
 [  9.83315787e+00   2.73357782e+01   0.00000000e+00   0.00000000e+00]]",[-1.02369308 -0.25372431]
9,[-1.56060767  3.4919944 ],-0.0770344515803,-2.05998,[-1.82667649  2.78103185],"[-0.82561692 -0.45514745  0.88440651 -0.06983177  0.09107141  0.47539381
 -0.24733859  3.68547983 -0.29351112 -0.66964604  0.        ]","[[  2.11780303e+00   2.95389425e+00   1.12706295e-02   5.54312468e-02]
 [  5.68204279e+00   3.07539656e+01   0.00000000e+00   0.00000000e+00]]",[-1.02369308 -0.25372431]
10,[-0.57395898  5.15253563],-0.0564323364776,-1.81395,[-0.43441999  4.39698315],"[-0.91361279 -0.47552412  0.82498995 -1.20800093  0.09107139  0.4753937
 -0.32485084 -0.27578042 -0.07727796 -0.53700848  0.        ]","[[ 2.19057741  3.23293161  0.01127063  0.05543125]
 [ 1.60902922  0.82051234  0.          0.        ]]",[-1.02369308 -0.25372431]
11,[-0.44967791  3.08666561],-0.0608835405248,-2.33041,[-0.08305097  4.4183321 ],"[-0.92426171 -0.4808439   0.81714109 -0.98440862  0.09107138  0.47539359
 -0.36870807 -0.9393161  -0.11954533 -0.57310165  0.        ]","[[ 2.19963471  3.1782374   0.01127063  0.05543125]
 [-0.69552585 -4.19352849  0.          0.        ]]",[-1.02369308 -0.25372431]
12,[-0.60848601  3.01938404],-0.0667388697379,-2.4101,[ 0.07077503  4.25025988],"[-0.88676684 -0.48063022  0.84412218 -0.66926945  0.09107136  0.47539348
 -0.40232758 -0.80770493 -0.17644092 -0.61469186  0.        ]","[[ 2.1679992   3.10129757  0.01127063  0.05543125]
 [-2.46212326 -3.19900454  0.          0.        ]]",[-1.02369308 -0.25372431]
13,[ 0.35695285  4.13461176],-0.0702548126101,-2.35296,[ 0.33446056  4.1596365 ],"[-0.7972929  -0.47577054  0.90160234 -0.46794945  0.09107134  0.47539337
 -0.44724697 -0.62093916 -0.22003778 -0.63494077  0.        ]","[[ 2.09507441  3.05204969  0.01127063  0.05543125]
 [-4.82249132 -1.78770159  0.          0.        ]]",[-1.02369308 -0.25372431]
