timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-1.22391884 -1.23600326],-0.139732940654,-0.310628,[ 0.14347225  0.22110517],"[ 1.05574983  1.18244616 -0.11225839 -0.04807609  0.81674403 -0.69804296
 -0.33440571 -0.08814685  0.44071268  0.49010197  0.        ]","[[-0.04993289  0.05848892  0.09368118 -0.08167185]
 [ 0.00415211  0.00402508  0.          0.        ]]",[-0.04192459 -0.03686773]
1,[-1.0687022   0.35198633],-0.13264460583,-0.125252,[ 0.1417454   0.22202604],"[ 1.05190528  1.18434429 -0.17311128 -0.11393557  0.8167262  -0.69802937
 -0.68964688 -0.60982608  0.4373047   0.40523541  0.        ]","[[-0.08952575  0.01885621  0.09368118 -0.08167185]
 [-3.95027469 -3.95410996  0.          0.        ]]",[-0.04192459 -0.03686773]
2,[ 0.70811765  1.10158715],-0.115652206374,0.0972172,[ 0.13969094  0.2220355 ],"[ 1.02776101  1.18322775 -0.35270099 -0.22084226  0.81670838 -0.69801578
 -1.03803819 -0.41560634  0.40635421  0.19454563  0.        ]","[[-0.20744355 -0.04544174  0.09368118 -0.08167185]
 [-7.82859319 -2.48059863  0.          0.        ]]",[-0.04192459 -0.03686773]
3,[ 1.37504885  0.63774737],-0.102797711541,0.0728511,[ 0.14060184  0.22155464],"[ 0.98078245  1.18259534 -0.54101691 -0.23645782  0.81669056 -0.69800219
 -0.77259476  0.11260714  0.35573091  0.01715615  0.        ]","[[-0.33437192 -0.05484455  0.09368118 -0.08167185]
 [-4.87407287  1.52696451  0.          0.        ]]",[-0.04192459 -0.03686773]
4,[ 1.1929122  -0.08132139],-0.100495211766,-0.00273786,[ 0.14187936  0.22108832],"[ 0.95286318  1.18445695 -0.62287013 -0.14410011  0.81667275 -0.69798861
 -0.40862531  0.44124809  0.34282907 -0.01935018  0.        ]","[[ -3.91205294e-01   7.11965401e-04   9.36811789e-02  -8.16718532e-02]
 [ -8.22752248e-01   4.02038115e+00   0.00000000e+00   0.00000000e+00]]",[-0.04192459 -0.03686773]
5,[ 0.18281763 -1.4324314 ],-0.105966538628,-0.200086,[ 0.14388596  0.22088034],"[ 0.96482989  1.18067041 -0.58936775 -0.01721867  0.81665493 -0.69797502
 -0.05175533  0.388106    0.37105757  0.06458436  0.        ]","[[-0.36780496  0.07707475  0.09368118 -0.08167185]
 [ 3.14956183  3.61724628  0.          0.        ]]",[-0.04192459 -0.03686773]
6,[ 1.18968841  0.94321768],-0.114397330594,0.0556972,[ 0.14453572  0.22166994],"[ 0.99628387  1.17689159 -0.4879661   0.0355999   0.81663711 -0.69796144
  0.00776133 -0.14327552  0.40176706  0.18148202  0.        ]","[[-0.29816686  0.10897069  0.09368118 -0.08167185]
 [ 3.81203465 -0.41421659  0.          0.        ]]",[-0.04192459 -0.03686773]
7,[-1.02124175  1.02257323],-0.128632710464,0.00186922,[ 0.14574173  0.22033213],"[ 1.03419098  1.17229985 -0.31571014  0.08388418  0.8166193  -0.69794785
  0.35625643  0.34988102  0.43038314  0.36214525  0.        ]","[[-0.18300655  0.13822541  0.09368118 -0.08167185]
 [ 7.69109257  3.32722018  0.          0.        ]]",[-0.04192459 -0.03686773]
8,[-0.31782138 -0.19381025],-0.147840777212,-0.0477881,[ 0.14398983  0.21923262],"[ 1.05383299  1.14694415 -0.14369062  0.25629196  0.81660148 -0.69793427
 -0.01294753  0.86330563  0.4296454   0.59741426  0.        ]","[[-0.07041626  0.24385237  0.09368118 -0.08167185]
 [ 3.58163374  7.22248919  0.          0.        ]]",[-0.04192459 -0.03686773]
9,[-0.5685283   1.33259953],-0.162058385356,0.0914862,[ 0.14360131  0.21924834],"[ 1.05713035  1.09456601 -0.05392068  0.4703673   0.81658367 -0.69792069
 -0.1322293   0.74335289  0.39576309  0.77394029  0.        ]","[[-0.01210451  0.37917276  0.09368118 -0.08167185]
 [ 2.25395539  6.31257978  0.          0.        ]]",[-0.04192459 -0.03686773]
