timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-0.52742456  4.75086252],-0.168898108529,-2.89092,[-0.29662305  3.45266724],"[ 1.35387151  2.52146081 -0.38214001 -0.4428354   1.63513073  1.49675144
 -0.35461448 -0.38567472  0.0477267  -1.42598686  0.        ]","[[-0.02274855  0.0959715   0.18894965  0.17339382]
 [ 0.00264277 -0.00078582  0.          0.        ]]",[-0.97709    -0.24022965]
1,[-0.4867383   2.55527923],-0.168893607578,-3.18446,[-0.42467046  3.26640654],"[ 1.35287282  2.51453118 -0.41300655 -0.28387986  1.6351294   1.49675037
 -0.39427058  0.14227261  0.04588922 -1.42618459  0.        ]","[[-0.04364541  0.1356919   0.18894965  0.17339382]
 [-2.0853717   3.95962342  0.          0.        ]]",[-0.97709    -0.24022965]
2,[-0.36534354  2.67796832],-0.168518509464,-2.7978,[-0.62819993  3.02029657],"[ 1.34642778  2.48005121 -0.50235153  0.18285372  1.63512807  1.4967493
 -0.43008491  0.65975553  0.03663007 -1.42432232  0.        ]","[[-0.10427303  0.25383291  0.18894965  0.17339382]
 [-3.97110609  7.84153411  0.          0.        ]]",[-0.97709    -0.24022965]
3,[-0.65467548  2.94106339],-0.166380899766,-2.64272,[-0.93247283  2.77005386],"[ 1.32629518  2.37895434 -0.63840767  0.91939199  1.63512674  1.49674822
 -0.45606933  1.16696157  0.00885933 -1.41025784  0.        ]","[[ -0.19742243   0.44883872   0.18894965   0.17339382]
 [ -5.33926727  11.6463551    0.           0.        ]]",[-0.97709    -0.24022965]
4,[-1.03224603  2.71645017],-0.164060033977,-2.5464,[-1.32587564  2.5099268 ],"[ 1.27700889  2.15473751 -0.82624396  1.8253575   1.63512541  1.49674715
 -0.50327819  1.66416367 -0.05410447 -1.39633392  0.        ]","[[ -0.32914736   0.71918832   0.18894965   0.17339382]
 [ -7.82495689  15.37613748   0.           0.        ]]",[-0.97709    -0.24022965]
5,[-1.60046187  2.6335253 ],-0.167084501008,-2.24036,[-1.70800948  2.26856875],"[ 1.16134504  1.75276126 -1.08774926  2.69256254  1.63512408  1.49674607
 -0.57550538  2.15153066 -0.17198691 -1.42019721  0.        ]","[[ -0.52380209   1.06339404   0.18894965   0.17339382]
 [-11.62793477  19.03215267   0.           0.        ]]",[-0.97709    -0.24022965]
6,[-1.78952167  0.86974983],-0.178216107596,-2.2088,[-2.08622789  2.08119917],"[ 0.92430571  1.15647417 -1.4022887   3.18358294  1.63512275  1.496745
 -0.64631609  2.62915015 -0.36897805 -1.48460855  0.        ]","[[ -0.79376759   1.47998704   0.18894965   0.17339382]
 [-15.3563327   22.61506417   0.           0.        ]]",[-0.97709    -0.24022965]
7,[-2.9346256   1.32137257],-0.1971129736,-2.16102,[-2.35338712  2.00044966],"[ 0.51951217  0.44389564 -1.68991656  2.89525455  1.63512142  1.49674393
 -0.71574076  3.02844458 -0.66415465 -1.55120604  0.        ]","[[ -1.13756865   1.96234328   0.18894965   0.17339382]
 [-19.01175228  25.61043831   0.           0.        ]]",[-0.97709    -0.24022965]
8,[-2.63537605  1.73694116],-0.221374109594,-2.31818,[-2.5804553   2.27712083],"[-0.05994715 -0.1972922  -1.82623873  1.5526472   1.63512009  1.49674285
 -0.78380459  3.48850541 -1.05772058 -1.55269143  0.        ]","[[ -1.55376033   2.50917989   0.18894965   0.17339382]
 [-22.59552216  29.06168547   0.           0.        ]]",[-0.97709    -0.24022965]
9,[-2.25997303  2.63328436],-0.246442424475,-2.24993,[-2.65144587  3.22947097],"[-0.73617246 -0.48885104 -1.66611757 -0.75948654  1.63511876  1.49674178
 -0.85052044  3.11424272 -1.50908351 -1.40794106  0.        ]","[[ -2.04091463   3.12435783   0.18894965   0.17339382]
 [-26.10831874  26.25418236   0.           0.        ]]",[-0.97709    -0.24022965]
