timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.53039942  2.83757825],-0.315407320247,-3.45989,[ 3.15130353  3.37434149],"[ 1.29323627  2.42980138 -0.32092981 -0.94546696 -0.84193766  0.53007059
 -0.37443749 -0.38890729  2.21416156 -0.68269877  0.        ]","[[-0.03565836 -0.03439288 -0.09721184  0.0615873 ]
 [-0.00170044  0.00145523  0.          0.        ]]",[-0.80496544 -0.14487565]
1,[ 2.13873641  3.69828487],-0.313042937142,-3.4797,[ 2.998842    3.22945452],"[ 1.29412345  2.43064508 -0.26250092 -0.79321186 -0.8419372   0.53007037
 -0.29844892  0.15065395  2.21665373 -0.58200975  0.        ]","[[ 0.00398302  0.00534834 -0.09721184  0.0615873 ]
 [ 3.95267749  3.95948055  0.          0.        ]]",[-0.80496544 -0.14487565]
2,[ 2.08430152  2.54058858],-0.304024289505,-3.58403,[ 2.76773167  2.9686141 ],"[ 1.28362847  2.41945999 -0.08906995 -0.34181556 -0.84193673  0.53007015
 -0.22396204  0.67953571  2.18595083 -0.28463083  0.        ]","[[ 0.12192772  0.12346409 -0.09721184  0.0615873 ]
 [ 7.82890943  7.83916581  0.          0.        ]]",[-0.80496544 -0.14487565]
3,[ 3.11866238  3.41479069],-0.282947015781,-3.34933,[ 2.41555142  2.61432433],"[ 1.22379183  2.35669542  0.19064844  0.38584238 -0.84193626  0.53006993
 -0.15094207  1.19794142  2.0155454   0.17185758  0.        ]","[[  0.31663041   0.3184027   -0.09721184   0.0615873 ]
 [ 11.62880467  11.64200645   0.           0.        ]]",[-0.80496544 -0.14487565]
4,[ 1.46702663  1.42021048],-0.242392548057,-3.37652,[ 1.90260553  2.14783216],"[ 1.05759062  2.18299961  0.547636    1.31383547 -0.8419358   0.53006971
 -0.0793474   1.70605954  1.57451396  0.6518904   0.        ]","[[  0.58658534   0.58864133  -0.09721184   0.0615873 ]
 [ 15.35452893  15.36939065   0.           0.        ]]",[-0.80496544 -0.14487565]
5,[ 0.9626974   0.54072414],-0.176224509215,-3.27357,[ 1.04522002  1.67639148],"[ 0.7246791   1.83571145  0.9136823   2.26408186 -0.84193533  0.53006949
 -0.00912952  2.20406486  0.83123648  0.87943281  0.        ]","[[  0.9303339    0.93268388  -0.09721184   0.0615873 ]
 [ 19.00860566  19.02260808   0.           0.        ]]",[-0.80496544 -0.14487565]
6,[ 0.47692457 -0.23045237],-0.0879048879697,-2.93639,[ 0.36279666  1.44269192],"[ 0.19592076  1.30893783  1.16841824  2.90827862 -0.84193487  0.53006927
  0.05692657  2.4442351   0.03952548  0.5726027   0.        ]","[[  1.34499103   1.33081419  -0.09721184   0.0615873 ]
 [ 22.44610712  20.78445276   0.           0.        ]]",[-0.80496544 -0.14487565]
7,[ 0.61588091  1.8880687 ],-0.0285768445184,-2.2995,[ 0.31651348  1.44413662],"[-0.45402462  0.72128419  1.1644044   2.96766305 -0.8419344   0.53006905
  0.08477622  2.26339391 -0.33337294 -0.16184799  0.        ]","[[  1.8084542    1.7331938   -0.09721184   0.0615873 ]
 [ 23.89537879  19.45789639   0.           0.        ]]",[-0.80496544 -0.14487565]
8,[ 1.29968142  0.55289123],-0.0941098427948,-1.76572,[ 0.58012372  1.7392211 ],"[-1.0701366   0.14372961  0.82491277  2.37582648 -0.84193393  0.53006883
  0.12264334  2.75028082 -0.09910595 -0.85104465  0.        ]","[[  2.30613099   2.1581874   -0.09721184   0.0615873 ]
 [ 25.8659512   23.02959342   0.           0.        ]]",[-0.80496544 -0.14487565]
9,[ 1.00713678  3.00374421],-0.13662256268,-0.92995,[ 1.06379867  2.78209949],"[-1.47942496 -0.32826345  0.14399219  1.04163426 -0.84193347  0.53006861
  0.1889836   2.98624585  0.47653878 -0.99087683  0.        ]","[[  2.85809005   2.63614589  -0.09721184   0.0615873 ]
 [ 29.31823878  24.76062877   0.           0.        ]]",[-0.80496544 -0.14487565]
10,[ 1.4262876   2.64074936],-0.131405857928,-0.248278,[ 1.63605261  3.92043447],"[-1.45641279 -0.51044039 -0.75554637 -0.62340346 -0.841933    0.53006839
  0.25394405  1.08514732  0.71743222 -0.6708769   0.        ]","[[  3.47838399   3.09190755  -0.09721184   0.0615873 ]
 [ 32.69872307  10.81473979   0.           0.        ]]",[-0.80496544 -0.14487565]
