timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.8565935   1.45138633],-0.402288489205,-0.986376,[ 2.21561408  1.4808712 ],"[ 1.15875203  1.75329717 -0.05217449 -0.79375764 -1.61188406  0.54223679
 -0.67156065 -0.33997561  2.61988455 -0.55404111  0.        ]","[[ 0.04258737 -0.04779352 -0.18811406  0.06211931]
 [-0.00092285  0.00108321  0.          0.        ]]",[-0.29316989  0.00729296]
1,[ 1.84785436  1.13002056],-0.400098959085,-0.963848,[ 2.21013522  1.4787817 ],"[ 1.15533182  1.75467972  0.0072321  -0.69038788 -1.61187267  0.54223542
 -0.54150301  0.22617966  2.61597117 -0.45910327  0.        ]","[[ 0.08224416 -0.00805967 -0.18811406  0.06211931]
 [ 3.95343974  3.95911652  0.          0.        ]]",[-0.29316989  0.00729296]
2,[ 2.16873356  2.6998206 ],-0.390962085228,-0.761956,[ 2.18072438  1.46567869],"[ 1.13241681  1.74709156  0.18242993 -0.38356481 -1.61186129  0.54223404
 -0.41401603  0.78112833  2.56923204 -0.18126786  0.        ]","[[ 0.20020389  0.11004889 -0.18811406  0.06211931]
 [ 7.82964859  7.83881051  0.          0.        ]]",[-0.29316989  0.00729296]
3,[ 1.26141587  1.35152171],-0.367602796776,-0.893169,[ 2.10344648  1.42532182],"[ 1.05371772  1.69660146  0.46142234  0.11211243 -1.6118499   0.54223266
 -0.28904034  1.32508109  2.38327207  0.23703456  0.        ]","[[  0.39492101   0.30498049  -0.18811406   0.06211931]
 [ 11.62950603  11.64166136   0.           0.        ]]",[-0.29316989  0.00729296]
4,[ 0.84238603  0.99870299],-0.319785584951,-0.828999,[ 1.96355033  1.34921312],"[ 0.86589103  1.55210607  0.8100183   0.74648846 -1.61183852  0.54223128
 -0.16650475  1.85823091  1.94488405  0.65945141  0.        ]","[[  0.66488944   0.57521234  -0.18811406   0.06211931]
 [ 15.35517389  15.36905734   0.           0.        ]]",[-0.29316989  0.00729296]
5,[ 2.59427318  1.07772724],-0.239614606896,-0.541368,[ 1.75661254  1.23853397],"[ 0.52252889  1.25926875  1.14893443  1.40002762 -1.61182713  0.54222991
 -0.06683625  2.38005429  1.24951598  0.82301592  0.        ]","[[  1.0023936    0.91919915  -0.18811406   0.06211931]
 [ 18.38557181  19.0173912    0.           0.        ]]",[-0.29316989  0.00729296]
6,[ 2.42381097  0.95057986],-0.130172676374,-0.364452,[ 1.55206561  1.12762737],"[ 0.00558824  0.7893427   1.36465904  1.86152894 -1.61181575  0.54222853
  0.05147205  2.89215318  0.53596203  0.4778172   0.        ]","[[  1.40619016   1.33547262  -0.18811406   0.06211931]
 [ 21.98270901  22.59792706   0.           0.        ]]",[-0.29316989  0.00729296]
7,[ 1.91633158  0.566672  ],-0.0691999336575,-0.113179,[ 1.5015738   1.11779428],"[-0.6424201   0.1845379   1.31318353  1.8524113  -1.61180436  0.54222715
  0.16755634  3.36601817  0.26176026 -0.30636465  0.        ]","[[  1.88125177   1.82067697  -0.18811406   0.06211931]
 [ 25.51222601  25.91140946   0.           0.        ]]",[-0.29316989  0.00729296]
8,[ 2.08187618  0.88207013],-0.160530916753,0.27333,[ 1.66082835  1.22293985],"[-1.26281814 -0.39434042  0.86842047  1.1708505  -1.61179298  0.54222577
  0.28140175  3.61305272  0.65714136 -0.91217913  0.        ]","[[  2.42622647   2.35624004  -0.18811406   0.06211931]
 [ 28.97367203  27.63922392   0.           0.        ]]",[-0.29316989  0.00729296]
9,[ 1.55608131  2.17211619],-0.211388924416,0.589712,[ 1.83141732  1.3336854 ],"[-1.59410895 -0.73714613  0.03653329 -0.1446166  -1.61178159  0.5422244
  0.39292553  4.0339381   1.17468292 -0.75278324  0.        ]","[[  3.03972844   2.93855554  -0.18811406   0.06211931]
 [ 32.36453253  30.58282819   0.           0.        ]]",[-0.29316989  0.00729296]
10,[ 2.55660249  2.90661069],-0.196598766077,1.6453,[ 1.76774859  1.35485077],"[-1.37644467 -0.75916501 -0.93709675 -0.87248826 -1.61177021  0.54222302
  0.50204    -0.18229375  1.1533794  -0.4790002   0.        ]","[[  3.72030713   3.2196909   -0.18811406   0.06211931]
 [ 35.68214354   1.1038783    0.           0.        ]]",[-0.29316989  0.00729296]
11,[ 1.15035948  1.89559166],-0.194069209738,1.17682,[ 1.85891676  1.41347802],"[-0.556584   -0.76247073 -1.57201959 -0.74487484 -1.61175883  0.54222164
  0.6090205  -0.90519142  1.12889543 -0.50293526  0.        ]","[[  4.46658473   3.17058489  -0.18811406   0.06211931]
 [ 38.93488022  -3.95047306   0.           0.        ]]",[-0.29316989  0.00729296]
12,[ 1.04560263  1.56814197],-0.193751267884,0.436392,[ 1.94869661  1.45607162],"[ 0.51845078 -0.76177144 -1.38394317 -0.5545897  -1.61174744  0.54222026
  0.71388991 -0.77760181  1.12736482 -0.49983209  0.        ]","[[  5.27727421   3.09745582  -0.18811406   0.06211931]
 [ 42.12344066  -3.05841426   0.           0.        ]]",[-0.29316989  0.00729296]
13,[ 2.23910113  1.96165299],-0.187040678353,0.00800255,[ 1.91975951  1.42677355],"[ 1.14797396 -0.75774793 -0.31377631 -0.43203826 -1.61173606  0.54221889
  0.81668171 -0.58575824  1.07868766 -0.49770634  0.        ]","[[  6.15110129   3.05025704  -0.18811406   0.06211931]
 [ 45.2488464   -1.71710189   0.           0.        ]]",[-0.29316989  0.00729296]
