timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.74809968  4.29146571],-0.313057980044,-6.72067,[ 3.11958981  4.30711079],"[ 1.39390912  2.58508061 -0.56147969 -0.48032761 -0.82726181  0.534043
 -0.36092232 -0.38286643  2.22392999 -0.66457614  0.        ]","[[-0.09555495  0.08582509 -0.09515159  0.06128582]
 [ 0.00052906  0.00323874  0.          0.        ]]",[-1.09490383 -0.29477662]
1,[ 3.55775054  5.89158292],-0.310427618712,-6.37306,[ 3.14083362  4.13101196],"[ 1.39829855  2.57864404 -0.50257899 -0.31580138 -0.82726158  0.53404289
 -0.28539498  0.13732472  2.22421972 -0.56362058  0.        ]","[[-0.05586927  0.12560165 -0.09515159  0.06128582]
 [ 3.95488318  3.96123003  0.          0.        ]]",[-1.09490383 -0.29477662]
2,[ 2.65594824  3.81041336],-0.300657196318,-6.67323,[ 3.1167593  3.7563436],"[ 1.39775888  2.5454023  -0.32705019  0.16703689 -0.82726136  0.53404278
 -0.21135884  0.64721876  2.18697332 -0.26717749  0.        ]","[[ 0.06211984  0.243752   -0.09515159  0.06128582]
 [ 7.83116314  7.84087386  0.          0.        ]]",[-1.09490383 -0.29477662]
3,[ 2.63874546  2.79835562],-0.278476158991,-6.39446,[ 2.87585878  3.2706995 ],"[ 1.35259238  2.44553742 -0.04128959  0.93009996 -0.82726114  0.53404267
 -0.1387782   1.14701124  2.00712286  0.18297427  0.        ]","[[  0.25686914   0.43872424  -0.09515159   0.06128582]
 [ 11.63123827  11.64365943   0.           0.        ]]",[-1.09490383 -0.29477662]
4,[ 2.36853662  2.89811006],-0.236733200791,-6.00421,[ 2.28159833  2.6415925 ],"[ 1.20222757  2.22130285  0.32903188  1.87139564 -0.82726091  0.53404256
 -0.06761112  1.63688427  1.55960518  0.64672006  0.        ]","[[  0.5268759    0.70899526  -0.09515159   0.06128582]
 [ 15.35730409  15.37097493   0.           0.        ]]",[-1.09490383 -0.29477662]
5,[ 1.53592073  1.87471783],-0.169700754268,-5.76443,[ 1.42725897  1.93146479],"[  8.80345268e-01   1.81644267e+00   7.18932113e-01   2.77769647e+00
  -8.27260689e-01   5.34042449e-01   2.18986836e-03   2.11700888e+00
   8.24613788e-01   8.49862185e-01   0.00000000e+00]","[[  0.87068449   1.0530688   -0.09515159   0.06128582]
 [ 19.01184589  19.02412528   0.           0.        ]]",[-1.09490383 -0.29477662]
6,[ 0.79286629  1.93248378],-0.0789553006909,-5.74264,[ 0.61516702  1.54520023],"[ 0.34768323  1.21284245  1.00949213  3.3015077  -0.82726046  0.53404234
  0.0706704   2.58755891  0.05793692  0.51275184  0.        ]","[[  1.28688905   1.46947463  -0.09515159   0.06128582]
 [ 22.5972533   22.60443744   0.           0.        ]]",[-1.09490383 -0.29477662]
7,[ 0.05294444  1.53890595],-0.0285835342552,-5.15533,[ 0.34283239  1.4877702 ],"[-0.34554113  0.48070102  1.04083987  3.01680946 -0.82726024  0.53404223
  0.12219836  3.04876643 -0.22790333 -0.27993609  0.        ]","[[  1.76589823   1.95677293  -0.09515159   0.06128582]
 [ 25.29508189  26.11368223   0.           0.        ]]",[-1.09490383 -0.29477662]
8,[ 0.99496764  2.32184473],-0.101990112695,-4.39139,[ 0.39002132  2.59698296],"[-1.00215133 -0.18262905  0.72080298  1.60715375 -0.82726002  0.53404212
  0.11677579  3.50093089  0.19051503 -0.84375416  0.        ]","[[  2.26895431   2.51356425  -0.09515159   0.06128582]
 [ 25.01117551  29.55414372   0.           0.        ]]",[-1.09490383 -0.29477662]
9,[ 0.49717957  6.01116624],-0.123001969517,-3.58319,[ 0.33939719  4.30336952],"[-1.4419087  -0.47512181  0.07387993 -0.82400867 -0.82725979  0.53404201
  0.18262022  3.11245188  0.69402941 -0.60907923  0.        ]","[[  2.80377881   3.13849327  -0.09515159   0.06128582]
 [ 28.45856525  26.59834085   0.           0.        ]]",[-1.09490383 -0.29477662]
10,[ 1.41217027  4.54968221],-0.107085657248,-2.81737,[ 1.1647563   5.19658995],"[-1.48073918 -0.45647075 -0.78114502 -1.48394172 -0.82725957  0.5340419
  0.20942993 -0.70184423  0.65084222 -0.4207202   0.        ]","[[  3.38702907   3.29777545  -0.09515159   0.06128582]
 [ 29.86223088  -2.42376534   0.           0.        ]]",[-1.09490383 -0.29477662]
11,[ 2.06743864  5.00128466],-0.107968040313,-2.2541,[ 2.19463778  5.2334671 ],"[-0.99784563 -0.47232299 -1.56338378 -1.08847444 -0.82725934  0.53404179
  0.27376053 -1.09124313  0.62967592 -0.48482699  0.        ]","[[  4.01806648   3.20210799  -0.09515159   0.06128582]
 [ 33.23036148  -5.38661503   0.           0.        ]]",[-1.09490383 -0.29477662]
12,[ 3.02808012  4.04430201],-0.111108453354,-2.54266,[ 2.74867129  5.30619478],"[-0.05700707 -0.4743685  -1.90798957 -0.70589485 -0.82725912  0.53404168
  0.33681957 -0.86145451  0.648716   -0.50088737  0.        ]","[[  4.71579942   3.1100938   -0.09515159   0.06128582]
 [ 36.53191754  -3.63820801   0.           0.        ]]",[-1.09490383 -0.29477662]
13,[ 3.14693955  4.97595578],-0.106647899468,-3.32279,[ 3.03455305  5.51892376],"[ 0.95249256 -0.46942421 -1.49169797 -0.47836691 -0.8272589   0.53404157
  0.39862884 -0.6395188   0.62424577 -0.47275334  0.        ]","[[  5.47890693   3.05529427  -0.09515159   0.06128582]
 [ 39.76803973  -1.94955136   0.           0.        ]]",[-1.09490383 -0.29477662]
14,[ 3.68942441  5.81974861],-0.0985956893265,-4.20724,[ 3.2628572  5.8135829],"[ 1.40019557 -0.46514548 -0.38536075 -0.36293253 -0.82725867  0.53404146
  0.45921385 -0.50721419  0.54970692 -0.48198565  0.        ]","[[  6.30609371   3.02740296  -0.09515159   0.06128582]
 [ 42.94006481  -0.94287683   0.           0.        ]]",[-1.09490383 -0.29477662]
15,[ 2.74516878  5.44524986],-0.098791074649,-4.31422,[ 2.76864457  5.84559107],"[ 0.83229438 -0.46272338  0.75839912 -0.30876687 -0.82725845  0.53404135
  0.51859936 -0.4398458   0.4957498  -0.56948521  0.        ]","[[  7.19609086   3.01428596  -0.09515159   0.06128582]
 [ 46.04928878  -0.430287     0.           0.        ]]",[-1.09490383 -0.29477662]
16,[ 1.48379626  4.39639102],-0.111881449283,-3.25429,[ 1.45823717  5.2588954 ],"[-0.48536795 -0.46155225  1.00535253 -0.28450735 -0.82725822  0.53404123
  0.57680925 -0.40815548  0.53589305 -0.68253867  0.        ]","[[  8.14765493   3.00840416  -0.09515159   0.06128582]
 [ 49.09696212  -0.18916333   0.           0.        ]]",[-1.09490383 -0.29477662]
17,[ 1.49605706  4.3700736 ],-0.126767447107,-2.43765,[ 1.35452211  4.99755812],"[-1.47343498 -0.46102713 -0.02929321 -0.27397568 -0.827258    0.53404112
  0.63386682 -0.39394318  0.65926246 -0.71321766  0.        ]","[[  9.15956714   3.0058493   -0.09515159   0.06128582]
 [ 52.084304    -0.08102576   0.           0.        ]]",[-1.09490383 -0.29477662]
18,[ 2.7186036   3.91304874],-0.129761871872,-1.99853,[ 2.60336137  5.20713758],"[-1.07482071 -0.46080109 -1.49332457 -0.26950478 -0.82725778  0.53404101
  0.68979484 -0.38776935  0.75299664 -0.61131857  0.        ]","[[  1.02306328e+01   3.00476445e+00  -9.51515907e-02   6.12858153e-02]
 [  5.50125082e+01  -3.40511377e-02   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
19,[ 2.72085976  5.33300808],-0.11619962762,-2.64323,[ 2.75109434  5.28222036],"[ 0.45884933 -0.46070614 -1.81041107 -0.26763831 -0.82725755  0.5340409
  0.74461568 -0.38514784  0.70590182 -0.47080681  0.        ]","[[  1.13596810e+01   3.00431151e+00  -9.51515907e-02   6.12858153e-02]
 [  5.78827450e+01  -1.41051918e-02   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
20,[ 3.19896986  6.16932061],-0.0979884980874,-4.10039,[ 3.04309201  5.7766614 ],"[ 1.40026277 -0.46066686 -0.45042656 -0.266869   -0.82725733  0.53404079
  0.79835125 -0.38405351  0.55673721 -0.45871667  0.        ]","[[  1.25455638e+01   3.00412482e+00  -9.51515907e-02   6.12858153e-02]
 [  6.06961616e+01  -5.77927448e-03   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
21,[ 2.43165031  6.00898047],-0.101165378019,-3.78994,[ 2.25274587  5.7305665 ],"[ 0.43953276 -0.46065076  0.97883037 -0.26655491 -0.8272571   0.53404068
  0.85102302 -0.38360269  0.49106763 -0.60596213  0.        ]","[[  1.37871562e+01   3.00404860e+00  -9.51515907e-02   6.12858153e-02]
 [  6.34538826e+01  -2.34960888e-03   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
22,[ 1.45623996  5.56502776],-0.122328666203,-2.39844,[ 1.2616477   5.15304852],"[-1.24842525 -0.46064417  0.45100964 -0.26642744 -0.82725688  0.53404057
  0.90265204 -0.3834189   0.61093871 -0.71921465  0.        ]","[[  1.50833552e+01   3.00401768e+00  -9.51515907e-02   6.12858153e-02]
 [  6.61570107e+01  -9.51739887e-04   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
23,[ 2.42522702  6.5717663 ],-0.130206252165,-1.51576,[ 2.57063198  5.35850382],"[-1.15661856 -0.46064144 -1.40669019 -0.26637574 -0.82725665  0.53404046
  0.95325897 -0.3833446   0.7505064  -0.62269739  0.        ]","[[  1.64330799e+01   3.00400515e+00  -9.51515907e-02   6.12858153e-02]
 [  6.88066264e+01  -3.86940831e-04   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
24,[ 3.41337823  5.42169978],-0.112896163641,-2.68002,[ 2.71845531  5.45127869],"[ 0.7105762  -0.46064028 -1.68337967 -0.26635456 -0.82725643  0.53404035
  1.00286401 -0.38331476  0.68453037 -0.45616598  0.        ]","[[  1.78352706e+01   3.00400002e+00  -9.51515907e-02   6.12858153e-02]
 [  7.14037892e+01  -1.60425427e-04   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
25,[ 2.72593425  4.45649876],-0.0956380884464,-4.63891,[ 2.80263519  5.9718833 ],"[ 1.26168684 -0.46063973  0.21367224 -0.26634558 -0.82725621  0.53404024
  1.05148702 -0.38330283  0.51180512 -0.50179562  0.        ]","[[  1.92888887e+01   3.00399785e+00  -9.51515907e-02   6.12858153e-02]
 [  7.39495374e+01  -7.01858320e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
26,[ 1.86443642  5.35768359],-0.112960977463,-2.86144,[ 1.4120903   5.37648058],"[-0.5943796  -0.46063943  0.96696424 -0.26634145 -0.82725598  0.53404013
  1.09914742 -0.38329807  0.54034777 -0.69024966  0.        ]","[[  2.07929161e+01   3.00399686e+00  -9.51515907e-02   6.12858153e-02]
 [  7.64448888e+01  -3.44762061e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
27,[ 2.47464579  4.82435995],-0.130640559653,-1.66274,[ 2.23047066  5.42660189],"[-1.43326838 -0.46063923 -0.93714643 -0.26633923 -0.82725576  0.53404002
  1.14586427 -0.38329615  0.72709371 -0.6679064   0.        ]","[[  2.23463549e+01   3.00399633e+00  -9.51515907e-02   6.12858153e-02]
 [  7.88908411e+01  -2.04585463e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
28,[ 2.3221164   5.20548251],-0.115848802235,-2.51085,[ 2.6312933   5.45206785],"[ 0.48902558 -0.46063907 -1.79831329 -0.26633776 -0.82725553  0.53403991
  1.19165624 -0.38329537  0.70380593 -0.46884632  0.        ]","[[  2.39482269e+01   3.00399598e+00  -9.51515907e-02   6.12858153e-02]
 [  8.12883722e+01  -1.50226669e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
29,[ 2.57449631  5.79327319],-0.0956322889136,-4.27202,[ 2.7115407   6.02514076],"[ 1.2453955  -0.46063892  0.24781544 -0.26633657 -0.82725531  0.5340398
  1.23654165 -0.38329503  0.50992215 -0.50476634  0.        ]","[[  2.55975734e+01   3.00399571e+00  -9.51515907e-02   6.12858153e-02]
 [  8.36384408e+01  -1.29620306e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
30,[ 1.06738859  3.67195802],-0.116711981224,-2.95559,[ 1.40770602  5.43753099],"[-0.87561404 -0.46063878  0.81750012 -0.2663355  -0.82725509  0.53403969
  1.28053843 -0.38329486  0.56508764 -0.70617763  0.        ]","[[  2.72934544e+01   3.00399546e+00  -9.51515907e-02   6.12858153e-02]
 [  8.59419863e+01  -1.22184733e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
31,[ 2.72381719  6.28130792],-0.130057415384,-1.33054,[ 2.62430263  5.59489727],"[-1.12150216 -0.46063864 -1.44560526 -0.26633446 -0.82725486  0.53403958
  1.32366417 -0.38329476  0.75188034 -0.61795632  0.        ]","[[  2.90349488e+01   3.00399521e+00  -9.51515907e-02   6.12858153e-02]
 [  8.81999298e+01  -1.19818414e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
32,[ 2.92590768  5.09784375],-0.105674323804,-3.34859,[ 2.74008751  5.74464083],"[ 1.14941999 -0.4606385  -1.25351423 -0.26633342 -0.82725464  0.53403947
  1.36593611 -0.38329468  0.63069577 -0.4407277   0.        ]","[[  3.08211536e+01   3.00399498e+00  -9.51515907e-02   6.12858153e-02]
 [  9.04131741e+01  -1.19346008e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
33,[ 2.49662559  6.28094485],-0.101356330561,-3.65356,[ 2.04845548  5.90017748],"[ 0.41959877 -0.46063836  0.98607146 -0.26633239 -0.82725441  0.53403936
  1.40737116 -0.38329461  0.49139882 -0.60792251  0.        ]","[[  3.26511837e+01   3.00399474e+00  -9.51515907e-02   6.12858153e-02]
 [  9.25826040e+01  -1.19529437e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
34,[ 1.7319037   5.38716934],-0.128884257665,-1.68158,[ 1.84606278  5.5518012 ],"[-1.52375659 -0.46063822 -0.36982539 -0.26633136 -0.82725419  0.53403925
  1.44798587 -0.38329454  0.68738882 -0.70251141  0.        ]","[[  3.45241715e+01   3.00399450e+00  -9.51515907e-02   6.12858153e-02]
 [  9.47090869e+01  -1.19889909e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
35,[ 2.83766856  5.65262074],-0.117124675448,-2.14195,[ 2.69261312  5.65266991],"[ 0.38550044 -0.46063808 -1.8366072  -0.26633033 -0.82725397  0.53403914
  1.48779648 -0.38329448  0.71161859 -0.47550934  0.        ]","[[  3.64392665e+01   3.00399426e+00  -9.51515907e-02   6.12858153e-02]
 [  9.67934729e+01  -1.20245275e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
36,[ 2.59350192  6.72555084],-0.0961955772275,-3.96773,[ 2.48518372  6.10942793],"[ 1.05991245 -0.46063794  0.53552389 -0.26632929 -0.82725374  0.53403903
  1.52681892 -0.38329441  0.49631963 -0.53377318  0.        ]","[[  3.83956353e+01   3.00399402e+00  -9.51515907e-02   6.12858153e-02]
 [  9.88365956e+01  -1.20528867e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
37,[ 1.8133479   5.90741719],-0.124710381786,-1.87142,[ 1.4988544   5.54375792],"[-1.38008141 -0.4606378   0.22565287 -0.26632825 -0.82725352  0.53403892
  1.56506878 -0.38329434  0.63454111 -0.71924122  0.        ]","[[  4.03924607e+01   3.00399377e+00  -9.51515907e-02   6.12858153e-02]
 [  1.00839272e+02  -1.20718772e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
38,[ 2.68939111  4.06066762],-0.121772475437,-1.94344,[ 2.81187034  5.7686615 ],"[-0.03648746 -0.46063766 -1.90776593 -0.26632721 -0.82725329  0.53403881
  1.60256134 -0.38329427  0.73688442 -0.50674334  0.        ]","[[  4.24289419e+01   3.00399353e+00  -9.51515907e-02   6.12858153e-02]
 [  1.02802302e+02  -1.20810276e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
39,[ 2.27565079  5.36536342],-0.0956685220135,-4.25255,[ 2.55937171  6.15925789],"[ 1.20580165 -0.46063751  0.32274817 -0.26632617 -0.82725307  0.5340387
  1.63931161 -0.3832942   0.50596965 -0.51160306  0.        ]","[[  4.45042937e+01   3.00399329e+00  -9.51515907e-02   6.12858153e-02]
 [  1.04726471e+02  -1.20805160e-05   0.00000000e+00   0.00000000e+00]]",[-1.09490383 -0.29477662]
