timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.30449405  4.45996011],-0.318794645331,-6.95902,[ 3.42307067  4.08043623],"[ 1.38750601  2.56920456 -0.4408675  -0.45225241 -0.94181665 -0.18573076
 -0.35865321 -0.38395651  2.32554845  0.11277263  0.        ]","[[-0.02877567  0.09326366 -0.10805074 -0.0211943 ]
 [ 0.00200035 -0.0017724   0.          0.        ]]",[-1.06175268 -0.2522496 ]
1,[ 3.57939082  3.35622091],-0.319185380312,-6.85899,[ 3.34355307  3.92246103],"[ 1.3880204   2.56236292 -0.3818882  -0.28944021 -0.94181633 -0.18573073
 -0.28329164  0.13792368  2.31887736  0.21335219  0.        ]","[[ 0.01093916  0.13294099 -0.10805074 -0.0211943 ]
 [ 3.95632775  3.95631859  0.          0.        ]]",[-1.06175268 -0.2522496 ]
2,[ 3.55250776  4.15566635],-0.318301767254,-6.89593,[ 3.13570213  3.60401344],"[ 1.37602993  2.52798273 -0.20713531  0.1888923  -0.94181602 -0.1857307
 -0.20941791  0.64947327  2.26127879  0.50588696  0.        ]","[[ 0.12895693  0.25099409 -0.10805074 -0.0211943 ]
 [ 7.8325857   7.83605964  0.          0.        ]]",[-1.06175268 -0.2522496 ]
3,[ 2.5141662   2.81058242],-0.3102041925,-6.78559,[ 2.75338292  3.06287861],"[ 1.31255414  2.42652975  0.07432895  0.94418497 -0.94181571 -0.18573066
 -0.13699635  1.15088835  2.05084395  0.94082246  0.        ]","[[  0.32373453   0.445871    -0.10805074  -0.0211943 ]
 [ 11.63264672  11.63893964   0.           0.        ]]",[-1.06175268 -0.2522496 ]
4,[ 1.85981898  2.67881155],-0.285908100311,-6.51905,[ 2.22502971  2.42619824],"[ 1.13916134  2.20076786  0.43283241  1.87412881 -0.9418154  -0.18573063
 -0.06598508  1.64235161  1.57260204  1.36917356  0.        ]","[[  0.59376939   0.71604855  -0.10805074  -0.0211943 ]
 [ 15.3587075   15.36634688   0.           0.        ]]",[-1.06175268 -0.2522496 ]
5,[ 1.51070164  2.06330946],-0.235769983004,-6.1799,[ 1.96329546  2.03891659],"[ 0.79428868  1.79521526  0.79917     2.76605905 -0.94181509 -0.1857306
  0.00366319  2.12403472  0.82597249  1.51646071  0.        ]","[[  0.93760605   1.06003043  -0.10805074  -0.0211943 ]
 [ 19.01325026  19.01958731   0.           0.        ]]",[-1.06175268 -0.2522496 ]
6,[ 1.98584968  1.03838181],-0.154570461861,-5.67086,[ 1.62106049  1.76038539],"[ 0.24675258  1.19269704  1.05227138  3.27476196 -0.94181477 -0.18573056
  0.07199384  2.59611236  0.0855883   1.12379533  0.        ]","[[  1.35383869e+00   1.47634640e+00  -1.08050737e-01  -2.11943039e-02]
 [  2.25986552e+01   2.25999903e+01   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
7,[ 1.24459348  2.80373814],-0.0501430249705,-5.11292,[ 1.5189718   1.74348545],"[-0.45469886  0.4641708   1.03316006  2.97868954 -0.94181446 -0.18573053
  0.139034    3.05879113 -0.14546637  0.30719384  0.        ]","[[  1.84110132e+00   1.96355482e+00  -1.08050737e-01  -2.11943039e-02]
 [  2.61163467e+01   2.61091287e+01   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
8,[ 1.62758428  3.22260559],-0.0599520672574,-4.00378,[ 1.81850219  2.84123611],"[-1.13688804 -0.19305482  0.60722621  1.56733056 -0.94181415 -0.18573049
  0.2047714   3.51234496  0.33076861 -0.23865537  0.        ]","[[  2.39803748e+00   2.52025020e+00  -1.08050737e-01  -2.11943039e-02]
 [  2.95656802e+01   2.95490859e+01   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
9,[ 2.03845468  4.59880448],-0.119773925115,-3.71399,[ 2.07172394  4.59680271],"[-1.51058823 -0.47847435 -0.22278327 -0.85126078 -0.94181384 -0.18573046
  0.26913883  3.11908386  0.79796768  0.07290671  0.        ]","[[  3.02325158e+00   3.14507478e+00  -1.08050737e-01  -2.11943039e-02]
 [  3.29431300e+01   2.65665088e+01   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
10,[ 2.23550095  5.90155288],-0.112720855358,-2.29629,[ 2.46310234  5.32439232],"[-1.28791619 -0.45878593 -1.2042122  -1.49807336 -0.94181352 -0.18573043
  0.33213811 -0.71920726  0.69619541  0.24247399  0.        ]","[[  3.71527626e+00   3.30237845e+00  -1.08050737e-01  -2.11943039e-02]
 [  3.62487911e+01  -2.54440146e+00   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
11,[ 2.82104353  4.86649043],-0.108286139952,-2.09662,[ 2.86353922  5.25346661],"[-0.4115014  -0.47545246 -1.84092783 -1.09695501 -0.94181321 -0.18573039
  0.39391913 -1.10509878  0.68556278  0.16835637  0.        ]","[[  4.47277675e+00   3.20460626e+00  -1.08050737e-01  -2.11943039e-02]
 [  3.94905288e+01  -5.47113734e+00   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
12,[ 3.22053467  6.49828318],-0.109886037102,-2.54654,[ 3.04991531  5.19996595],"[ 0.73326739 -0.47778313 -1.63877343 -0.71182913 -0.9418129  -0.18573036
  0.45447847 -0.86947832  0.70087938  0.15976148  0.        ]","[[  5.29446974e+00   3.11131011e+00  -1.08050737e-01  -2.11943039e-02]
 [  4.26681637e+01  -3.68411358e+00   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
13,[ 3.57894393  5.95036078],-0.104378747939,-3.60893,[ 3.07302213  5.27467775],"[ 1.38023235 -0.47287317 -0.55247025 -0.48319745 -0.94181259 -0.18573032
  0.51383722 -0.6437232   0.65621305  0.16182105  0.        ]","[[  6.17908329e+00   3.05585155e+00  -1.08050737e-01  -2.11943039e-02]
 [  4.57828024e+01  -1.97191106e+00   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
14,[ 2.78003215  6.76645157],-0.095246758912,-3.62292,[ 2.67054391  5.22608566],"[ 0.90208371 -0.46858008  0.70999168 -0.36730158 -0.94181227 -0.18573029
  0.57202023 -0.50939573  0.60296487  0.09049979  0.        ]","[[  7.12537057e+00   3.02764852e+00  -1.08050737e-01  -2.11943039e-02]
 [  4.88357494e+01  -9.53126806e-01   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
15,[ 1.96887685  4.56430733],-0.0975042937188,-3.0976,[ 1.86272693  4.93538094],"[-0.46565206 -0.46614479  1.03001422 -0.31294611 -0.94181196 -0.18573026
  0.62905135 -0.44105493  0.63813276 -0.02085575  0.        ]","[[  8.13211034e+00   3.01439120e+00  -1.08050737e-01  -2.11943039e-02]
 [  5.18282556e+01  -4.34807743e-01   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
16,[ 2.45162175  5.08442936],-0.113669586551,-2.0503,[ 2.14447212  5.05561781],"[-1.48355553 -0.46496661 -0.06435154 -0.2886092  -0.94181165 -0.18573022
  0.68495349 -0.40892245  0.76383986 -0.05002704  0.        ]","[[  9.19810588e+00   3.00844827e+00  -1.08050737e-01  -2.11943039e-02]
 [  5.47615239e+01  -1.91104803e-01   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
17,[ 3.46204687  3.79173488],-0.126715787106,-1.83224,[ 3.0176208   5.25988722],"[-0.97336894 -0.46443824 -1.5591527  -0.27804616 -0.94181134 -0.18573019
  0.739749   -0.3945162   0.85354392  0.06132927  0.        ]","[[  1.03221842e+01   3.00586739e+00  -1.08050737e-01  -2.11943039e-02]
 [  5.76367267e+01  -8.18436012e-02   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
18,[ 3.05002076  5.42636717],-0.122321281245,-2.60173,[ 2.98171449  5.08531189],"[ 0.6406731  -0.46421081 -1.69607642 -0.2735626  -0.94181102 -0.18573016
  0.79345976 -0.38825943  0.78861335  0.19961974  0.        ]","[[  1.15031955e+01   3.00477165e+00  -1.08050737e-01  -2.11943039e-02]
 [  6.04550123e+01  -3.43907589e-02   0.00000000e+00   0.00000000e+00]]",[-1.06175268 -0.2522496 ]
