timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.08774388  2.4885327 ],-0.280728008145,-3.44656,[ 2.98738098  3.14919829],"[ 1.27474309  2.39606002 -0.35062573 -0.87679748 -0.34234693 -1.2785117
 -0.38322736 -0.38959698  1.76703079  0.92885118  0.        ]","[[-0.0706625  -0.01809261 -0.0393278  -0.14713232]
 [ 0.00420744  0.00485221  0.          0.        ]]",[-0.73545831 -0.11956859]
1,[ 2.10836571  3.64049903],-0.287393007438,-3.50092,[ 2.86381483  3.06053019],"[ 1.27758397  2.39594898 -0.29204479 -0.72690535 -0.34234679 -1.27851048
 -0.30653729  0.15420195  1.77182085  1.02958549  0.        ]","[[-0.03090413  0.02171587 -0.0393278  -0.14713232]
 [ 3.95846913  3.96280976  0.          0.        ]]",[-0.73545831 -0.11956859]
2,[ 2.404299    3.25660681],-0.305273626195,-3.53727,[ 2.62151957  2.90730524],"[ 1.27290973  2.38203718 -0.11802735 -0.28359329 -0.34234665 -1.27850925
 -0.23136258  0.68723734  1.74786139  1.32745194  0.        ]","[[ 0.08715533  0.13989753 -0.0393278  -0.14713232]
 [ 7.83459699  7.84242748  0.          0.        ]]",[-0.73545831 -0.11956859]
3,[ 1.97509119  2.23600458],-0.328019428191,-3.80154,[ 2.27880454  2.68750691],"[ 1.22263753  2.31524732  0.16407937  0.42898098 -0.34234651 -1.27850803
 -0.15766796  1.20971404  1.5879745   1.78727182  0.        ]","[[  0.28197089   0.33490069  -0.0393278   -0.14713232]
 [ 11.63440895  11.6451998    0.           0.        ]]",[-0.73545831 -0.11956859]
4,[ 1.87689926  1.90003636],-0.344431790157,-4.10774,[ 1.78075445  2.40768504],"[ 1.06905663  2.1372147   0.52728926  1.33367234 -0.34234637 -1.27850681
 -0.08541134  1.72182186  1.15876508  2.27658017  0.        ]","[[  0.5520373    0.6052025   -0.0393278   -0.14713232]
 [ 15.36007566  15.37251467   0.           0.        ]]",[-0.73545831 -0.11956859]
5,[ 0.9706742   2.39427894],-0.33883331231,-4.22653,[ 0.96824229  2.16681623],"[ 0.74987362  1.78694924  0.90550799  2.25278292 -0.34234623 -1.27850559
 -0.01454385  2.22373705  0.42336636  2.52074539  0.        ]","[[  0.8958964    0.94930684  -0.0393278   -0.14713232]
 [ 19.01411647  19.02566355   0.           0.        ]]",[-0.73545831 -0.11956859]
6,[ 0.88944409  2.94601316],-0.294978641759,-3.86911,[ 0.60637093  2.08047724],"[ 0.23172917  1.23469076  1.17944416  2.87800191 -0.3423461  -1.27850437
  0.05273274  2.71564106 -0.37772374  2.21943104  0.        ]","[[  1.31097716   1.36574355  -0.0393278   -0.14713232]
 [ 22.48300484  22.60597788   0.           0.        ]]",[-0.73545831 -0.11956859]
7,[ 1.18971469  2.1887961 ],-0.207298737148,-2.96256,[ 0.8065933   1.97054172],"[-0.43846484  0.53142423  1.19315675  2.80785586 -0.34234596 -1.27850314
  0.11250991  3.19774797 -0.72488027  1.41533022  0.        ]","[[  1.79155698   1.85307098  -0.0393278   -0.14713232]
 [ 25.56521119  26.1150282    0.           0.        ]]",[-0.73545831 -0.11956859]
8,[ 1.54119483  2.22596452],-0.112313813851,-2.28725,[ 1.28314984  2.11437845],"[-1.10721401 -0.14753001  0.81605824  1.70725439 -0.34234582 -1.27850192
  0.17962527  3.67031441 -0.32366708  0.76148538  0.        ]","[[  2.33758193   2.40988181  -0.0393278   -0.14713232]
 [ 29.02578632  29.55469639   0.           0.        ]]",[-0.73545831 -0.11956859]
9,[ 1.46341329  2.54099314],-0.141641414634,-2.09176,[ 1.51587725  2.99837208],"[-1.51320491 -0.5125707   0.03142987 -0.40735652 -0.34234568 -1.2785007
  0.24535858  3.32345737  0.22801069  0.9568247   0.        ]","[[  2.95211556   3.03481383  -0.0393278   -0.14713232]
 [ 32.41510059  27.03022613   0.           0.        ]]",[-0.73545831 -0.11956859]
10,[ 2.47476157  3.39982487],-0.166419520645,-0.794396,[ 1.95882463  3.64281607],"[-1.37130113 -0.51583688 -0.94355974 -1.12146424 -0.34234554 -1.27849948
  0.3096785  -0.46217728  0.20094303  1.17073622  0.        ]","[[  3.63369024   3.22475493  -0.0393278   -0.14713232]
 [ 35.73153896  -0.52336648   0.           0.        ]]",[-0.73545831 -0.11956859]
11,[ 2.14823703  4.9505846 ],-0.162435289793,-0.620296,[ 2.29831386  3.72617555],"[-0.58835712 -0.52056236 -1.64157777 -0.88694092 -0.3423454  -1.27849826
  0.37274549 -0.94612252  0.18084673  1.14354635  0.        ]","[[  4.38094698   3.1623795   -0.0393278   -0.14713232]
 [ 38.98337527  -4.04574635   0.           0.        ]]",[-0.73545831 -0.11956859]
12,[ 2.83651684  2.81223355],-0.16333698685,-1.2846,[ 2.3021884   3.65068698],"[ 0.52052188 -0.51899081 -1.55500526 -0.61722148 -0.34234526 -1.27849704
  0.43456671 -0.78983415  0.17757126  1.15178244  0.        ]","[[  5.19259678e+00   3.09072802e+00  -3.93277976e-02  -1.47132324e-01]
 [  4.21709778e+01  -2.90821141e+00   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
13,[ 1.67379485  3.59243622],-0.162624012452,-1.64104,[ 2.23995233  3.69982862],"[ 1.24558342 -0.51427539 -0.56241505 -0.45081345 -0.34234512 -1.27849581
  0.49516333 -0.60921686  0.12123079  1.15928393  0.        ]","[[  6.06736513e+00   3.04641418e+00  -3.93277976e-02  -1.47132324e-01]
 [  4.52954399e+01  -1.59359848e+00   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
14,[ 2.0138996   4.08892002],-0.152657189181,-1.54196,[ 2.09449577  3.58376145],"[ 0.92795583 -0.51071568  0.72731981 -0.36497018 -0.34234499 -1.27849459
  0.55456002 -0.49738362  0.05689152  1.09108871  0.        ]","[[  7.00400192e+00   3.02348649e+00  -3.93277976e-02  -1.47132324e-01]
 [  4.83580326e+01  -7.79626915e-01   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
15,[ 0.893784    3.07054507],-0.138654514029,-1.15353,[ 1.58728004  3.40650392],"[-0.33677677 -0.50875947  1.21298693 -0.32430578 -0.34234485 -1.27849337
  0.61278084 -0.43949396  0.07840232  0.97439052  0.        ]","[[  8.00128225e+00   3.01260448e+00  -3.93277976e-02  -1.47132324e-01]
 [  5.13599970e+01  -3.58281076e-01   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
16,[ 1.12900633  2.26176133],-0.136907011548,-0.750077,[ 1.67250156  3.54304647],"[-1.44259791 -0.50782094  0.28844204 -0.30598285 -0.34234471 -1.27849215
  0.66169302 -0.41201103  0.19818482  0.92766299  0.        ]","[[  9.05378622e+00   3.00769624e+00  -3.93277976e-02  -1.47132324e-01]
 [  5.38819961e+01  -1.58249181e-01   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
17,[ 2.41699774  3.79102134],-0.152736054315,-0.336489,[ 2.33154178  3.83028555],"[-1.17418639 -0.50740059 -1.23658897 -0.29799534 -0.34234457 -1.27849093
  0.71779301 -0.39961311  0.30161093  1.02221295  0.        ]","[[  1.01604487e+01   3.00555560e+00  -3.93277976e-02  -1.47132324e-01]
 [  5.67746110e+01  -6.80127886e-02   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
18,[ 2.45054994  4.92289034],-0.168273438592,-0.990554,[ 2.39875865  3.79105306],"[ 0.32470466 -0.50721942 -1.64283116 -0.29459419 -0.34234443 -1.2784897
  0.77278239 -0.39420558  0.26087272  1.16788049  0.        ]","[[  1.13243889e+01   3.00464392e+00  -3.93277976e-02  -1.47132324e-01]
 [  5.96099638e+01  -2.86555945e-02   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
19,[ 2.24700913  2.39056162],-0.165260101886,-1.71137,[ 2.19410157  3.79188919],"[ 1.2779178  -0.50714311 -0.27876038 -0.29317094 -0.34234429 -1.27848848
  0.82668313 -0.39190258  0.10912063  1.18304804  0.        ]","[[  1.25444730e+01   3.00426241e+00  -3.93277976e-02  -1.47132324e-01]
 [  6.23891872e+01  -1.18945661e-02   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
20,[ 1.63228326  4.50439508],-0.145036659467,-1.27701,[ 1.77146101  3.56419373],"[ 0.30969712 -0.5071114   1.15518655 -0.29258314 -0.34234415 -1.27848726
  0.87951677 -0.39093899  0.04454875  1.03193933  0.        ]","[[  1.38195896e+01   3.00410485e+00  -3.93277976e-02  -1.47132324e-01]
 [  6.51133922e+01  -4.88230475e-03   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
21,[ 1.00320962  4.55168641],-0.135310967583,-0.378097,[ 1.65135264  3.6672647 ],"[-1.32380609 -0.50709828  0.53640974 -0.29234267 -0.34234401 -1.27848604
  0.93130443 -0.39054126  0.17168205  0.9230457   0.        ]","[[  1.51486492e+01   3.00404042e+00  -3.93277976e-02  -1.47132324e-01]
 [  6.77836678e+01  -1.98863761e-03   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
22,[ 1.47968963  2.68382117],-0.154156184292,-0.421537,[ 2.4237957   4.01308775],"[-1.08816796 -0.50709281 -1.32783712 -0.29224483 -0.34234388 -1.27848482
  0.98206679 -0.39037883  0.3052638   1.0328111   0.        ]","[[  1.65305839e+01   3.00401422e+00  -3.93277976e-02  -1.47132324e-01]
 [  7.04010815e+01  -8.07543580e-04   0.00000000e+00   0.00000000e+00]]",[-0.73545831 -0.11956859]
