timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.59442461  3.17595177],-0.29890962305,-3.04679,[ 2.91865659  3.07349849],"[ 1.26947625  2.37652824 -0.30176754 -0.97784841 -0.62445098 -0.98000784
 -0.3898381  -0.39150722  2.01174048  0.67055037  0.        ]","[[-0.04494945 -0.04755706 -0.07262536 -0.11361163]
 [ 0.00079098 -0.000984    0.          0.        ]]",[-0.69560587 -0.11370862]
1,[ 2.12346147  3.88676356],-0.303864684392,-3.15394,[ 2.84124112  2.98161197],"[ 1.27087639  2.37811864 -0.2432575  -0.82999694 -0.62445065 -0.98000711
 -0.31308721  0.15485446  2.01599353  0.77096821  0.        ]","[[-0.00525873 -0.00786414 -0.07262536 -0.11361163]
 [ 3.95511966  3.95709024  0.          0.        ]]",[-0.69560587 -0.11370862]
2,[ 3.80186021  3.0109897 ],-0.316614933852,-2.9959,[ 2.70981407  2.80897379],"[ 1.26196512  2.3693511  -0.06960416 -0.39084057 -0.62445031 -0.98000638
 -0.23785323  0.69040215  1.99057984  1.06826028  0.        ]","[[ 0.11273427  0.1102043  -0.07262536 -0.11361163]
 [ 7.83129535  7.83682433  0.          0.        ]]",[-0.69560587 -0.11370862]
3,[ 2.25042813  3.1477874 ],-0.330802399178,-3.22391,[ 2.44257784  2.55962181],"[ 1.20491622  2.31111002  0.21083522  0.31870822 -0.62444998 -0.98000565
 -0.16410116  1.21534186  1.82853011  1.52714615  0.        ]","[[  0.307484     0.30509657  -0.07262536  -0.11361163]
 [ 11.6311204   11.63971446   0.           0.        ]]",[-0.69560587 -0.11370862]
4,[ 1.83221041  2.44182859],-0.335624315345,-3.51753,[ 2.0086503   2.24089098],"[ 1.04277915  2.14447614  0.56956746  1.22683949 -0.62444965 -0.98000492
 -0.09178905  1.72986427  1.39656171  2.01503997  0.        ]","[[  0.5774844    0.57528986  -0.07262536  -0.11361163]
 [ 15.35675649  15.36714888   0.           0.        ]]",[-0.69560587 -0.11370862]
5,[ 1.74765171  1.71339436],-0.316758844361,-3.699,[ 1.34652627  1.88736963],"[ 0.71496759  1.80674156  0.93891717  2.16254115 -0.62444932 -0.98000418
 -0.02086786  2.23414595  0.65767339  2.25690598  0.        ]","[[  0.92127649   0.91928808  -0.07262536  -0.11361163]
 [ 19.01073023  19.02041573   0.           0.        ]]",[-0.69560587 -0.11370862]
6,[ 1.1248964   2.18383294],-0.260587254705,-3.26129,[ 1.0989238   1.84129047],"[ 0.1894604   1.26472202  1.19923847  2.82325943 -0.62444899 -0.98000345
  0.04871208  2.72836218 -0.14893469  1.95046611  0.        ]","[[  1.33745309   1.33562054  -0.07262536  -0.11361163]
 [ 22.5956007   22.60079633   0.           0.        ]]",[-0.69560587 -0.11370862]
7,[ 1.27572967  2.11891471],-0.164482045321,-2.49197,[ 1.18761587  1.87021136],"[-0.48909183  0.56442844  1.1919413   2.80808454 -0.62444866 -0.98000272
  0.11698492  3.21271712 -0.50074044  1.13102917  0.        ]","[[  1.82465202   1.82284385  -0.07262536  -0.11361163]
 [ 26.11312708  26.10978295   0.           0.        ]]",[-0.69560587 -0.11370862]
8,[ 2.47803226  2.73172078],-0.0728474302952,-1.77171,[ 1.62333107  2.17971849],"[-1.15538307 -0.12372611  0.78052165  1.77209928 -0.62444833 -0.98000199
  0.18394592  3.68748478 -0.08898334  0.46212218  0.        ]","[[  2.38152827   2.37954907  -0.07262536  -0.11361163]
 [ 29.56306574  29.5493753    0.           0.        ]]",[-0.69560587 -0.11370862]
9,[ 1.88723287  3.28188583],-0.125790007058,-1.46451,[ 1.83447075  3.09760022],"[-1.5297407  -0.51157732 -0.03718782 -0.29094838 -0.624448   -0.98000125
  0.24953127  3.35662423  0.47302829  0.65895491  0.        ]","[[  3.0067043    3.00437385  -0.07262536  -0.11361163]
 [ 32.9421289   27.15256556   0.           0.        ]]",[-0.69560587 -0.11370862]
10,[ 1.7905593   4.24246424],-0.147100246892,-0.484516,[ 2.11562634  3.77448463],"[-1.32979406 -0.522461   -1.01525483 -1.03043971 -0.62444767 -0.98000052
  0.3137009  -0.3866064   0.45113155  0.8813795   0.        ]","[[  3.69871678e+00   3.20328360e+00  -7.26253638e-02  -1.13611627e-01]
 [  3.62482524e+01   3.45768058e-02   0.00000000e+00   0.00000000e+00]]",[-0.69560587 -0.11370862]
11,[ 0.95191531  3.3016683 ],-0.144014472389,-0.685504,[ 2.34346056  3.8026166 ],"[-0.49225753 -0.52516217 -1.66208474 -0.83459791 -0.62444734 -0.97999979
  0.37661776 -0.89540965  0.43061747  0.86574732  0.        ]","[[  4.45620488   3.15069121  -0.07262536  -0.11361163]
 [ 39.48983173  -3.65147248   0.           0.        ]]",[-0.69560587 -0.11370862]
12,[ 1.84164743  4.10211202],-0.144738170878,-0.987328,[ 2.33237195  3.67114329],"[ 0.61567877 -0.52290032 -1.48214191 -0.59001873 -0.62444701 -0.97999906
  0.43459683 -0.76316769  0.42068206  0.87849622  0.        ]","[[  5.27597286   3.08502895  -0.07262536  -0.11361163]
 [ 42.47700961  -2.69344384   0.           0.        ]]",[-0.69560587 -0.11370862]
