timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.13983912  4.22511375],-0.162438805816,-3.91436,[ 1.87928581  3.63711357],"[ 1.33301244  2.50447883 -0.20342992 -0.92333431  1.14879693 -1.11315707
 -0.35839856 -0.38692627  0.47271276  1.04178761  0.        ]","[[ 0.08404242 -0.02469573  0.13268462 -0.12823483]
 [-0.00419209 -0.00424808  0.          0.        ]]",[-0.89182436 -0.16772608]
1,[ 1.35546898  4.18024519],-0.173088689262,-3.97237,[ 1.74243426  3.45460272],"[ 1.32713478  2.50476446 -0.14530561 -0.76559896  1.14879628 -1.11315646
 -0.28319116  0.14342027  0.46299675  1.14186322  0.        ]","[[ 0.12363447  0.01493255  0.13268462 -0.12823483]
 [ 3.95023534  3.95388978  0.          0.        ]]",[-0.89182436 -0.16772608]
2,[ 1.75243199  1.38376455],-0.203648936766,-4.27988,[ 1.36009729  3.18336535],"[ 1.29649493  2.4916952   0.02573257 -0.29741434  1.14879563 -1.11315585
 -0.2094699   0.66326965  0.39640514  1.43275254  0.        ]","[[ 0.24153085  0.1329376   0.13268462 -0.12823483]
 [ 7.82652145  7.83368472  0.          0.        ]]",[-0.89182436 -0.16772608]
3,[ 0.40783409  1.5977816 ],-0.249393821072,-4.43538,[ 0.55453193  2.82086325],"[ 1.20397378  2.42508485  0.29630171  0.45646143  1.14879497 -1.11315524
 -0.13720027  1.17282189  0.17151354  1.8631078   0.        ]","[[  0.43618639   0.32776765   0.13268462  -0.12823483]
 [ 11.6264801   11.63663178   0.           0.        ]]",[-0.89182436 -0.16772608]
4,[-0.5531872   2.60410737],-0.297649012521,-4.63434,[-0.65663618  2.37843561],"[ 1.0171831   2.24474609  0.60380769  1.41574385  1.14879432 -1.11315463
 -0.11089597  1.67238585 -0.29494294  2.26126033  0.        ]","[[  0.68259093   0.59790893   0.13268462  -0.12823483]
 [ 13.00956649  15.36504014   0.           0.        ]]",[-0.89182436 -0.16772608]
5,[-2.77095876  1.54870334],-0.32973217725,-4.2625,[-1.97539973  1.97066855],"[ 0.77554257  1.88743907  0.84549925  2.39401342  1.14879367 -1.11315402
 -0.15739725  2.16221676 -0.90486431  2.3915383   0.        ]","[[  0.91824848   0.94188957   0.13268462  -0.12823483]
 [ 10.56451354  19.02082032   0.           0.        ]]",[-0.89182436 -0.16772608]
6,[-2.4723621   2.61841588],-0.334164641346,-3.90388,[-2.63168359  1.81999469],"[ 0.57111456  1.3215704   0.97990068  3.06605716  1.14879302 -1.11315341
 -0.23658574  2.64240263 -1.419866    2.18638851  0.        ]","[[  1.08776192   1.35826381   0.13268462  -0.12823483]
 [  6.4007568   22.60463592   0.           0.        ]]",[-0.89182436 -0.16772608]
7,[-2.45873452  0.97377813],-0.309828945685,-2.94343,[-2.70418048  1.86509705],"[ 0.45831076  0.59828124  1.03456675  3.00625416  1.14879236 -1.1131528
 -0.31420843  3.11304966 -1.66938021  1.76158585  0.        ]","[[  1.17482769   1.8456006    0.13268462  -0.12823483]
 [  2.31933035  26.11728764   0.           0.        ]]",[-0.89182436 -0.16772608]
8,[-1.92057006  2.70102029],-0.260587927194,-1.88741,[-2.34484339  2.12200665],"[ 0.45005628 -0.1020889   1.03809183  1.85949224  1.14879171 -1.11315219
 -0.39031473  3.56041466 -1.59949036  1.28508466  0.        ]","[[  1.18106668   2.40144756   0.13268462  -0.12823483]
 [ -1.68236502  29.45621323   0.           0.        ]]",[-0.89182436 -0.16772608]
9,[-1.0571049   2.54894242],-0.194419404111,-0.975325,[-1.3619225   2.84109068],"[ 0.54525044 -0.48417157  0.99353778 -0.35979248  1.14879106 -1.11315157
 -0.46495599  3.23049939 -1.24879017  0.90317733  0.        ]","[[  1.10804818   3.02444782   0.13268462  -0.12823483]
 [ -5.60702846  26.99400428   0.           0.        ]]",[-0.89182436 -0.16772608]
10,[ 0.47210679  4.25700983],-0.17377731003,-1.40039,[ 0.29358295  4.27414989],"[ 0.73047619 -0.49020232  0.87958057 -1.12441762  1.14879041 -1.11315096
 -0.53816775 -0.43104643 -1.11158945  0.8173285   0.        ]","[[ 0.95728116  3.21687217  0.13268462 -0.12823483]
 [-9.45652921 -0.33349567  0.          0.        ]]",[-0.89182436 -0.16772608]
11,[ 0.56735772  3.76178265],-0.182833957604,-1.95491,[ 0.35054329  4.4071455 ],"[ 0.91517124 -0.49424819  0.71995982 -0.89026236  1.14878975 -1.11315035
 -0.49906072 -0.90905077 -1.17160949  0.85530692  0.        ]","[[ 0.78878084  3.15797858  0.13268462 -0.12823483]
 [-7.40028059 -3.90102485  0.          0.        ]]",[-0.89182436 -0.16772608]
