timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.87729942  1.16358228],-0.206419921339,-1.05202,[ 2.06545877  1.89675522],"[ 1.2132744   2.18308569 -0.09229254 -0.90577356  0.18732966  0.74205217
 -0.4712519  -0.39170262  1.27238355 -0.76017158  0.        ]","[[ 0.04241175 -0.04068219  0.02063174  0.08678887]
 [-0.00022318 -0.00488629  0.          0.        ]]",[-0.55281848 -0.03286202]
1,[ 1.91011118  2.09837788],-0.20113168554,-0.526753,[ 1.95638549  1.76352215],"[ 1.20984357  2.18422013 -0.03361525 -0.77201663  0.18732953  0.74205142
 -0.38759018  0.17128879  1.26782426 -0.66103     0.        ]","[[  8.20823890e-02  -1.06653854e-03   2.06317388e-02   8.67888665e-02]
 [  3.95412545e+00   3.95326487e+00   0.00000000e+00   0.00000000e+00]]",[-0.55281848 -0.03286202]
2,[ 1.21995037  0.74661726],-0.184799439705,-0.71578,[ 1.76838124  1.5489254 ],"[ 1.1868063   2.17477641  0.13939323 -0.37441851  0.1873294   0.74205067
 -0.30558188  0.72313687  1.21694711 -0.37094963  0.        ]","[[ 0.20005572  0.11692614  0.02063174  0.08678887]
 [ 7.83032474  7.8330739   0.          0.        ]]",[-0.55281848 -0.03286202]
3,[ 2.09850857  0.54596736],-0.157637002276,-0.791057,[ 1.47287226  1.28135693],"[ 1.10763085  2.12179351  0.41489746  0.23505905  0.18732928  0.74204992
 -0.22518125  1.12134976  1.02298242  0.05854667  0.        ]","[[  0.39479007   0.30167779   0.02063174   0.08678887]
 [ 11.63053614  10.6327464    0.           0.        ]]",[-0.55281848 -0.03286202]
4,[ 0.30417573  1.68199299],-0.124916149175,-0.868857,[ 0.71782136  0.93010139],"[ 0.91861368  1.99187012  0.75914637  0.95025896  0.18732915  0.74204916
 -0.14634961  1.39865002  0.58759579  0.49011488  0.        ]","[[  0.66478379   0.53389406   0.02063174   0.08678887]
 [ 15.35658814  12.58234268   0.           0.        ]]",[-0.55281848 -0.03286202]
5,[ 0.1187792   1.22874809],-0.103789097772,-1.01991,[-0.52285349  0.53886068],"[ 0.5978885   1.74223593  1.07650916  1.70723298  0.18732902  0.74204841
 -0.1273046   1.9262688  -0.07660981  0.69343039  0.        ]","[[  0.98094467   0.82276003   0.02063174   0.08678887]
 [ 16.25676557  16.29184451   0.           0.        ]]",[-0.55281848 -0.03286202]
6,[ 0.29924258  1.10223926],-0.112155748325,-0.889476,[-0.97559941  0.50853515],"[ 0.18650133  1.32214335  1.27590183  2.36074018  0.1873289   0.74204766
 -0.12411693  2.44343146 -0.76628838  0.48131163  0.        ]","[[  1.30758831   1.18507882   0.02063174   0.08678887]
 [ 16.40742981  19.92787688   0.           0.        ]]",[-0.55281848 -0.03286202]
7,[-1.3885538   0.03241699],-0.137165998789,-0.258865,[-1.18675697  0.47749084],"[-0.27721534  0.73507601  1.32292899  2.60487388  0.18732877  0.7420469
 -0.10583917  2.95029297 -1.1785659  -0.11915282  0.        ]","[[  1.64440109e+00   1.61939209e+00   2.06317388e-02   8.67888665e-02]
 [  1.72713413e+01   2.34915511e+01   0.00000000e+00   0.00000000e+00]]",[-0.55281848 -0.03286202]
8,[-0.52066394  0.05992704],-0.149310119762,0.0285277,[-1.2201066   0.58501744],"[-0.68520609  0.12148189  1.22343251  2.17072324  0.18732864  0.74204615
 -0.19670108  2.90231334 -1.09847269 -0.73639681  0.        ]","[[  1.94674228e+00   2.08583946e+00   2.06317388e-02   8.67888665e-02]
 [  1.29766667e+01   2.31543494e+01   0.00000000e+00   0.00000000e+00]]",[-0.55281848 -0.03286202]
9,[-1.45281066  1.21722471],-0.137898363746,0.4049,[-1.20021451  0.8764177 ],"[-0.97362738 -0.34236421  1.05772086  1.12425821  0.18732852  0.7420454
 -0.24567121  2.8707897  -0.72077873 -1.01518813  0.        ]","[[  2.18305594e+00   2.54670364e+00   2.06317388e-02   8.67888665e-02]
 [  1.06620435e+01   2.29328391e+01   0.00000000e+00   0.00000000e+00]]",[-0.55281848 -0.03286202]
