timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.12947705  0.72778111],-0.135799670856,-1.40261,[ 1.95424497  2.19906759],"[ 1.22796116  2.24428962 -0.17671774 -0.51442083  0.65003831  0.17066989
 -0.44428501 -0.3924148   0.87873632 -0.21103801  0.        ]","[[-0.00087806  0.07608766  0.07444227  0.02041965]
 [ 0.00263169  0.00212456  0.          0.        ]]",[-0.61154115 -0.06144726]
1,[ 2.21566526  2.37422845],-0.134348341,-0.946426,[ 1.81040645  2.08554649],"[ 1.22690812  2.24060647 -0.11795939 -0.41387797  0.65003779  0.17066979
 -0.3633889   0.01445721  0.87194929 -0.12079847  0.        ]","[[ 0.03885341  0.10502747  0.07444227  0.02041965]
 [ 3.95735447  2.88226257  0.          0.        ]]",[-0.61154115 -0.06144726]
2,[ 0.21145671  1.56720567],-0.13174394075,-1.12975,[ 1.46647716  1.87538767],"[ 1.21083979  2.21983361  0.05571127 -0.08032749  0.65003728  0.1706697
 -0.28409948  0.56554534  0.81907848  0.15118731  0.        ]","[[ 0.15689104  0.2018128   0.07444227  0.02041965]
 [ 7.83353277  6.78326851  0.          0.        ]]",[-0.61154115 -0.06144726]
3,[ 1.85049112  3.13395501],-0.132887813463,-1.03556,[ 0.94442952  1.60462391],"[ 1.15703258  2.15028835  0.29044784  0.50095416  0.65003677  0.1706696
 -0.27018154  1.10588889  0.64982769  0.52712215  0.        ]","[[  0.32038757   0.37585526   0.07444227   0.02041965]
 [  8.51392467  10.60822183   0.           0.        ]]",[-0.61154115 -0.06144726]
4,[-0.85789707  2.03863676],-0.142273265481,-1.19796,[ 0.1360926   1.25163639],"[ 1.03768164  1.98230844  0.57068293  1.26333857  0.65003626  0.1706695
 -0.19271205  1.63535457  0.28469735  0.91241145  0.        ]","[[  0.5286621    0.62562451   0.07444227   0.02041965]
 [ 12.30113172  14.35618799   0.           0.        ]]",[-0.61154115 -0.06144726]
5,[ 0.47740605  0.75627422],-0.156691435829,-1.30812,[-0.79069829  0.93594742],"[ 0.86513549  1.66121185  0.82004631  2.05733594  0.65003575  0.1706694
 -0.267106    2.15468    -0.24074977  1.11305497  0.        ]","[[  0.73819383   0.94963307   0.07444227   0.02041965]
 [  8.66426567  18.03240157   0.           0.        ]]",[-0.61154115 -0.06144726]
6,[-1.59943993  0.00738648],-0.16735201566,-1.05609,[-1.22100902  0.86516631],"[ 0.66884286  1.16955877  1.00925364  2.61386513  0.65003524  0.17066931
 -0.23192522  2.52715395 -0.78066133  1.01909021  0.        ]","[[  9.28731883e-01   1.33673628e+00   7.44422666e-02   2.04196458e-02]
 [  1.03841226e+01   2.06691235e+01   0.00000000e+00   0.00000000e+00]]",[-0.61154115 -0.06144726]
7,[-1.619463   -0.16493914],-0.167560877893,-0.71897,[-1.21580219  0.92274576],"[ 0.47298903  0.59856494  1.13930974  2.65538166  0.65003473  0.17066921
 -0.31701389  2.47353004 -1.14769694  0.67975293  0.        ]","[[  1.09468149   1.74631103   0.07444227   0.02041965]
 [  6.22443231  20.28960116   0.           0.        ]]",[-0.61154115 -0.06144726]
8,[-2.09692563 -1.01162575],-0.153684157515,-0.597131,[-1.0506295   1.07377446],"[ 0.36736269  0.08503624  1.19131043  2.15605919  0.65003422  0.17066911
 -0.40045337  2.32455799 -1.22883883  0.29792755  0.        ]","[[  1.17824679   2.14152338   0.07444227   0.02041965]
 [  2.14536397  19.23511786   0.           0.        ]]",[-0.61154115 -0.06144726]
9,[-1.06429251  0.76678749],-0.132908794196,-0.38313,[-0.78990865  1.40824056],"[ 0.36378593 -0.26667123  1.1928743   1.35630158  0.6500337   0.17066902
 -0.4822783   1.71141277 -1.13345002  0.02065215  0.        ]","[[  1.18102253   2.48267835   0.07444227   0.02041965]
 [ -1.85477705  14.89480841   0.           0.        ]]",[-0.61154115 -0.06144726]
10,[-0.5684458   3.25215522],-0.108657685516,0.166181,[-0.69002712  1.68150806],"[ 0.46069938 -0.48330254  1.14594949  0.36243105  0.65003319  0.17066892
 -0.56250537  2.09864304 -0.95706491 -0.17571994  0.        ]","[[  1.10457679   2.80807792   0.07444227   0.02041965]
 [ -5.77680625  17.63598347   0.           0.        ]]",[-0.61154115 -0.06144726]
