timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.36661353  0.79925797],-0.13815619854,-0.575276,[ 1.51589251  1.41041827],"[ 1.19851384  2.0750591  -0.02948496 -0.96448828  0.68990139  0.4508289
 -0.53280475 -0.38323475  0.8171927  -0.45669599  0.        ]","[[ 0.07895461 -0.06477607  0.07835331  0.05235506]
 [-0.00385742 -0.00314725  0.          0.        ]]",[-0.49214247 -0.02912385]
1,[ 1.98555372  2.09973215],-0.134207296784,0.106299,[ 1.39283693  1.29504991],"[ 1.19309232  2.07713619  0.02904073 -0.86331634  0.6899005   0.45082843
 -0.44158604  0.06823294  0.8114117  -0.36558585  0.        ]","[[ 0.11855641 -0.03310102  0.07835331  0.05235506]
 [ 3.9508724   3.16011528  0.          0.        ]]",[-0.49214247 -0.02912385]
2,[ 1.35915253  1.30876825],-0.123837126479,0.0651202,[ 1.15209222  1.12821126],"[ 1.16420888  2.07464239  0.20130568 -0.53639892  0.68989961  0.45082796
 -0.35217796  0.62420938  0.7612132  -0.09212962  0.        ]","[[ 0.23646511  0.06918627  0.07835331  0.05235506]
 [ 7.82710558  7.05563235  0.          0.        ]]",[-0.49214247 -0.02912385]
3,[-0.28624678  2.56068594],-0.114214204061,0.278563,[ 0.65756899  0.93344587],"[ 1.07582366  2.03645052  0.47403213  0.02940657  0.68989873  0.45082748
 -0.26453291  1.16917374  0.57071962  0.32922447  0.        ]","[[  0.431131     0.24860998   0.07835331   0.05235506]
 [ 11.62690462  10.87400161   0.           0.        ]]",[-0.49214247 -0.02912385]
4,[-0.24373029  0.86565603],-0.117991688294,-0.117498,[-0.18888545  0.72659326],"[ 0.91980854  1.91061284  0.75217971  0.78597969  0.68989784  0.45082701
 -0.29597257  1.70360997  0.18386104  0.71763666  0.        ]","[[  0.64999185   0.50366128   0.07835331   0.05235506]
 [ 10.26384198  14.6186292    0.           0.        ]]",[-0.49214247 -0.02912385]
5,[-0.42236421 -1.0206168 ],-0.133766276584,-0.351531,[-0.83190978  0.64015079],"[ 0.73759473  1.64244907  0.96282963  1.59705295  0.68989695  0.45082654
 -0.32288582  2.15151481 -0.32507341  0.89624708  0.        ]","[[  0.84355989   0.82752238   0.07835331   0.05235506]
 [  9.09701887  17.7570035    0.           0.        ]]",[-0.49214247 -0.02912385]
6,[-0.77543504  0.46825051],-0.150581240668,-0.253176,[-1.03885579  0.78615332],"[ 0.5566389   1.29422208  1.10866797  2.14751127  0.68989607  0.45082607
 -0.36551277  1.53625948 -0.78360152  0.83930655  0.        ]","[[  1.00695965   1.13941043   0.07835331   0.05235506]
 [  7.24893648  13.44615912   0.           0.        ]]",[-0.49214247 -0.02912385]
7,[-1.54201729  2.56216046],-0.160334645976,-0.0108616,[-1.17949164  0.79984522],"[ 0.4199211   0.92773904  1.19000845  2.40620425  0.68989518  0.45082559
 -0.439571    1.76296451 -1.08662994  0.64642269  0.        ]","[[  1.1197242    1.42427154   0.07835331   0.05235506]
 [  4.03816722  15.03464696   0.           0.        ]]",[-0.49214247 -0.02912385]
8,[-1.21385265  0.19850511],-0.15892922577,-0.120618,[-1.24290931  0.79745018],"[ 0.36914968  0.47556415  1.21498348  2.3823538   0.68989429  0.45082512
 -0.53267814  2.28568091 -1.23531513  0.36595245  0.        ]","[[  1.15998734e+00   1.76171281e+00   7.83533081e-02   5.23550575e-02]
 [  1.54085602e-03   1.86972332e+01   0.00000000e+00   0.00000000e+00]]",[-0.49214247 -0.02912385]
9,[-1.03952353 -0.3717882 ],-0.146137843466,-0.0963613,[-1.15329885  0.886949  ],"[ 0.41917986  0.00547445  1.19038684  1.93651817  0.68989341  0.45082465
 -0.62395215  2.34506419 -1.22250997  0.06654258  0.        ]","[[  1.12031691   2.13983369   0.07835331   0.05235506]
 [ -3.95561544  19.11340654   0.           0.        ]]",[-0.49214247 -0.02912385]
