timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.68227964  2.37135087],-0.195971880269,-5.34201,[ 2.51690722  3.67964268],"[ 1.38321639  2.56296564 -0.39341229 -0.47221117  0.20186017  0.61788302
 -0.35771677 -0.38447736  1.31552209 -0.58613822  0.        ]","[[-0.00201934  0.08844379  0.02386561  0.07183658]
 [ 0.00022986 -0.00367959  0.          0.        ]]",[-1.03716028 -0.25497895]
1,[ 1.98156789  4.83047167],-0.191191005993,-5.10845,[ 2.39578485  3.49544144],"[ 1.38218931  2.55643307 -0.33453662 -0.31005658  0.20186014  0.61788286
 -0.28241168  0.1382369   1.30659187 -0.48583746  0.        ]","[[ 0.03766042  0.12808336  0.02386561  0.07183658]
 [ 3.95459064  3.95444883  0.          0.        ]]",[-1.03716028 -0.25497895]
2,[ 2.2984812   2.50872097],-0.176672500466,-5.22226,[ 2.17741108  3.1438365 ],"[ 1.3656705   2.52298534 -0.16035553  0.16683796  0.2018601   0.61788271
 -0.20859338  0.6506041   1.24240839 -0.19483704  0.        ]","[[ 0.15564376  0.24609943  0.02386561  0.07183658]
 [ 7.8308784   7.8342269   0.          0.        ]]",[-1.03716028 -0.25497895]
3,[ 1.64521316  3.3897973 ],-0.152904351688,-5.04265,[ 1.85427749  2.68845487],"[ 1.29501587  2.42310091  0.11902029  0.92058576  0.20186006  0.61788255
 -0.13622626  1.15282066  1.02211434  0.23493033  0.        ]","[[  0.35038746   0.44094005   0.02386561   0.07183658]
 [ 11.63096324  11.6371438    0.           0.        ]]",[-1.03716028 -0.25497895]
4,[ 0.4075635   2.02781816],-0.125157844554,-5.01425,[ 1.17648828  2.10377169],"[ 1.11270904  2.19946855  0.47236997  1.85003497  0.20186002  0.6178824
 -0.0652685   1.64506954  0.53389649  0.65181417  0.        ]","[[  0.62038883   0.71108205   0.02386561   0.07183658]
 [ 15.35704069  15.36458781   0.           0.        ]]",[-1.03716028 -0.25497895]
5,[ 0.79670481  2.55460399],-0.109661125635,-5.09917,[ 0.02628273  1.6514895 ],"[ 0.78695004  1.79630766  0.8086732   2.74409357  0.20185998  0.61788224
 -0.0403132   2.12763673 -0.18436793  0.77915424  0.        ]","[[  0.94067401   1.0550375    0.02386561   0.07183658]
 [ 16.66747282  19.01872848   0.           0.        ]]",[-1.03716028 -0.25497895]
6,[-1.28079687  2.1982372 ],-0.118790583232,-4.69937,[-0.99929512  1.37288022],"[ 0.31656368  1.19581601  1.0405446   3.25904697  0.20185994  0.61788209
  0.01352057  2.60054799 -0.8707493   0.42110882  0.        ]","[[  1.30238121   1.47134237   0.02386561   0.07183658]
 [ 19.49434887  22.59976592   0.           0.        ]]",[-1.03716028 -0.25497895]
7,[-1.33934514  0.3112436 ],-0.131711890369,-3.97874,[-1.40588844  1.43015289],"[-0.18145174  0.46801345  1.08917992  2.97384641  0.20185991  0.61788193
 -0.06909042  3.06427208 -1.09997072 -0.26011903  0.        ]","[[  1.64874468e+00   1.95856917e+00   2.38656110e-02   7.18365841e-02]
 [  1.51563468e+01   2.61112554e+01   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
8,[-1.39779979  2.66465031],-0.122678370004,-3.36895,[-1.37931836  2.03340459],"[-0.55032388 -0.16579075  1.00951805  1.66654792  0.20185987  0.61788177
 -0.15009966  3.15869285 -0.80328134 -0.74153588  0.        ]","[[  1.90919633e+00   2.48796802e+00   2.38656110e-02   7.18365841e-02]
 [  1.09024551e+01   2.68262843e+01   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
9,[-1.43304616  4.94229164],-0.0888994900556,-2.23272,[-1.40881622  3.36004043],"[-0.78287074 -0.47479365  0.90148847 -0.49575261  0.20185983  0.61788162
 -0.22957029  2.87763609 -0.31257572 -0.76219505  0.        ]","[[  2.08538330e+00   3.05889007e+00   2.38656110e-02   7.18365841e-02]
 [  6.72935728e+00   2.46980758e+01   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
10,[-0.56047308  5.32072944],-0.0743294915323,-2.15174,[-0.29678881  4.51760769],"[-0.89774138 -0.47465942  0.82763911 -1.17996958  0.20185979  0.61788146
 -0.30752795 -0.51184172 -0.18116805 -0.67461278  0.        ]","[[ 2.17889457  3.22535355  0.02386561  0.07183658]
 [ 2.63570712 -0.9680927   0.          0.        ]]",[-1.03716028 -0.25497895]
11,[-0.07918475  3.80144918],-0.0801414180861,-2.56519,[-0.13865763  4.44511986],"[-0.93301583 -0.47975784  0.8017256  -0.90962209  0.20185975  0.61788131
 -0.35078343 -0.91981624 -0.22893081 -0.71304633  0.        ]","[[ 2.20881834  3.15955967  0.02386561  0.07183658]
 [ 0.36430852 -4.05740307  0.          0.        ]]",[-1.03716028 -0.25497895]
12,[ 0.37499235  5.10606385],-0.0862071622706,-2.51546,[-0.16110569  4.25025558],"[-0.93775264 -0.4778614   0.79811904 -0.617603    0.20185972  0.61788115
 -0.35689013 -0.76123239 -0.2786395  -0.75029427  0.        ]","[[ 2.212887    3.0885705   0.02386561  0.07183658]
 [ 0.04363523 -2.85655931  0.          0.        ]]",[-1.03716028 -0.25497895]
13,[ 0.13979948  5.82348311],-0.0898058289576,-2.43762,[-0.2583192   4.08618355],"[-0.9559665  -0.47292798  0.7839634  -0.43967287  0.20185968  0.617881
 -0.32863125 -0.58921269 -0.30804504 -0.77122321  0.        ]","[[ 2.22864822  3.04520749  0.02386561  0.07183658]
 [ 1.52753758 -1.5539747   0.          0.        ]]",[-1.03716028 -0.25497895]
14,[-0.44583679  4.94060142],-0.0916457149547,-2.49899,[-0.33621371  3.98828721],"[-0.99651303 -0.46927621  0.75073124 -0.34836907  0.20185964  0.61788084
 -0.31866564 -0.48402175 -0.31987019 -0.78269354  0.        ]","[[ 2.26444947  3.02289043  0.02386561  0.07183658]
 [ 2.05083909 -0.75743767  0.          0.        ]]",[-1.03716028 -0.25497895]
15,[-0.0624465   4.06966091],-0.0925328915783,-2.64655,[-0.31745684  3.94076252],"[-1.02182635 -0.46728512  0.72870594 -0.30524347  0.2018596   0.61788068
 -0.35305411 -0.42985927 -0.32450362 -0.78855105  0.        ]","[[ 2.28734829  3.01232941  0.02386561  0.07183658]
 [ 0.24505886 -0.34730362  0.          0.        ]]",[-1.03716028 -0.25497895]
16,[ 0.06095007  4.26938153],-0.0929393786859,-2.63636,[-0.31540269  3.92291951],"[-1.02441968 -0.46633365  0.72639058 -0.2858478   0.20185956  0.61788053
 -0.35785467 -0.40422112 -0.32751913 -0.79092721  0.        ]","[[ 2.28972021  3.00757495  0.02386561  0.07183658]
 [-0.00702785 -0.15316447  0.          0.        ]]",[-1.03716028 -0.25497895]
17,[-0.19215439  3.6042626 ],-0.0931160483733,-2.69044,[-0.32809794  3.9138577 ],"[-1.02690973 -0.4659085   0.72415695 -0.27740398  0.20185952  0.61788037
 -0.35325629 -0.39267717 -0.32867047 -0.79201213  0.        ]","[[ 2.29200232  3.00550418  0.02386561  0.07183658]
 [ 0.23443407 -0.06575085  0.          0.        ]]",[-1.03716028 -0.25497895]
18,[-0.96774759  3.14433354],-0.0931916759297,-2.67156,[-0.2988472   3.91343808],"[-1.02364412 -0.46572561  0.72708292 -0.27381238  0.20185949  0.61788022
 -0.36783284 -0.3876488  -0.32966259 -0.79230472  0.        ]","[[ 2.28901116  3.00462321  0.02386561  0.07183658]
 [-0.53100017 -0.02767511  0.          0.        ]]",[-1.03716028 -0.25497895]
19,[-0.63985426  4.68073626],-0.0932095392008,-2.50096,[-0.09642655  3.94526768],"[-0.9690068  -0.46564873  0.77353722 -0.27231087  0.20185945  0.61788006
 -0.44059987 -0.38550962 -0.33610601 -0.79020401  0.        ]","[[ 2.24005301  3.00425488  0.02386561  0.07183658]
 [-4.35208053 -0.01147725  0.          0.        ]]",[-1.03716028 -0.25497895]
20,[ 1.05202855  4.48245494],-0.0930629119539,-2.68328,[ 0.21943128  4.03618145],"[-0.83661799 -0.46561691  0.86883423 -0.27169152  0.20185941  0.61787991
 -0.4872035  -0.3846149  -0.34987775 -0.78391357  0.        ]","[[  2.12845773e+00   3.00410295e+00   2.38656110e-02   7.18365841e-02]
 [ -6.79929277e+00  -4.70274631e-03   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
21,[ 0.75001115  4.54470444],-0.0927931427429,-2.67993,[ 0.30901018  4.13246679],"[-0.71643433 -0.46560387  0.93759666 -0.27143912  0.20185937  0.61787975
 -0.40924095 -0.38424511 -0.36095253 -0.77730577  0.        ]","[[  2.03354722e+00   3.00404104e+00   2.38656110e-02   7.18365841e-02]
 [ -2.70540119e+00  -1.90318172e-03   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
22,[ 0.69582051  5.10012388],-0.0927063006268,-2.62777,[ 0.26856273  4.15127659],"[-0.68536903 -0.46559854  0.95297197 -0.27133723  0.20185933  0.6178796
 -0.35167075 -0.38409475 -0.3636349  -0.77548405  0.        ]","[[  2.00977062e+00   3.00401606e+00   2.38656110e-02   7.18365841e-02]
 [  3.17667544e-01  -7.65231461e-04   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
23,[ 0.21882714  4.13207847],-0.0928310184381,-2.69494,[ 0.08260459  4.10319901],"[-0.72959127 -0.46559634  0.93079974 -0.27129634  0.20185929  0.61787944
 -0.29932616 -0.38403403 -0.35982911 -0.77807635  0.        ]","[[  2.04370223e+00   3.00400604e+00   2.38656110e-02   7.18365841e-02]
 [  3.06633375e+00  -3.06024332e-04   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
24,[-0.03710097  4.96621643],-0.093034711754,-2.56601,[-0.1263693   4.02867889],"[-0.81762702 -0.4655954   0.88073609 -0.27127989  0.20185926  0.61787928
 -0.28398271 -0.38400983 -0.35177849 -0.78294944  0.        ]","[[  2.11311273e+00   3.00400202e+00   2.38656110e-02   7.18365841e-02]
 [  3.87203125e+00  -1.23365913e-04   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
25,[ 0.5198537  3.615831 ],-0.093178360041,-2.76468,[-0.27595067  3.96304727],"[-0.90891805 -0.46559495  0.81959799 -0.2712732   0.20185922  0.61787913
 -0.28823977 -0.38400009 -0.34271106 -0.78755907  0.        ]","[[  2.18831045e+00   3.00400039e+00   2.38656110e-02   7.18365841e-02]
 [  3.64848531e+00  -5.02332184e-05   0.00000000e+00   0.00000000e+00]]",[-1.03716028 -0.25497895]
