timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.26642287  3.73531531],-0.416498174859,-4.78281,[ 3.51538229  4.01015759],"[ 1.3174016   2.47409958 -0.39726082 -1.05776947 -1.60420848 -1.35597399
 -0.3630097  -0.38734612  2.89002515  0.98399521  0.        ]","[[ -6.39372409e-02  -6.04987644e-02  -1.84685035e-01  -1.56152361e-01]
 [ -1.53341290e-04  -1.77017906e-04   0.00000000e+00   0.00000000e+00]]",[-0.876872   -0.15971814]
1,[ 3.23418906  5.23082329],-0.421658897059,-4.84985,[ 3.36752844  3.93470168],"[ 1.31989255  2.47649697 -0.3388172  -0.90210917 -1.6042069  -1.35597294
 -0.28761307  0.14630906  2.89699806  1.08448997  0.        ]","[[-0.0242652  -0.02078986 -0.18468503 -0.15615236]
 [ 3.95419449  3.95788199  0.          0.        ]]",[-0.876872   -0.15971814]
2,[ 3.61542761  2.81153663],-0.434278369564,-5.16309,[ 3.1847024   3.76320195],"[ 1.31405944  2.46977225 -0.16504599 -0.43941129 -1.60420533 -1.35597188
 -0.21370673  0.6694019   2.87943977  1.38321749  0.        ]","[[ 0.09370942  0.09729427 -0.18468503 -0.15615236]
 [ 7.83038119  7.837602    0.          0.        ]]",[-0.876872   -0.15971814]
3,[ 2.60608732  3.70725667],-0.445837167495,-5.56894,[ 2.93000698  3.49408197],"[ 1.26144727  2.41369663  0.11645238  0.30967027 -1.60420376 -1.35597083
 -0.14125643  1.18213389  2.72877578  1.84811554  0.        ]","[[  0.28844086   0.29220197  -0.18468503  -0.15615236]
 [ 11.63020242  11.64047994   0.           0.        ]]",[-0.876872   -0.15971814]
4,[ 2.46872051  3.56601307],-0.442361121146,-5.68999,[ 2.70401764  3.17144346],"[ 1.10386235  2.24746991  0.47833031  1.27158142 -1.60420219 -1.35596977
 -0.07022103  1.68469158  2.30711075  2.35034621  0.        ]","[[  0.55842271   0.56241047  -0.18468503  -0.15615236]
 [ 15.35581608  15.36790421   0.           0.        ]]",[-0.876872   -0.15971814]
5,[ 3.08461876  2.63430518],-0.406664424751,-5.52668,[ 2.70595169  2.93441439],"[  7.78705280e-01   1.90589832e+00   8.54143011e-01   2.26845371e+00
  -1.60420062e+00  -1.35596872e+00  -5.52298735e-04   2.17724763e+00
   1.56921475e+00   2.61507270e+00   0.00000000e+00]","[[  0.90219563   0.9064237   -0.18468503  -0.15615236]
 [ 19.00975187  19.0211615    0.           0.        ]]",[-0.876872   -0.15971814]
6,[ 1.72994778  2.82067565],-0.326033679327,-4.94034,[ 2.74288297  2.79959297],"[ 0.25134156  1.35339555  1.12491908  2.98289985 -1.60419905 -1.35596766
  0.06779886  2.65997316  0.74703922  2.33113687  0.        ]","[[  1.31835226   1.32277096  -0.18468503  -0.15615236]
 [ 22.59458421  22.60152891   0.           0.        ]]",[-0.876872   -0.15971814]
7,[ 3.78958411  2.5524885 ],-0.212914663645,-4.32372,[ 2.93090725  2.88084936],"[-0.43594603  0.63509838  1.13121725  2.99123241 -1.60419748 -1.35596661
  0.13486655  3.13306715  0.36803774  1.51677547  0.        ]","[[  1.80553069   1.8100087   -0.18468503  -0.15615236]
 [ 26.11210261  26.11049127   0.           0.        ]]",[-0.876872   -0.15971814]
8,[ 2.76618383  2.2838793 ],-0.163920118853,-2.4972,[ 2.94328737  3.29196644],"[-1.11829083 -0.07597777  0.73325252  1.92440923 -1.60419591 -1.35596555
  0.20064687  3.59679673  0.76399811  0.82779263  0.        ]","[[  2.36238692   2.36672769  -0.18468503  -0.15615236]
 [ 29.56210164  29.55004001   0.           0.        ]]",[-0.876872   -0.15971814]
9,[ 2.79844212  3.19614719],-0.23582164836,-1.79334,[ 3.01203442  4.46000671],"[-1.51252751 -0.48431661 -0.07676311 -0.2341199  -1.60419434 -1.3559645
  0.26508237  4.05151783  1.34044626  1.00342967  0.        ]","[[  2.98754503   2.99156514  -0.18468503  -0.15615236]
 [ 32.94156884  32.92282604   0.           0.        ]]",[-0.876872   -0.15971814]
10,[ 3.60854671  5.70636985],-0.253652993154,-0.536795,[ 3.01510096  5.19088459],"[-1.3281533  -0.4866993  -1.05864142 -1.36381265 -1.60419277 -1.35596344
  0.32811207 -0.37124565  1.28396622  1.2943295   0.        ]","[[  3.67954374   3.28050381  -0.18468503  -0.15615236]
 [ 36.24730605   0.11928069   0.           0.        ]]",[-0.876872   -0.15971814]
11,[ 3.31239907  4.93647245],-0.245884346297,-0.497357,[ 3.23015308  5.08068848],"[-0.49197478 -0.49775412 -1.72217354 -1.0811192  -1.6041912  -1.35596239
  0.3899192  -1.07038961  1.25701035  1.23413005  0.        ]","[[  4.43701287   3.2080552   -0.18468503  -0.15615236]
 [ 39.4889237   -5.06625893   0.           0.        ]]",[-0.876872   -0.15971814]
12,[ 2.73866697  3.86184077],-0.24620681849,-1.00578,[ 3.1213727   4.71674442],"[ 0.63569175 -0.50058409 -1.56310744 -0.72332806 -1.60418962 -1.35596134
  0.45050671 -0.89247731  1.27136624  1.22173225  0.        ]","[[  5.25867385   3.11681195  -0.18468503  -0.15615236]
 [ 42.66657567  -3.74669067   0.           0.        ]]",[-0.876872   -0.15971814]
13,[ 3.08235919  5.83082428],-0.242537315776,-1.37066,[ 3.07030535  4.54508114],"[ 1.30638391 -0.49601895 -0.50871732 -0.49856515 -1.60418805 -1.35596028
  0.50989336 -0.6667957   1.23033736  1.22483562  0.        ]","[[  6.14325598   3.05943579  -0.18468503  -0.15615236]
 [ 45.78124736  -2.07281725   0.           0.        ]]",[-0.876872   -0.15971814]
14,[ 2.76709973  6.75246381],-0.231584674052,-1.50253,[ 2.79185033  4.48202896],"[ 0.88167409 -0.49170381  0.76132589 -0.3818365  -1.60418648 -1.35595923
  0.5681037  -0.52470767  1.17641327  1.15745847  0.        ]","[[  7.08951247   3.02954273  -0.18468503  -0.15615236]
 [ 48.83422532  -1.01895504   0.           0.        ]]",[-0.876872   -0.15971814]
15,[ 3.1181176   6.39483863],-0.225387265805,-0.846458,[ 2.65984726  4.66293335],"[-0.44633713 -0.48918257  1.12860325 -0.32635432 -1.60418491 -1.35595817
  0.62516158 -0.4506424   1.20742509  1.04638818  0.        ]","[[  8.09622206   3.01530063  -0.18468503  -0.15615236]
 [ 51.8267612   -0.46961592   0.           0.        ]]",[-0.876872   -0.15971814]
