timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 2.55157339  1.72758419],-0.292335660456,-3.82733,[ 3.12565613  3.62607098],"[ 1.29413071  2.43736586 -0.41459017 -1.13373507 -0.67430952 -0.79454583
 -0.3700547  -0.38923709  2.05554661  0.39553156  0.        ]","[[-0.09388223 -0.08267021 -0.07766628 -0.09147002]
 [ 0.00367688 -0.00423188  0.          0.        ]]",[-0.81966347 -0.16229509]
1,[ 3.55521342  4.52666137],-0.296734864487,-3.37372,[ 3.00423145  3.5469532 ],"[ 1.29829472  2.44103418 -0.35616146 -0.98128619 -0.67430921 -0.79454543
 -0.29427682  0.14884042  2.06685845  0.4956552   0.        ]","[[-0.05413432 -0.04304158 -0.07766628 -0.09147002]
 [ 3.95795072  3.95390905  0.          0.        ]]",[-0.81966347 -0.16229509]
2,[ 2.63313461  5.23881243],-0.307918834458,-3.59225,[ 2.80183125  3.36520433],"[ 1.29747595  2.43825082 -0.18224732 -0.52672179 -0.67430891 -0.79454503
 -0.21999702  0.67626825  2.062306    0.79507726  0.        ]","[[ 0.0639146   0.07496391 -0.07766628 -0.09147002]
 [ 7.83405147  7.83371085  0.          0.        ]]",[-0.81966347 -0.16229509]
3,[ 2.51136974  2.63069738],-0.319846390819,-3.92562,[ 2.51393104  3.06008673],"[ 1.25319993  2.38900185  0.10073885  0.21200874 -0.6743086  -0.79454462
 -0.14718111  1.19324966  1.93216951  1.26716726  0.        ]","[[  0.25871839   0.26979461  -0.07766628  -0.09147002]
 [ 11.63376288  11.63667172   0.           0.        ]]",[-0.81966347 -0.16229509]
4,[ 1.59475598  1.16193663],-0.322293280806,-4.24339,[ 2.14986539  2.63945842],"[ 1.10680794  2.23243684  0.46724705  1.1662245  -0.6743083  -0.79454422
 -0.07578787  1.69997272  1.53289627  1.78995149  0.        ]","[[  0.52877009   0.53992779  -0.07766628  -0.09147002]
 [ 15.35923561  15.3641803    0.           0.        ]]",[-0.81966347 -0.16229509]
5,[ 2.08714425  2.88137754],-0.301783036855,-4.46719,[ 1.7184093   2.23322082],"[ 0.79415835  1.90245764  0.85278202  2.1650856  -0.67430799 -0.79454382
 -0.00576875  2.196611    0.80640909  2.09051567  0.        ]","[[  0.87260976   0.88386737  -0.07766628  -0.09147002]
 [ 19.01300395  19.01752087   0.           0.        ]]",[-0.81966347 -0.16229509]
6,[ 0.8767222   2.77627194],-0.245551434487,-3.9787,[ 1.38909578  2.0251174 ],"[ 0.27744103  1.36109951  1.13949739  2.89902455 -0.67430769 -0.79454342
  0.0629261   2.68333591 -0.03039709  1.84496482  0.        ]","[[  1.28882972   1.30014259  -0.07766628  -0.09147002]
 [ 22.59766853  22.59796316   0.           0.        ]]",[-0.81966347 -0.16229509]
7,[ 0.72179034  2.47399413],-0.151123125528,-3.16563,[ 1.33513236  1.89280665],"[-0.3990026   0.64945006  1.16821446  2.94934291 -0.67430738 -0.79454301
  0.12098155  3.16036504 -0.44723058  1.04805292  0.        ]","[[  1.77117336   1.78731091  -0.07766628  -0.09147002]
 [ 25.62714341  26.10711823   0.           0.        ]]",[-0.81966347 -0.16229509]
8,[ 1.72316134  2.38356559],-0.0558806045835,-2.3087,[ 1.52339745  2.18704939],"[-1.06897686 -0.0642531   0.81557502  1.9434343  -0.67430708 -0.79454261
  0.16617277  3.62796626 -0.09206141  0.3397456   0.        ]","[[  2.30737637   2.34396542  -0.07766628  -0.09147002]
 [ 27.98533187  29.5469684    0.           0.        ]]",[-0.81966347 -0.16229509]
9,[ 1.67238747  3.57701529],-0.107994306065,-1.81372,[ 1.68117142  3.33456326],"[-1.49346814 -0.48737416  0.07439877 -0.15244298 -0.67430677 -0.79454221
  0.23153418  4.08646393  0.49874309  0.46167062  0.        ]","[[  2.90131198   2.96874343  -0.07766628  -0.09147002]
 [ 31.39604896  32.91991245   0.           0.        ]]",[-0.81966347 -0.16229509]
