timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 0.31458123  2.11971531],-0.0995962267586,0.198323,[ 0.78416729  0.72298539],"[ 1.15030452  1.715464   -0.23402214 -0.6452693   0.98412677 -0.39889148
 -0.65684304 -0.32832668  0.48572442  0.12428805  0.        ]","[[-0.07305765  0.01075529  0.11505999 -0.0457194 ]
 [ 0.00172636 -0.00275133  0.          0.        ]]",[-0.25912926  0.01238536]
1,[ 0.46397569  0.67056534],-0.102293273828,0.132586,[ 0.68146032  0.68734449],"[ 1.15145093  1.71393097 -0.21524271 -0.54433457  0.98412256 -0.39889048
 -0.61290154  0.23190596  0.4877569   0.17632178  0.        ]","[[-0.06055301  0.05042379  0.11505999 -0.0457194 ]
 [ 1.24460483  3.95640844  0.          0.        ]]",[-0.25912926  0.01238536]
2,[ 1.23366382 -0.52076107],-0.110927384614,-0.00275466,[ 0.55855274  0.65890551],"[ 1.15376351  1.70042595 -0.15049992 -0.278626    0.98411834 -0.39888947
 -0.54891613  0.59643535  0.48167732  0.32942868  0.        ]","[[-0.01750233  0.15539911  0.11505999 -0.0457194 ]
 [ 3.05445158  6.5325395   0.          0.        ]]",[-0.25912926  0.01238536]
3,[-0.3577     -0.22930785],-0.126882721046,-0.0673846,[ 0.49360499  0.66018093],"[  1.14925376e+00   1.67211663e+00   1.45372871e-04  -8.22228312e-03
   9.84114127e-01  -3.98888463e-01  -4.11164104e-01   2.86139042e-01
   4.40970439e-01   5.70007185e-01   0.00000000e+00]","[[ 0.08268053  0.26404834  0.11505999 -0.0457194 ]
 [ 6.950868    4.33969234  0.          0.        ]]",[-0.25912926  0.01238536]
4,[ 0.90969741 -0.53784512],-0.145334158213,-0.0919888,[ 0.39043489  0.65105695],"[ 1.12474354  1.64346945  0.18389576  0.17843909  0.98410991 -0.39888746
 -0.46603394  0.14557674  0.3621821   0.8089201   0.        ]","[[ 0.20612552  0.34087565  0.11505999 -0.0457194 ]
 [ 5.39879068  3.34634825  0.          0.        ]]",[-0.25912926  0.01238536]
5,[-0.81596695  0.45881611],-0.1651692809,-0.0732978,[ 0.29280114  0.64301431],"[ 1.07067616  1.62349681  0.39074076  0.28522889  0.98410569 -0.39888645
 -0.34254931 -0.16534732  0.24864267  1.03467949  0.        ]","[[ 0.34914612  0.38575665  0.11505999 -0.0457194 ]
 [ 8.89163416  1.1490665   0.          0.        ]]",[-0.25912926  0.01238536]
6,[-0.45581747 -0.13490642],-0.18483737812,-0.0371548,[ 0.09109926  0.60571122],"[ 0.98969677  1.60321224  0.58793849  0.38108608  0.98410148 -0.39888544
 -0.46290758  0.08867357  0.10337257  1.23474794  0.        ]","[[ 0.49282076  0.42674921  0.11505999 -0.0457194 ]
 [ 5.48717089  2.94421242  0.          0.        ]]",[-0.25912926  0.01238536]
7,[-0.98497721  2.25532214],-0.198141875945,0.0674724,[-0.01526076  0.59769213],"[ 0.92564629  1.57418914  0.70494581  0.5022535   0.98409726 -0.39888444
 -0.53048431  0.00493065 -0.02121509  1.35708589  0.        ]","[[ 0.58338562  0.47969569  0.11505999 -0.0457194 ]
 [ 3.57567094  2.35240948  0.          0.        ]]",[-0.25912926  0.01238536]
8,[-0.46386012 -0.49982503],-0.205347672744,0.011037,[-0.17949933  0.5688026 ],"[ 0.90096941  1.52024685  0.74433396  0.69259301  0.98409305 -0.39888343
 -0.6707912   0.55884111 -0.11534396  1.41855014  0.        ]","[[ 0.61507946  0.56601875  0.11505999 -0.0457194 ]
 [-0.39306722  6.26684309  0.          0.        ]]",[-0.25912926  0.01238536]
9,[ 0.22296099  1.49241985],-0.205973994046,0.0734987,[-0.18043274  0.58534884],"[ 0.92143493  1.4446673   0.71184512  0.90876428  0.98408883 -0.39888243
 -0.73536501  0.26131973 -0.16129836  1.42443211  0.        ]","[[ 0.58889176  0.67026019  0.11505999 -0.0457194 ]
 [-2.21965004  4.16430073  0.          0.        ]]",[-0.25912926  0.01238536]
