timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.85316175  3.61683414],-0.159595591755,-5.23145,[ 2.0680902   3.75148964],"[ 1.36727631  2.54552493 -0.32433817 -1.02083064  1.05289382 -1.1469348
 -0.35615443 -0.38479628  0.56482842  0.96683703  0.        ]","[[ 0.02882712 -0.04641825  0.12174184 -0.13206233]
 [-0.00098888  0.00069067  0.          0.        ]]",[-1.02526975 -0.21165136]
1,[ 2.01716064  3.68962235],-0.170110714927,-5.30337,[ 2.01325679  3.57890105],"[ 1.36448951  2.54712005 -0.26571973 -0.85927129  1.05289337 -1.14693426
 -0.28101167  0.14061786  0.56187944  1.06765017  0.        ]","[[ 0.0684826  -0.00669216  0.12174184 -0.13206233]
 [ 3.95337499  3.95873168  0.          0.        ]]",[-1.02526975 -0.21165136]
2,[ 2.14197336  3.07993677],-0.200288132851,-5.50994,[ 1.78997707  3.2910018 ],"[ 1.34283997  2.53775167 -0.09265314 -0.37971158  1.05289292 -1.14693372
 -0.20735403  0.65563268  0.5149719   1.36320367  0.        ]","[[ 0.18644105  0.11140877  0.12174184 -0.13206233]
 [ 7.8295859   7.83843313  0.          0.        ]]",[-1.02526975 -0.21165136]
3,[ 1.03776695  3.60444072],-0.245557027664,-5.69851,[ 1.23252022  2.8970685 ],"[ 1.26420121  2.47657063  0.18356945  0.39487846  1.05289247 -1.14693318
 -0.13514722  1.16044652  0.31921489  1.80983549  0.        ]","[[  0.38115695   0.3063329    0.12174184  -0.13206233]
 [ 11.62944689  11.64129112   0.           0.        ]]",[-1.02526975 -0.21165136]
4,[-0.06181349  2.80594482],-0.296301799754,-6.04142,[-0.15656501  2.38042402],"[ 1.07230953  2.30207435  0.53002663  1.3858769   1.05289202 -1.14693264
 -0.06435016  1.65524325 -0.1496926   2.26444668  0.        ]","[[  0.65112425   0.57655741   0.12174184  -0.13206233]
 [ 15.35512013  15.36869393   0.           0.        ]]",[-1.02526975 -0.21165136]
5,[-1.60259491  2.57326459],-0.332882445303,-5.86019,[-1.65043163  1.86669028],"[ 0.7603498   1.94884125  0.83923947  2.40636213  1.05289157 -1.1469321
 -0.07474664  2.1404059  -0.84881558  2.44178867  0.        ]","[[  0.95273449   0.92060186   0.12174184  -0.13206233]
 [ 14.80800782  19.02353152   0.           0.        ]]",[-1.02526975 -0.21165136]
6,[-2.81067619  2.00740967],-0.337565488979,-5.24889,[-2.37703705  1.7241745 ],"[ 0.43825681  1.38232167  1.01579883  3.12580863  1.05289112 -1.14693156
 -0.15545097  2.61609162 -1.46408639  2.19441903  0.        ]","[[  1.20628177   1.33702667   0.12174184  -0.13206233]
 [ 10.56096657  22.60699343   0.           0.        ]]",[-1.02526975 -0.21165136]
7,[-3.08665591  1.30427434],-0.308337190759,-4.15491,[-2.6487515   1.74847388],"[ 0.20326311  0.65078242  1.0849736   3.10632385  1.05289067 -1.14693102
 -0.23455574  3.08234265 -1.73328017  1.68793691  0.        ]","[[  1.37573444   1.82440796   0.12174184  -0.13206233]
 [  6.39810166  26.11940432   0.           0.        ]]",[-1.02526975 -0.21165136]
8,[-2.78835685  2.87664579],-0.252432026256,-2.88931,[-2.51068211  1.99431598],"[ 0.07904184 -0.06743229  1.10441016  1.97158833  1.05289022 -1.14693048
 -0.31211507  3.53933046 -1.60124712  1.18459214  0.        ]","[[  1.46274803   2.38133783   0.12174184  -0.13206233]
 [  2.31656485  29.56206323   0.           0.        ]]",[-1.02526975 -0.21165136]
9,[-1.59258918  1.93034259],-0.185498809914,-1.75794,[-1.84766483  2.71264577],"[ 0.07017451 -0.47101915  1.10536673 -0.28382475  1.05288977 -1.14692994
 -0.38818749  3.21989047 -1.16123175  0.90013708  0.        ]","[[  1.46892019   3.00643426   0.12174184  -0.13206233]
 [ -1.68672459  27.15570468   0.           0.        ]]",[-1.02526975 -0.21165136]
10,[-0.03737162  2.99041566],-0.167219115327,-1.96515,[-0.22746336  4.21040058],"[ 0.17479816 -0.48181559  1.09043083 -1.08911653  1.05288932 -1.1469294
 -0.46281178 -0.38531471 -0.99232938  0.87204823  0.        ]","[[  1.39578112e+00   3.20482058e+00   1.21741840e-01  -1.32062329e-01]
 [ -5.61380709e+00  -3.18290458e-03   0.00000000e+00   0.00000000e+00]]",[-1.02526975 -0.21165136]
11,[ 0.39177204  2.9757449 ],-0.173475708071,-2.35501,[ 0.11140513  4.3947897 ],"[ 0.33311267 -0.4847697   1.05222393 -0.87252969  1.05288887 -1.14692887
 -0.46351482 -0.87335338 -1.05288334  0.88000355  0.        ]","[[ 1.28313297  3.15154374  0.12174184 -0.13206233]
 [-5.65081017 -3.67969858  0.          0.        ]]",[-1.02526975 -0.21165136]
12,[ 0.27844733  3.13696393],-0.181314031539,-2.55754,[ 0.22804871  4.39173031],"[ 0.4644484  -0.48245594  1.00525662 -0.60374135  1.05288841 -1.14692833
 -0.43191241 -0.74451154 -1.11304331  0.90510214  0.        ]","[[ 1.18680266  3.08544855  0.12174184 -0.13206233]
 [-3.98775072 -2.70910369  0.          0.        ]]",[-1.02526975 -0.21165136]
13,[ 1.00181206  4.40684065],-0.186570951782,-2.5954,[ 0.27408248  4.37687016],"[ 0.5540789  -0.47762998  0.96447442 -0.43559379  1.05288796 -1.14692779
 -0.40946159 -0.5835504  -1.14688538  0.92876391  0.        ]","[[ 1.11890166  3.04399416  0.12174184 -0.13206233]
 [-2.80629022 -1.49654587  0.          0.        ]]",[-1.02526975 -0.21165136]
14,[ 0.07007534  5.53870474],-0.189103157614,-2.47754,[ 0.18427563  4.32884026],"[ 0.57458857 -0.47409194  0.95406813 -0.34833502  1.05288751 -1.14692725
 -0.33316859 -0.48247413 -1.16259002  0.94080156  0.        ]","[[ 1.10305856  3.02241981  0.12174184 -0.13206233]
 [ 1.20859501 -0.73511502  0.          0.        ]]",[-1.02526975 -0.21165136]
15,[ 0.17826803  3.20798519],-0.189870210161,-2.74641,[ 0.10035104  4.28543663],"[ 0.53991138 -0.47216092  0.97142173 -0.30686349  1.05288706 -1.14692671
 -0.32835062 -0.42984453 -1.16934518  0.94223831  0.        ]","[[ 1.12977432  3.01214721  0.12174184 -0.13206233]
 [ 1.46213464 -0.33864447  0.          0.        ]]",[-1.02526975 -0.21165136]
