timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 3.67026367  3.55959361],-0.321135010925,-6.03141,[ 3.45177341  4.18426752],"[ 1.37411362  2.54935993 -0.38460919 -1.23764423 -0.76513023 -1.14614586
 -0.35457802 -0.38455357  2.16540402  0.86467873  0.        ]","[[-0.00460689 -0.09975524 -0.0881736  -0.1326565 ]
 [ 0.00352905  0.00114459  0.          0.        ]]",[-1.04189229 -0.25766003]
1,[ 3.19772576  3.78158168],-0.326578145024,-6.11294,[ 3.32050562  4.06057978],"[ 1.37323418  2.55417489 -0.3257395  -1.07580155 -0.76513    -1.14614535
 -0.27958296  0.13980267  2.16925391  0.96560463  0.        ]","[[ 0.03513813 -0.06002013 -0.0881736  -0.1326565 ]
 [ 3.9578081   3.9591806   0.          0.        ]]",[-1.04189229 -0.25766003]
2,[ 3.17630773  4.53233381],-0.340584199697,-6.26361,[ 3.06760788  3.76092958],"[ 1.35716745  2.55434433 -0.15173562 -0.59344621 -0.76512977 -1.14614484
 -0.20607068  0.653781    2.14233233  1.2642298   0.        ]","[[ 0.15318416  0.05808977 -0.0881736  -0.1326565 ]
 [ 7.83390373  7.83888067  0.          0.        ]]",[-1.04189229 -0.25766003]
3,[ 3.46357843  4.51554116],-0.356227798389,-6.41152,[ 2.68661189  3.30297184],"[ 1.28731438  2.50851669  0.12739721  0.19225126 -0.76512953 -1.14614433
 -0.13400753  1.15757978  1.97675632  1.72530489  0.        ]","[[  0.3479848    0.25302288  -0.0881736   -0.1326565 ]
 [ 11.63359105  11.64174392   0.           0.        ]]",[-1.04189229 -0.25766003]
4,[ 2.81113444  2.4615288 ],-0.361781796653,-6.62514,[ 2.22636819  2.65378571],"[ 1.1062076   2.35355836  0.48061813  1.21126655 -0.7651293  -1.14614382
 -0.06335282  1.65138259  1.53764024  2.21559862  0.        ]","[[  0.61803263   0.52325656  -0.0881736   -0.1326565 ]
 [ 15.35901572  15.3691592    0.           0.        ]]",[-1.04189229 -0.25766003]
5,[ 1.93433825  0.89424978],-0.341780581007,-6.53673,[ 2.07484579  2.21593618],"[ 0.75421011  2.02027688  0.83739362  2.28547074 -0.76512907 -1.14614331
  0.0059416   2.13535878  0.78656077  2.45756218  0.        ]","[[  0.96186723   0.86729482  -0.0881736   -0.1326565 ]
 [ 19.01271578  19.02240897   0.           0.        ]]",[-1.04189229 -0.25766003]
6,[ 1.83671592  0.35253962],-0.282173763229,-6.0614,[ 1.95355201  1.91030145],"[ 0.20315729  1.47369008  1.07624327  3.08344543 -0.76512883 -1.1461428
  0.07392614  2.55420291 -0.03404776  2.14713444  0.        ]","[[  1.37808145   1.27946565  -0.0881736   -0.1326565 ]
 [ 22.59734937  22.18403046   0.           0.        ]]",[-1.04189229 -0.25766003]
7,[ 1.64099813  1.85319931],-0.184176497454,-5.38792,[ 2.05015087  1.90262449],"[-0.49466791  0.79219443  1.03988003  3.20217654 -0.7651286  -1.14614229
  0.14062982  2.68051836 -0.4130403   1.33494449  0.        ]","[[  1.86531312   1.73271389  -0.0881736   -0.1326565 ]
 [ 26.11444715  23.13754004   0.           0.        ]]",[-1.04189229 -0.25766003]
8,[ 2.51198737  2.66448011],-0.0889758501857,-4.58886,[ 2.31501102  2.16877937],"[-1.16371357  0.10570965  0.59838011  2.39805084 -0.76512837 -1.14614178
  0.2060419   3.1439436  -0.06134674  0.61025483  0.        ]","[[  2.42220452   2.23056251  -0.0881736   -0.1326565 ]
 [ 29.56344248  26.63570636   0.           0.        ]]",[-1.04189229 -0.25766003]
9,[ 2.98560469  3.16521286],-0.129940265131,-3.77404,[ 2.83631754  3.73488569],"[-1.51618329 -0.39353407 -0.23843927  0.54708193 -0.76512813 -1.14614127
  0.27014881  3.5983108   0.5644446   0.663146    0.        ]","[[  3.04739259   2.79768639  -0.0881736   -0.1326565 ]
 [ 32.94362019  30.06552799   0.           0.        ]]",[-1.04189229 -0.25766003]
10,[ 2.79190618  5.26912023],-0.17353655251,-2.69291,[ 2.84453654  4.89598036],"[-1.27136799 -0.47310205 -1.211667   -1.28493241 -0.7651279  -1.14614076
  0.33287128  0.44854694  0.55672153  1.09760759  0.        ]","[[  3.73945937   3.25298565  -0.0881736   -0.1326565 ]
 [ 36.25080022   6.28977301   0.           0.        ]]",[-1.04189229 -0.25766003]
11,[ 3.18027044  4.84124612],-0.164781627541,-2.20912,[ 2.9113884   4.86474037],"[-0.38380314 -0.4761681  -1.82500419 -1.2039277  -0.76512767 -1.14614025
  0.39434272 -0.98783108  0.49952957  1.05129731  0.        ]","[[  4.49699327   3.23305961  -0.0881736   -0.1326565 ]
 [ 39.4920174   -4.55261974   0.           0.        ]]",[-1.04189229 -0.25766003]
12,[ 2.79153877  5.18422344],-0.163391402641,-2.63217,[ 2.79763436  4.62975121],"[ 0.7511167  -0.48251536 -1.59516325 -0.81988903 -0.76512743 -1.14613974
  0.45460731 -0.94165491  0.52150047  1.02556606  0.        ]","[[  5.31871529   3.13895038  -0.0881736   -0.1326565 ]
 [ 42.66960163  -4.20406499   0.           0.        ]]",[-1.04189229 -0.25766003]
13,[ 2.77833349  4.72697137],-0.161674673391,-3.28605,[ 2.75028658  4.61565495],"[ 1.36951469 -0.47887899 -0.49591934 -0.54797087 -0.7651272  -1.14613923
  0.51367789 -0.71314278  0.49445466  1.025954    0.        ]","[[  6.20335752   3.07235139  -0.0881736   -0.1326565 ]
 [ 45.78422949  -2.47916024   0.           0.        ]]",[-1.04189229 -0.25766003]
14,[ 2.89118838  4.97685795],-0.151853745527,-3.45726,[ 2.32143545  4.45969343],"[ 0.86358799 -0.47406491  0.75117118 -0.40022745 -0.76512697 -1.14613872
  0.57157818 -0.55113118  0.44993843  0.96232764  0.        ]","[[  7.14967311   3.03605521  -0.0881736   -0.1326565 ]
 [ 48.83715202  -1.25622919   0.           0.        ]]",[-1.04189229 -0.25766003]
15,[ 1.79075555  4.57782616],-0.143010084977,-3.0165,[ 2.03021622  4.44092894],"[-0.50566168 -0.47099313  1.03642076 -0.32834043 -0.76512673 -1.14613821
  0.62833207 -0.46277852  0.48610657  0.8578309   0.        ]","[[  8.15644064   3.01834711  -0.0881736   -0.1326565 ]
 [ 51.82962888  -0.58930691   0.           0.        ]]",[-1.04189229 -0.25766003]
16,[ 2.51599665  5.03023227],-0.14995216703,-2.17329,[ 2.44194722  4.62958384],"[-1.49306359 -0.46942545 -0.08010538 -0.29541067 -0.7651265  -1.1461377
  0.68396247 -0.41965923  0.60968954  0.8326932   0.        ]","[[  9.22246335   3.0102228   -0.0881736   -0.1326565 ]
 [ 54.76286813  -0.26382504   0.           0.        ]]",[-1.04189229 -0.25766003]
17,[ 2.57322619  4.10817122],-0.168046989042,-2.12623,[ 3.12001586  4.91051435],"[-0.94962289 -0.46870211 -1.55803505 -0.28089318 -0.76512627 -1.14613719
  0.73849162 -0.39987278  0.6958193   0.94532659  0.        ]","[[ 10.34656828   3.00663836  -0.0881736   -0.1326565 ]
 [ 57.63804312  -0.11446936   0.           0.        ]]",[-1.04189229 -0.25766003]
18,[ 2.1820691   4.61117833],-0.176680472513,-2.8865,[ 2.92318892  4.64295483],"[ 0.66049601 -0.46838547 -1.6544667  -0.27466087 -0.76512603 -1.14613668
  0.7919413  -0.39114211  0.6278643   1.08137271  0.        ]","[[  1.15276056e+01   3.00509906e+00  -8.81736020e-02  -1.32656504e-01]
 [  6.04563020e+01  -4.85672090e-02   0.00000000e+00   0.00000000e+00]]",[-1.04189229 -0.25766003]
19,[ 2.66982338  5.82783646],-0.164470469792,-3.52362,[ 2.57380199  4.53801537],"[ 1.3458066  -0.46825102 -0.08625532 -0.27203698 -0.7651258  -1.14613617
  0.84433286 -0.38739267  0.47417033  1.06269136  0.        ]","[[  1.27644484e+01   3.00445090e+00  -8.81736020e-02  -1.32656504e-01]
 [  6.32187706e+01  -2.02655353e-02   0.00000000e+00   0.00000000e+00]]",[-1.04189229 -0.25766003]
