timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[-1.25247481  0.76971643],-0.0804465520091,0.0902774,[ 0.04134497  0.01671518],"[ 1.07218783  1.12633214  0.01836732 -0.10932662  1.53586717  0.71509702
 -0.11512294  0.0149073  -0.01992282 -0.5801281   0.        ]","[[ 0.02892657 -0.01865542  0.17697537  0.07739893]
 [ 0.001616   -0.00118478  0.          0.        ]]",[-0.04311864 -0.0223286 ]
1,[-0.8717556   0.54430969],-0.0850162288,0.103863,[ 0.04032634  0.01648846],"[ 1.07259125  1.12636354 -0.04294859 -0.05889608  1.53566574  0.71505481
 -0.50932497  0.4172045  -0.01967179 -0.61413897  0.        ]","[[-0.01074382  0.01191573  0.17697537  0.07739893]
 [-3.95547553  3.0481328   0.          0.        ]]",[-0.04311864 -0.0223286 ]
2,[-1.51956622  1.7179367 ],-0.0984272954375,0.202499,[ 0.03993326  0.01684378],"[ 1.06212933  1.12074296 -0.2170366   0.07613801  1.53546438  0.71501261
 -0.84512981  0.69373772 -0.0244989  -0.71464288  0.        ]","[[-0.123677    0.09391027  0.17697537  0.07739893]
 [-7.32661865  5.14432602  0.          0.        ]]",[-0.04311864 -0.0223286 ]
3,[-1.03812182  0.35834024],-0.119114322727,0.063218,[ 0.03958565  0.01699183],"[ 1.00791412  1.09110072 -0.49564247  0.3063847   1.5352631   0.71497042
 -1.22485028  1.20281169 -0.04963689 -0.87068101  0.        ]","[[ -0.30846144   0.23551711   0.17697537   0.07739893]
 [-11.13914635   9.00347117   0.           0.        ]]",[-0.04311864 -0.0223286 ]
4,[-0.24272788 -0.70748619],-0.147568866159,-0.11721,[ 0.0391867   0.01820778],"[ 0.85702953  1.01127026 -0.85885005  0.60620014  1.5350619   0.71492823
 -1.59687074  1.36650161 -0.12036716 -1.08248178  0.        ]","[[ -0.56873161   0.42804638   0.17697537   0.07739893]
 [-14.87548207  10.24525914   0.           0.        ]]",[-0.04311864 -0.0223286 ]
5,[-0.27155156  0.38464273],-0.183492301535,-0.0309377,[ 0.03927558  0.02009152],"[ 0.5833196   0.90163224 -1.21067364  0.85669129  1.53486077  0.71488605
 -1.66290827  0.97003112 -0.25746191 -1.33391908  0.        ]","[[ -0.87291651   0.60280731   0.17697537   0.07739893]
 [-15.54082066   7.24081032   0.           0.        ]]",[-0.04311864 -0.0223286 ]
6,[-0.66723597 -0.94163253],-0.219804539045,-0.269224,[ 0.03921407  0.02121609],"[ 0.21071046  0.77431993 -1.46202107  1.05957415  1.53465973  0.71484388
 -1.73912871  1.15189953 -0.45652129 -1.55840971  0.        ]","[[ -1.19143714   0.76146228   0.17697537   0.07739893]
 [-16.30871727   8.62005265   0.           0.        ]]",[-0.04311864 -0.0223286 ]
7,[-0.56838534  0.61723178],-0.258368138317,-0.0213469,[ 0.0399689   0.02178683],"[-0.25511733  0.64932716 -1.57102734  1.20805315  1.53445877  0.71480172
 -1.96950426  0.63739789 -0.73306878 -1.74625247  0.        ]","[[ -1.54085462   0.89474026   0.17697537   0.07739893]
 [-18.62533484   4.7206665    0.           0.        ]]",[-0.04311864 -0.0223286 ]
8,[-0.00202221 -0.52617355],-0.296642838887,-0.0684862,[ 0.04020134  0.02236116],"[-0.78001364  0.52680202 -1.47165698  1.32048537  1.53425788  0.71475956
 -2.1564472   0.94734731 -1.08924228 -1.84766809  0.        ]","[[ -1.93224133   1.01272992   0.17697537   0.07739893]
 [-20.50713239   7.07039713   0.           0.        ]]",[-0.04311864 -0.0223286 ]
9,[ 0.76120434  1.42356864],-0.326374324832,0.165491,[ 0.0410835  0.0224764],"[-1.24629319  0.3936424  -1.1379681   1.41419747  1.53405708  0.71471742
 -2.11640737  0.65373503 -1.4577512  -1.80431615  0.        ]","[[ -2.33839566   1.13181285   0.17697537   0.07739893]
 [-20.1095969    4.84530731   0.           0.        ]]",[-0.04311864 -0.0223286 ]
10,[ 1.78565827 -0.10730136],-0.341125452556,0.0186337,[ 0.04136085  0.02239363],"[-1.53674775  0.23273394 -0.67731516  1.49511045  1.53385635  0.71467527
 -1.77677752  1.16311384 -1.73266307 -1.64274248  0.        ]","[[ -2.7063928    1.26746119   0.17697537   0.07739893]
 [-16.70145238   8.70674855   0.           0.        ]]",[-0.04311864 -0.0223286 ]
11,[-0.40009326  0.84924813],-0.341037582436,0.0919591,[ 0.04212473  0.02211329],"[-1.64987318  0.02394516 -0.24772131  1.55515912  1.5336557   0.71463314
 -1.34981026  1.08397944 -1.86259558 -1.45860517  0.        ]","[[ -2.99740932   1.4355843    0.17697537   0.07739893]
 [-12.41437947   8.10767034   0.           0.        ]]",[-0.04311864 -0.0223286 ]
12,[ 0.84091047  0.96319791],-0.332749885701,0.0734204,[ 0.0416315   0.02155971],"[-1.65438954 -0.2229651   0.15566211  1.56712693  1.53345513  0.71459101
 -1.48293031  1.50621116 -1.90871293 -1.27839149  0.        ]","[[ -3.25913115   1.62986135   0.17697537   0.07739893]
 [-13.75337311  11.30932797   0.           0.        ]]",[-0.04311864 -0.0223286 ]
13,[ 0.51126091  0.33907297],-0.314040288763,0.0201342,[ 0.04178224  0.01987595],"[-1.57758324 -0.54999577  0.51385637  1.48542982  1.53325464  0.7145489
 -1.12450934  1.97932139 -1.85961452 -1.12029578  0.        ]","[[ -3.49808695   1.89205529   0.17697537   0.07739893]
 [-10.15401739  14.89820728   0.           0.        ]]",[-0.04311864 -0.0223286 ]
14,[ 0.81945398 -0.71363966],-0.286881202643,-0.0534074,[ 0.04218823  0.01789659],"[-1.47066391 -0.89793611  0.7654726   1.25331885  1.53305423  0.71450678
 -0.90299597  2.11700684 -1.72866441 -1.00590806  0.        ]","[[ -3.67884939   2.20052533   0.17697537   0.07739893]
 [ -7.9295257   15.94536371   0.           0.        ]]",[-0.04311864 -0.0223286 ]
15,[ 1.85742154  2.77882914],-0.258838927452,0.0473986,[ 0.04311257  0.01692081],"[-1.37448757 -1.15890048  0.92417002  0.92326457  1.53285389  0.71446468
 -0.56437868  1.70237267 -1.58092639 -0.91423042  0.        ]","[[ -3.80331561   2.48791142   0.17697537   0.07739893]
 [ -4.52838165  12.80376849   0.           0.        ]]",[-0.04311864 -0.0223286 ]
16,[-0.06779313  0.73055103],-0.227708162669,-0.0646755,[ 0.04319598  0.01445896],"[-1.33102839 -1.33952714  0.98379883  0.50192652  1.53265364  0.71442258
 -0.16127116  2.19068054 -1.41328815 -0.82035453  0.        ]","[[ -3.85325867   2.7811715    0.17697537   0.07739893]
 [ -0.47930927  16.509918     0.           0.        ]]",[-0.04311864 -0.0223286 ]
17,[-0.47697888 -1.30493704],-0.200424353507,-0.0925451,[ 0.04475261  0.01620523],"[-1.31992544 -1.41919067  0.9979083   0.01311788  1.53245346  0.71438049
 -0.18706413  0.92607145 -1.27984018 -0.70920343  0.        ]","[[-3.8654412   3.08525267  0.17697537  0.07739893]
 [-0.73846074  6.9206336   0.          0.        ]]",[-0.04311864 -0.0223286 ]
18,[-0.39410496 -1.75528158],-0.192087593933,-0.0746338,[ 0.04469987  0.01830944],"[-1.28879912 -1.4204985   1.0361321  -0.03146542  1.53225336  0.71433841
 -0.37365332 -0.2204404  -1.24273777 -0.66650049  0.        ]","[[-3.89901676  3.11230827  0.17697537  0.07739893]
 [-2.61273813 -1.7736239   0.          0.        ]]",[-0.04311864 -0.0223286 ]
19,[ 0.27856457 -0.51077735],-0.201278028884,-0.00940607,[ 0.04449869  0.01927858],"[-1.22312799 -1.41397901  1.1092711   0.09169142  1.53205334  0.71429634
 -0.52385279 -0.73794895 -1.28661634 -0.70628484  0.        ]","[[-3.96641009  3.03745956  0.17697537  0.07739893]
 [-4.1215596  -5.69816833  0.          0.        ]]",[-0.04311864 -0.0223286 ]
20,[ 0.04420998 -0.15407755],-0.216738694635,0.0224328,[ 0.04480103  0.01979217],"[-1.14989513 -1.3850385   1.18029513  0.30792377  1.5318534   0.71425427
 -0.40589714 -0.98970919 -1.36925916 -0.75351643  0.        ]","[[-4.03695699  2.90433642  0.17697537  0.07739893]
 [-2.93706592 -7.60778249  0.          0.        ]]",[-0.04311864 -0.0223286 ]
21,[-1.70418777  0.70420518],-0.234390066446,0.0563212,[ 0.04480924  0.02014424],"[-1.08825952 -1.32297559  1.23274186  0.55347418  1.53165354  0.71421221
 -0.38264959 -1.05021692 -1.47456414 -0.782384    0.        ]","[[-4.0933576   2.74757079  0.17697537  0.07739893]
 [-2.70376025 -8.06725014  0.          0.        ]]",[-0.04311864 -0.0223286 ]
22,[-1.18926298  1.43485104],-0.248569051844,0.121937,[ 0.04399332  0.02021709],"[-0.98098276 -1.24841098  1.31066421  0.74807507  1.53145375  0.71417016
 -0.771472   -0.66141139 -1.57431993 -0.76673866  0.        ]","[[-4.18661642  2.61580352  0.17697537  0.07739893]
 [-6.60909397 -5.11930682  0.          0.        ]]",[-0.04311864 -0.0223286 ]
