timestep,actions,original_rewards,rewards,avg_action_dist,obs,human_obs,logstd_action_dist
0,[ 1.88588781  3.97782674],-0.207715695888,-2.8291,[ 1.74218559  3.38513184],"[ 1.33925886  2.50432678 -0.33732476 -0.99772483  0.75398234  1.39936474
 -0.35663239 -0.38636049  0.82244174 -1.43223158  0.        ]","[[-0.0059581  -0.04428358  0.08681934  0.1612327 ]
 [ 0.00279385  0.0021123   0.          0.        ]]",[-0.88308209 -0.17904292]
1,[ 1.93820613  2.7609709 ],-0.197643645831,-2.58105,[ 1.59832966  3.16864443],"[ 1.33846612  2.50577744 -0.27871074 -0.83959268  0.75398206  1.39936374
 -0.28165838  0.14407441  0.82272195 -1.3312051   0.        ]","[[ 0.03377229 -0.00452935  0.08681934  0.1612327 ]
 [ 3.95708288  3.96012509  0.          0.        ]]",[-0.88308209 -0.17904292]
2,[ 1.89232354  2.9478387 ],-0.166484675464,-2.49205,[ 1.39613366  2.79161191],"[ 1.32280014  2.49612077 -0.10540064 -0.37050929  0.75398177  1.39936274
 -0.20816612  0.66401058  0.78527948 -1.03401457  0.        ]","[[ 0.15180417  0.11359918  0.08681934  0.1612327 ]
 [ 7.83322176  7.83979871  0.          0.        ]]",[-0.88308209 -0.17904292]
3,[ 1.39160202  3.03849688],-0.112039976199,-2.63539,[ 1.02690721  2.30883217],"[ 1.25405579  2.43495026  0.17269708  0.38681965  0.75398148  1.39936174
 -0.13612139  1.17364819  0.60391256 -0.58074406  0.        ]","[[  0.3465921    0.30855034   0.08681934   0.1612327 ]
 [ 11.63301475  11.6426291    0.           0.        ]]",[-0.88308209 -0.17904292]
4,[ 0.49392495  0.43989348],-0.0351113775884,-2.69052,[ 0.28539357  1.78537989],"[ 1.07532561  2.26147241  0.52475131  1.35512588  0.7539812   1.39936073
 -0.06548318  1.67317274  0.14993699 -0.1102441   0.        ]","[[  0.61663012   0.57880133   0.08681934   0.1612327 ]
 [ 15.3586248   15.37000443   0.           0.        ]]",[-0.88308209 -0.17904292]
5,[-0.95717032  0.3995766 ],-0.0626760232693,-2.68018,[-0.73620814  1.50257194],"[ 0.75091667  1.93750539  0.86337234  2.29693984  0.75398091  1.39935973
 -0.03415885  1.86564231 -0.55606167  0.10138162  0.        ]","[[  0.9403763    0.90061175   0.08681934   0.1612327 ]
 [ 17.01073664  16.80619408   0.           0.        ]]",[-0.88308209 -0.17904292]
6,[-1.99642951  2.17178178],-0.14163476234,-2.51643,[-1.25112915  1.44568408],"[ 0.37258341  1.47984975  1.0666383   2.95369061  0.75398062  1.39935873
 -0.11229511  2.03312107 -1.20149497 -0.1005037   0.        ]","[[  1.23924322   1.24927444   0.08681934   0.1612327 ]
 [ 12.88966289  18.05591111   0.           0.        ]]",[-0.88308209 -0.17904292]
7,[-0.81578667  0.35779057],-0.193874490032,-2.31708,[-1.49530101  1.42512953],"[ 0.07192647  0.89236284  1.13708265  3.14618443  0.75398034  1.39935772
 -0.19211038  2.51590054 -1.53431414 -0.55872533  0.        ]","[[  1.45479996   1.6465373    0.08681934   0.1612327 ]
 [  8.68003423  21.65836591   0.           0.        ]]",[-0.88308209 -0.17904292]
8,[-1.8727799  2.1366021],-0.218090659017,-1.96646,[-1.17484426  1.59523594],"[-0.12765407  0.26211412  1.14658962  2.63394495  0.75398005  1.39935672
 -0.25652859  2.64831239 -1.52076848 -1.04016908  0.        ]","[[  1.59431418   2.08961846   0.08681934   0.1612327 ]
 [  5.28247945  22.64644112   0.           0.        ]]",[-0.88308209 -0.17904292]
9,[-1.21323431  3.62570204],-0.216175558517,-1.48545,[-1.03252006  2.0648849 ],"[-0.22051765 -0.26190412  1.14123232  1.30494869  0.75397977  1.39935572
 -0.33352688  3.11886964 -1.23485148 -1.36921293  0.        ]","[[  1.65922035   2.57777757   0.08681934   0.1612327 ]
 [  1.22142427  26.15773257   0.           0.        ]]",[-0.88308209 -0.17904292]
